roc_auc,pauc_0_05,pr_auc,preonset_fpr,attack_detection_rate,persistent_alarm_ratio,alarm_duration_s_per_hour,rank1_strength_attack_mean,participating_prns_attack_mean,first_alarm_delay_from_onset_s,first_alarm_delay_from_pull_off_s,dataset,family,domain,preonset_windows,attack_windows
0.29375,0.48717948717948717,0.810460196935139,0.125,0.016666666666666666,0.0,105.88235294117646,0.4043420222518076,3.0833333333333335,37.0,,oakbat_os3,OAK_OS3_OS4,OAK,8,60
0.34833333333333333,0.49572649572649574,0.8168569740560736,0.1,0.06666666666666667,0.0,257.1428571428571,0.42689123390802663,3.15,29.0,,oakbat_os4,OAK_OS3_OS4,OAK,10,60
0.2837326607818411,0.537620849096259,0.775971974560026,0.0,0.04918032786885246,0.0,145.94594594594594,0.3291706178982578,3.0491803278688523,6.0,,texbat_ds1,TEX_DS1,TEX,13,61
0.7337164750957854,0.7966401414677277,0.9571386682826216,0.0,0.4827586206896552,0.29310344827586204,1504.4776119402986,0.7505656237432964,2.3620689655172415,8.099999999999994,0.0,texbat_ds3,TEX_DS3,TEX,9,58
0.6360759493670886,0.5975332684193444,0.9718337679142232,0.25,0.22784810126582278,0.16455696202531644,824.0963855421687,0.5577397137308389,2.8987341772151898,1.0,,texbat_ds7,TEX_DS7_DS8,TEX,4,79
0.1675,0.5064102564102564,0.8947692002015408,0.0,0.0125,0.0,42.35294117647059,0.3093815057974477,3.1625,49.0,,texbat_ds8,TEX_DS7_DS8,TEX,5,80
