score_col,calibration,pre_windows_t_lt_90,post_windows_t_ge_110,auc_pre_vs_post_buffered,pre_score_median,post_score_median,pre_score_q95,post_score_q95,q90_threshold,q90_pre_fp_rate,q90_post_det_rate,q90_first_delay_s,q95_threshold,q95_pre_fp_rate,q95_post_det_rate,q95_first_delay_s,q99_threshold,q99_pre_fp_rate,q99_post_det_rate,q99_first_delay_s,q99_5_threshold,q99_5_pre_fp_rate,q99_5_post_det_rate,q99_5_first_delay_s,q99_9_threshold,q99_9_pre_fp_rate,q99_9_post_det_rate,q99_9_first_delay_s,scenario
ai_rmse_mean_tau50_gate,cleanStatic_plus_cleanDynamic_event_cutoffs,167,696,0.992566590956019,0.08865292333066459,4.019616148417646,0.16889871013435442,12.202377378940582,2.451991277124733,0.0,0.9712643678160919,20.0,2.746968489063303,0.0,0.9669540229885057,20.0,3.4286330493125106,0.0,0.889367816091954,20.5,3.7079280490761612,0.0,0.8706896551724138,20.5,4.398630323971127,0.0,0.3793103448275862,21.0,ds3
ai_rmse_q_tau50_gate,cleanStatic_plus_cleanDynamic_event_cutoffs,167,696,0.9944593571477734,0.09029141291975966,3.9357806392014028,0.12877403248101474,14.723172806203369,2.2039172377014022,0.0,0.9712643678160919,20.0,2.393413342958316,0.0,0.9712643678160919,20.0,2.714202065738289,0.0,0.9683908045977011,20.0,2.9585465569140377,0.0,0.9525862068965517,20.5,3.285701429199355,0.0,0.8994252873563219,20.5,ds3
ai_rmse_top3_mean_tau50_gate,cleanStatic_plus_cleanDynamic_event_cutoffs,167,696,0.9925579874733292,0.1526500781377156,4.573555171489716,0.43128366569677984,15.625593662261963,3.2736783295057053,0.0,0.9382183908045977,19.5,4.312251240762345,0.0,0.5574712643678161,20.0,6.14528371946378,0.0,0.36637931034482757,21.0,6.562897550341981,0.0,0.34051724137931033,21.0,8.614711646857849,0.0,0.20114942528735633,23.5,ds3
