window_mid_s,score_mean,score_q70,score_mean_tau50_gate,score_q70_tau50_gate,prn_count,low_high_fraction,low_high_fraction_roll3
110.5,1.3562343394429817,1.6685782981269823,4.212468678885964,4.8371565962539655,10,0.6,0.5000000000000001
111.0,1.1915154189866646,1.3579404645902133,4.062465199239108,4.406410293486442,10,0.6,0.5333333333333335
111.5,1.1335098772085153,1.3553509736241045,4.1181544047115,4.59141541039809,10,0.5,0.5666666666666669
112.0,1.217329702980475,1.423378491983668,4.115814719492983,4.541648883432916,10,0.5,0.5333333333333335
112.5,1.3508840662602632,1.6974253300379687,4.391827070271212,5.108012348745136,10,0.6,0.5333333333333335
113.0,1.3306883723969398,1.6880165577389221,4.350089302953677,5.088567552660441,10,0.5,0.5333333333333335
113.5,1.2189062447658845,1.2412990936507378,4.119072905849496,4.165351460211526,10,0.5,0.5333333333333335
114.0,1.8443292949761343,2.4786888848528776,5.857524448947497,7.253115546676332,10,0.8,0.6000000000000002
114.5,2.530204818006543,3.239789254473123,8.44117188441614,10.191480161033704,10,0.9,0.7333333333333335
115.0,2.613428939785353,3.316663788851192,10.017601031398991,11.98665860878334,10,1.0,0.9000000000000002
115.5,2.6889418651835646,3.3439113145519963,10.787562804538457,12.708806522685856,10,1.0,0.9666666666666668
116.0,2.650406608426615,3.1997233411861905,10.951219825279846,12.599170023558571,10,1.0,1.0
116.5,2.6288530907387195,3.139117243280989,10.886559272216159,12.417351729842967,10,1.0,1.0
117.0,2.6500766856784277,3.3382065401475947,10.950230057035283,13.014619620442783,10,1.0,1.0
117.5,2.691950369828786,3.4489010391688493,11.075851109486358,13.346703117506548,10,1.0,1.0
118.0,2.5689264655918427,3.295046479501651,10.706779396775527,12.885139438504954,10,1.0,1.0
118.5,2.409775141135519,3.468174234281979,9.708022071255156,12.742099471608341,10,0.8,0.9333333333333336
119.0,2.463568689821518,3.394339246236166,9.333754418845484,11.877860606378857,10,0.8,0.8666666666666668
119.5,2.4563946474656935,3.3883624202281357,9.314145369739563,11.86152394862357,10,1.0,0.8666666666666668
120.0,2.645247173678769,3.758468040180197,10.38304189787914,13.574275048516567,10,1.0,0.9333333333333336
120.5,2.6667988319458584,3.405035295127307,11.000396495837576,13.21510588538192,10,1.0,1.0
121.0,2.6207814795206144,3.142051578965465,10.862344438561843,12.426154736896395,10,1.0,1.0
121.5,2.4331246145210352,3.1623772222888764,10.299373843563107,12.48713166686663,10,1.0,1.0
122.0,2.464899895710146,3.3897225970229674,10.394699687130437,13.169167791068903,10,1.0,1.0
122.5,2.401904696281499,3.236763538143188,10.205714088844498,12.710290614429564,10,1.0,1.0
123.0,2.437298926299032,3.3369903824060554,10.311896778897095,13.010971147218166,10,1.0,1.0
123.5,2.4737680149820624,3.361570146468368,10.421304044946186,13.084710439405104,10,1.0,1.0
124.0,2.342789157450115,3.1981212201186233,9.772181528520338,12.28115557901463,10,0.9,0.9666666666666669
124.5,2.3686307818991517,3.175017888564973,9.590074908110903,11.901717947219591,10,0.9,0.9333333333333336
125.0,2.487299522099751,3.3444354523959157,9.930258630019289,12.387381630201627,10,1.0,0.9333333333333336
125.5,2.633383511329479,3.2667993090789356,10.62459163323314,12.482611306631545,10,1.0,0.9666666666666669
126.0,2.5702729720362814,3.113463821017603,10.710818916108844,12.340391463052809,10,1.0,1.0
126.5,2.3802182256452062,2.9485054437075706,10.140654676935618,11.845516331122711,10,1.0,1.0
127.0,2.467252173836501,3.1389044444378693,10.401756521509503,12.416713333313607,10,1.0,1.0
127.5,2.4781197655806517,2.593258818603072,10.434359296741956,10.779776455809216,9,1.0,1.0
