score_col,calibration,pre_windows_t_lt_90,post_windows_t_ge_110,auc_pre_vs_post_buffered,pre_score_median,post_score_median,pre_score_q95,post_score_q95,q90_threshold,q90_pre_fp_rate,q90_post_det_rate,q90_first_delay_s,q95_threshold,q95_pre_fp_rate,q95_post_det_rate,q95_first_delay_s,q99_threshold,q99_pre_fp_rate,q99_post_det_rate,q99_first_delay_s,q99_5_threshold,q99_5_pre_fp_rate,q99_5_post_det_rate,q99_5_first_delay_s,q99_9_threshold,q99_9_pre_fp_rate,q99_9_post_det_rate,q99_9_first_delay_s
score_mean_tau50_gate,cleanStatic_plus_cleanDynamic_event_cutoffs,179,36,0.951738050900062,1.1991113970459317,10.173184382890058,4.810429276291376,10.963513992919278,6.871993230740228,0.0,0.75,14.5,7.405023997208623,0.0,0.75,14.5,8.837593195416185,0.0,0.7222222222222222,15.0,9.585019078144596,0.0,0.6666666666666666,15.0,10.932049059916315,0.0,0.1111111111111111,16.0
score_q70_tau50_gate,cleanStatic_plus_cleanDynamic_event_cutoffs,179,36,0.9487895716945997,1.4590998979078715,12.363886546627217,5.397949660546975,13.248005193413077,5.385295839952656,0.055865921787709494,0.7777777777777778,14.0,5.622684462127137,0.0335195530726257,0.7777777777777778,14.0,6.3497171844238744,0.0111731843575419,0.7777777777777778,14.0,6.58507352522669,0.0,0.7777777777777778,14.0,6.759298787583332,0.0,0.7777777777777778,14.0
