run,elapsed_s,state,raw_fd,raw_fd_position,max_raw_fd_position,dump_count,dump_bytes,rchar,wchar,read_bytes,write_bytes,signal
C0_repeat,25.238758,running,27,4158390272,4158390272,10,48121216,4159260573,48198544,0,102400,
C0_repeat,25.747193,running,27,4219830272,4219830272,10,50708352,4220913565,50793872,0,102400,
C0_repeat,26.256417,running,27,4280971264,4280971264,10,53256064,4281915293,53341584,0,102400,
C0_repeat,26.764229,running,27,4342226944,4342226944,10,55785856,4343314333,55863184,0,102400,
C0_repeat,27.27303,running,27,4403818496,4403818496,10,58325632,4404815773,58466704,0,102400,
C0_repeat,27.782312,running,27,4463554560,4463554560,10,60838784,4464641949,60916112,0,102400,
C0_repeat,28.291968,running,27,4500000000,4500000000,10,62337920,4500186269,62415248,0,102400,
C0_repeat,28.802647,running,27,4500000000,4500000000,10,62337920,4500186269,62415248,0,102400,
C0_repeat,29.30735,running,27,4500000000,4500000000,10,62337920,4500186269,62415248,0,102400,
C0_repeat,29.812366,running,27,4500000000,4500000000,10,62337920,4500186269,62415248,0,102400,
C0_repeat,30.316648,running,27,4500000000,4500000000,10,62337920,4500186269,62415248,0,102400,
C0_repeat,30.821184,running,27,4500000000,4500000000,10,62337920,4500186269,62415248,0,102400,
C0_repeat,31.325624,running,27,4500000000,4500000000,10,62337920,4500186269,62415248,0,102400,
C0_repeat,31.831021,running,27,4500000000,4500000000,10,62337920,4500186269,62415248,0,102400,
C0_repeat,32.334744,running,27,4500000000,4500000000,10,62337920,4500186269,62415248,0,102400,
C0_repeat,32.838409,running,27,4500000000,4500000000,10,62337920,4500186269,62415248,0,102400,
C0_repeat,33.344056,running,27,4500000000,4500000000,10,62337920,4500186269,62415248,0,102400,SIGINT
