scenario,phase,time_s,channel,prn,step,index,delay_chips,doppler_hz,actual_real,actual_imag,mu_real,mu_imag,var_real,var_imag,innovation_real,innovation_imag,sequential_surprise,pre_observation
ds3,strict_pre,100.0231174,4,20,16,13,0.625,-250.0,0.1740843802690506,0.20635917782783508,0.4065145254135132,0.34011751413345337,0.08754713833332062,0.02253418229520321,-0.23243014514446259,-0.1337583363056183,-4.8172556311219505,True
ds3,strict_pre,100.0103558,5,6,1,93,0.0,0.0,1.0,-2.311802887038099e-17,0.06959429383277893,0.05631835386157036,0.6989383101463318,0.572509765625,0.9304057061672211,-0.05631835386157038,0.3281499601042579,True
ds3,strict_pre,100.0103558,5,6,2,16,1.0,-250.0,-0.010739149525761604,-0.0009031433146446943,0.42893490195274353,0.3450300693511963,0.05482688173651695,0.010014639236032963,-0.43967405147850513,-0.345933212665841,7.968088218765633,True
ds3,strict_pre,100.0103558,5,6,3,33,1.0,-200.0,-0.00943997036665678,-0.004432836547493935,0.4255000650882721,0.28621330857276917,0.07087456434965134,0.015314837917685509,-0.4349400354549289,-0.2906461451202631,1.3592489885262573,True
ds3,strict_pre,100.0103558,5,6,4,15,0.875,-250.0,0.059426773339509964,0.07586422562599182,0.41709089279174805,0.3483006954193115,0.07748480886220932,0.018148398026823997,-0.3576641194522381,-0.2724364697933197,-0.8261883956843219,True
ds3,strict_pre,100.0103558,5,6,5,50,1.0,-150.0,-0.015653379261493683,0.005417071748524904,0.42250731587409973,0.2246832549571991,0.08043363690376282,0.01875220239162445,-0.4381606951355934,-0.2192661832086742,-1.5460543891641736,True
ds3,strict_pre,100.0103558,5,6,6,32,0.875,-200.0,0.080793596804142,0.07022163271903992,0.4162923991680145,0.28575730323791504,0.08294224739074707,0.020118743181228638,-0.33549880236387253,-0.21553567051887512,-2.7295596843782994,True
ds3,strict_pre,100.0103558,5,6,7,67,1.0,-100.0,-0.011994789354503155,0.0008007432334125042,0.42185449600219727,0.16143330931663513,0.0847826600074768,0.020242759957909584,-0.4338492853567004,-0.16063256608322263,-2.8728624551291007,True
ds3,strict_pre,100.0103558,5,6,8,14,0.75,-250.0,0.16669189929962158,0.17350637912750244,0.41020146012306213,0.3460928201675415,0.08509908616542816,0.021380940452218056,-0.24350956082344055,-0.17258644104003906,-4.219282542007871,True
ds3,strict_pre,100.0103558,5,6,9,84,1.0,-50.0,-0.02387159690260887,0.003963022027164698,0.4230646789073944,0.0982222855091095,0.08616270869970322,0.02053331770002842,-0.4469362758100033,-0.0942592634819448,-3.5862100323029407,True
ds3,strict_pre,100.0103558,5,6,10,49,0.875,-150.0,0.0819602906703949,0.054522305727005005,0.41627398133277893,0.2213677167892456,0.08668960630893707,0.021400319412350655,-0.33431369066238403,-0.1668454110622406,-3.699715016629659,True
ds3,strict_pre,100.0103558,5,6,11,101,1.0,0.0,-0.01828530989587307,0.0183247197419405,0.4232892096042633,0.03441069647669792,0.0885293185710907,0.02121068350970745,-0.4415745195001364,-0.016085976734757423,-4.062947151833546,True
ds3,strict_pre,100.0103558,5,6,12,31,0.75,-200.0,0.182961106300354,0.15005506575107574,0.41121330857276917,0.28143754601478577,0.08746558427810669,0.022112812846899033,-0.22825220227241516,-0.13138248026371002,-4.871851438966315,True
ds3,strict_pre,100.0103558,5,6,13,66,0.875,-100.0,0.0838366225361824,0.03409304469823837,0.4176681935787201,0.15769195556640625,0.08790460973978043,0.021629920229315758,-0.3338315710425377,-0.12359891086816788,-4.291126858149985,True
ds3,strict_pre,100.0103558,5,6,14,118,1.0,50.0,-0.027480751276016235,0.008404611609876156,0.42419418692588806,-0.029614750295877457,0.08983728289604187,0.021442526951432228,-0.4516749382019043,0.03801936190575361,-3.9138366283793014,True
ds3,strict_pre,100.0103558,5,6,15,135,1.0,100.0,-0.029536359012126923,0.014038740657269955,0.42504748702049255,-0.09349171072244644,0.09100740402936935,0.021608790382742882,-0.4545838460326195,0.1075304513797164,-3.4257165813722033,True
ds3,strict_pre,100.0103558,5,6,16,13,0.625,-250.0,0.2266819030046463,0.26344090700149536,0.4063666760921478,0.3395606279373169,0.08797452598810196,0.022701218724250793,-0.17968477308750153,-0.07611972093582153,-5.593806882205371,True
ds3,strict_pre,100.02281648,6,7,1,93,0.0,0.0,1.0,-1.0167046480914837e-17,0.06959429383277893,0.05631835386157036,0.6989383101463318,0.572509765625,0.9304057061672211,-0.056318353861570365,0.3281499601042579,True
ds3,strict_pre,100.02281648,6,7,2,16,1.0,-250.0,0.04462805017828941,0.06073364242911339,0.42893490195274353,0.3450300693511963,0.05482688173651695,0.010014639236032963,-0.3843068517744541,-0.2842964269220829,3.2571324183264885,True
ds3,strict_pre,100.02281648,6,7,3,33,1.0,-200.0,0.056458037346601486,0.05531749874353409,0.4268445670604706,0.28587621450424194,0.06900110095739365,0.014621717855334282,-0.3703865297138691,-0.23055871576070786,-1.2752016764487966,True
ds3,strict_pre,100.02281648,6,7,4,15,0.875,-250.0,0.11023090034723282,0.11535347253084183,0.41925397515296936,0.3480425775051117,0.07458505034446716,0.016995280981063843,-0.30902307480573654,-0.23268910497426987,-2.2044423901461743,True
ds3,strict_pre,100.02281648,6,7,5,50,1.0,-150.0,0.05065467953681946,0.042639944702386856,0.4249856173992157,0.2241068035364151,0.07727061957120895,0.01749829389154911,-0.37433093786239624,-0.18146685883402824,-2.9107686708692935,True
ds3,strict_pre,100.02281648,6,7,6,32,0.875,-200.0,0.12026261538267136,0.09860417246818542,0.4190468192100525,0.28536170721054077,0.07943367958068848,0.018678436055779457,-0.29878420382738113,-0.18675753474235535,-3.5220554883521267,True
ds3,strict_pre,100.02281648,6,7,7,67,1.0,-100.0,0.04739314690232277,0.035467490553855896,0.42470690608024597,0.16064509749412537,0.08129050582647324,0.018826548010110855,-0.3773137591779232,-0.12517760694026947,-3.8985880427003647,True
ds3,strict_pre,100.02281648,6,7,8,14,0.75,-250.0,0.19581885635852814,0.17477300763130188,0.41302216053009033,0.34592318534851074,0.0815187469124794,0.01986372098326683,-0.2172033041715622,-0.17115017771720886,-4.3723855724827905,True
ds3,strict_pre,100.02281648,6,7,9,84,1.0,-50.0,0.054838571697473526,0.013712206855416298,0.42592674493789673,0.0972764864563942,0.08273868262767792,0.019146056845784187,-0.3710881732404232,-0.0835642796009779,-4.418650517129764,True
ds3,strict_pre,100.02281648,6,7,10,49,0.875,-150.0,0.13046953082084656,0.0720096081495285,0.41917839646339417,0.22084163129329681,0.08310302346944809,0.019903287291526794,-0.2887088656425476,-0.1488320231437683,-4.288608815001521,True
ds3,strict_pre,100.02281648,6,7,11,101,1.0,0.0,0.05830458924174309,-0.004355787765234709,0.4264167845249176,0.03322216495871544,0.08486713469028473,0.019720057025551796,-0.3681121952831745,-0.03757795272395015,-4.724489051845989,True
ds3,strict_pre,100.02281648,6,7,12,31,0.75,-200.0,0.23530364036560059,0.13424459099769592,0.4141090214252472,0.2811776399612427,0.08383755385875702,0.020568454638123512,-0.1788053810596466,-0.14693304896354675,-4.931889588790584,True
ds3,strict_pre,100.02281648,6,7,13,66,0.875,-100.0,0.1409251093864441,0.04584331810474396,0.42060497403144836,0.15705950558185577,0.08431031554937363,0.020135778933763504,-0.2796798646450043,-0.11121618747711182,-4.836453490118799,True
ds3,strict_pre,100.02281648,6,7,14,118,1.0,50.0,0.056104157119989395,-0.013964051380753517,0.4273933172225952,-0.03092697635293007,0.08612293004989624,0.019938034936785698,-0.3712891601026058,0.016962924972176552,-4.751989215848853,True
ds3,strict_pre,100.02281648,6,7,15,13,0.625,-250.0,0.24925288558006287,0.2667108178138733,0.4094045162200928,0.34138670563697815,0.08379767090082169,0.020914698019623756,-0.1601516306400299,-0.07467588782310486,-5.77394581453879,True
ds3,strict_pre,100.02281648,6,7,16,135,1.0,100.0,0.07633095234632492,-0.01348600722849369,0.4291088879108429,-0.0949484184384346,0.08632104843854904,0.019731558859348297,-0.352777935564518,0.08146241120994091,-4.597159845455609,True
ds3,strict_pre,100.01106452,7,16,1,93,0.0,0.0,1.0,1.1968782339856402e-17,0.06959429383277893,0.05631835386157036,0.6989383101463318,0.572509765625,0.9304057061672211,-0.056318353861570344,0.3281499601042579,True
ds3,strict_pre,100.01106452,7,16,2,16,1.0,-250.0,0.021828876808285713,0.010380903258919716,0.42893490195274353,0.3450300693511963,0.05482688173651695,0.010014639236032963,-0.4071060251444578,-0.3346491660922766,6.698237876269406,True
ds3,strict_pre,100.01106452,7,16,3,33,1.0,-200.0,0.009249599650502205,0.006559411995112896,0.4260898530483246,0.28620463609695435,0.06999407708644867,0.014990375377237797,-0.4168402533978224,-0.27964522410184145,0.839521487737926,True
ds3,strict_pre,100.01106452,7,16,4,15,0.875,-250.0,0.08343591541051865,0.06780881434679031,0.41784241795539856,0.348330020904541,0.0764375552535057,0.017731228843331337,-0.3344065025448799,-0.2805212065577507,-0.7026611161523482,True
ds3,strict_pre,100.01106452,7,16,5,50,1.0,-150.0,0.012082617729902267,0.003256401512771845,0.4233302175998688,0.2246691882610321,0.0793243870139122,0.018312687054276466,-0.4112475998699665,-0.22141278674826026,-1.725277406968436,True
ds3,strict_pre,100.01106452,7,16,6,32,0.875,-200.0,0.10025021433830261,0.05609267204999924,0.4172035753726959,0.2858142852783203,0.08171941339969635,0.019616778939962387,-0.3169533610343933,-0.22972161322832108,-2.5163653871288254,True
ds3,strict_pre,100.01106452,7,16,7,67,1.0,-100.0,0.027866985648870468,0.00011584324965951964,0.42276474833488464,0.16139812767505646,0.08359465003013611,0.01976202055811882,-0.3948977626860142,-0.16128228442539694,-3.2240272935083434,True
ds3,strict_pre,100.01106452,7,16,8,14,0.75,-250.0,0.17262382805347443,0.13884973526000977,0.41120049357414246,0.3462643027305603,0.08375227451324463,0.020811503753066063,-0.23857666552066803,-0.20741456747055054,-3.605367521836565,True
ds3,strict_pre,100.01106452,7,16,9,84,1.0,-50.0,0.02638278901576996,-0.007444904651492834,0.4239582121372223,0.09817744046449661,0.08500777184963226,0.020067790523171425,-0.39757542312145233,-0.10562234511598945,-3.958299280145816,True
ds3,strict_pre,100.01106452,7,16,10,49,0.875,-150.0,0.1076400950551033,0.04224792495369911,0.41728171706199646,0.22144687175750732,0.08535575121641159,0.02084592916071415,-0.30964162200689316,-0.1791989468038082,-3.6677922085178096,True
ds3,strict_pre,100.01106452,7,16,11,101,1.0,0.0,0.019121430814266205,-2.4371922336285934e-05,0.42437872290611267,0.03425389155745506,0.08716142922639847,0.020656218752264977,-0.40525729209184647,-0.03427826347979135,-4.378603790327384,True
ds3,strict_pre,100.01106452,7,16,12,31,0.75,-200.0,0.1960422694683075,0.11860179156064987,0.412247896194458,0.2816040515899658,0.08607956767082214,0.02152518928050995,-0.2162056267261505,-0.16300226002931595,-4.51361651575929,True
ds3,strict_pre,100.01106452,7,16,13,66,0.875,-100.0,0.11469387263059616,0.024043744429945946,0.41864892840385437,0.15774309635162354,0.08661265671253204,0.021095475181937218,-0.3039550557732582,-0.1336993519216776,-4.3909554919827976,True
ds3,strict_pre,100.01106452,7,16,14,118,1.0,50.0,0.009724844247102737,0.0025861398316919804,0.4252870976924896,-0.02981274202466011,0.08847624808549881,0.020893512293696404,-0.4155622534453869,0.03239888185635209,-4.291252218336449,True
ds3,strict_pre,100.01106452,7,16,15,13,0.625,-250.0,0.25589606165885925,0.22828754782676697,0.40756940841674805,0.34161096811294556,0.08606100082397461,0.021892240270972252,-0.1516733467578888,-0.11332342028617859,-5.420404348501288,True
ds3,strict_pre,100.01106452,7,16,16,135,1.0,100.0,-0.002963503124192357,0.007388330530375242,0.42706790566444397,-0.09373364597558975,0.08856265246868134,0.020630748942494392,-0.4300314087886363,0.101121976505965,-3.721273811939481,True
ds3,strict_pre,100.0242944,8,13,1,93,0.0,0.0,1.0,-8.511896952685018e-18,0.06959429383277893,0.05631835386157036,0.6989383101463318,0.572509765625,0.9304057061672211,-0.056318353861570365,0.3281499601042579,True
ds3,strict_pre,100.0242944,8,13,2,16,1.0,-250.0,-0.0045473454520106316,0.013235869817435741,0.42893490195274353,0.3450300693511963,0.05482688173651695,0.010014639236032963,-0.43348224740475416,-0.33179419953376055,6.912640485007616,True
ds3,strict_pre,100.0242944,8,13,3,33,1.0,-200.0,8.020261157071218e-05,0.0043538413010537624,0.42571550607681274,0.28612247109413147,0.07059496641159058,0.01520970556885004,-0.42563530346524203,-0.2817686297930777,0.9495748620908149,True
ds3,strict_pre,100.0242944,8,13,4,15,0.875,-250.0,0.09285992383956909,0.09925257414579391,0.4174249470233917,0.3482380211353302,0.07705353200435638,0.017974302172660828,-0.32456502318382263,-0.24898544698953629,-1.7659122523655668,True
