scenario,phase,time_s,channel,prn,step,index,delay_chips,doppler_hz,actual_real,actual_imag,mu_real,mu_imag,var_real,var_imag,innovation_real,innovation_imag,sequential_surprise,pre_observation
cleanStatic,train,10.022221,0,16,1,93,0.0,0.0,1.0,-2.1568322536375145e-17,0.06959429383277893,0.05631835386157036,0.6989383101463318,0.572509765625,0.9304057061672211,-0.05631835386157038,0.3281499601042579,True
cleanStatic,train,10.022221,0,16,2,16,1.0,-250.0,0.024970874190330505,-0.0023494218476116657,0.42893490195274353,0.3450300693511963,0.05482688173651695,0.010014639236032963,-0.403964027762413,-0.34737949119880795,7.518732860646644,True
cleanStatic,train,10.022221,0,16,3,33,1.0,-200.0,0.0024355335626751184,-0.003352008294314146,0.42602989077568054,0.2863072156906128,0.07003677636384964,0.015008070506155491,-0.4235943572130054,-0.28965922398492694,1.2945586636262068,True
cleanStatic,train,10.022221,0,16,4,15,0.875,-250.0,0.09576396644115448,0.10278073698282242,0.41765740513801575,0.3484236001968384,0.07665298879146576,0.017819132655858994,-0.32189343869686127,-0.24564286321401596,-1.8579317491873413,True
cleanStatic,train,10.022221,0,16,5,50,1.0,-150.0,-0.00800924189388752,-0.0007192970369942486,0.42347100377082825,0.2246212661266327,0.07914572954177856,0.0182413961738348,-0.43148024566471577,-0.22534056316362694,-1.4045287551559937,True
cleanStatic,train,10.022221,0,16,6,32,0.875,-200.0,0.10042594373226166,0.09727811068296432,0.41713663935661316,0.28578686714172363,0.08181450515985489,0.01965503580868244,-0.3167106956243515,-0.1885087564587593,-3.398747209245599,True
cleanStatic,train,10.022221,0,16,7,67,1.0,-100.0,-0.010867752134799957,0.0011470034951344132,0.4228534400463104,0.16125544905662537,0.08352707326412201,0.01973140425980091,-0.4337211921811104,-0.16010844556149095,-2.856811853593092,True
cleanStatic,train,10.022221,0,16,8,14,0.75,-250.0,0.16340698301792145,0.16242122650146484,0.41103675961494446,0.3461301326751709,0.0840117558836937,0.020917793735861778,-0.247629776597023,-0.18370890617370605,-4.000640468808985,True
cleanStatic,train,10.022221,0,16,9,84,1.0,-50.0,-0.009530856274068356,0.007914954796433449,0.42381224036216736,0.0980510488152504,0.08524401485919952,0.020159265026450157,-0.4333430966362357,-0.09013609401881695,-3.7603864679743717,True
cleanStatic,train,10.022221,0,16,10,49,0.875,-150.0,0.10192394256591797,0.0817980244755745,0.41700759530067444,0.22129911184310913,0.08576632291078568,0.021012451499700546,-0.31508365273475647,-0.13950108736753464,-4.235087909644442,True
cleanStatic,train,10.022221,0,16,11,101,1.0,0.0,-0.007114255800843239,0.017811395227909088,0.4241727292537689,0.03410635516047478,0.0874883383512497,0.02078327164053917,-0.43128698505461216,-0.01629495993256569,-4.170986111703224,True
cleanStatic,train,10.022221,0,16,12,31,0.75,-200.0,0.18042485415935516,0.1381233185529709,0.41200172901153564,0.2813869118690491,0.08647903054952621,0.021688854321837425,-0.23157687485218048,-0.14326359331607819,-4.7123709896865265,True
cleanStatic,train,10.022221,0,16,13,66,0.875,-100.0,0.10631517320871353,0.05145580321550369,0.41838738322257996,0.15755322575569153,0.08702599257230759,0.02126106061041355,-0.3120722100138664,-0.10609742254018784,-4.643896177073452,True
cleanStatic,train,10.022221,0,16,14,118,1.0,50.0,-0.011754052713513374,0.022887807339429855,0.4250393807888031,-0.02995963767170906,0.08886178582906723,0.021043037995696068,-0.4367934335023165,0.052847445011138916,-4.002112159608661,True
cleanStatic,train,10.022221,0,16,15,13,0.625,-250.0,0.25532230734825134,0.24472716450691223,0.40733346343040466,0.3413417935371399,0.08646629005670547,0.022059818729758263,-0.15201115608215332,-0.09661462903022766,-5.571616788584984,True
cleanStatic,train,10.022221,0,16,16,135,1.0,100.0,-0.003741344204172492,0.020997008308768272,0.42682945728302,-0.09386467188596725,0.08893448114395142,0.020772848278284073,-0.4305708014871925,0.11486168019473553,-3.574264154093207,True
cleanStatic,train,10.02656428,2,3,1,93,0.0,0.0,1.0,1.1046902782055854e-17,0.06959429383277893,0.05631835386157036,0.6989383101463318,0.572509765625,0.9304057061672211,-0.056318353861570344,0.3281499601042579,True
cleanStatic,train,10.02656428,2,3,2,16,1.0,-250.0,-0.0227043554186821,0.02231966331601143,0.42893490195274353,0.3450300693511963,0.05482688173651695,0.010014639236032963,-0.45163925737142563,-0.32271040603518486,6.61209665573336,True
