scenario,family,phase,time_s,method,budget,tracked_prn_count,used_prn_count,prn_scores_json,pooled_score,calibrated_score
cleanStatic,cleanStatic,calibration,76.99359032800001,fixed_9_delay_tap_complex,9,10,10,"{""10"": 0.0009103713637612994, ""13"": 0.0003968714158951229, ""16"": 0.0004190911731970545, ""19"": 0.000279998709932894, ""20"": 0.0012374725787652478, ""23"": 0.0002062553566112853, ""3"": 0.0007860998342282626, ""30"": 0.0012311208645783512, ""6"": 0.0002784780935041597, ""7"": 0.00040035687180744534}",0.00040972402250224994,-0.033442270365492924
cleanStatic,cleanStatic,calibration,76.99359032800001,fixed_delay_9,9,10,10,"{""10"": -4.761024200155508, ""13"": -4.93074240432059, ""16"": -5.030050485472536, ""19"": -4.97719428986919, ""20"": -4.918897213414762, ""23"": -4.989985876274226, ""3"": -4.913003296366828, ""30"": -4.933320637566617, ""6"": -5.072937236053825, ""7"": -4.884196613018087}",-4.932031520943603,1.110066471290802
cleanStatic,cleanStatic,calibration,76.99359032800001,learned_fixed,3,10,10,"{""10"": 4.220518005765561, ""13"": 2.3430485348703667, ""16"": 3.0159296464518164, ""19"": 3.37155503639504, ""20"": 2.6030135842503292, ""23"": 3.3964793340573287, ""3"": 2.474042077694786, ""30"": 0.7630307321594106, ""6"": 3.0159899256536398, ""7"": 1.2093260733044036}",2.8094716153510726,-0.6401882750481613
cleanStatic,cleanStatic,calibration,76.99359032800001,learned_fixed,5,10,10,"{""10"": 2.243346382135505, ""13"": 0.7424208481634704, ""16"": 1.2385489036192436, ""19"": 1.4438143982951506, ""20"": 1.0976683465844446, ""23"": 1.4976465842691487, ""3"": 0.9413657727330402, ""30"": -0.13738153080469803, ""6"": 1.303592131494074, ""7"": -0.4124371338498284}",1.1681086251018442,-0.3363445036531858
cleanStatic,cleanStatic,calibration,76.99359032800001,learned_fixed,9,10,10,"{""10"": -0.017699487542357062, ""13"": -1.1728386862293083, ""16"": -0.7888739997457352, ""19"": -0.7531910539658013, ""20"": -0.8625333614827716, ""23"": -0.742864200985061, ""3"": -1.04005376689932, ""30"": -1.7579018532373072, ""6"": -0.738581222748673, ""7"": -2.1733734049092255}",-0.8257036806142535,-0.0922378071502794
cleanStatic,cleanStatic,calibration,76.99359032800001,learned_fixed,16,10,10,"{""10"": -1.759971275400618, ""13"": -2.6192769349039065, ""16"": -2.3592457233289545, ""19"": -2.354660092317804, ""20"": -2.4113402115366345, ""23"": -2.367232818583343, ""3"": -2.622925755383039, ""30"": -3.057330540746695, ""6"": -2.324020000057144, ""7"": -3.473380430561625}",-2.3892865150599887,0.21245821976093437
cleanStatic,cleanStatic,calibration,76.99359032800001,previous_acaf_r1_proxy,187,10,10,"{""10"": 0.0019682426936924458, ""13"": 0.00043888026266358793, ""16"": 0.0009492278913967311, ""19"": 0.0005991584621369839, ""20"": 0.0014884701231494546, ""23"": 0.00046184402890503407, ""3"": 0.0007371425745077431, ""30"": 0.0033127751667052507, ""6"": 0.0011439650552347302, ""7"": 0.0028925854712724686}",0.0010465964733157307,0.05906136401376283
cleanStatic,cleanStatic,calibration,76.99359032800001,prompt_magnitude_only,0,10,10,"{""10"": 2208666.663035763, ""13"": 6298490.534825077, ""16"": 5027394.562938349, ""19"": 4548243.479386738, ""20"": 2670078.451835533, ""23"": 6666509.33479215, ""3"": 5869842.198244903, ""30"": 2212229.540623225, ""6"": 4326183.1074013, ""7"": 4360219.065590082}",4454231.27248841,-0.593497696892113
cleanStatic,cleanStatic,calibration,76.99359032800001,random_fixed,3,10,10,"{""10"": -2.281226847862866, ""13"": -2.1332287457359893, ""16"": -1.9122879368363677, ""19"": -2.231331267070706, ""20"": -2.1931213047406968, ""23"": -2.202858743426404, ""3"": -2.159850511419455, ""30"": -1.8406847331613267, ""6"": -2.0513469408823783, ""7"": -2.229648116976121}",-2.1764859080800756,-0.40087470859501806
cleanStatic,cleanStatic,calibration,76.99359032800001,random_fixed,5,10,10,"{""10"": -3.853621167331899, ""13"": -3.8039375475276187, ""16"": -3.800631507878143, ""19"": -3.9677887410489427, ""20"": -3.8456131515987053, ""23"": -3.897417686416259, ""3"": -3.711264280753987, ""30"": -3.2805305244902336, ""6"": -3.65695954952849, ""7"": -4.065904107117535}",-3.8247753495631622,-0.28586893389613777
cleanStatic,cleanStatic,calibration,76.99359032800001,random_fixed,9,10,10,"{""10"": -3.925250560485099, ""13"": -3.748704027896689, ""16"": -3.792017156616893, ""19"": -3.9309036311134267, ""20"": -3.9387765460177935, ""23"": -3.8181883830367807, ""3"": -3.8353931228412272, ""30"": -3.653819364544074, ""6"": -3.7416573831022655, ""7"": -3.9333306145526428}",-3.826790752939004,0.048530956905329346
cleanStatic,cleanStatic,calibration,76.99359032800001,random_fixed,16,10,10,"{""10"": -4.756197356119298, ""13"": -4.683141762176694, ""16"": -4.733072983128364, ""19"": -4.80588344975132, ""20"": -4.777048355643618, ""23"": -4.724755047877247, ""3"": -4.684853010419322, ""30"": -4.458452636086125, ""6"": -4.6583261302905274, ""7"": -4.84276930978494}",-4.728914015502806,0.07082434508294681
cleanStatic,cleanStatic,calibration,76.99359032800001,raw_power_only,0,10,10,"{""10"": 5553103.153077999, ""13"": 5553112.099788, ""16"": 5552526.1364440005, ""19"": 5554284.87995, ""20"": 5555224.248554001, ""23"": 5553057.539926, ""3"": 5553971.583559999, ""30"": 5549312.976376001, ""6"": 5553215.843652001, ""7"": 5549945.300006}",5553107.626433,0.17428166539501963
cleanStatic,cleanStatic,calibration,76.99359032800001,uniform_fixed,3,10,10,"{""10"": 3.914343330574784, ""13"": 3.1321606908425665, ""16"": 3.0780543183975753, ""19"": 3.093082679734593, ""20"": 2.7113888105013415, ""23"": 3.5351242972004067, ""3"": 3.748528365577123, ""30"": 2.7520160454021423, ""6"": 3.7706163419112784, ""7"": 0.9882857252806317}",3.1126216852885795,-1.3054846441038095
cleanStatic,cleanStatic,calibration,76.99359032800001,uniform_fixed,5,10,10,"{""10"": 2.7025423279868757, ""13"": 2.254824385252224, ""16"": 2.4959082110546467, ""19"": 2.2842231545705545, ""20"": 1.7069203641868902, ""23"": 2.575762931770641, ""3"": 2.620570388662737, ""30"": 2.714389933933039, ""6"": 2.6804711458257255, ""7"": 0.11310784762441575}",2.535835571412644,-0.3193481469015499
cleanStatic,cleanStatic,calibration,76.99359032800001,uniform_fixed,9,10,10,"{""10"": 0.46594000846155315, ""13"": 0.2415061733073579, ""16"": 0.47305640161597295, ""19"": 0.24266540056731006, ""20"": -0.23618699458024553, ""23"": 0.4721104931969684, ""3"": 0.5357731823716917, ""30"": 0.6149537718202442, ""6"": 0.6386679705625251, ""7"": -1.0404972968479673}",0.4690252508292608,-0.33715218140380887
cleanStatic,cleanStatic,calibration,76.99359032800001,uniform_fixed,16,10,10,"{""10"": -2.6112886193676608, ""13"": -2.7066464921125766, ""16"": -2.619098598367449, ""19"": -2.735407906290378, ""20"": -2.985801525121268, ""23"": -2.591121357815671, ""3"": -2.541611425857399, ""30"": -2.476921932679322, ""6"": -2.5011816557156146, ""7"": -3.4520617368731648}",-2.615193608867555,-0.7595019809261824
cleanStatic,cleanStatic,calibration,78.001290508,active_adaptive,3,10,10,"{""10"": 4.338029849993451, ""13"": 3.200610852718528, ""16"": 3.375914273618449, ""19"": 2.6529436702151186, ""20"": 0.38573941734530504, ""23"": 2.884543194311822, ""3"": 2.406387572037358, ""30"": 3.5369706519222066, ""6"": 4.696777997717535, ""7"": 0.5528152946946081}",3.0425770235151752,0.30856899568668206
cleanStatic,cleanStatic,calibration,78.001290508,active_adaptive,5,10,10,"{""10"": 2.862355506655333, ""13"": 1.478732968820482, ""16"": 1.6010785231004347, ""19"": 0.7684437568590299, ""20"": -1.1932141481575247, ""23"": 1.170920519356233, ""3"": 0.8520986194239735, ""30"": 1.8103686935670453, ""6"": 2.564685547058406, ""7"": -0.8816443157499021}",1.3248267440883574,0.29470198911848566
cleanStatic,cleanStatic,calibration,78.001290508,active_adaptive,9,10,10,"{""10"": 0.8016027542613658, ""13"": -0.6249036641481798, ""16"": -0.6250818855077571, ""19"": -1.321342868304047, ""20"": -2.735094972008788, ""23"": -0.9160041301202023, ""3"": -1.0007542376610887, ""30"": -0.5168784510759158, ""6"": 0.022574977037933812, ""7"": -2.4767573760046897}",-0.7705430078139797,0.18393470743526416
cleanStatic,cleanStatic,calibration,78.001290508,active_adaptive,16,10,10,"{""10"": -1.1863516500891664, ""13"": -2.2305706972026265, ""16"": -2.342406555056815, ""19"": -2.7914620101956196, ""20"": -3.76513992003159, ""23"": -2.5188994101181974, ""3"": -2.4679054917050394, ""30"": -2.3011909037770066, ""6"": -1.8673429260361845, ""7"": -3.750822731437604}",-2.4051560233809273,0.08409765403484025
cleanStatic,cleanStatic,calibration,78.001290508,active_context,9,10,10,"{""10"": -2.1741827724034724, ""13"": -1.1005788548436226, ""16"": -2.088045244142436, ""19"": -1.6268647105131262, ""20"": -2.093257911832329, ""23"": -1.3702701062985474, ""3"": -1.5783267035997097, ""30"": -3.0194144301770107, ""6"": -2.0260446944546575, ""7"": -2.8409957657436973}",-2.0570449692985466,-0.3464929441958659
cleanStatic,cleanStatic,calibration,78.001290508,active_magnitude,3,10,10,"{""10"": 2.3807041475017137, ""13"": 2.6803995141400985, ""16"": 2.4950650553858047, ""19"": 2.4342347169580933, ""20"": 2.069823946808731, ""23"": 2.737828069253165, ""3"": 2.578679773176402, ""30"": 2.4978621977548285, ""6"": 2.38289474646236, ""7"": 1.9054027730621914}",2.464649886171949,-0.2519268261697185
cleanStatic,cleanStatic,calibration,78.001290508,active_magnitude,5,10,10,"{""10"": 2.1767312923806186, ""13"": 2.4745017222054018, ""16"": 2.29607556908348, ""19"": 2.1983441748225223, ""20"": 1.8121761002861512, ""23"": 2.4811257860108324, ""3"": 2.380501954608279, ""30"": 2.3644683432122124, ""6"": 2.211482220250842, ""7"": 1.7429294294936077}",2.2537788946671613,-0.3427452171859501
cleanStatic,cleanStatic,calibration,78.001290508,active_magnitude,9,10,10,"{""10"": 1.7745015700079563, ""13"": 2.0454937605942454, ""16"": 1.897736764343423, ""19"": 1.8034290085917206, ""20"": 1.4325324798170174, ""23"": 2.014571828984562, ""3"": 2.003745203294192, ""30"": 1.9359976877689928, ""6"": 1.86974708386096, ""7"": 1.386843365431907}",1.8837419241021915,-0.387306885201719
cleanStatic,cleanStatic,calibration,78.001290508,active_no_context,9,10,10,"{""10"": 0.8016027542613658, ""13"": -0.6249036641481798, ""16"": -0.6250818855077571, ""19"": -1.321342868304047, ""20"": -2.735094972008788, ""23"": -0.9160041301202023, ""3"": -1.0007542376610887, ""30"": -0.5168784510759158, ""6"": 0.022574977037933812, ""7"": -2.4767573760046897}",-0.7705430078139797,0.18393470743526416
cleanStatic,cleanStatic,calibration,78.001290508,analytic_two_source_glrt,187,10,10,"{""10"": 0.13976089420962323, ""13"": 0.038048316836537435, ""16"": 0.01523494472160311, ""19"": 0.2928121598625296, ""20"": 0.23045399440190584, ""23"": 0.16483752761826262, ""3"": 0.10583562510797623, ""30"": 0.283014721100863, ""6"": 0.04441819524135859, ""7"": 0.3306948463151502}",0.15229921091394294,-0.5148198048584792
cleanStatic,cleanStatic,calibration,78.001290508,dense_nf,187,10,10,"{""10"": -3.9150702953338623, ""13"": -4.317105770111084, ""16"": -4.328495025634766, ""19"": -4.238096237182617, ""20"": -4.294168949127197, ""23"": -4.42295503616333, ""3"": -4.210237979888916, ""30"": -4.182173728942871, ""6"": -4.082755088806152, ""7"": -4.652519226074219}",-4.266132593154907,-0.9627022799735306
cleanStatic,cleanStatic,calibration,78.001290508,dense_one_source_residual,187,10,10,"{""10"": 1.1097316708059815, ""13"": 0.15158724743450208, ""16"": 0.22818971416105513, ""19"": 0.5653216607394475, ""20"": 1.0681422959668307, ""23"": 0.31718347322560503, ""3"": 0.32104153635848665, ""30"": 1.0882189052432036, ""6"": 0.22625398566111948, ""7"": 1.0541148021396265}",0.44318159854896705,-0.3110489251243485
cleanStatic,cleanStatic,calibration,78.001290508,epl_3,3,10,10,"{""10"": -4.4016227157204035, ""13"": -4.7314110356618, ""16"": -4.72381482288523, ""19"": -4.690636671169174, ""20"": -4.632699077840282, ""23"": -4.676288095788684, ""3"": -4.64865390246834, ""30"": -4.386147472804744, ""6"": -4.714862847850301, ""7"": -4.6145434996576045}",-4.662470999128512,1.4044463133969014
cleanStatic,cleanStatic,calibration,78.001290508,epl_3_complex,3,10,10,"{""10"": 0.0018680704651540684, ""13"": 0.00013623521420840098, ""16"": 2.2129729174899122e-05, ""19"": 0.000657454802919087, ""20"": 0.0018471593439361698, ""23"": 0.0006634680898095214, ""3"": 0.0005491429595181396, ""30"": 0.0024455986161275, ""6"": 0.00012483618487997604, ""7"": 0.0008150418965655981}",0.0006604614463643042,0.07000131937113213
cleanStatic,cleanStatic,calibration,78.001290508,fixed_9_delay_tap_complex,9,10,10,"{""10"": 0.0016122577086093966, ""13"": 0.00012779309447300574, ""16"": 9.080673823203235e-05, ""19"": 0.000424356343084429, ""20"": 0.0008092940324123234, ""23"": 0.0003489363358024197, ""3"": 0.00036907736904586363, ""30"": 0.0016652114669992802, ""6"": 0.00020514873916154848, ""7"": 0.00042679719656894713}",0.0003967168560651463,-0.1494900274219554
cleanStatic,cleanStatic,calibration,78.001290508,fixed_delay_9,9,10,10,"{""10"": -4.832091235621174, ""13"": -5.043847454364779, ""16"": -5.004589523283811, ""19"": -5.035426306075823, ""20"": -4.914697182677037, ""23"": -4.945287895170604, ""3"": -4.959640784521968, ""30"": -4.710550480252059, ""6"": -4.995878241947034, ""7"": -4.940978175710837}",-4.952464339846285,0.6774313363890219
cleanStatic,cleanStatic,calibration,78.001290508,learned_fixed,3,10,10,"{""10"": 4.338029849993451, ""13"": 3.200610852718528, ""16"": 3.375914273618449, ""19"": 2.6529436702151186, ""20"": 0.38573941734530504, ""23"": 2.884543194311822, ""3"": 2.406387572037358, ""30"": 3.5369706519222066, ""6"": 4.696777997717535, ""7"": 0.5528152946946081}",3.0425770235151752,0.30856899568668206
cleanStatic,cleanStatic,calibration,78.001290508,learned_fixed,5,10,10,"{""10"": 2.862355506655333, ""13"": 1.478732968820482, ""16"": 1.6010785231004347, ""19"": 0.7684437568590299, ""20"": -1.1932141481575247, ""23"": 1.170920519356233, ""3"": 0.8520986194239735, ""30"": 1.8103686935670453, ""6"": 2.564685547058406, ""7"": -0.8816443157499021}",1.3248267440883574,0.29470198911848566
cleanStatic,cleanStatic,calibration,78.001290508,learned_fixed,9,10,10,"{""10"": 0.8016027542613658, ""13"": -0.6249036641481798, ""16"": -0.6250818855077571, ""19"": -1.321342868304047, ""20"": -2.6584690430863023, ""23"": -0.9160041301202023, ""3"": -1.0007542376610887, ""30"": -0.5168784510759158, ""6"": 0.022574977037933812, ""7"": -2.4751541302487388}",-0.7705430078139797,0.18393470743526416
cleanStatic,cleanStatic,calibration,78.001290508,learned_fixed,16,10,10,"{""10"": -1.1846629772009434, ""13"": -2.2297077178396516, ""16"": -2.342406555056815, ""19"": -2.7914620101956196, ""20"": -3.5983733195136263, ""23"": -2.5188994101181974, ""3"": -2.4668528457139893, ""30"": -2.3011909037770066, ""6"": -1.8662235845976003, ""7"": -3.652699873038771}",-2.404629700385402,0.10257896577030623
cleanStatic,cleanStatic,calibration,78.001290508,previous_acaf_r1_proxy,187,10,10,"{""10"": 0.0019245623843744397, ""13"": 0.00029822991928085685, ""16"": 0.00037436888669617474, ""19"": 0.00107662717346102, ""20"": 0.0022624137345701456, ""23"": 0.0006895907572470605, ""3"": 0.0006068541551940143, ""30"": 0.0016257100505754352, ""6"": 0.00039358134381473064, ""7"": 0.0022143088281154633}",0.0008831089653540403,-0.3275910660342212
cleanStatic,cleanStatic,calibration,78.001290508,prompt_magnitude_only,0,10,10,"{""10"": 2377119.7085929336, ""13"": 6364644.683293184, ""16"": 4983303.482248172, ""19"": 4467194.766844693, ""20"": 2644401.9943206767, ""23"": 6782719.226908704, ""3"": 5919504.813510107, ""30"": 2233606.6434346065, ""6"": 4390559.859230975, ""7"": 4374555.726197729}",4428877.313037833,-0.8055223704114813
cleanStatic,cleanStatic,calibration,78.001290508,random_fixed,3,10,10,"{""10"": -2.124625162171282, ""13"": -2.061467055299851, ""16"": -2.221932072845949, ""19"": -2.0643786185186515, ""20"": -1.972517607054283, ""23"": -2.158871934204507, ""3"": -2.113058736803356, ""30"": -2.3801300281748845, ""6"": -2.197047236386843, ""7"": -2.1162755568295806}",-2.120450359500431,0.9573459301258117
cleanStatic,cleanStatic,calibration,78.001290508,random_fixed,5,10,10,"{""10"": -3.78387902170286, ""13"": -3.7858766078799304, ""16"": -3.883618739245108, ""19"": -3.6795776135811957, ""20"": -3.5643041617414952, ""23"": -3.93325370005726, ""3"": -3.832534551347787, ""30"": -3.9844336611701756, ""6"": -3.871415367707523, ""7"": -3.9320923294948735}",-3.851974959527655,-1.4429823674627746
cleanStatic,cleanStatic,calibration,78.001290508,random_fixed,9,10,10,"{""10"": -3.7962978075851685, ""13"": -3.8770940118835266, ""16"": -3.8858544392475256, ""19"": -3.8488896158107693, ""20"": -3.470642015854425, ""23"": -3.9376220265208652, ""3"": -3.747877482250846, ""30"": -3.8435778109667305, ""6"": -3.83449497151854, ""7"": -4.092406006457281}",-3.8462337133887496,-0.5760043859003865
cleanStatic,cleanStatic,calibration,78.001290508,random_fixed,16,10,10,"{""10"": -4.680945315098394, ""13"": -4.770404121551913, ""16"": -4.826555463619724, ""19"": -4.775782707221296, ""20"": -4.416640165369872, ""23"": -4.819371239708973, ""3"": -4.666088499104363, ""30"": -4.714582122789035, ""6"": -4.812950181415909, ""7"": -4.946605198696444}",-4.773093414386604,-0.9984838521136187
cleanStatic,cleanStatic,calibration,78.001290508,raw_power_only,0,10,10,"{""10"": 5483058.92659, ""13"": 5475934.404361999, ""16"": 5467206.514758, ""19"": 5483177.351374, ""20"": 5482913.454438, ""23"": 5481176.776736, ""3"": 5482292.6144240005, ""30"": 5495139.318696, ""6"": 5480582.365863999, ""7"": 5474446.205011999}",5481734.69558,-0.9663655569190515
cleanStatic,cleanStatic,calibration,78.001290508,uniform_fixed,3,10,10,"{""10"": 3.7122899935887603, ""13"": 3.4370058260751257, ""16"": 4.198369341649861, ""19"": 3.9265774713284665, ""20"": 1.8283374006820383, ""23"": 3.1689909820389963, ""3"": 3.2987738987000177, ""30"": 3.171456877494817, ""6"": 5.059158919705853, ""7"": 2.097543698287296}",3.367889862387572,-0.6626642128553774
cleanStatic,cleanStatic,calibration,78.001290508,uniform_fixed,5,10,10,"{""10"": 2.391046679860821, ""13"": 2.5235086585024065, ""16"": 2.8142852127428646, ""19"": 3.043356769626718, ""20"": 1.8400553748945079, ""23"": 2.1618963858950813, ""3"": 2.4621027870339396, ""30"": 2.0622857877991967, ""6"": 3.4910873656618278, ""7"": 0.904394179859724}",2.4265747334473806,-0.8609327485414316
cleanStatic,cleanStatic,calibration,78.001290508,uniform_fixed,9,10,10,"{""10"": 0.4520673684726175, ""13"": 0.36689876359613977, ""16"": 0.6456172225249012, ""19"": 0.7045311086113979, ""20"": 0.05139089197963376, ""23"": 0.13187998152375277, ""3"": 0.4469913176498317, ""30"": 0.21235782985890772, ""6"": 1.004073667987409, ""7"": -0.6069307422125151}",0.40694504062298575,-0.9007997460782645
cleanStatic,cleanStatic,calibration,78.001290508,uniform_fixed,16,10,10,"{""10"": -2.556170895021669, ""13"": -2.6628344247057, ""16"": -2.5237116478182955, ""19"": -2.4660139292294865, ""20"": -2.860565776577433, ""23"": -2.7954564553916477, ""3"": -2.5849214795946946, ""30"": -2.6844472778087902, ""6"": -2.2988242220337534, ""7"": -3.219749137518077}",-2.623877952150197,-0.8931783435615969
cleanStatic,cleanStatic,calibration,79.01449069200001,active_adaptive,3,10,10,"{""10"": 4.313104372917455, ""13"": 3.8999396101950783, ""16"": 3.572659432205551, ""19"": 1.0768059523647457, ""20"": 1.718575424500299, ""23"": 3.1474219345901453, ""3"": 2.487505872654005, ""30"": 1.8766596082924034, ""6"": 2.551363746832115, ""7"": 2.996061397233427}",2.773712572032771,-0.7857303824147862
cleanStatic,cleanStatic,calibration,79.01449069200001,active_adaptive,5,10,10,"{""10"": 2.636796826446697, ""13"": 2.040562039547042, ""16"": 1.7170288873958142, ""19"": -0.5129722108873493, ""20"": 0.26416483715687866, ""23"": 1.4882945583936764, ""3"": 0.922213943496832, ""30"": 0.2839002013554433, ""6"": 0.8710171312105277, ""7"": 1.3663897501156952}",1.1443018468062636,-0.4322056845094452
cleanStatic,cleanStatic,calibration,79.01449069200001,active_adaptive,9,10,10,"{""10"": 0.2715966384193362, ""13"": -0.22354429975014936, ""16"": -0.44038557998270633, ""19"": -2.245618661219913, ""20"": -1.4099211751188288, ""23"": -0.5835461274615505, ""3"": -1.0112308896881332, ""30"": -1.5094777942416013, ""6"": -1.0632714537998207, ""7"": -0.7513182003849498}",-0.8812745450365416,-0.3704640249624639
cleanStatic,cleanStatic,calibration,79.01449069200001,active_adaptive,16,10,10,"{""10"": -1.5770212695128276, ""13"": -1.9872154437859377, ""16"": -2.1409271738992848, ""19"": -3.4002469855366546, ""20"": -2.6836594000761607, ""23"": -2.2001980425374534, ""3"": -2.4992197801989526, ""30"": -2.908441636154592, ""6"": -2.558729659944122, ""7"": -2.41877910999255}",-2.4589994450957513,-0.23134952747404605
cleanStatic,cleanStatic,calibration,79.01449069200001,active_context,9,10,10,"{""10"": -2.3927620231150226, ""13"": -1.6832760343069468, ""16"": -1.8641217616279948, ""19"": -1.962458684599174, ""20"": -2.427463244601209, ""23"": -1.0398924907832985, ""3"": -1.537005377444881, ""30"": -2.59900749084104, ""6"": -2.123029747741305, ""7"": -2.9402758019862376}",-2.04274421617024,-0.24701226797552697
cleanStatic,cleanStatic,calibration,79.01449069200001,active_magnitude,3,10,10,"{""10"": 2.2570569181759095, ""13"": 2.557938568187954, ""16"": 2.341004736760752, ""19"": 2.230565300861021, ""20"": 2.0238281559817275, ""23"": 2.7411910940901993, ""3"": 2.6441222579708117, ""30"": 2.4203686240987996, ""6"": 2.4731704236219962, ""7"": 2.3962190433057367}",2.408293833702268,-1.1577507532092592
cleanStatic,cleanStatic,calibration,79.01449069200001,active_magnitude,5,10,10,"{""10"": 2.1969095760718425, ""13"": 2.3814024111187364, ""16"": 2.12196156902921, ""19"": 1.978965737655494, ""20"": 1.9438799706292673, ""23"": 2.48583855579973, ""3"": 2.433784486322066, ""30"": 2.16243948750412, ""6"": 2.251408536227241, ""7"": 2.226300255091867}",2.2116049155818547,-0.9631305317826854
cleanStatic,cleanStatic,calibration,79.01449069200001,active_magnitude,9,10,10,"{""10"": 1.8620483441324645, ""13"": 2.0011735029385154, ""16"": 1.784926815224932, ""19"": 1.5999545749727688, ""20"": 1.6858910270038514, ""23"": 2.039692801332708, ""3"": 2.0145625269235956, ""30"": 1.7535640377662436, ""6"": 1.8914207208642269, ""7"": 1.8330093934367997}",1.847528868784632,-0.999615006615152
cleanStatic,cleanStatic,calibration,79.01449069200001,active_no_context,9,10,10,"{""10"": 0.2715966384193362, ""13"": -0.22354429975014936, ""16"": -0.44038557998270633, ""19"": -2.245618661219913, ""20"": -1.4099211751188288, ""23"": -0.5835461274615505, ""3"": -1.0112308896881332, ""30"": -1.5094777942416013, ""6"": -1.0632714537998207, ""7"": -0.7513182003849498}",-0.8812745450365416,-0.3704640249624639
cleanStatic,cleanStatic,calibration,79.01449069200001,analytic_two_source_glrt,187,10,10,"{""10"": 0.08961300443471987, ""13"": 0.07109912792187387, ""16"": 0.06730263887502044, ""19"": 0.35871869768366016, ""20"": 0.6327872146035269, ""23"": 0.1555140398432172, ""3"": 0.04881247161282343, ""30"": 1.1426914593572237, ""6"": 0.04874645173579942, ""7"": 0.14554133812176362}",0.11757717127824174,-0.8091692877886226
cleanStatic,cleanStatic,calibration,79.01449069200001,dense_nf,187,10,10,"{""10"": -4.246912002563477, ""13"": -4.189503192901611, ""16"": -4.252074718475342, ""19"": -4.086874485015869, ""20"": -3.9860737323760986, ""23"": -4.255791664123535, ""3"": -4.037608623504639, ""30"": -4.2480692863464355, ""6"": -4.188172817230225, ""7"": -4.30020809173584}",-4.218207597732544,0.044997894483546894
cleanStatic,cleanStatic,calibration,79.01449069200001,dense_one_source_residual,187,10,10,"{""10"": 1.0524807587153733, ""13"": 0.22591929957999315, ""16"": 0.3145336486802353, ""19"": 0.7739464801510156, ""20"": 1.1140114925789597, ""23"": 0.3044716321252245, ""3"": 0.2540022298325294, ""30"": 2.4707309419905523, ""6"": 0.26301602436187016, ""7"": 0.5185314536532379}",0.4165325511667366,-0.46700193255474
cleanStatic,cleanStatic,calibration,79.01449069200001,epl_3,3,10,10,"{""10"": -4.4136374497852024, ""13"": -4.67095033205144, ""16"": -4.715531399297416, ""19"": -4.688349985122895, ""20"": -4.708299003016023, ""23"": -4.681858863138747, ""3"": -4.7245934165192045, ""30"": -4.519962914920677, ""6"": -4.742624176974123, ""7"": -4.638961336930373}",-4.685104424130821,0.3793170484293003
cleanStatic,cleanStatic,calibration,79.01449069200001,epl_3_complex,3,10,10,"{""10"": 0.001499269249477423, ""13"": 0.00020867595343771026, ""16"": 0.000279270535000556, ""19"": 0.0008879214175488561, ""20"": 0.0011235115821482333, ""23"": 0.00031994794130537073, ""3"": 0.0003246697971300662, ""30"": 0.0030392761529372844, ""6"": 0.0003235909796513692, ""7"": 0.0006053301185393791}",0.0004649999578347227,-0.7299981877633848
cleanStatic,cleanStatic,calibration,79.01449069200001,fixed_9_delay_tap_complex,9,10,10,"{""10"": 0.0009946505195385228, ""13"": 0.00016662942890362616, ""16"": 0.00019076232249417882, ""19"": 0.0005661894681735711, ""20"": 0.0008387456297961032, ""23"": 0.0003005532703416817, ""3"": 0.00018142407093267566, ""30"": 0.002154505109539665, ""6"": 0.0003340104531558735, ""7"": 0.00031564203205181805}",0.00032482624260384577,-0.7908860213871701
cleanStatic,cleanStatic,calibration,79.01449069200001,fixed_delay_9,9,10,10,"{""10"": -4.7542277574345, ""13"": -4.948313482349787, ""16"": -4.9865049961427435, ""19"": -4.885750169471916, ""20"": -4.9530694347964825, ""23"": -4.962818797919417, ""3"": -5.016668642610666, ""30"": -4.900531355881165, ""6"": -4.999905310909355, ""7"": -4.937370409158843}",-4.950691458573135,0.7149695112452359
cleanStatic,cleanStatic,calibration,79.01449069200001,learned_fixed,3,10,10,"{""10"": 4.313104372917455, ""13"": 3.8999396101950783, ""16"": 3.572659432205551, ""19"": 1.0768059523647457, ""20"": 1.718575424500299, ""23"": 3.1474219345901453, ""3"": 2.487505872654005, ""30"": 1.8766596082924034, ""6"": 2.551363746832115, ""7"": 2.996061397233427}",2.773712572032771,-0.7857303824147862
cleanStatic,cleanStatic,calibration,79.01449069200001,learned_fixed,5,10,10,"{""10"": 2.636796826446697, ""13"": 2.040562039547042, ""16"": 1.7170288873958142, ""19"": -0.5129722108873493, ""20"": 0.26416483715687866, ""23"": 1.4882945583936764, ""3"": 0.922213943496832, ""30"": 0.2839002013554433, ""6"": 0.8710171312105277, ""7"": 1.3663897501156952}",1.1443018468062636,-0.4322056845094452
cleanStatic,cleanStatic,calibration,79.01449069200001,learned_fixed,9,10,10,"{""10"": 0.29127470531662314, ""13"": -0.22354429975014936, ""16"": -0.44038557998270633, ""19"": -2.245618661219913, ""20"": -1.4099211751188288, ""23"": -0.5835461274615505, ""3"": -1.0112308896881332, ""30"": -1.5094777942416013, ""6"": -1.0632714537998207, ""7"": -0.7513182003849498}",-0.8812745450365416,-0.3704640249624639
