family,scenario_members,method,budget,roc_auc,pr_auc,normalized_partial_auc_fpr_0_05,clean_holdout_fpr,strict_external_pre_onset_fpr,attack_detection_rate,first_alarm_delay_s,sustained_alarm_fraction,tracked_prn_count_min,evaluation_epochs,correlator_count,status
ds3,ds3,random_fixed,9,0.9375,0.9862531585983738,0.9358974358974359,0.16666666666666666,0.16666666666666666,0.8958333333333334,0.021776791999982947,0.8958333333333334,6,60,9,PASS
ds3,ds3,random_fixed,16,0.9930555555555556,0.9983163265306123,0.9786324786324787,0.08333333333333333,0.08333333333333333,0.9583333333333334,0.021776791999982947,0.9583333333333334,6,60,16,PASS
ds3,ds3,raw_power_only,0,0.9982638888888888,0.9995748299319729,0.9893162393162394,0.08333333333333333,0.0,0.0,,0.0,6,60,0,PASS
ds3,ds3,uniform_fixed,3,0.08854166666666667,0.676527670279398,0.5299145299145299,0.0,0.16666666666666666,0.08333333333333333,87.09585066285712,0.08333333333333333,6,60,3,PASS
ds3,ds3,uniform_fixed,5,0.11631944444444445,0.693246243673668,0.5405982905982906,0.0,0.08333333333333333,0.10416666666666667,87.09585066285712,0.10416666666666667,6,60,5,PASS
ds3,ds3,uniform_fixed,9,0.1440972222222222,0.7067856626310436,0.5405982905982906,0.08333333333333333,0.16666666666666666,0.125,87.09585066285712,0.125,6,60,9,PASS
ds3,ds3,uniform_fixed,16,0.3559027777777778,0.8134250559011167,0.6260683760683761,0.08333333333333333,0.16666666666666666,0.3125,48.117580059999995,0.3125,6,60,16,PASS
ds4,ds4,active_adaptive,3,0.05208333333333333,0.3900196561731593,0.48717948717948717,0.0,0.0,0.0,,0.0,10,28,3,TRANSITION_ONLY
ds4,ds4,active_adaptive,5,0.02604166666666667,0.3848532947567979,0.48717948717948717,0.0,0.0,0.0,,0.0,10,28,5,TRANSITION_ONLY
ds4,ds4,active_adaptive,9,0.026041666666666664,0.3850345371255403,0.48717948717948717,0.0,0.0,0.0,,0.0,10,28,9,TRANSITION_ONLY
ds4,ds4,active_adaptive,16,0.05208333333333334,0.3899208426092723,0.48717948717948717,0.0,0.0,0.0,,0.0,10,28,16,TRANSITION_ONLY
ds4,ds4,active_context,9,0.5416666666666666,0.6154986812070747,0.48717948717948717,0.4166666666666667,0.16666666666666666,0.25,1.2167081079999917,0.25,10,28,9,TRANSITION_ONLY
ds4,ds4,active_magnitude,3,0.10937500000000001,0.4073637593846194,0.48717948717948717,0.0,0.08333333333333333,0.0,,0.0,10,28,3,TRANSITION_ONLY
ds4,ds4,active_magnitude,5,0.140625,0.4234002448289996,0.48717948717948717,0.0,0.0,0.0,,0.0,10,28,5,TRANSITION_ONLY
ds4,ds4,active_magnitude,9,0.09895833333333334,0.4032162621450169,0.48717948717948717,0.0,0.0,0.0,,0.0,10,28,9,TRANSITION_ONLY
ds4,ds4,active_no_context,9,0.026041666666666664,0.3850345371255403,0.48717948717948717,0.0,0.0,0.0,,0.0,10,28,9,TRANSITION_ONLY
ds4,ds4,analytic_two_source_glrt,187,0.9427083333333334,0.974537037037037,0.9679487179487178,0.0,0.16666666666666666,0.9375,0.1945079040000195,0.9375,10,28,187,TRANSITION_ONLY
ds4,ds4,dense_nf,187,0.875,0.9023417098252625,0.6794871794871795,0.08333333333333333,0.16666666666666666,0.625,0.1945079040000195,0.625,10,28,187,TRANSITION_ONLY
ds4,ds4,dense_one_source_residual,187,0.9583333333333334,0.9791666666666666,0.9679487179487178,0.08333333333333333,0.0,0.9375,0.1945079040000195,0.9375,10,28,187,TRANSITION_ONLY
ds4,ds4,epl_3,3,0.7447916666666666,0.8061502915943706,0.5833333333333334,0.0,0.0,0.0,,0.0,10,28,3,TRANSITION_ONLY
ds4,ds4,epl_3_complex,3,0.9114583333333334,0.9518435846560847,0.8717948717948718,0.0,0.0,0.4375,0.1945079040000195,0.4375,10,28,3,TRANSITION_ONLY
ds4,ds4,fixed_9_delay_tap_complex,9,0.9427083333333334,0.974537037037037,0.9679487179487178,0.0,0.0,0.9375,0.1945079040000195,0.9375,10,28,9,TRANSITION_ONLY
ds4,ds4,fixed_delay_9,9,0.9895833333333334,0.9930555555555556,0.9679487179487178,0.08333333333333333,0.08333333333333333,0.9375,0.1945079040000195,0.9375,10,28,9,TRANSITION_ONLY
ds4,ds4,learned_fixed,3,0.05208333333333333,0.3900196561731593,0.48717948717948717,0.0,0.0,0.0,,0.0,10,28,3,TRANSITION_ONLY
ds4,ds4,learned_fixed,5,0.02604166666666667,0.3848532947567979,0.48717948717948717,0.0,0.0,0.0,,0.0,10,28,5,TRANSITION_ONLY
ds4,ds4,learned_fixed,9,0.026041666666666664,0.3850345371255403,0.48717948717948717,0.0,0.0,0.0,,0.0,10,28,9,TRANSITION_ONLY
ds4,ds4,learned_fixed,16,0.05208333333333334,0.3899208426092723,0.48717948717948717,0.0,0.0,0.0,,0.0,10,28,16,TRANSITION_ONLY
ds4,ds4,previous_acaf_r1_proxy,187,0.953125,0.9775,0.9679487179487178,0.08333333333333333,0.08333333333333333,0.9375,0.1945079040000195,0.9375,10,28,187,TRANSITION_ONLY
ds4,ds4,prompt_magnitude_only,0,0.9895833333333334,0.9930555555555556,0.9679487179487178,0.0,0.0,0.0,,0.0,10,28,0,TRANSITION_ONLY
ds4,ds4,random_fixed,3,0.7447916666666666,0.7906783268356159,0.5512820512820513,0.3333333333333333,0.5,0.8125,0.1945079040000195,0.8125,10,28,3,TRANSITION_ONLY
ds4,ds4,random_fixed,5,0.6614583333333333,0.7429756525462543,0.5512820512820513,0.16666666666666666,0.25,0.5,0.1945079040000195,0.5,10,28,5,TRANSITION_ONLY
ds4,ds4,random_fixed,9,1.0,1.0,1.0,0.16666666666666666,0.0,1.0,0.02820790800001305,1.0,10,28,9,TRANSITION_ONLY
ds4,ds4,random_fixed,16,0.9791666666666667,0.9875,0.9679487179487178,0.08333333333333333,0.0,0.9375,0.1945079040000195,0.9375,10,28,16,TRANSITION_ONLY
ds4,ds4,raw_power_only,0,0.984375,0.9901315789473684,0.9679487179487178,0.08333333333333333,0.0,0.0,,0.0,10,28,0,TRANSITION_ONLY
ds4,ds4,uniform_fixed,3,0.03645833333333334,0.38789957955859744,0.48717948717948717,0.0,0.16666666666666666,0.0,,0.0,10,28,3,TRANSITION_ONLY
ds4,ds4,uniform_fixed,5,0.13020833333333334,0.4098427478272091,0.48717948717948717,0.0,0.08333333333333333,0.0,,0.0,10,28,5,TRANSITION_ONLY
ds4,ds4,uniform_fixed,9,0.16145833333333334,0.4167296313685044,0.48717948717948717,0.08333333333333333,0.25,0.0,,0.0,10,28,9,TRANSITION_ONLY
ds4,ds4,uniform_fixed,16,0.15104166666666669,0.4140977146740877,0.48717948717948717,0.08333333333333333,0.25,0.0,,0.0,10,28,16,TRANSITION_ONLY
ds7_ds8,ds7+ds8,active_adaptive,3,0.6729166666666666,0.9287873845039878,0.7542735042735043,0.0,0.0,0.3645833333333333,86.07691134800001,0.3645833333333333,9,116,3,PASS
ds7_ds8,ds7+ds8,active_adaptive,5,0.66875,0.9277559633105188,0.732905982905983,0.0,0.0,0.375,21.99900982545455,0.375,9,116,5,PASS
ds7_ds8,ds7+ds8,active_adaptive,9,0.6734374999999999,0.9298222161975853,0.7275641025641025,0.0,0.0,0.40625,21.99900982545455,0.40625,9,116,9,PASS
ds7_ds8,ds7+ds8,active_adaptive,16,0.6916666666666667,0.9345786917715728,0.7222222222222222,0.0,0.0,0.4375,0.012295756000000324,0.4375,9,116,16,PASS
ds7_ds8,ds7+ds8,active_context,9,0.49270833333333336,0.88038083191211,0.6794871794871795,0.4166666666666667,0.35,0.4270833333333333,0.9960959280000026,0.4270833333333333,9,116,9,PASS
ds7_ds8,ds7+ds8,active_magnitude,3,0.3,0.7776766134061888,0.5192307692307693,0.0,0.0,0.010416666666666666,30.07040083999999,0.010416666666666666,9,116,3,PASS
ds7_ds8,ds7+ds8,active_magnitude,5,0.2760416666666667,0.7665045961194773,0.5138888888888888,0.0,0.0,0.0,,0.0,9,116,5,PASS
ds7_ds8,ds7+ds8,active_magnitude,9,0.2869791666666667,0.7803315338280427,0.5192307692307693,0.0,0.0,0.0,,0.0,9,116,9,PASS
ds7_ds8,ds7+ds8,active_no_context,9,0.6734374999999999,0.9298222161975853,0.7275641025641025,0.0,0.0,0.40625,21.99900982545455,0.40625,9,116,9,PASS
ds7_ds8,ds7+ds8,analytic_two_source_glrt,187,0.7828124999999999,0.955300171764528,0.8023504273504274,0.0,0.0,0.6145833333333334,0.013736465454528002,0.6145833333333334,9,116,187,PASS
ds7_ds8,ds7+ds8,dense_nf,187,0.5421875,0.8957707384935368,0.6955128205128205,0.08333333333333333,0.2,0.4479166666666667,0.9960959280000026,0.4479166666666667,9,116,187,PASS
ds7_ds8,ds7+ds8,dense_one_source_residual,187,0.8880208333333333,0.9766528488088277,0.829059829059829,0.08333333333333333,0.0,0.5625,0.013736465454528002,0.5625,9,116,187,PASS
ds7_ds8,ds7+ds8,epl_3,3,0.7244791666666667,0.939369905368536,0.7542735042735043,0.0,0.0,0.3645833333333333,7.996497087999998,0.3645833333333333,9,116,3,PASS
ds7_ds8,ds7+ds8,epl_3_complex,3,0.7286458333333334,0.9408106624667261,0.732905982905983,0.0,0.0,0.40625,7.996497087999998,0.40625,9,116,3,PASS
ds7_ds8,ds7+ds8,fixed_9_delay_tap_complex,9,0.7755208333333334,0.9497459618133257,0.7435897435897436,0.0,0.0,0.4791666666666667,7.996497087999998,0.4791666666666667,9,116,9,PASS
ds7_ds8,ds7+ds8,fixed_delay_9,9,0.428125,0.8604531697621983,0.6634615384615384,0.08333333333333333,0.05,0.3541666666666667,2.9951586359999993,0.3541666666666667,9,116,9,PASS
ds7_ds8,ds7+ds8,learned_fixed,3,0.6729166666666666,0.9287873845039878,0.7542735042735043,0.0,0.0,0.3645833333333333,86.07691134800001,0.3645833333333333,9,116,3,PASS
ds7_ds8,ds7+ds8,learned_fixed,5,0.66875,0.9277559633105188,0.732905982905983,0.0,0.0,0.375,21.99900982545455,0.375,9,116,5,PASS
ds7_ds8,ds7+ds8,learned_fixed,9,0.6734374999999999,0.9298222161975853,0.7275641025641025,0.0,0.0,0.40625,21.99900982545455,0.40625,9,116,9,PASS
ds7_ds8,ds7+ds8,learned_fixed,16,0.6854166666666667,0.9329627038872139,0.7222222222222222,0.0,0.0,0.4375,0.012295756000000324,0.4375,9,116,16,PASS
ds7_ds8,ds7+ds8,previous_acaf_r1_proxy,187,0.8338541666666667,0.9656475046509483,0.7970085470085471,0.08333333333333333,0.0,0.5729166666666666,0.013736465454528002,0.5729166666666666,9,116,187,PASS
ds7_ds8,ds7+ds8,prompt_magnitude_only,0,0.4036458333333333,0.8462662112058268,0.5673076923076923,0.0,0.0,0.13541666666666666,13.001100447272748,0.13541666666666666,9,116,0,PASS
ds7_ds8,ds7+ds8,random_fixed,3,0.7223958333333333,0.9372598147395733,0.6955128205128205,0.3333333333333333,0.25,0.6458333333333334,0.9960959280000026,0.6458333333333334,9,116,3,PASS
ds7_ds8,ds7+ds8,random_fixed,5,0.5588541666666668,0.8990218171932476,0.6848290598290598,0.16666666666666666,0.4,0.5208333333333334,0.9960959280000026,0.5208333333333334,9,116,5,PASS
ds7_ds8,ds7+ds8,random_fixed,9,0.49739583333333337,0.8814820130570731,0.6794871794871795,0.16666666666666666,0.2,0.4166666666666667,0.9960959280000026,0.4166666666666667,9,116,9,PASS
ds7_ds8,ds7+ds8,random_fixed,16,0.5317708333333333,0.8926708646395073,0.7061965811965811,0.08333333333333333,0.0,0.4166666666666667,0.9960959280000026,0.4166666666666667,9,116,16,PASS
ds7_ds8,ds7+ds8,raw_power_only,0,0.9828125000000001,0.9965381030798199,0.9572649572649572,0.08333333333333333,0.0,0.9166666666666666,5.9967967519999945,0.9166666666666666,9,116,0,PASS
ds7_ds8,ds7+ds8,uniform_fixed,3,0.6171875,0.910204135833339,0.6688034188034189,0.0,0.2,0.4375,0.012295756000000324,0.4375,9,116,3,PASS
ds7_ds8,ds7+ds8,uniform_fixed,5,0.5697916666666666,0.8994289134072302,0.6901709401709402,0.0,0.0,0.3645833333333333,0.013736465454528002,0.3645833333333333,9,116,5,PASS
ds7_ds8,ds7+ds8,uniform_fixed,9,0.5546874999999999,0.8944394178989858,0.6848290598290598,0.08333333333333333,0.2,0.4166666666666667,0.012295756000000324,0.4166666666666667,9,116,9,PASS
ds7_ds8,ds7+ds8,uniform_fixed,16,0.5505208333333333,0.8947445334932762,0.6741452991452992,0.08333333333333333,0.25,0.4583333333333333,0.012295756000000324,0.4583333333333333,9,116,16,PASS
