prn_count,trial,primary_pre_bin_count,primary_post_bin_count,legacy_pre_raw_alarm_rate,partial_f_pre_raw_alarm_rate,legacy_pre_persistent_alarm_rate,partial_f_pre_persistent_alarm_rate,pre_median_residual,pre_median_partial_f_p_value,pre_median_design_condition_number,legacy_ds7_persistent_detection,legacy_ds7_detection_delay_s,partial_f_ds7_persistent_detection,partial_f_ds7_detection_delay_s,partial_f_specificity_gate_passed
9,33,60,161,0.15,0.05,0.0,0.0,0.6325595783053699,0.4765723307209257,6.227523967437129,True,40.0,True,119.0,True
9,34,60,161,0.15,0.06666666666666667,0.0,0.0,0.5769718733789143,0.39296172115251715,5.694055377754065,True,66.0,True,66.0,True
9,35,60,161,0.15,0.05,0.0,0.0,0.6325595783053701,0.47657233072092575,6.2275239674371345,True,119.0,True,119.0,True
9,36,60,161,0.16666666666666666,0.08333333333333333,0.0,0.0,0.5899263854155616,0.4120666767969924,5.658349150194948,True,42.0,True,119.0,True
9,37,60,161,0.15,0.05,0.0,0.0,0.6325595783053699,0.47657233072092553,6.22752396743713,True,43.0,True,119.0,True
9,38,60,161,0.15,0.06666666666666667,0.0,0.0,0.5769718733789144,0.3929617211525174,5.694055377754063,True,50.0,True,66.0,True
9,39,60,161,0.15,0.06666666666666667,0.0,0.0,0.6080819315532009,0.43904471400954037,5.658349150194946,True,75.0,True,119.0,True
9,40,60,161,0.13333333333333333,0.08333333333333333,0.03333333333333333,0.0,0.5452732280531241,0.3479661746242641,6.245452599423337,True,68.0,True,119.0,True
9,41,60,161,0.15,0.06666666666666667,0.0,0.0,0.6080819315532008,0.43904471400954015,5.658349150194946,True,75.0,True,119.0,True
9,42,60,161,0.15,0.06666666666666667,0.0,0.0,0.6080819315532009,0.43904471400954026,5.660426871362866,True,75.0,True,119.0,True
9,43,60,161,0.18333333333333332,0.11666666666666667,0.0,0.0,0.585829773095145,0.40586748978368214,5.584746521643312,True,48.0,True,119.0,True
9,44,60,161,0.15,0.06666666666666667,0.0,0.0,0.5696988585082153,0.3824036663681233,5.694055377754067,True,19.0,True,66.0,True
9,45,60,161,0.13333333333333333,0.08333333333333333,0.03333333333333333,0.0,0.5589092744130106,0.36718232441755205,6.245452599423335,True,68.0,True,119.0,True
9,46,60,161,0.16666666666666666,0.11666666666666667,0.05,0.0,0.5861876846354814,0.4063779418012202,5.582739598017019,True,19.0,True,100.0,True
9,47,60,161,0.16666666666666666,0.11666666666666667,0.0,0.0,0.5982347033639751,0.4242279221434251,5.726192551386723,True,98.0,True,119.0,True
