t,b0_end_s,b0_median,b0_q90,b0_q99,b0_energy,tracked_prns,b0_residual_vector_l2,m1_end_s,m1_ar_rmse,m1_ar_score,m1_level,m1_innov_0,m1_innov_1,m1_innov_2,m1_innov_3,m1_innov_4,m1_innov_5,m1_innov_6,m1_innov_7,available_s,b0_frac_exceed,S_B0,S_M1,S_joint,S_cross,S_cascade,S_full,p_S_B0,p_S_M1,S_mean,S_max,S_fisher
6.5,7.181648999999993,0.6107409596443176,3.4921000003814697,8.413764500617983,1012.800691485405,11,3.1984856365385674,6.509999999999991,1.7865533307275518,0.0,1.8371714169237994,3.5524936850982467,-0.14061041199495694,2.6071309847628497,0.6885917710494676,-0.4199485466320666,-1.3528111315228784,0.03701533949773683,-1.9013374987174383,7.181648999999993,1.0,280.7644073010776,4.969263255666084,13.05634947283398,18.09809761631989,2222.84951171344,44.836167267738,0.002136752136752129,0.0021321961620469083,142.86683527837184,280.7644073010776,24.598142128727858
7.0,7.681648999999993,0.5640868544578552,3.5329580307006836,5.806296253204347,537.7572400569916,11,2.330641810518386,7.009999999999991,2.4114114008932033,1.0570758793403643,1.3841936226642881,-5.307401934561985,3.7811917488643143,-0.9928238900385389,-0.6084806164461589,1.0075748921939296,-1.0362155525013135,-0.5351049893317033,0.567519247898296,7.681648999999993,1.0,156.5681782666705,3.031813429343449,7.176263341079032,8.460712528198547,1238.8351558065665,24.9156511548123,0.0064102564102563875,0.002136752136752129,79.79999584800697,156.5681782666705,22.39664860633438
7.5,8.181648999999993,0.47975438833236694,1.7149016857147217,3.212312030792237,186.26933312416077,11,1.3716808565643652,7.509999999999991,2.3281565383263656,0.911790532242097,2.035364975102384,6.220770853182482,-0.43525675190115365,-0.5703552577813057,0.5094169549404506,0.6932662021869801,1.4051927483054656,0.05950032278456874,1.1964651095113985,8.181648999999993,0.0,58.131509571000215,6.327309469208553,2.581026520119237,1.2424049086734397,584.7868107757596,11.986423375584044,0.03205128205128205,0.0021321961620469083,32.22940952010438,58.131509571000215,19.18204172652343
8.0,8.681648999999993,0.4191497266292572,1.8806906938552856,4.667525923252107,274.8214767575264,11,1.6661256152186164,8.009999999999991,1.592706405204138,0.0,1.8049050942360438,0.04269322186937252,2.220159747445072,-1.8362723131334528,0.01978790758634119,1.8348336638472877,-0.174007969136247,2.6556384304306904,1.241443168372866,8.681648999999993,1.0,85.17496549058033,4.7434963982477925,3.816485572322162,2.278698158591591,857.6106312433847,17.648434598980273,0.017094017094017144,0.0021321961620469083,44.95923094441406,85.17496549058033,20.439259045368175
8.5,9.181648999999993,0.38284996151924133,2.623013734817505,3.9674323797225957,230.69228851795197,11,1.5265074720204612,8.509999999999991,1.7854954328956811,0.0,1.636171703245553,-0.36226736727800457,-1.3515762383098173,1.744219289370335,-0.12426555179240129,-2.8086106093076126,-0.760033404108326,1.6542897441832576,3.047227232946852,9.181648999999993,0.0,75.19558976911243,3.822461321284048,3.3368371031787496,0.9093765595644496,756.9352065377168,15.55970175240396,0.021367521367521403,0.0021321961620469083,39.50902554519824,75.19558976911243,19.992971942739757
9.0,9.681648999999993,0.3520980477333069,1.9151180982589722,3.545632636547089,175.1313247680664,11,1.3300388328880992,9.009999999999991,0.7742602800200546,0.0,1.596847892342682,-0.4149343950585145,0.7229605269998856,0.4730678247395568,-0.12651292471508258,-1.0626896714286578,-0.5652587699404216,-1.380524906455151,-0.7116985702591018,9.681648999999993,0.0,57.964993360746966,3.7901800546661804,2.525890022465078,0.7288210745174141,583.1069371388185,11.95017938169869,0.03205128205128205,0.0021321961620469083,30.877586707706573,57.964993360746966,19.18204172652343
9.5,10.181648999999993,0.3627874255180359,1.004525899887085,3.1753528833389293,134.26095986366272,11,1.1645476943760802,9.509999999999991,1.568166505567556,0.0,1.505562939779089,-0.8462492756742268,-2.454453701600073,-0.4223304945967694,-1.4099447664637208,-0.34069219007835216,0.815076226972282,-1.0604401146913947,2.9768150348059894,10.181648999999993,0.0,44.10935099938138,3.014936405940548,1.8651357338461292,1.1859338268750623,443.32638189832113,9.046205824596926,0.03418803418803418,0.004273504273504258,23.56214370266096,44.10935099938138,17.66240137807114
10.0,10.681648999999993,0.352029025554657,1.4184175729751587,1.5532748579978943,55.49836814403534,11,0.7487252927620655,10.009999999999991,2.170605077626153,0.6368526133272333,1.593692980660184,2.1063816114891267,-4.23204175629103,-0.9163708661386474,0.5154391508456744,0.7810529389120237,1.0027728994146594,1.7211084517355062,-3.108370270345848,10.681648999999993,0.0,21.257139936889473,3.8124798560834923,0.8311541780707821,2.6010434485753158,212.78530213611714,4.25967615439253,0.047008547008547064,0.0021321961620469083,12.534809896486482,21.257139936889473,18.41605722201122
10.5,11.181648999999993,0.35218122601509094,1.2077229022979736,2.8408081769943245,116.32197189331055,11,1.0839600699827687,10.509999999999991,0.7709857183920187,0.0,1.7219044219855975,-0.07146394683848278,1.0656109470945427,0.40503675158706653,1.8274896367773668,0.09007273049408226,0.24914427991239818,0.11135271134950009,-0.16840278937329844,11.181648999999993,0.0,39.02002779947701,4.4732253571647504,1.6553983163506523,2.1036463219309645,391.983513474943,7.980020609351122,0.03418803418803418,0.0021321961620469083,21.746626578320882,39.02002779947701,19.05296468424829
11.0,11.681648999999993,0.3471671938896179,1.0454108715057373,2.8126960754394537,108.95108532905579,11,1.0490547909689734,11.009999999999991,1.2441612319611002,0.0,1.7331247182945204,0.02056557857142849,0.636395365123894,-2.1875821196394707,-0.2655009098921834,-0.1432685459033116,0.28204544955701516,0.362321720457607,-2.625017440104013,11.681648999999993,0.0,36.78996271546354,4.339252188018569,1.5494760742824107,2.1532700704679173,276.5818649100001,5.40585349347897,0.03632478632478631,0.0021321961620469083,20.564607451741054,36.78996271546354,18.93171544061542
11.5,12.181648999999993,0.3413654863834381,1.5901198387145996,2.48694281578064,94.60714465379715,11,0.9775621420809414,11.509999999999991,1.4804210757817235,0.0,1.9896176542448416,1.8107292220382103,1.9163049952282094,-2.559871849159361,-0.7225178974125492,-1.482696794638101,-1.0941415146593614,0.2707594533419744,0.19592147907974394,12.181648999999993,0.0,34.46292405288508,5.801674038967963,1.490734187281635,2.821447818567387,317.1271616439465,6.36887024040324,0.038461538461538436,0.0021321961620469083,20.132299045926523,34.46292405288508,18.817398612935524
12.0,12.681648999999993,0.40883591771125793,1.424227237701416,2.0316098213195803,70.4923152923584,11,0.8438267441354973,12.009999999999991,1.329219786297155,0.0,1.6960263414132832,0.46584169837810485,-1.6043768991922367,-1.096726906628406,-0.7004257342539448,-2.2188131238422946,-0.01268084905928496,-1.3235506158067185,1.7248429979750175,12.681648999999993,0.0,26.44523394043781,4.1121362286470164,1.07244206795269,3.464985916803612,242.96137434183353,4.839967765829215,0.04487179487179482,0.0021321961620469083,15.278685084542413,26.44523394043781,18.50909725328101
