t,b0_end_s,b0_median,b0_q90,b0_q99,b0_energy,tracked_prns,b0_residual_vector_l2,m1_end_s,m1_ar_rmse,m1_ar_score,m1_level,m1_innov_0,m1_innov_1,m1_innov_2,m1_innov_3,m1_innov_4,m1_innov_5,m1_innov_6,m1_innov_7,available_s,b0_frac_exceed,S_B0,S_M1,S_joint,S_cross,S_cascade,S_full,p_S_B0,p_S_M1,S_mean,S_max,S_fisher
6.5,7.15162220000002,1.2453175783157349,3.4094927310943604,4.075438237190247,363.7811002731323,11,1.9169132964932911,6.509999999999991,2.128506516096907,1.2391870875369075,1.2360857038080735,4.825785420726966,-1.7372615496793657,-0.9938581896021017,-2.426604358389767,1.4177985450514459,0.05749487589049579,1.0126816573811528,-0.15130091257283895,7.15162220000002,0.0,110.44954809596427,2.0091901352131782,4.991960869347411,5.531532795316742,472.5341208740384,8.81828274357015,0.010683760683760646,0.047008547008547064,56.229369115588725,110.44954809596427,15.19291245208576
7.0,7.65162220000002,1.2022196054458618,3.0733273029327393,4.391633248329163,425.37052273750305,11,2.072841485505516,7.009999999999991,1.6695007423782788,0.3148227749502408,1.2075264646291082,-3.1697485350696653,1.3233111596382958,0.18906185566088485,-0.9850641289765947,-2.4412252614834973,0.011504369688080773,-1.4780622312485234,-1.1614330884216475,7.65162220000002,1.0,124.44973351851225,1.3611619063894846,5.65336465580335,6.842143666116423,527.6494156947614,9.863112790011355,0.008547008547008517,0.17307692307692313,62.905447712450865,124.44973351851225,13.032386152085936
7.5,8.15162220000002,1.7729183435440063,4.436865329742432,7.145414066314698,844.2964072227478,11,2.9203161670350406,7.509999999999991,0.6931857371727875,0.0,1.1959062299763539,1.1100781244976172,-0.3647476312415554,-0.5440157283956337,0.3770506588984197,-0.33928528717924866,-1.3429023293020141,-0.06377963836549638,-0.34358132406330766,8.15162220000002,1.0,238.92265075806043,1.962310976191913,11.070339431145353,15.15393353382199,1014.5292630142949,19.137589248687554,0.002136752136752129,0.05769230769230771,120.44248086712616,238.92265075806043,18.002199451661937
8.0,8.65162220000002,1.6389310359954834,3.578195810317993,7.538629555702211,865.000844836235,11,2.9559063189755515,8.009999999999991,1.0182925095509197,0.0,1.0761632187793895,-0.03821596102865854,-0.15491832515721438,1.4116133941647206,-0.7875634961062098,0.29959375146940453,-0.9901824329768395,1.762538712592102,1.2166461761940783,8.65162220000002,1.0,242.6326442568096,1.0206634067666485,11.245515909230503,15.362054478119763,1030.3087251943975,19.438162414022482,0.002136752136752129,0.3482905982905983,121.82665383178814,242.6326442568096,14.40637278205707
8.5,9.15162220000002,1.5316380262374878,3.6927595138549805,6.053029203414918,678.4750103354454,11,2.617877548778228,8.509999999999991,1.891944370445786,0.7627887115921407,1.2034355336960996,3.6975095885826366,-1.3198631095171094,-0.861201495167154,0.4165911604511351,0.17945099946110266,-1.8548289579481911,2.9721925123879904,0.016569730750282785,9.15162220000002,1.0,192.91200009844385,1.5533818717437862,8.892942630245248,11.668139446652152,811.5890916103693,15.264818178062267,0.002136752136752129,0.11752136752136755,97.23269098509383,192.91200009844385,16.57920681320565
9.0,9.65162220000002,1.175410509109497,4.649423122406006,8.609408617019655,1076.9879752397537,11,3.2982823853960306,9.009999999999991,1.647797819042796,0.2711165538986023,0.949482055543118,-4.028832077684267,1.8437261900086124,1.0607982702586116,0.4032370522560739,0.2928699147213693,0.18129932521799785,-0.7765034524779904,0.28564682941822483,9.65162220000002,1.0,300.0588992076787,0.4602439596517659,13.963060493574407,20.09963527213808,959.5686279811083,18.164169621595036,0.002136752136752129,0.7841880341880342,150.25957158366523,300.0588992076787,12.783149487561454
9.5,10.15162220000002,0.9431946277618408,4.141690731048584,4.146876621246338,444.01846277713776,11,2.1177901443567624,9.509999999999991,2.108463602124546,1.1988238601940369,1.3143743174241922,3.864824459393901,-0.8780429130469529,-2.09601421468207,1.4787682391890802,3.2976248133780275,-1.1424772196692135,0.962474667596759,0.41370333135238846,10.15162220000002,1.0,132.42790166392865,2.3321061289583165,6.032424031201069,7.90076023275203,490.74808314623556,9.126552737872817,0.008547008547008517,0.02777777777777779,67.38000389644348,132.42790166392865,16.691385746507738
10.0,10.65162220000002,0.7436416149139404,3.70399808883667,3.9838945388793947,414.7374637722969,11,2.04676990228453,10.009999999999991,1.3344455049923083,0.0,0.9962513844231472,-1.0214033118468464,-0.2911200688694313,-1.6492776032958503,1.1516561563988033,0.6271017314805085,-2.7747297166829656,0.19460340236870627,-0.9701867060600942,10.65162220000002,0.0,122.79461234123379,0.23808544932019657,5.575529545475595,6.926136492339511,454.92821901165496,8.446371670683416,0.008547008547008517,0.9358974358974359,61.51634889527699,122.79461234123379,9.656846640677921
10.5,11.15162220000002,1.1873058080673218,3.6119658946990967,4.043221116065979,395.2105111479759,11,1.9980053602755659,10.509999999999991,1.8554156671476798,0.6892257377753132,1.206678042356347,-1.851865442814994,3.762835475413567,-1.4273559414168469,0.9985324676007463,1.8760436066322066,1.0299709544135536,1.3445665413879064,-0.7277024889070756,11.15162220000002,0.0,118.50224572866775,1.5265303172543028,5.372105457004804,6.745113654261394,438.96773202454625,8.143231969604585,0.008547008547008517,0.11965811965811968,60.01438802296102,118.50224572866775,13.770581079960515
11.0,11.65162220000002,0.8737629652023315,2.2304203510284424,2.6632355451583862,206.25832104682922,11,1.443404782957943,11.009999999999991,1.2522245884199146,0.0,1.0739649393164972,-0.29697245679591866,2.503146723261483,-0.29172595755124886,-1.8581915776007119,0.6521517549736582,1.2290177997082143,0.7967647999858913,-0.28634667291672744,11.65162220000002,0.0,63.501115811080815,0.6478021782402587,2.7694125365684075,2.9801761691181454,234.45472147320908,4.260413505689121,0.03205128205128205,0.5876068376068376,32.07445899466054,63.501115811080815,7.944230586133024
