t,b0_end_s,b0_median,b0_q90,b0_q99,b0_energy,tracked_prns,b0_residual_vector_l2,m1_end_s,m1_ar_rmse,m1_ar_score,m1_level,m1_innov_0,m1_innov_1,m1_innov_2,m1_innov_3,m1_innov_4,m1_innov_5,m1_innov_6,m1_innov_7,available_s,b0_frac_exceed,S_B0,S_M1,S_joint,S_cross,S_cascade,S_full,p_S_B0,p_S_M1,S_mean,S_max,S_fisher
11.5,12.21602,0.40845951437950134,1.5990792512893677,1.7093597769737243,82.68384438753128,11,0.9138874918745632,11.51,0.946968519059124,0.0,0.8513335792200377,1.2644650304701073,0.619204568132061,2.0639912017039275,-0.5185594613835393,-0.09993866055322642,0.7400882037893468,0.32407765436340225,0.0008313929606184045,12.21602,0.0,28.549833094563194,1.282338941269086,1.1160479345026268,0.6162218142161989,135.339237379234,2.4163747278946692,0.040598290598290565,0.20299145299145294,14.91608601791614,28.549833094563194,9.597241442136626
12.0,12.71602,0.4071480929851532,2.035618782043457,2.0553152084350588,94.99472856521606,11,0.9795625324774917,12.01,1.313467606434646,0.0,1.0738561908225122,0.6041568369764971,-2.7793134747536943,-0.3116885951081372,1.0171727861083548,1.855084543498217,0.8812929003429848,0.5044213296512543,0.32823981471535324,12.71602,0.0,35.604229012889874,0.5788650289768669,1.449654891210973,0.9060975978314723,169.19148749947885,3.066420697085711,0.03632478632478631,0.670940170940171,18.09154702093337,35.604229012889874,7.428660523741648
12.5,13.21602,0.4269181787967682,1.4656929969787598,1.653120505809784,74.71723246574402,11,0.8687459618633011,12.51,1.6643161466653076,0.61241807801555,1.0327740986425118,1.0812955620001858,-1.9484686019981443,-3.653542541010997,1.3852726068296035,-1.1623887793690155,-0.5251019488075445,0.5155545514627214,0.18391949936040214,13.21602,0.0,25.769044203486974,0.5216656274684809,0.9847057051702788,0.5235780992088929,78.38839008622023,1.3139203743434469,0.04487179487179482,0.732905982905983,13.145354915477727,25.769044203486974,6.829367413891863
13.0,13.71602,0.5718919038772583,1.1799386739730835,1.338560652732849,56.74697172641754,11,0.7571008780302642,13.01,1.9512796472592417,1.4297789794819653,0.9516086372662627,3.031360662935154,-3.56033219358883,-1.571334038518581,0.7540868831454752,-1.9130177171113147,-0.8476837363883232,-0.9635349019937424,0.5004833651093564,13.71602,0.0,19.050568407829466,1.04922312124003,0.666036987477078,0.42105695087566825,57.51718489238232,0.9130193536208687,0.05128205128205132,0.3162393162393162,10.049895764534748,19.050568407829466,8.243340975446465
13.5,14.21602,0.5092583894729614,1.0569607019424438,1.606997334957123,62.759353041648865,11,0.7961990036457194,13.51,1.5425403152855672,0.26556280510677394,1.2282870898990963,-2.4599177017632825,-0.9471549432768438,1.4035319233341612,-0.7726770984821979,0.7370421686266583,0.18663421654310758,2.401930495183772,1.7812585598612576,14.21602,0.0,20.636692020901158,1.4163751873219053,0.7429065377080916,0.6789497407514316,44.93945080147647,0.7700284921720013,0.04914529914529919,0.1495726495726496,11.026533604111531,20.636692020901158,9.825894267713567
14.0,14.71602,0.4084513783454895,2.7240419387817383,3.0749731540679934,221.5807051062584,11,1.496057793122934,14.01,1.602430166450074,0.4361476447647601,1.1319672076691947,-1.371821880026821,-1.1746118972685982,-1.3687101572946068,-1.7740504491169582,-2.135707792741025,0.001503620389757404,2.3378418690607123,1.4944142647849117,14.71602,0.0,70.39587097386577,0.9040774687880823,3.0954762813975707,3.7442602185398077,157.31000834554877,3.122729242146603,0.02564102564102566,0.42307692307692313,35.64997422132693,70.39587097386577,9.047525822705515
14.5,15.21602,0.4572165608406067,3.8274528980255127,3.9772913932800296,342.1078450679779,11,1.8589337973702234,14.51,1.691238040158646,0.6890999664416178,1.0878346953914866,0.9163306296814913,-1.7382430294496871,-0.5888018517801193,-1.56920621788495,-0.9788854815673129,3.518688878573984,1.6472476060167331,0.3990357814212963,15.21602,0.0,106.41304742105982,0.7740221686663562,4.799817670855041,6.021757120811309,238.64716630710095,4.828169107428334,0.012820512820512775,0.4914529914529915,53.59353479486309,106.41304742105982,10.134195627368094
15.0,15.71602,0.44723621010780334,1.8269109725952148,1.989377522468567,111.7701113820076,11,1.0625399259751573,15.01,1.4754740810077556,0.07453740433694281,1.1002237481819064,-1.0191109415793789,2.44393606068209,2.8048616006510674,0.7607888131546847,0.5419138539549198,-0.7194189374853723,-0.7538054801826543,-0.7611007674111934,15.71602,0.0,37.25361922959643,0.6655266176403413,1.5274801408563536,1.3909902339871014,82.46525838916585,1.5543578988827382,0.03418803418803418,0.5726495726495726,18.959572923618385,37.25361922959643,7.866721778169312
15.5,16.21602,0.38127371668815613,1.542517900466919,1.9509210228919984,74.66563135385513,11,0.8684459203964651,15.51,1.3187724619828753,0.0,1.1030744217851345,-0.5724703449411823,0.07440468105137843,-0.7448502041457755,0.5182624533983393,2.169920150744409,-0.3118592088895601,-2.8197188567851676,-0.0024988340044140855,16.21602,0.0,27.614482383294465,0.7281305323178964,1.0713038229248604,0.7561958195124414,60.69731115903919,1.0990148838398672,0.042735042735042694,0.5363247863247863,14.17130645780618,27.614482383294465,7.551502758299039
16.0,16.71602,0.6507115364074707,2.6653993129730225,3.436115336418152,325.5734506845474,11,1.8134554346768061,16.01,2.011168552814819,1.6003611257529333,1.2479109146995209,0.34025217582245393,-4.585578416648627,-1.009892926075227,2.6781517291894996,-0.456610440697821,-0.8853055598275257,0.8833771567134449,1.1180769149517293,16.71602,0.0,95.50460049853643,1.9049279085555484,4.284742955483269,5.674688257195919,288.40655237868174,5.361055961695619,0.014957264957264904,0.07264957264957261,48.70476420354599,95.50460049853643,13.649331836327647
16.5,17.21602,0.5198735594749451,5.175623893737793,5.406489133834839,1099.7976415157318,11,3.333026699243567,16.51,1.2056900050925325,0.0,0.8947087818964964,2.5781028048371333,0.4743851665140118,0.3905342905748783,-0.9758009961052314,-0.9583746855273226,-0.11697409649380763,0.7704655506407287,1.4585489332119037,17.21602,1.0,300.67068572005735,0.7196837408248594,13.991885540922214,20.783430752868565,911.5458440821269,17.35966451107012,0.0021321961620469083,0.5405982905982907,150.6951847304411,300.67068572005735,13.53136315127281
17.0,17.71602,0.536707878112793,3.5566115379333496,3.8878514766693115,565.757551908493,11,2.390548629993538,17.01,1.4805984595183743,0.08913322098339965,1.1369360066223715,-1.3739066087055103,-0.3241975432418458,-0.39349108638979846,0.45283608115294377,0.9327370526950578,-3.111773501888955,1.3370321459046763,-1.6864066896699574,17.71602,0.0,158.69335098056368,0.8777637385681574,7.273623666388421,10.468787232698388,480.32615340085846,9.056328222766712,0.004273504273504258,0.4337606837606838,79.78555735956591,158.69335098056368,12.581166864467129
17.5,18.21602,0.43228548765182495,2.658573627471924,2.6779278039932253,260.9441776275635,11,1.6235146585052906,17.51,0.8890521750686402,0.0,1.0154496333965806,-0.3277753795837586,0.20774108164003624,-0.6128688303655652,2.1376151811005513,-0.3823559276909259,0.9526576374302025,-0.11430518755299285,0.40111336588399193,18.21602,0.0,77.94371359761905,1.1531230200965612,3.452685490070856,4.113203410325723,235.06986852419973,4.333913001620732,0.019230769230769273,0.25213675213675213,39.548418308857805,77.94371359761905,10.658054780066815
18.0,18.71602,0.38057318329811096,2.0081868171691895,2.184295725822449,138.42093294858932,11,1.182451381475448,18.01,1.9583272987845972,1.4498528731724978,1.281057792830904,-1.118348080525148,4.311588511584941,-0.7180893327805009,1.8924074783802707,-1.0143359150150748,-1.84787428681568,-0.28429075229918904,-1.489520807704512,18.71602,0.0,44.827015488044644,2.002176915973602,1.8890838213998538,1.7637979612738017,141.43706291382833,2.5151491476802423,0.03205128205128205,0.047008547008547064,23.414596202009122,44.827015488044644,12.995687874749532
18.5,19.21602,0.43639427423477173,1.2235018014907837,1.5275458574295044,62.30400586128235,11,0.7933053744990125,18.51,1.4990526597915512,0.14169649728824857,0.9588643612297606,1.8715920729964983,-0.8783308562930204,-1.7685593539046,0.07006251318012308,-0.032109653240212255,2.2298425193073754,-2.336067298551084,-0.37389701211246706,19.21602,0.0,21.052412396660444,0.1870714834577223,0.7646076697117218,0.05823534661082713,65.54143731542186,1.064672011274951,0.047008547008547064,0.9572649572649573,10.619741940059082,21.052412396660444,6.202201812123983
19.0,19.71602,0.5121989250183105,0.7428304553031921,1.042056566476822,34.87381422519684,11,0.593515588156831,19.01,1.5373027939713666,0.25064472272359895,1.1637654696977593,0.04136359517662047,2.2474670083721873,1.9584208338528963,-1.2375053471637705,0.5077026774796485,-2.015196555300777,-1.949287529146987,-0.6068339631710717,19.71602,0.0,10.209519965348704,1.046500791690042,0.24800241164174966,0.191825915644769,30.927689981450328,0.4007461585018943,0.05341880341880345,0.31837606837606836,5.628010378519373,10.209519965348704,8.148228922043266
19.5,20.21602,0.4017590880393982,0.5898714065551758,0.7797050178050996,23.453262865543365,11,0.48672542842253574,19.51,1.4758113971062157,0.0754981850276782,0.9015057349015044,-2.6771804159927317,2.5563059394422574,0.5663978253785364,-1.1739102858523367,0.949525850562118,-0.049123140424966016,-0.6155711902448584,-0.8604342118559537,20.21602,0.0,5.1731420602658575,0.4886881345780132,0.04513556177805563,0.41425420869450275,14.850069236867798,0.09468858494449701,0.05555555555555558,0.7521367521367521,2.8309150974219355,5.1731420602658575,6.350417756431428
20.0,20.71602,0.393941193819046,0.5045052170753479,0.6466118693351746,18.51463520526886,11,0.43245406624715765,20.01,1.4099878719835783,0.0,1.0822720176776703,-0.2931003441442046,-0.6105092817362174,2.0785432412294393,0.9913462861491702,-2.5140717976561975,1.3376825555974905,-0.6801824342677754,1.2530713333142067,20.71602,0.0,2.8452600777276875,0.5643060089723794,0.10710981728057845,0.5498646382033129,7.418775485931541,0.05450581681117708,0.05769230769230771,0.6858974358974359,1.7047830433500335,2.8452600777276875,6.459317205401897
