prompt_semantics,prompt_offset,state_shift,channel,prn,prompt_mat_row,state_mat_row,support_start_sample,mat_prompt_magnitude,reconstructed_center_magnitude,relative_error
next,1,1,9,19,1798,1797,46989801,5099019.815129957,5099028.820845559,1.7661660336454332e-06
current,0,-1,4,30,1986,1984,54388693,2287460.648864093,1921017.3212272734,0.16019656024193807
current,0,0,4,30,1986,1985,54413693,2287460.648864093,2287461.739674382,4.768651604702967e-07
current,0,1,4,30,1986,1986,54438693,2287460.648864093,2089802.6205009643,0.0864093677245471
next,1,-1,4,30,1987,1984,54388693,2089803.4618218367,1921017.3212272734,0.08076651401822244
next,1,0,4,30,1987,1985,54413693,2089803.4618218367,2287461.739674382,0.09458223295325197
next,1,1,4,30,1987,1986,54438693,2089803.4618218367,2089802.6205009643,4.0258372979717905e-07
current,0,-1,6,7,2281,2279,58031370,5581950.142663802,4161416.6983275576,0.25448694596515
current,0,0,6,7,2281,2280,58056370,5581950.142663802,5584222.133542623,0.0004070245739846712
current,0,1,6,7,2281,2281,58081370,5581950.142663802,5115892.073930804,0.08349377132031988
next,1,-1,6,7,2282,2279,58031370,5115339.400251768,4161416.6983275576,0.18648277802979396
next,1,0,6,7,2282,2280,58056370,5115339.400251768,5584222.133542623,0.09166209641295331
next,1,1,6,7,2282,2281,58081370,5115339.400251768,5115892.073930804,0.0001080424260819779
current,0,-1,8,13,2278,2276,58993272,6404167.157397133,6048421.164767863,0.05554914228282837
current,0,0,8,13,2278,2277,59018272,6404167.157397133,6404186.333781574,2.9943603858662016e-06
current,0,1,8,13,2278,2278,59043272,6404167.157397133,6558672.750730281,0.0241257902137495
next,1,-1,8,13,2279,2276,58993272,6558651.455534232,6048421.164767863,0.077795000119397
next,1,0,8,13,2279,2277,59018272,6558651.455534232,6404186.333781574,0.02355135393302832
next,1,1,8,13,2279,2278,59043272,6558651.455534232,6558672.750730281,3.2468863748746912e-06
current,0,-1,3,20,2156,2154,72781278,2485883.899225752,2038420.1142581734,0.18000188387999316
current,0,0,3,20,2156,2155,72806278,2485883.899225752,2485886.7671920387,1.1537008175466212e-06
current,0,1,3,20,2156,2156,72831278,2485883.899225752,2119103.3625092823,0.1475453205319469
next,1,-1,3,20,2157,2154,72781278,2118884.6468109908,2038420.1142581734,0.03797494718455763
next,1,0,3,20,2157,2155,72806278,2118884.6468109908,2485886.7671920387,0.17320533278364225
next,1,1,3,20,2157,2156,72831278,2118884.6468109908,2119103.3625092823,0.00010322208838542402
current,0,-1,0,16,43632,43630,1092832024,5648570.754849579,5493031.063357541,0.0275361145752665
current,0,0,0,16,43632,43631,1092857024,5648570.754849579,5648552.816508928,3.175730893589801e-06
current,0,1,0,16,43632,43632,1092882024,5648570.754849579,5275081.632925002,0.066120995581744
next,1,-1,0,16,43633,43630,1092832024,5275054.769738498,5493031.063357541,0.04132209107467699
next,1,0,0,16,43633,43631,1092857024,5275054.769738498,5648552.816508928,0.07080458176720428
next,1,1,0,16,43633,43632,1092882024,5275054.769738498,5275081.632925002,5.092494329783648e-06
current,0,-1,5,6,44438,44436,1111966410,5178282.7171669565,4794708.216648086,0.07407368841551476
current,0,0,5,6,44438,44437,1111991410,5178282.7171669565,5178270.756702519,2.3097356963708293e-06
current,0,1,5,6,44438,44438,1112016410,5178282.7171669565,4463868.684031004,0.13796350492172604
next,1,-1,5,6,44439,44436,1111966410,4463879.00927901,4794708.216648086,0.07411249424130562
next,1,0,5,6,44439,44437,1111991410,4463879.00927901,5178270.756702519,0.16003833122235434
next,1,1,5,6,44439,44438,1112016410,4463879.00927901,4463868.684031004,2.3130662780701527e-06
current,0,-1,4,30,44379,44377,1114215929,2658166.0133224265,1880248.7071765333,0.29265188940309217
current,0,0,4,30,44379,44378,1114240929,2658166.0133224265,2656027.9051399827,0.0008043546459204354
current,0,1,4,30,44379,44379,1114265929,2658166.0133224265,2318857.6714389995,0.12764753600145817
next,1,-1,4,30,44380,44377,1114215929,2314622.689323727,1880248.7071765333,0.18766513615837166
next,1,0,4,30,44380,44378,1114240929,2314622.689323727,2656027.9051399827,0.14749929541043483
next,1,1,4,30,44380,44379,1114265929,2314622.689323727,2318857.6714389995,0.0018296641326496221
current,0,-1,10,23,45023,45021,1128565344,7053520.487693048,6668485.403360935,0.05458764669414662
current,0,0,10,23,45023,45022,1128590344,7053520.487693048,7053486.941568193,4.755940655964963e-06
current,0,1,10,23,45023,45023,1128615344,7053520.487693048,6566274.420677514,0.06907842230921124
next,1,-1,10,23,45024,45021,1128565344,6567250.277576401,6668485.403360935,0.015415146599513152
next,1,0,10,23,45024,45022,1128590344,6567250.277576401,7053486.941568193,0.07403961223345279
next,1,1,10,23,45024,45023,1128615344,6567250.277576401,6566274.420677514,0.0001485944432815245
current,0,-1,9,19,45339,45337,1135487993,4765706.805849911,5388538.378604707,0.13069028333641297
current,0,0,9,19,45339,45338,1135512993,4765706.805849911,4765717.21465845,2.1841059392180284e-06
current,0,1,9,19,45339,45339,1135537993,4765706.805849911,5037716.047657459,0.05707636933805005
next,1,-1,9,19,45340,45337,1135487993,5037679.264690557,5388538.378604707,0.06964697343345105
next,1,0,9,19,45340,45338,1135512993,5037679.264690557,4765717.21465845,0.05398558259520547
next,1,1,9,19,45340,45339,1135537993,5037679.264690557,5037716.047657459,7.3015698240919136e-06
current,0,-1,6,7,45726,45724,1144155092,4336141.064465457,5131888.3277408,0.1835150774490404
current,0,0,6,7,45726,45725,1144180092,4336141.064465457,4336138.063668864,6.920431203649713e-07
current,0,1,6,7,45726,45726,1144205092,4336141.064465457,3631634.7518674154,0.1624731073376392
next,1,-1,6,7,45727,45724,1144155092,3633093.8324614526,5131888.3277408,0.41253944004630916
next,1,0,6,7,45727,45725,1144180092,3633093.8324614526,4336138.063668864,0.19351116806446278
next,1,1,6,7,45727,45726,1144205092,3633093.8324614526,3631634.7518674154,0.00040160828795565706
current,0,-1,8,13,45785,45783,1146667004,5962895.0288869245,5757563.227120525,0.03443491806776411
current,0,0,8,13,45785,45784,1146692004,5962895.0288869245,5962899.797845977,7.99772430948309e-07
current,0,1,8,13,45785,45785,1146717004,5962895.0288869245,6335451.579973787,0.06247913962631113
next,1,-1,8,13,45786,45783,1146667004,6340273.36728872,5757563.227120525,0.0919061539482765
next,1,0,8,13,45786,45784,1146692004,6340273.36728872,5962899.797845977,0.059520078643567675
next,1,1,8,13,45786,45785,1146717004,6340273.36728872,6335451.579973787,0.0007605014855999181
current,0,-1,3,20,45401,45399,1153908315,1105195.5632041143,2515399.2138738087,1.2759765761104935
current,0,0,3,20,45401,45400,1153933315,1105195.5632041143,1105199.649603334,3.6974444665993644e-06
current,0,1,3,20,45401,45401,1153958315,1105195.5632041143,2257701.5238366122,1.0428072632604715
next,1,-1,3,20,45402,45399,1153908315,2257678.442438964,2515399.2138738087,0.11415300185815203
next,1,0,3,20,45402,45400,1153933315,2257678.442438964,1105199.649603334,0.5104707433847887
next,1,1,3,20,45402,45401,1153958315,2257678.442438964,2257701.5238366122,1.0223509785411977e-05
current,0,-1,7,10,46113,46111,1168984422,2382828.223359882,2641245.2162747667,0.10844969451910669
current,0,0,7,10,46113,46112,1169009422,2382828.223359882,2382819.2265903726,3.775668519057085e-06
current,0,1,7,10,46113,46113,1169034422,2382828.223359882,2253132.9000731455,0.05442915356435596
next,1,-1,7,10,46114,46111,1168984422,2253137.2002188424,2641245.2162747667,0.17225227829811174
next,1,0,7,10,46114,46112,1169009422,2253137.2002188424,2382819.2265903726,0.057556204903516095
next,1,1,7,10,46114,46113,1169034422,2253137.2002188424,2253132.9000731455,1.9085148016406706e-06
current,0,-1,2,3,47634,47632,1191838650,5893394.343743845,5371780.05666716,0.08850829533075555
current,0,0,2,3,47634,47633,1191863650,5893394.343743845,5893401.568723462,1.2259453883167737e-06
current,0,1,2,3,47634,47634,1191888650,5893394.343743845,6540199.929478301,0.10975094283671605
next,1,-1,2,3,47635,47632,1191838650,6540228.520305247,5371780.05666716,0.1786556020191712
next,1,0,2,3,47635,47633,1191863650,6540228.520305247,5893401.568723462,0.09889974785645517
next,1,1,2,3,47635,47634,1191888650,6540228.520305247,6540199.929478301,4.371533327551802e-06
current,0,-1,1,8,18863,18861,2050679544,2815784.056946573,1901709.8122901178,0.32462512258403586
current,0,0,1,8,18863,18862,2050704544,2815784.056946573,2815758.989030877,8.902641391750343e-06
current,0,1,1,8,18863,18863,2050729544,2815784.056946573,1649473.6249813389,0.41420450161578704
next,1,-1,1,8,18864,18861,2050679544,1649483.9224004825,1901709.8122901178,0.1529120026356927
next,1,0,1,8,18864,18862,2050704544,1649483.9224004825,2815758.989030877,0.7070545222005697
next,1,1,1,8,18864,18863,2050729544,1649483.9224004825,1649473.6249813389,6.242812678469711e-06
current,0,-1,1,8,23197,23195,2159029396,1870382.7406013806,1286788.0320068193,0.3120188696816777
current,0,0,1,8,23197,23196,2159054396,1870382.7406013806,1868289.9908523546,0.001118888505329707
current,0,1,1,8,23197,23197,2159079396,1870382.7406013806,1953466.072812268,0.044420497691383565
next,1,-1,1,8,23198,23195,2159029396,1950480.9828676914,1286788.0320068193,0.3402714287862877
next,1,0,1,8,23198,23196,2159054396,1950480.9828676914,1868289.9908523546,0.04213883279933117
next,1,1,1,8,23198,23197,2159079396,1950480.9828676914,1953466.072812268,0.0015304378616334269
current,0,-1,4,30,86915,86913,2177618172,1931824.2627945128,2479303.9127476574,0.28340033847653334
current,0,0,4,30,86915,86914,2177643172,1931824.2627945128,1929857.704896238,0.0010179797076521613
current,0,1,4,30,86915,86915,2177668172,1931824.2627945128,2306169.2456342033,0.19377796937811276
next,1,-1,4,30,86916,86913,2177618172,2304878.6659628316,2479303.9127476574,0.07567654183304362
next,1,0,4,30,86916,86914,2177643172,2304878.6659628316,1929857.704896238,0.16270746334924047
next,1,1,4,30,86916,86915,2177668172,2304878.6659628316,2306169.2456342033,0.0005599338873800708
current,0,-1,0,16,87247,87245,2183208969,5963788.988956083,5143339.503092172,0.1375718502755955
current,0,0,0,16,87247,87246,2183233969,5963788.988956083,5963806.954080581,3.012367562282847e-06
current,0,1,0,16,87247,87247,2183258969,5963788.988956083,5475036.252734351,0.08195339190015238
next,1,-1,0,16,87248,87245,2183208969,5475049.622660158,5143339.503092172,0.060585774089627176
next,1,0,0,16,87248,87246,2183233969,5475049.622660158,5963806.954080581,0.08926993636688718
next,1,1,0,16,87248,87247,2183258969,5475049.622660158,5475036.252734351,2.44197344845265e-06
current,0,-1,5,6,87920,87918,2199016788,4862841.44117109,4667118.232882753,0.040248733308730356
current,0,0,5,6,87920,87919,2199041788,4862841.44117109,4862833.729922875,1.5857494652937731e-06
current,0,1,5,6,87920,87920,2199066788,4862841.44117109,4728772.595725546,0.027570063113811383
next,1,-1,5,6,87921,87918,2199016788,4728777.910419208,4667118.232882753,0.013039241576686567
next,1,0,5,6,87921,87919,2199041788,4728777.910419208,4862833.729922875,0.0283489354000519
next,1,1,5,6,87921,87920,2199066788,4728777.910419208,4728772.595725546,1.1239042650990072e-06
current,0,-1,10,23,88440,88438,2213990661,6503278.667705083,7374387.788451403,0.13394922242409812
current,0,0,10,23,88440,88439,2214015661,6503278.667705083,6503261.054868209,2.708301116149947e-06
current,0,1,10,23,88440,88440,2214040661,6503278.667705083,7304067.02161995,0.12313609716457896
next,1,-1,10,23,88441,88438,2213990661,7304051.675267109,7374387.788451403,0.00962973926135624
next,1,0,10,23,88441,88439,2214015661,7304051.675267109,6503261.054868209,0.10963649437346223
next,1,1,10,23,88441,88440,2214040661,7304051.675267109,7304067.02161995,2.101073968807654e-06
current,0,-1,9,19,88868,88866,2223711198,4621870.070496167,4519918.087989223,0.022058599863669315
current,0,0,9,19,88868,88867,2223736198,4621870.070496167,4622190.311713035,6.928823441243459e-05
current,0,1,9,19,88868,88868,2223761198,4621870.070496167,4586573.588124369,0.007636840030859737
next,1,-1,9,19,88869,88866,2223711198,4586560.152796389,4519918.087989223,0.014529857363046794
next,1,0,9,19,88869,88867,2223736198,4586560.152796389,4622190.311713035,0.0077683836534714334
next,1,1,9,19,88869,88868,2223761198,4586560.152796389,4586573.588124369,2.929281974539677e-06
current,0,-1,6,7,89170,89168,2230253816,4319600.5949378405,3805882.6452158396,0.11892718746358844
current,0,0,6,7,89170,89169,2230278816,4319600.5949378405,4319607.4109538235,1.57792736454887e-06
current,0,1,6,7,89170,89170,2230303816,4319600.5949378405,4828682.384144064,0.1178539029286223
next,1,-1,6,7,89171,89168,2230253816,4828672.188995373,3805882.6452158396,0.211815899640172
next,1,0,6,7,89171,89169,2230278816,4828672.188995373,4319607.4109538235,0.10542541678470474
next,1,1,6,7,89171,89170,2230303816,4828672.188995373,4828682.384144064,2.1113772672443076e-06
current,0,-1,8,13,89279,89277,2234015750,6789026.481582754,7375934.45766623,0.08644950460506196
current,0,0,8,13,89279,89278,2234040750,6789026.481582754,6789048.229587131,3.2034054420204683e-06
current,0,1,8,13,89279,89279,2234065750,6789026.481582754,5930568.00437994,0.1264479494271582
next,1,-1,8,13,89280,89277,2234015750,5930550.952120053,7375934.45766623,0.24371825100490585
next,1,0,8,13,89280,89278,2234040750,5930550.952120053,6789048.229587131,0.14475843549749512
next,1,1,8,13,89280,89279,2234065750,5930550.952120053,5930568.00437994,2.875324742301899e-06
current,0,-1,3,20,88893,88891,2241210364,2540989.2476341184,2371382.506550363,0.0667483112105548
current,0,0,3,20,88893,88892,2241235364,2540989.2476341184,2541423.523381242,0.00017090814041331726
current,0,1,3,20,88893,88893,2241260364,2540989.2476341184,2575406.658793474,0.013544886579666349
next,1,-1,3,20,88894,88891,2241210364,2575395.910978877,2371382.506550363,0.07921632691843916
next,1,0,3,20,88894,88892,2241235364,2575395.910978877,2541423.523381242,0.013191132071310285
next,1,1,3,20,88894,88893,2241260364,2575395.910978877,2575406.658793474,4.173266934026643e-06
current,0,-1,7,10,89552,89550,2254959002,1899213.6216105314,1885160.5790297526,0.007399400689250379
current,0,0,7,10,89552,89551,2254984002,1899213.6216105314,1899214.5350913163,4.809784295289887e-07
current,0,1,7,10,89552,89552,2255009002,1899213.6216105314,2534920.6910532136,0.33472120366512703
next,1,-1,7,10,89553,89550,2254959002,2536279.203446206,1885160.5790297526,0.2567219821586427
next,1,0,7,10,89553,89551,2254984002,2536279.203446206,1899214.5350913163,0.2511808114379793
next,1,1,7,10,89553,89552,2255009002,2536279.203446206,2534920.6910532136,0.0005356320357580158
current,0,-1,1,8,27257,27255,2260529258,1538617.3696174084,2253611.474744266,0.46469909884394944
current,0,0,1,8,27257,27256,2260554258,1538617.3696174084,1538612.3659993946,3.2520223107734836e-06
current,0,1,1,8,27257,27257,2260579258,1538617.3696174084,1937411.8090033447,0.25919013216723297
next,1,-1,1,8,27258,27255,2260529258,1937423.4988409956,2253611.474744266,0.16320023788935156
next,1,0,1,8,27258,27256,2260554258,1937423.4988409956,1538612.3659993946,0.2058461317725203
next,1,1,1,8,27258,27257,2260579258,1937423.4988409956,1937411.8090033447,6.033702831587107e-06
current,0,-1,2,3,90974,90972,2275338144,5335361.267184633,6472991.6924060825,0.21322462870855508
current,0,0,2,3,90974,90973,2275363144,5335361.267184633,5335327.231619435,6.379242846521471e-06
current,0,1,2,3,90974,90974,2275388144,5335361.267184633,6061426.207903137,0.13608543158720998
next,1,-1,2,3,90975,90972,2275338144,6061455.1730271885,6472991.6924060825,0.0678940135052366
next,1,0,2,3,90975,90973,2275363144,6061455.1730271885,5335327.231619435,0.11979432672189727
next,1,1,2,3,90975,90974,2275388144,6061455.1730271885,6061426.207903137,4.778575972919086e-06
current,0,-1,1,8,31318,31316,2362054120,2328955.731116506,1463804.5045034974,0.3714760289575162
current,0,0,1,8,31318,31317,2362079120,2328955.731116506,2328953.8919032784,7.897158382785818e-07
current,0,1,1,8,31318,31318,2362104120,2328955.731116506,2585679.2144482853,0.1102311563512226
next,1,-1,1,8,31319,31316,2362054120,2585702.7527664835,1463804.5045034974,0.4338852356724491
next,1,0,1,8,31319,31317,2362079120,2585702.7527664835,2328953.8919032784,0.09929558244407843
next,1,1,1,8,31319,31318,2362104120,2585702.7527664835,2585679.2144482853,9.103257585629798e-06
current,0,-1,1,8,35379,35377,2463578981,2225705.466526358,2002495.3824629553,0.10028734143865181
current,0,0,1,8,35379,35378,2463603981,2225705.466526358,2228511.545335088,0.0012607592742761575
current,0,1,1,8,35379,35379,2463628981,2225705.466526358,2639768.8652573265,0.18603692400378313
next,1,-1,1,8,35380,35377,2463578981,2639771.0705438936,2002495.3824629553,0.24141324041013723
next,1,0,1,8,35380,35378,2463603981,2639771.0705438936,2228511.545335088,0.15579363293956794
next,1,1,1,8,35380,35379,2463628981,2639771.0705438936,2639768.8652573265,8.354082638994953e-07
current,0,-1,1,8,42083,42081,2631178752,1165222.6516780108,2012762.0810335875,0.7273626444997909
current,0,0,1,8,42083,42082,2631203752,1165222.6516780108,1164333.1355363866,0.0007633872722464519
current,0,1,1,8,42083,42083,2631228752,1165222.6516780108,2153099.1832851158,0.8478006586848328
next,1,-1,1,8,42084,42081,2631178752,2153104.3274646546,2012762.0810335875,0.06518134984955626
next,1,0,1,8,42084,42082,2631203752,2153104.3274646546,1164333.1355363866,0.4592305070012914
next,1,1,1,8,42084,42083,2631228752,2153104.3274646546,2153099.1832851158,2.389191955609604e-06
current,0,-1,1,8,46381,46379,2738628606,2520003.2677310444,986741.951817871,0.6084362411536428
current,0,0,1,8,46381,46380,2738653606,2520003.2677310444,2520003.7394887,1.8720517602766051e-07
current,0,1,1,8,46381,46381,2738678606,2520003.2677310444,1946682.4283966844,0.2275079745632892
next,1,-1,1,8,46382,46379,2738628606,1946685.0948771257,986741.951817871,0.49311680948574077
next,1,0,1,8,46382,46380,2738653606,1946685.0948771257,2520003.7394887,0.29451021437432945
next,1,1,1,8,46382,46381,2738678606,1946685.0948771257,1946682.4283966844,1.3697543831403536e-06
current,0,-1,1,8,51172,51170,2858403442,2407388.0536524276,1723954.0644460747,0.28389024701250987
current,0,0,1,8,51172,51171,2858428442,2407388.0536524276,2407386.4896226367,6.496791360444121e-07
current,0,1,1,8,51172,51172,2858453442,2407388.0536524276,1820817.375338485,0.24365439440642422
next,1,-1,1,8,51173,51170,2858403442,1820825.9562549945,1723954.0644460747,0.05320216985931059
next,1,0,1,8,51173,51171,2858428442,1820825.9562549945,2407386.4896226367,0.32213981317251084
next,1,1,1,8,51173,51172,2858453442,1820825.9562549945,1820817.375338485,4.712650585880773e-06
current,0,-1,1,8,55671,55669,2970878289,2108437.4180794344,2078905.532836254,0.01400652681931669
current,0,0,1,8,55671,55670,2970903288,2108437.4180794344,2108433.0909654796,2.0522847478110506e-06
current,0,1,1,8,55671,55671,2970928288,2108437.4180794344,1650826.7895156455,0.21703780469833645
next,1,-1,1,8,55672,55669,2970878289,1650824.9239269032,2078905.532836254,0.25931314865967314
next,1,0,1,8,55672,55670,2970903288,1650824.9239269032,2108433.0909654796,0.27719969598595595
next,1,1,1,8,55672,55671,2970928288,1650824.9239269032,1650826.7895156455,1.1300948485892803e-06
current,0,-1,1,8,60366,60364,3088253128,1929696.801864085,2266999.5556835583,0.17479572619576267
current,0,0,1,8,60366,60365,3088278128,1929696.801864085,1929693.7655463545,1.573468810023293e-06
current,0,1,1,8,60366,60366,3088303128,1929696.801864085,1819499.3984013393,0.05710607145966928
next,1,-1,1,8,60367,60364,3088253128,1819497.6373645128,2266999.5556835583,0.24594806232737865
next,1,0,1,8,60367,60365,3088278128,1819497.6373645128,1929693.7655463545,0.06056404027072948
next,1,1,1,8,60367,60366,3088303128,1819497.6373645128,1819499.3984013393,9.678698067450142e-07
current,0,-1,1,8,64804,64802,3199202977,1599481.4500762916,2400516.7398671634,0.500809365280644
current,0,0,1,8,64804,64803,3199227977,1599481.4500762916,1599475.7374857925,3.571526571155559e-06
current,0,1,1,8,64804,64804,3199252977,1599481.4500762916,1283609.8135708992,0.19748377606400247
next,1,-1,1,8,64805,64802,3199202977,1283618.8018325837,2400516.7398671634,0.8701165302658533
next,1,0,1,8,64805,64803,3199227977,1283618.8018325837,1599475.7374857925,0.24606755152095738
next,1,1,1,8,64805,64804,3199252977,1283618.8018325837,1283609.8135708992,7.002282665036219e-06
current,0,-1,4,30,129337,129335,3238170409,2130168.328325544,1865911.2832599941,0.12405453670099098
current,0,0,4,30,129337,129336,3238195409,2130168.328325544,2130178.841178097,4.93522150946113e-06
current,0,1,4,30,129337,129337,3238220409,2130168.328325544,2271286.22905077,0.06624730020099112
next,1,-1,4,30,129338,129335,3238170409,2271283.6480617193,1865911.2832599941,0.17847720831683178
next,1,0,4,30,129338,129336,3238195409,2271283.6480617193,2130178.841178097,0.06212557687545506
next,1,1,4,30,129338,129337,3238220409,2271283.6480617193,2271286.22905077,1.136356990505405e-06
current,0,-1,0,16,130870,130868,3273785921,5543222.362087377,5922004.253277201,0.06833243670333089
current,0,0,0,16,130870,130869,3273810921,5543222.362087377,5543215.344639147,1.2659510609802638e-06
current,0,1,0,16,130870,130870,3273835921,5543222.362087377,5659523.617985072,0.020980802915851138
next,1,-1,0,16,130871,130868,3273785921,5659523.206756327,5922004.253277201,0.04637865009680042
next,1,0,0,16,130871,130869,3273810921,5659523.206756327,5543215.344639147,0.020550823429495324
next,1,1,0,16,130871,130870,3273835921,5659523.206756327,5659523.617985072,7.266137602712774e-08
current,0,-1,5,6,131420,131418,3286517185,4309013.22971449,4398248.304068851,0.020708934876088714
current,0,0,5,6,131420,131419,3286542185,4309013.22971449,4308990.053183258,5.378616865669983e-06
current,0,1,5,6,131420,131420,3286567185,4309013.22971449,4498395.993313602,0.04395037877654895
next,1,-1,5,6,131421,131418,3286517185,4506663.239157591,4398248.304068851,0.024056586732894014
next,1,0,5,6,131421,131419,3286542185,4506663.239157591,4308990.053183258,0.043862426696715806
next,1,1,5,6,131421,131420,3286567185,4506663.239157591,4498395.993313602,0.0018344494374810116
current,0,-1,10,23,131877,131875,3299915997,6125866.919207919,6690008.301578282,0.09209168103235688
current,0,0,10,23,131877,131876,3299940997,6125866.919207919,6128851.26677731,0.0004871714663001736
current,0,1,10,23,131877,131877,3299965997,6125866.919207919,6254575.581319111,0.021010685313391342
next,1,-1,10,23,131878,131875,3299915997,6253718.948233019,6690008.301578282,0.06976478427584865
next,1,0,10,23,131878,131876,3299940997,6253718.948233019,6128851.26677731,0.01996694806551713
next,1,1,10,23,131878,131877,3299965997,6253718.948233019,6254575.581319111,0.0001369797864572142
current,0,-1,9,19,132386,132384,3311659414,5039735.155835838,4778795.937423885,0.05177637521483536
current,0,0,9,19,132386,132385,3311684414,5039735.155835838,5039767.662169289,6.450008273484187e-06
current,0,1,9,19,132386,132386,3311709414,5039735.155835838,4587098.029817113,0.08981367314403166
next,1,-1,9,19,132387,132384,3311659414,4587063.587515173,4778795.937423885,0.041798494014898546
next,1,0,9,19,132387,132385,3311684414,4587063.587515173,5039767.662169289,0.09869147571580705
next,1,1,9,19,132387,132386,3311709414,4587063.587515173,4587098.029817113,7.508573030001742e-06
current,0,-1,6,7,132613,132611,3316327540,4775618.158959174,5036985.201171276,0.05472946820963309
current,0,0,6,7,132613,132612,3316352540,4775618.158959174,4775647.317076208,6.105621526586447e-06
current,0,1,6,7,132613,132613,3316377540,4775618.158959174,3997575.6317276475,0.1629197522360325
next,1,-1,6,7,132614,132611,3316327540,3997985.4374405947,5036985.201171276,0.25988082747890684
next,1,0,6,7,132614,132612,3316352540,3997985.4374405947,4775647.317076208,0.19451343477965555
next,1,1,6,7,132614,132613,3316377540,3997985.4374405947,3997575.6317276475,0.00010250305293990625
current,0,-1,8,13,132759,132757,3321014510,6138706.878098737,5878635.244883893,0.04236586603323744
current,0,0,8,13,132759,132758,3321039510,6138706.878098737,6138728.9421675075,3.5942535143718146e-06
current,0,1,8,13,132759,132759,3321064510,6138706.878098737,6413534.416456082,0.044769614157316395
next,1,-1,8,13,132760,132757,3321014510,6410150.550473042,5878635.244883893,0.08291775698621073
next,1,0,8,13,132760,132758,3321039510,6410150.550473042,6138728.9421675075,0.04234247014455916
next,1,1,8,13,132760,132759,3321064510,6410150.550473042,6413534.416456082,0.0005278918110263042
current,0,-1,1,8,69937,69935,3327527802,1306779.1199605865,1373115.5737042557,0.050763325439168394
current,0,0,1,8,69937,69936,3327552802,1306779.1199605865,1306774.8135324738,3.295452190021919e-06
current,0,1,1,8,69937,69937,3327577802,1306779.1199605865,1345514.341493616,0.029641751189135812
next,1,-1,1,8,69938,69935,3327527802,1345524.2704723235,1373115.5737042557,0.02050598702485451
next,1,0,1,8,69938,69936,3327552802,1345524.2704723235,1306774.8135324738,0.028798779620859194
next,1,1,1,8,69938,69937,3327577802,1345524.2704723235,1345514.341493616,7.379263923579238e-06
current,0,-1,7,10,133071,133069,3342933598,2571689.491104641,2213208.1458393508,0.13939526778223466
current,0,0,7,10,133071,133070,3342958598,2571689.491104641,2571693.518865025,1.566192340929362e-06
current,0,1,7,10,133071,133071,3342983598,2571689.491104641,2310159.611969526,0.10169574516664448
next,1,-1,7,10,133072,133069,3342933598,2310155.4212959795,2213208.1458393508,0.04196569398012284
next,1,0,7,10,133072,133070,3342958598,2310155.4212959795,2571693.518865025,0.1132123385111139
next,1,1,7,10,133072,133071,3342983598,2310155.4212959795,2310159.611969526,1.8140223414508938e-06
current,0,-1,3,20,133330,133328,3352137457,2834842.0340730124,2341491.4093621974,0.17403108137280732
current,0,0,3,20,133330,133329,3352162457,2834842.0340730124,2834865.912177953,8.423081305330982e-06
current,0,1,3,20,133330,133330,3352187457,2834842.0340730124,2040135.1706541977,0.2803355015436274
next,1,-1,3,20,133331,133328,3352137457,2040130.99922646,2341491.4093621974,0.147716205601504
next,1,0,3,20,133331,133329,3352162457,2040130.99922646,2834865.912177953,0.38955092258919954
next,1,1,3,20,133331,133330,3352187457,2040130.99922646,2040135.1706541977,2.0446862183387537e-06
current,0,-1,2,3,134296,134294,3358387657,6896127.130929689,5476395.893346629,0.20587370427314922
current,0,0,2,3,134296,134295,3358412657,6896127.130929689,6896088.827383547,5.554356150128115e-06
current,0,1,2,3,134296,134296,3358437657,6896127.130929689,5538964.625745736,0.19680067948529678
next,1,-1,2,3,134297,134294,3358387657,5538982.089045405,5476395.893346629,0.011299223339709785
next,1,0,2,3,134297,134295,3358412657,5538982.089045405,6896088.827383547,0.24501013300298058
next,1,1,2,3,134297,134296,3358437657,5538982.089045405,5538964.625745736,3.1527994474034315e-06
current,0,-1,4,30,171729,171727,4297972644,2902412.108303166,2268059.1693782737,0.21856060244172337
current,0,0,4,30,171729,171728,4297997644,2902412.108303166,2906602.1463462077,0.0014436399403980893
current,0,1,4,30,171729,171729,4298022644,2902412.108303166,2158481.938149705,0.2563144523912505
next,1,-1,4,30,171730,171727,4297972644,2161005.07444028,2268059.1693782737,0.049539029872811335
next,1,0,4,30,171730,171728,4297997644,2161005.07444028,2906602.1463462077,0.3450232860277036
next,1,1,4,30,171730,171729,4298022644,2161005.07444028,2158481.938149705,0.001167575365934037
current,0,-1,0,16,174499,174497,4364512880,5939451.340311181,6307512.098598472,0.0619688144912065
current,0,0,0,16,174499,174498,4364537880,5939451.340311181,5939458.799069906,1.2557992814521413e-06
current,0,1,0,16,174499,174499,4364562880,5939451.340311181,5615910.623231319,0.05447316570875571
next,1,-1,0,16,174500,174497,4364512880,5620535.321045741,6307512.098598472,0.12222621837823677
next,1,0,0,16,174500,174498,4364537880,5620535.321045741,5939458.799069906,0.05674254493695208
next,1,1,0,16,174500,174499,4364562880,5620535.321045741,5615910.623231319,0.0008228215908733238
current,0,-1,5,6,174941,174939,4374542602,4567027.958261933,4595988.519064338,0.006341226957022217
current,0,0,5,6,174941,174940,4374567602,4567027.958261933,4567049.079947241,4.624820671317309e-06
