case_id,dataset,prn,is_target,delta_bic
TEXBAT.cleanStatic.single.16,TEXBAT.cleanStatic,30,False,-14.747680904343724
TEXBAT.cleanStatic.single.17,TEXBAT.cleanStatic,3,False,-22.235832472797483
TEXBAT.cleanStatic.single.17,TEXBAT.cleanStatic,13,False,-20.479305162094533
TEXBAT.cleanStatic.single.17,TEXBAT.cleanStatic,16,True,416.7561957834405
TEXBAT.cleanStatic.single.17,TEXBAT.cleanStatic,19,False,-21.156103159766644
TEXBAT.cleanStatic.single.17,TEXBAT.cleanStatic,30,False,-22.85992660280317
TEXBAT.cleanStatic.single.18,TEXBAT.cleanStatic,3,False,-1.8894702908582985
TEXBAT.cleanStatic.single.18,TEXBAT.cleanStatic,13,False,-18.578182132449
TEXBAT.cleanStatic.single.18,TEXBAT.cleanStatic,16,False,-20.98800007905811
TEXBAT.cleanStatic.single.18,TEXBAT.cleanStatic,19,True,878.5642463797703
TEXBAT.cleanStatic.single.18,TEXBAT.cleanStatic,30,False,734.0323456581682
TEXBAT.cleanStatic.single.19,TEXBAT.cleanStatic,3,False,131.91488575283438
TEXBAT.cleanStatic.single.19,TEXBAT.cleanStatic,13,False,-2.277449499350041
TEXBAT.cleanStatic.single.19,TEXBAT.cleanStatic,16,False,-13.035371788777411
TEXBAT.cleanStatic.single.19,TEXBAT.cleanStatic,19,False,1260.1527641694993
TEXBAT.cleanStatic.single.19,TEXBAT.cleanStatic,30,True,466.86879605799913
TEXBAT.cleanStatic.single.20,TEXBAT.cleanStatic,3,True,547.7133085834794
TEXBAT.cleanStatic.single.20,TEXBAT.cleanStatic,13,False,16.059198047965765
TEXBAT.cleanStatic.single.20,TEXBAT.cleanStatic,16,False,-19.49619216984138
TEXBAT.cleanStatic.single.20,TEXBAT.cleanStatic,19,False,144.2941930773668
TEXBAT.cleanStatic.single.20,TEXBAT.cleanStatic,30,False,568.5799786541611
TEXBAT.cleanStatic.single.21,TEXBAT.cleanStatic,3,False,261.7175844204612
TEXBAT.cleanStatic.single.21,TEXBAT.cleanStatic,13,True,112.16942485840991
TEXBAT.cleanStatic.single.21,TEXBAT.cleanStatic,16,False,-15.597463007550687
TEXBAT.cleanStatic.single.21,TEXBAT.cleanStatic,19,False,-16.60974174970761
TEXBAT.cleanStatic.single.21,TEXBAT.cleanStatic,30,False,-8.551792539656162
TEXBAT.cleanStatic.single.22,TEXBAT.cleanStatic,3,False,-22.209230778738856
TEXBAT.cleanStatic.single.22,TEXBAT.cleanStatic,13,False,-20.876263150945306
TEXBAT.cleanStatic.single.22,TEXBAT.cleanStatic,16,True,1457.723193938844
TEXBAT.cleanStatic.single.22,TEXBAT.cleanStatic,19,False,-21.33249135222286
TEXBAT.cleanStatic.single.22,TEXBAT.cleanStatic,30,False,-22.325948151759803
TEXBAT.cleanStatic.single.23,TEXBAT.cleanStatic,3,False,0.4512999183498323
TEXBAT.cleanStatic.single.23,TEXBAT.cleanStatic,13,False,-15.125831657089293
TEXBAT.cleanStatic.single.23,TEXBAT.cleanStatic,16,False,-21.094791206531227
TEXBAT.cleanStatic.single.23,TEXBAT.cleanStatic,19,True,1010.3825481007807
TEXBAT.cleanStatic.single.23,TEXBAT.cleanStatic,30,False,1837.4725124761462
TEXBAT.cleanStatic.single.24,TEXBAT.cleanStatic,3,False,1059.4790636403486
TEXBAT.cleanStatic.single.24,TEXBAT.cleanStatic,13,False,37.731297228019685
TEXBAT.cleanStatic.single.24,TEXBAT.cleanStatic,16,False,-13.910031053237617
TEXBAT.cleanStatic.single.24,TEXBAT.cleanStatic,19,False,28.35739055229351
TEXBAT.cleanStatic.single.24,TEXBAT.cleanStatic,30,True,464.0431637968868
TEXBAT.cleanStatic.single.25,TEXBAT.cleanStatic,3,True,291.4200874986709
TEXBAT.cleanStatic.single.25,TEXBAT.cleanStatic,13,False,841.2018131907098
TEXBAT.cleanStatic.single.25,TEXBAT.cleanStatic,16,False,-18.546938150189817
TEXBAT.cleanStatic.single.25,TEXBAT.cleanStatic,19,False,-8.093035532161593
TEXBAT.cleanStatic.single.25,TEXBAT.cleanStatic,30,False,481.7158799418248
TEXBAT.cleanStatic.single.26,TEXBAT.cleanStatic,3,False,638.5919492170215
TEXBAT.cleanStatic.single.26,TEXBAT.cleanStatic,13,True,378.81049645040184
TEXBAT.cleanStatic.single.26,TEXBAT.cleanStatic,16,False,-21.278741127811372
TEXBAT.cleanStatic.single.26,TEXBAT.cleanStatic,19,False,-10.062053200788796
TEXBAT.cleanStatic.single.26,TEXBAT.cleanStatic,30,False,3.635145577136427
TEXBAT.cleanStatic.single.27,TEXBAT.cleanStatic,3,False,-22.460043248254806
TEXBAT.cleanStatic.single.27,TEXBAT.cleanStatic,13,False,-20.734026682563126
TEXBAT.cleanStatic.single.27,TEXBAT.cleanStatic,16,True,2675.9957963521592
TEXBAT.cleanStatic.single.27,TEXBAT.cleanStatic,19,False,-21.20954384468496
TEXBAT.cleanStatic.single.27,TEXBAT.cleanStatic,30,False,-22.137045555282384
