case_id,dataset,prn,is_target,delta_bic,requested_delay_chips,recovered_delay_chips,requested_doppler_hz,recovered_doppler_hz
TEXBAT.cleanStatic.single.00,TEXBAT.cleanStatic,13,False,889.4760627206415,0.0,0.15,0.0,-65.0
TEXBAT.cleanStatic.single.00,TEXBAT.cleanStatic,16,False,-17.704394695349038,0.0,0.1,0.0,-10.0
TEXBAT.cleanStatic.single.00,TEXBAT.cleanStatic,19,False,-6.758045333437622,0.0,0.075,0.0,70.0
TEXBAT.cleanStatic.single.00,TEXBAT.cleanStatic,30,False,608.50817904016,0.0,0.35,0.0,75.0
TEXBAT.cleanStatic.single.01,TEXBAT.cleanStatic,3,False,293.03527323016897,-0.05,0.35,5.0,65.0
TEXBAT.cleanStatic.single.01,TEXBAT.cleanStatic,13,True,450.99216175975744,-0.05,0.0,5.0,0.0
TEXBAT.cleanStatic.single.01,TEXBAT.cleanStatic,16,False,-21.978502003941685,-0.05,0.075,5.0,-20.0
TEXBAT.cleanStatic.single.01,TEXBAT.cleanStatic,19,False,-17.999337440356612,-0.05,-0.025,5.0,55.0
TEXBAT.cleanStatic.single.01,TEXBAT.cleanStatic,30,False,-12.63830083515495,-0.05,-0.075,5.0,45.0
TEXBAT.cleanStatic.single.02,TEXBAT.cleanStatic,3,False,-22.099826887249947,0.05,0.175,25.0,-10.0
TEXBAT.cleanStatic.single.02,TEXBAT.cleanStatic,13,False,-21.129958849400282,0.05,0.2,25.0,65.0
TEXBAT.cleanStatic.single.02,TEXBAT.cleanStatic,16,True,2624.942781439051,0.05,0.05,25.0,25.0
TEXBAT.cleanStatic.single.02,TEXBAT.cleanStatic,19,False,-21.185993418097496,0.05,0.1,25.0,-5.0
TEXBAT.cleanStatic.single.02,TEXBAT.cleanStatic,30,False,-22.593353896867484,0.05,0.35,25.0,65.0
TEXBAT.cleanStatic.single.03,TEXBAT.cleanStatic,3,False,111.87687183590606,-0.1,0.075,50.0,-70.0
TEXBAT.cleanStatic.single.03,TEXBAT.cleanStatic,13,False,-13.64070415077731,-0.1,0.025,50.0,-45.0
TEXBAT.cleanStatic.single.03,TEXBAT.cleanStatic,16,False,-21.064561177045107,-0.1,-0.05,50.0,-25.0
TEXBAT.cleanStatic.single.03,TEXBAT.cleanStatic,19,True,994.2935716644861,-0.1,-0.1,50.0,40.0
TEXBAT.cleanStatic.single.03,TEXBAT.cleanStatic,30,False,2082.4309218199924,-0.1,-0.025,50.0,-30.0
TEXBAT.cleanStatic.single.04,TEXBAT.cleanStatic,3,False,543.3032937289681,0.1,-0.275,-5.0,-70.0
TEXBAT.cleanStatic.single.04,TEXBAT.cleanStatic,13,False,-6.391355408588424,0.1,0.225,-5.0,-45.0
TEXBAT.cleanStatic.single.04,TEXBAT.cleanStatic,16,False,-16.13384021189995,0.1,0.025,-5.0,-5.0
TEXBAT.cleanStatic.single.04,TEXBAT.cleanStatic,19,False,1116.7667826940306,0.1,0.225,-5.0,50.0
TEXBAT.cleanStatic.single.04,TEXBAT.cleanStatic,30,True,602.408575413283,0.1,0.1,-5.0,-15.0
TEXBAT.cleanStatic.single.05,TEXBAT.cleanStatic,3,True,295.70906730846036,-0.25,-0.225,-25.0,-10.0
TEXBAT.cleanStatic.single.05,TEXBAT.cleanStatic,13,False,377.7473563104868,-0.25,-0.15,-25.0,-75.0
TEXBAT.cleanStatic.single.05,TEXBAT.cleanStatic,16,False,-18.319390289019793,-0.25,0.05,-25.0,15.0
TEXBAT.cleanStatic.single.05,TEXBAT.cleanStatic,19,False,-3.242361245211214,-0.25,0.2,-25.0,45.0
TEXBAT.cleanStatic.single.05,TEXBAT.cleanStatic,30,False,959.6880840016529,-0.25,0.275,-25.0,50.0
TEXBAT.cleanStatic.single.06,TEXBAT.cleanStatic,3,False,530.33621173352,0.25,-0.05,-50.0,30.0
TEXBAT.cleanStatic.single.06,TEXBAT.cleanStatic,13,True,360.72149603255093,0.25,0.25,-50.0,-60.0
TEXBAT.cleanStatic.single.06,TEXBAT.cleanStatic,16,False,-21.265414745546877,0.25,-0.1,-50.0,60.0
TEXBAT.cleanStatic.single.06,TEXBAT.cleanStatic,19,False,-14.586094301193953,0.25,0.075,-50.0,50.0
TEXBAT.cleanStatic.single.06,TEXBAT.cleanStatic,30,False,21.327706159558147,0.25,0.35,-50.0,75.0
TEXBAT.cleanStatic.single.07,TEXBAT.cleanStatic,3,False,-21.974190362729132,0.0,0.025,0.0,0.0
TEXBAT.cleanStatic.single.07,TEXBAT.cleanStatic,13,False,-20.51918920595199,0.0,0.075,0.0,40.0
TEXBAT.cleanStatic.single.07,TEXBAT.cleanStatic,16,True,28.840245556086302,0.0,0.0,0.0,0.0
TEXBAT.cleanStatic.single.07,TEXBAT.cleanStatic,19,False,-21.103333724197,0.0,0.075,0.0,-30.0
TEXBAT.cleanStatic.single.07,TEXBAT.cleanStatic,30,False,-9.2846823874861,0.0,-0.025,0.0,10.0
TEXBAT.cleanStatic.single.08,TEXBAT.cleanStatic,3,False,-0.251946528442204,-0.05,-0.05,5.0,-55.0
TEXBAT.cleanStatic.single.08,TEXBAT.cleanStatic,13,False,-18.771997225936502,-0.05,0.075,5.0,-50.0
TEXBAT.cleanStatic.single.08,TEXBAT.cleanStatic,16,False,-21.128354670945555,-0.05,-0.075,5.0,30.0
TEXBAT.cleanStatic.single.08,TEXBAT.cleanStatic,19,True,822.6774224909022,-0.05,-0.05,5.0,15.0
TEXBAT.cleanStatic.single.08,TEXBAT.cleanStatic,30,False,1706.9766423008405,-0.05,-0.025,5.0,-75.0
TEXBAT.cleanStatic.single.09,TEXBAT.cleanStatic,3,False,1452.5740798492916,0.05,-0.35,25.0,-50.0
TEXBAT.cleanStatic.single.09,TEXBAT.cleanStatic,13,False,35.110205590259284,0.05,0.2,25.0,-65.0
TEXBAT.cleanStatic.single.09,TEXBAT.cleanStatic,16,False,-16.575942249968648,0.05,0.35,25.0,-65.0
TEXBAT.cleanStatic.single.09,TEXBAT.cleanStatic,19,False,275.03117887862027,0.05,0.275,25.0,75.0
TEXBAT.cleanStatic.single.09,TEXBAT.cleanStatic,30,True,392.4159767529927,0.05,0.0,25.0,0.0
TEXBAT.cleanStatic.single.10,TEXBAT.cleanStatic,3,True,597.0405139625072,-0.1,-0.1,50.0,40.0
TEXBAT.cleanStatic.single.10,TEXBAT.cleanStatic,13,False,851.8157049417496,-0.1,0.1,50.0,-15.0
TEXBAT.cleanStatic.single.10,TEXBAT.cleanStatic,16,False,-16.18953741993755,-0.1,0.175,50.0,-10.0
TEXBAT.cleanStatic.single.10,TEXBAT.cleanStatic,19,False,-16.08902116958052,-0.1,0.025,50.0,10.0
TEXBAT.cleanStatic.single.10,TEXBAT.cleanStatic,30,False,-9.803694707341492,-0.1,0.175,50.0,55.0
TEXBAT.cleanStatic.single.11,TEXBAT.cleanStatic,3,False,442.04859732231125,0.1,-0.025,-5.0,75.0
TEXBAT.cleanStatic.single.11,TEXBAT.cleanStatic,13,True,299.06237457925454,0.1,0.125,-5.0,5.0
TEXBAT.cleanStatic.single.11,TEXBAT.cleanStatic,16,False,-21.397904151119292,0.1,-0.3,-5.0,5.0
TEXBAT.cleanStatic.single.11,TEXBAT.cleanStatic,19,False,-18.372830519918352,0.1,0.05,-5.0,45.0
TEXBAT.cleanStatic.single.11,TEXBAT.cleanStatic,30,False,-10.92797952517867,0.1,-0.225,-5.0,75.0
TEXBAT.cleanStatic.single.12,TEXBAT.cleanStatic,3,False,-21.65152309834957,-0.25,-0.05,-25.0,-10.0
TEXBAT.cleanStatic.single.12,TEXBAT.cleanStatic,13,False,-19.8123426460661,-0.25,0.05,-25.0,65.0
TEXBAT.cleanStatic.single.12,TEXBAT.cleanStatic,16,True,2665.390222468879,-0.25,-0.25,-25.0,-25.0
TEXBAT.cleanStatic.single.12,TEXBAT.cleanStatic,19,False,-21.07810922898352,-0.25,-0.05,-25.0,45.0
TEXBAT.cleanStatic.single.12,TEXBAT.cleanStatic,30,False,-20.585627565626055,-0.25,0.0,-25.0,15.0
TEXBAT.cleanStatic.single.13,TEXBAT.cleanStatic,3,False,-16.36623592907563,0.25,-0.05,-50.0,-60.0
TEXBAT.cleanStatic.single.13,TEXBAT.cleanStatic,13,False,-20.52152610803023,0.25,0.15,-50.0,10.0
TEXBAT.cleanStatic.single.13,TEXBAT.cleanStatic,16,False,-20.686063359491527,0.25,-0.05,-50.0,-25.0
TEXBAT.cleanStatic.single.13,TEXBAT.cleanStatic,19,True,297.32799683886697,0.25,0.225,-50.0,-20.0
TEXBAT.cleanStatic.single.13,TEXBAT.cleanStatic,30,False,10.820565653499216,0.25,-0.05,-50.0,-55.0
TEXBAT.cleanStatic.single.14,TEXBAT.cleanStatic,3,False,1295.2941917739809,0.0,-0.35,0.0,-75.0
TEXBAT.cleanStatic.single.14,TEXBAT.cleanStatic,13,False,-6.765918063931167,0.0,0.2,0.0,-40.0
TEXBAT.cleanStatic.single.14,TEXBAT.cleanStatic,16,False,-12.93492329120636,0.0,0.25,0.0,10.0
TEXBAT.cleanStatic.single.14,TEXBAT.cleanStatic,19,False,1191.9822206478566,0.0,0.15,0.0,55.0
TEXBAT.cleanStatic.single.14,TEXBAT.cleanStatic,30,True,72.22721444396302,0.0,0.025,0.0,-10.0
TEXBAT.cleanStatic.single.15,TEXBAT.cleanStatic,3,True,569.0017971196212,-0.05,-0.05,5.0,-5.0
TEXBAT.cleanStatic.single.15,TEXBAT.cleanStatic,13,False,949.4965780810453,-0.05,0.1,5.0,-60.0
TEXBAT.cleanStatic.single.15,TEXBAT.cleanStatic,16,False,-15.607168422546238,-0.05,0.05,5.0,-5.0
TEXBAT.cleanStatic.single.15,TEXBAT.cleanStatic,19,False,-8.115575985517353,-0.05,0.175,5.0,75.0
TEXBAT.cleanStatic.single.15,TEXBAT.cleanStatic,30,False,88.68444365775213,-0.05,-0.35,5.0,75.0
TEXBAT.cleanStatic.single.16,TEXBAT.cleanStatic,3,False,184.41103705530986,0.05,0.2,25.0,75.0
TEXBAT.cleanStatic.single.16,TEXBAT.cleanStatic,13,True,349.5102545018308,0.05,0.05,25.0,35.0
TEXBAT.cleanStatic.single.16,TEXBAT.cleanStatic,16,False,-22.21310406178236,0.05,-0.125,25.0,-5.0
TEXBAT.cleanStatic.single.16,TEXBAT.cleanStatic,19,False,-19.024454716593027,0.05,0.05,25.0,75.0
TEXBAT.cleanStatic.single.16,TEXBAT.cleanStatic,30,False,-14.747680904343724,0.05,-0.1,25.0,65.0
TEXBAT.cleanStatic.single.17,TEXBAT.cleanStatic,3,False,-22.235832472797483,-0.1,-0.025,50.0,-35.0
TEXBAT.cleanStatic.single.17,TEXBAT.cleanStatic,13,False,-20.479305162094533,-0.1,0.05,50.0,40.0
TEXBAT.cleanStatic.single.17,TEXBAT.cleanStatic,16,True,416.7561957834405,-0.1,-0.075,50.0,50.0
TEXBAT.cleanStatic.single.17,TEXBAT.cleanStatic,19,False,-21.156103159766644,-0.1,-0.025,50.0,-30.0
TEXBAT.cleanStatic.single.17,TEXBAT.cleanStatic,30,False,-22.85992660280317,-0.1,0.175,50.0,-60.0
TEXBAT.cleanStatic.single.18,TEXBAT.cleanStatic,3,False,-1.8894702908582985,0.1,0.05,-5.0,-65.0
TEXBAT.cleanStatic.single.18,TEXBAT.cleanStatic,13,False,-18.578182132449,0.1,0.075,-5.0,-50.0
TEXBAT.cleanStatic.single.18,TEXBAT.cleanStatic,16,False,-20.98800007905811,0.1,0.025,-5.0,20.0
TEXBAT.cleanStatic.single.18,TEXBAT.cleanStatic,19,True,878.5642463797703,0.1,0.125,-5.0,-15.0
TEXBAT.cleanStatic.single.18,TEXBAT.cleanStatic,30,False,734.0323456581682,0.1,0.125,-5.0,-75.0
TEXBAT.cleanStatic.single.19,TEXBAT.cleanStatic,3,False,131.91488575283438,-0.25,0.3,-25.0,-75.0
TEXBAT.cleanStatic.single.19,TEXBAT.cleanStatic,13,False,-2.277449499350041,-0.25,0.075,-25.0,-65.0
TEXBAT.cleanStatic.single.19,TEXBAT.cleanStatic,16,False,-13.035371788777411,-0.25,0.025,-25.0,-65.0
TEXBAT.cleanStatic.single.19,TEXBAT.cleanStatic,19,False,1260.1527641694993,-0.25,-0.15,-25.0,30.0
TEXBAT.cleanStatic.single.19,TEXBAT.cleanStatic,30,True,466.86879605799913,-0.25,-0.25,-25.0,-35.0
TEXBAT.cleanStatic.single.20,TEXBAT.cleanStatic,3,True,547.7133085834794,0.25,0.25,-50.0,-40.0
TEXBAT.cleanStatic.single.20,TEXBAT.cleanStatic,13,False,16.059198047965765,0.25,0.075,-50.0,-50.0
TEXBAT.cleanStatic.single.20,TEXBAT.cleanStatic,16,False,-19.49619216984138,0.25,-0.05,-50.0,-5.0
TEXBAT.cleanStatic.single.20,TEXBAT.cleanStatic,19,False,144.2941930773668,0.25,0.075,-50.0,70.0
TEXBAT.cleanStatic.single.20,TEXBAT.cleanStatic,30,False,568.5799786541611,0.25,-0.3,-50.0,40.0
TEXBAT.cleanStatic.single.21,TEXBAT.cleanStatic,3,False,261.7175844204612,0.0,0.35,0.0,60.0
TEXBAT.cleanStatic.single.21,TEXBAT.cleanStatic,13,True,112.16942485840991,0.0,0.175,0.0,-65.0
TEXBAT.cleanStatic.single.21,TEXBAT.cleanStatic,16,False,-15.597463007550687,0.0,-0.025,0.0,0.0
TEXBAT.cleanStatic.single.21,TEXBAT.cleanStatic,19,False,-16.60974174970761,0.0,0.025,0.0,10.0
TEXBAT.cleanStatic.single.21,TEXBAT.cleanStatic,30,False,-8.551792539656162,0.0,0.225,0.0,75.0
TEXBAT.cleanStatic.single.22,TEXBAT.cleanStatic,3,False,-22.209230778738856,-0.05,0.1,5.0,-30.0
TEXBAT.cleanStatic.single.22,TEXBAT.cleanStatic,13,False,-20.876263150945306,-0.05,0.2,5.0,-55.0
TEXBAT.cleanStatic.single.22,TEXBAT.cleanStatic,16,True,1457.723193938844,-0.05,-0.075,5.0,5.0
TEXBAT.cleanStatic.single.22,TEXBAT.cleanStatic,19,False,-21.33249135222286,-0.05,0.075,5.0,-25.0
TEXBAT.cleanStatic.single.22,TEXBAT.cleanStatic,30,False,-22.325948151759803,-0.05,-0.175,5.0,60.0
TEXBAT.cleanStatic.single.23,TEXBAT.cleanStatic,3,False,0.4512999183498323,0.05,0.025,25.0,-35.0
TEXBAT.cleanStatic.single.23,TEXBAT.cleanStatic,13,False,-15.125831657089293,0.05,0.05,25.0,-70.0
TEXBAT.cleanStatic.single.23,TEXBAT.cleanStatic,16,False,-21.094791206531227,0.05,-0.075,25.0,0.0
TEXBAT.cleanStatic.single.23,TEXBAT.cleanStatic,19,True,1010.3825481007807,0.05,0.05,25.0,35.0
TEXBAT.cleanStatic.single.23,TEXBAT.cleanStatic,30,False,1837.4725124761462,0.05,0.075,25.0,-55.0
TEXBAT.cleanStatic.single.24,TEXBAT.cleanStatic,3,False,1059.4790636403486,-0.1,-0.35,50.0,-25.0
TEXBAT.cleanStatic.single.24,TEXBAT.cleanStatic,13,False,37.731297228019685,-0.1,0.175,50.0,-40.0
TEXBAT.cleanStatic.single.24,TEXBAT.cleanStatic,16,False,-13.910031053237617,-0.1,0.225,50.0,-40.0
TEXBAT.cleanStatic.single.24,TEXBAT.cleanStatic,19,False,28.35739055229351,-0.1,0.025,50.0,55.0
TEXBAT.cleanStatic.single.24,TEXBAT.cleanStatic,30,True,464.0431637968868,-0.1,-0.1,50.0,60.0
TEXBAT.cleanStatic.single.25,TEXBAT.cleanStatic,3,True,291.4200874986709,0.1,0.0,-5.0,-35.0
TEXBAT.cleanStatic.single.25,TEXBAT.cleanStatic,13,False,841.2018131907098,0.1,0.175,-5.0,-70.0
TEXBAT.cleanStatic.single.25,TEXBAT.cleanStatic,16,False,-18.546938150189817,0.1,0.1,-5.0,-15.0
TEXBAT.cleanStatic.single.25,TEXBAT.cleanStatic,19,False,-8.093035532161593,0.1,0.075,-5.0,65.0
TEXBAT.cleanStatic.single.25,TEXBAT.cleanStatic,30,False,481.7158799418248,0.1,0.35,-5.0,70.0
TEXBAT.cleanStatic.single.26,TEXBAT.cleanStatic,3,False,638.5919492170215,-0.25,-0.05,-25.0,60.0
TEXBAT.cleanStatic.single.26,TEXBAT.cleanStatic,13,True,378.81049645040184,-0.25,-0.25,-25.0,-35.0
TEXBAT.cleanStatic.single.26,TEXBAT.cleanStatic,16,False,-21.278741127811372,-0.25,0.275,-25.0,-10.0
TEXBAT.cleanStatic.single.26,TEXBAT.cleanStatic,19,False,-10.062053200788796,-0.25,-0.05,-25.0,75.0
TEXBAT.cleanStatic.single.26,TEXBAT.cleanStatic,30,False,3.635145577136427,-0.25,-0.1,-25.0,65.0
TEXBAT.cleanStatic.single.27,TEXBAT.cleanStatic,3,False,-22.460043248254806,0.25,0.15,-50.0,-25.0
TEXBAT.cleanStatic.single.27,TEXBAT.cleanStatic,13,False,-20.734026682563126,0.25,-0.15,-50.0,45.0
TEXBAT.cleanStatic.single.27,TEXBAT.cleanStatic,16,True,2675.9957963521592,0.25,0.25,-50.0,-50.0
TEXBAT.cleanStatic.single.27,TEXBAT.cleanStatic,19,False,-21.20954384468496,0.25,0.1,-50.0,20.0
TEXBAT.cleanStatic.single.27,TEXBAT.cleanStatic,30,False,-22.137045555282384,0.25,-0.075,-50.0,0.0
