window_mid_s,score_mean,score_quorum_offset_gate,score_low_quorum_persistence_gate,prn_count,base_high_fraction,low_high_fraction,low_high_fraction_roll3
58.5,1.347284938842716,5.48879030443212,5.661353027998347,11,0.7272727272727273,0.8181818181818182,0.7575757575757577
59.0,1.327800858453329,4.926820132848475,5.612347613685646,11,0.6363636363636364,0.6363636363636364,0.7575757575757577
59.5,1.2766211420511981,4.810502595570904,5.315342803216577,11,0.6363636363636364,0.7272727272727273,0.7272727272727272
60.0,1.2921659841013773,4.845831782048585,5.015053962903213,11,0.6363636363636364,0.6363636363636364,0.6666666666666666
60.5,1.3361686028361686,4.430170715021079,5.11772673995106,11,0.5454545454545454,0.6363636363636364,0.6666666666666666
61.0,1.201346144988202,3.1659615231614398,4.639423056791368,11,0.36363636363636365,0.6363636363636364,0.6363636363636364
61.5,1.1752526498189046,4.580119658679329,4.742256182910777,11,0.6363636363636364,0.7272727272727273,0.6666666666666666
62.0,1.188717674794617,3.144148711008884,4.4477694018183955,11,0.36363636363636365,0.45454545454545453,0.6060606060606061
62.5,1.242725044948816,3.237434168547955,4.068562970047596,11,0.36363636363636365,0.36363636363636365,0.5151515151515152
63.0,1.2669128157381382,3.279213045365875,3.6145964169704983,11,0.36363636363636365,0.45454545454545453,0.4242424242424243
63.5,1.1582563242674617,3.574852982692427,3.4137465387974295,11,0.45454545454545453,0.45454545454545453,0.42424242424242425
64.0,1.1981772081462365,4.632220927605083,3.9781173619938746,11,0.6363636363636364,0.6363636363636364,0.5151515151515152
64.5,1.1366981290078302,3.5336964281058574,3.8532962013189285,11,0.45454545454545453,0.45454545454545453,0.5151515151515152
65.0,1.0910264523413185,3.4465050453788804,3.760568857783889,11,0.45454545454545453,0.45454545454545453,0.5151515151515151
65.5,1.18762460785491,3.6309197059048284,3.7938060457748226,11,0.45454545454545453,0.5454545454545454,0.48484848484848486
66.0,1.1373376897630882,2.5758855205429545,3.5349174077295324,11,0.2727272727272727,0.36363636363636365,0.4545454545454546
66.5,1.2245937821239368,3.7014972204184247,3.701497220418425,11,0.45454545454545453,0.45454545454545453,0.4545454545454546
67.0,1.3378618966220328,3.401761457801693,1.3378618966220328,11,0.36363636363636365,0.36363636363636365,0.39393939393939403
67.5,1.2970315293548687,3.331236277976591,3.670270402746879,11,0.36363636363636365,0.45454545454545453,0.4242424242424243
68.0,1.5025065903205428,3.686147746917301,4.232058036066491,11,0.36363636363636365,0.5454545454545454,0.4545454545454546
