score_col,pre_windows_t_lt_90,post_windows_t_ge_110,auc_pre_vs_post_buffered,pre_score_median,post_score_median,pre_score_q95,post_score_q95,q90_threshold,q90_pre_fp_rate,q90_post_det_rate,q90_first_delay_s,q95_threshold,q95_pre_fp_rate,q95_post_det_rate,q95_first_delay_s,q99_threshold,q99_pre_fp_rate,q99_post_det_rate,q99_first_delay_s,q99_5_threshold,q99_5_pre_fp_rate,q99_5_post_det_rate,q99_5_first_delay_s,q99_9_threshold,q99_9_pre_fp_rate,q99_9_post_det_rate,q99_9_first_delay_s
score_mean,179,36,0.9072004965859715,1.125149384776077,2.4642342927658323,1.966128538648345,2.672334590255285,2.598804447617193,0.027932960893854747,0.2777777777777778,15.0,2.6787828840787213,0.0223463687150838,0.05555555555555555,15.5,2.8120903141633753,0.0,0.0,,2.8701447194693963,0.0,0.0,,2.953346809736591,0.0,0.0,
score_quorum_offset_gate,179,36,0.9326505276225947,3.237434168547955,9.999843094978857,5.398410640347092,10.950477499096424,5.605850399318091,0.03910614525139665,0.7777777777777778,14.0,6.352898478232549,0.0111731843575419,0.7777777777777778,14.0,7.1552090218655175,0.0,0.7777777777777778,14.0,7.462764844053642,0.0,0.75,14.5,7.682964689462758,0.0,0.75,14.5
score_low_quorum_persistence_gate,179,36,0.9421166977032899,3.5662210383738184,10.173184382890058,5.617248155116916,10.963513992919278,5.8961601669065935,0.0335195530726257,0.75,14.5,6.4108580804132025,0.0111731843575419,0.75,14.5,7.038346938913988,0.0,0.75,14.5,7.393997513563697,0.0,0.75,14.5,7.8947922243058,0.0,0.75,14.5
