pair_id,condition,bin_index,prn_count,absolute_centered_correlation,truth_direction_r2,signed_affine_slope,estimated_to_truth_spread_ratio,median_template_distance,partial_f_p_value,raw_spoof_alarm
ccfs-s4-a-sydney,doppler-locked,21,11,0.4386077749588106,0.19237678025431865,0.44529368282078474,1.0152434777577806,0.037299939427157744,0.46226133196569286,False
ccfs-s4-a-sydney,doppler-locked,22,11,0.27459453848994414,0.07540216056850542,0.2976637386006478,1.0840118679620006,0.03574607779523281,0.46989746576041636,False
ccfs-s4-a-sydney,doppler-locked,23,11,0.5583468416753107,0.31175119560879444,0.722420140487501,1.2938555151845956,0.03884541401062931,0.17366889065208915,False
ccfs-s4-a-sydney,doppler-locked,24,11,0.6277543499298962,0.39407552385590655,0.650943278574312,1.036939494958506,0.03780282207722918,0.16293416779889025,False
ccfs-s4-a-sydney,doppler-locked,25,11,0.6771473696474786,0.458528560220499,0.7179958986888686,1.06032442991347,0.03762912057454218,0.131542922375814,False
ccfs-s4-a-sydney,doppler-locked,26,11,0.4904275144634888,0.24051914694283552,0.506638739385774,1.033055292462577,0.037462002919770296,0.4931064457827169,False
ccfs-s4-a-sydney,doppler-locked,27,11,0.7175304163326248,0.5148498983624699,0.6886320787656994,0.9597252786653591,0.038836111965971996,0.03924686849073203,True
ccfs-s4-a-sydney,doppler-locked,28,11,0.6882084717938136,0.47363090064877633,0.6622953824680036,0.962347035254786,0.03733115121432762,0.18253820226460785,False
ccfs-s4-a-sydney,doppler-locked,29,11,0.3603459742632461,0.129849221167728,0.3741468922718856,1.0382990764274704,0.03965200672694871,0.4915665019279997,False
ccfs-s5-a-nairobi,carrier-coupled,12,11,0.7971067683940666,0.6353792002196321,1.3955375567989972,1.7507536156173795,0.04413215844036678,0.01624523094107968,True
ccfs-s5-a-nairobi,carrier-coupled,13,11,0.8827966374287518,0.7793299030555111,1.2971673720900465,1.4693841334377955,0.04215622622452596,0.0016541266231630512,True
ccfs-s5-a-nairobi,carrier-coupled,14,11,0.9270034206104825,0.8593353418235351,1.4251345648321785,1.5373563172977822,0.04096710970871409,0.0012282475585252116,True
ccfs-s5-a-nairobi,carrier-coupled,15,11,0.5771121980736675,0.3330584891654201,0.7305334413209014,1.2658430089666026,0.03785899393382601,0.011338529366752885,True
ccfs-s5-a-nairobi,carrier-coupled,16,11,0.874463766577399,0.7646868790567317,1.5277768429767065,1.7471013681405434,0.03698574612450662,0.0005142563364957437,True
ccfs-s5-a-nairobi,carrier-coupled,17,11,0.508649809786654,0.25872462899599924,0.7949219028268778,1.5628078248182118,0.0399970379078176,0.10756243287942217,False
ccfs-s5-a-nairobi,carrier-coupled,18,11,0.8560860653183401,0.7328833512322372,1.1914915081612023,1.3917893964529606,0.03843298253131995,0.0010492847974740624,True
ccfs-s5-a-nairobi,carrier-coupled,19,11,0.9147231976981703,0.836718528407166,0.8356494016702536,0.9135543995966213,0.04094048220234434,0.0005371803767594241,True
ccfs-s5-a-nairobi,carrier-coupled,20,11,0.8996576336801942,0.8093838578390465,0.9113192435572377,1.0129622752483518,0.04298891995113879,0.0007153824328512284,True
ccfs-s5-a-nairobi,carrier-coupled,21,11,0.9110504327256328,0.8300128909695628,1.261466716071871,1.3846288534191034,0.04197770836006859,0.0006647438505102144,True
ccfs-s5-a-nairobi,carrier-coupled,22,11,0.7068948009078032,0.49970025955048275,1.1766238574270218,1.6644964086820082,0.04421915542679263,0.00828967338916749,True
ccfs-s5-a-nairobi,carrier-coupled,23,11,0.7917407019841364,0.6268533391783331,0.6226477878309759,0.7864289233464866,0.045230064940059336,0.048519127807719234,True
ccfs-s5-a-nairobi,carrier-coupled,24,11,0.9394167892421871,0.8825039039100997,1.0695547146619402,1.1385305509865682,0.04429741429903543,0.0001853986733644869,True
ccfs-s5-a-nairobi,carrier-coupled,25,11,0.8015907239235726,0.6425476886803171,1.0745772961275166,1.3405560519310251,0.04556230770308611,0.006273640572901838,True
ccfs-s5-a-nairobi,carrier-coupled,26,11,0.7465266316302993,0.5573020117332806,1.0960991144553651,1.4682652540628771,0.05233876244860711,0.04518631971661335,True
ccfs-s5-a-nairobi,carrier-coupled,27,11,0.6773203496925359,0.458762856107619,1.1334634069829252,1.6734524623355136,0.051234139885406774,0.05899124454166064,True
ccfs-s5-a-nairobi,carrier-coupled,28,11,0.741314652430714,0.5495474139084704,1.2835428544996859,1.7314413660799053,0.0498540416261751,0.004793237258050573,True
ccfs-s5-a-nairobi,carrier-coupled,29,11,0.9632961054219821,0.9279393867211584,1.1875335136082263,1.2327813918525237,0.04879791973418754,0.00017249618302666675,True
