pair_id,condition,bin_index,prn_count,median_quadrature_fraction,median_cn0_db_hz
ccfs-s5-a-nairobi,doppler-locked,18,11,0.04544849859903796,50.22941970825195
ccfs-s5-a-nairobi,doppler-locked,19,11,0.04694027888883919,50.40095520019531
ccfs-s5-a-nairobi,doppler-locked,20,11,0.05279415645266722,50.40862464904785
ccfs-s5-a-nairobi,doppler-locked,21,11,0.04548485415807227,50.400840759277344
ccfs-s5-a-nairobi,doppler-locked,22,11,0.040533606287880775,50.24898338317871
ccfs-s5-a-nairobi,doppler-locked,23,11,0.04075817274720593,49.4618034362793
ccfs-s5-a-nairobi,doppler-locked,24,11,0.044341429671150775,50.30070877075195
ccfs-s5-a-nairobi,doppler-locked,25,11,0.04363798449341089,50.04960250854492
ccfs-s5-a-nairobi,doppler-locked,26,11,0.04224577268832821,49.681291580200195
ccfs-s5-a-nairobi,doppler-locked,27,11,0.04252765362060754,49.55509948730469
ccfs-s5-a-nairobi,doppler-locked,28,11,0.04159779011512485,49.23278617858887
ccfs-s5-a-nairobi,doppler-locked,29,11,0.04477650542012612,49.371822357177734
