representation,objective,seed,epoch,train_loss,validation_loss,validation_tuple_count,validation_chunk_weighting,optimizer,df,optimizer_updates,optimizer_updates_cumulative,all_trainable_gradients_finite_each_update,tuple_batch_sizes,validation_bank_hash,fit_manifest_digest
complex,EPL,303,37,0.3713131035613294,0.46104565262794495,3120,exact tuple sum/count,AdamW,4.0,38,1444,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,38,0.3693209901289688,0.45698434114456177,3120,exact tuple sum/count,AdamW,4.0,38,1482,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,39,0.3684657501355001,0.4565930664539337,3120,exact tuple sum/count,AdamW,4.0,38,1520,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,40,0.36659565625426555,0.4573911428451538,3120,exact tuple sum/count,AdamW,4.0,38,1558,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,41,0.3694857792352691,0.45662248134613037,3120,exact tuple sum/count,AdamW,4.0,38,1596,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,42,0.365814245581527,0.4707161784172058,3120,exact tuple sum/count,AdamW,4.0,38,1634,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,43,0.37459002349022946,0.4617665112018585,3120,exact tuple sum/count,AdamW,4.0,38,1672,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,44,0.3660747926223208,0.4666634798049927,3120,exact tuple sum/count,AdamW,4.0,38,1710,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,45,0.3646059173400524,0.46039581298828125,3120,exact tuple sum/count,AdamW,4.0,38,1748,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,46,0.36481699170130993,0.4639154076576233,3120,exact tuple sum/count,AdamW,4.0,38,1786,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,47,0.36452516054067907,0.4583284556865692,3120,exact tuple sum/count,AdamW,4.0,38,1824,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,48,0.36383643763862733,0.4591789245605469,3120,exact tuple sum/count,AdamW,4.0,38,1862,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,49,0.36423900558582795,0.4734128713607788,3120,exact tuple sum/count,AdamW,4.0,38,1900,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,50,0.3658273384936797,0.460536926984787,3120,exact tuple sum/count,AdamW,4.0,38,1938,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,51,0.3636520022318729,0.46208637952804565,3120,exact tuple sum/count,AdamW,4.0,38,1976,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,52,0.36464542297885283,0.4621448218822479,3120,exact tuple sum/count,AdamW,4.0,38,2014,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,53,0.3595205919890472,0.4631320834159851,3120,exact tuple sum/count,AdamW,4.0,38,2052,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,54,0.3618447814583279,0.46197831630706787,3120,exact tuple sum/count,AdamW,4.0,38,2090,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,55,0.35942725938403697,0.4584137797355652,3120,exact tuple sum/count,AdamW,4.0,38,2128,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,56,0.35950791301191704,0.46144887804985046,3120,exact tuple sum/count,AdamW,4.0,38,2166,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,57,0.3599483005309045,0.4597474932670593,3120,exact tuple sum/count,AdamW,4.0,38,2204,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,58,0.3579585488014429,0.4579003155231476,3120,exact tuple sum/count,AdamW,4.0,38,2242,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
complex,EPL,303,59,0.3585828448281204,0.4643360674381256,3120,exact tuple sum/count,AdamW,4.0,38,2280,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,72]",5f8fad588730fba2360e0074c1be661403d89cb0f897e3b02d2b909c3bb029d4,370bfcabd9e3184f46fe512e128275cc49ac185d8869fed12c45ac5b484f57ee
magnitude,all9,101,0,0.4501484274264653,0.3700316100548475,12480,exact tuple sum/count,AdamW,4.0,150,150,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,1,0.3171656789493881,0.35152371250666103,12480,exact tuple sum/count,AdamW,4.0,150,300,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,2,0.3132897517757064,0.35663273533185325,12480,exact tuple sum/count,AdamW,4.0,150,450,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,3,0.3115994823598502,0.34583492829249457,12480,exact tuple sum/count,AdamW,4.0,150,600,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,4,0.30992479701054165,0.3556629682198549,12480,exact tuple sum/count,AdamW,4.0,150,750,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,5,0.30686334977105995,0.3453120980507288,12480,exact tuple sum/count,AdamW,4.0,150,900,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,6,0.3062511625553716,0.341384080128792,12480,exact tuple sum/count,AdamW,4.0,150,1050,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,7,0.30414777002410537,0.3425313989321391,12480,exact tuple sum/count,AdamW,4.0,150,1200,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,8,0.304978738261788,0.3420684190896841,12480,exact tuple sum/count,AdamW,4.0,150,1350,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,9,0.30490954718665725,0.346859024426876,12480,exact tuple sum/count,AdamW,4.0,150,1500,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,10,0.3027214544067239,0.34400118574118005,12480,exact tuple sum/count,AdamW,4.0,150,1650,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,11,0.3033876070082937,0.3404595515666864,12480,exact tuple sum/count,AdamW,4.0,150,1800,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,12,0.3019714627261933,0.3427249688368577,12480,exact tuple sum/count,AdamW,4.0,150,1950,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,13,0.30207856140612355,0.34115004677038924,12480,exact tuple sum/count,AdamW,4.0,150,2100,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,14,0.3028938976637176,0.35552323720394036,12480,exact tuple sum/count,AdamW,4.0,150,2250,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,15,0.3025531781788944,0.342445218257415,12480,exact tuple sum/count,AdamW,4.0,150,2400,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,16,0.3015638345045296,0.35772696488942857,12480,exact tuple sum/count,AdamW,4.0,150,2550,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,17,0.30259008404595056,0.34343597827813566,12480,exact tuple sum/count,AdamW,4.0,150,2700,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
magnitude,all9,101,18,0.3016976204022378,0.3410031113869105,12480,exact tuple sum/count,AdamW,4.0,150,2850,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",99a341d90bb2b498a9f2a760539b90762257235fdcef53e917333a7e1a24d3c5,0201a75b56f9a883cb0a11f2b3b7999a49767ca72220a49f13e7d75d63c57925
