representation,objective,seed,epoch,train_loss,validation_loss,validation_tuple_count,validation_chunk_weighting,optimizer,df,optimizer_updates,optimizer_updates_cumulative,all_trainable_gradients_finite_each_update,tuple_batch_sizes,validation_bank_hash,fit_manifest_digest
complex,all9,202,17,0.3841992902685791,0.4500264574319888,12480,exact tuple sum/count,AdamW,4.0,150,2700,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,18,0.382253531538331,0.4507945600228432,12480,exact tuple sum/count,AdamW,4.0,150,2850,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,19,0.38283781955847695,0.44970628680327,12480,exact tuple sum/count,AdamW,4.0,150,3000,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,20,0.3811248767206075,0.45139292157613314,12480,exact tuple sum/count,AdamW,4.0,150,3150,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,21,0.38044604481715466,0.4498061365041977,12480,exact tuple sum/count,AdamW,4.0,150,3300,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,22,0.3798313608013674,0.45268169794327173,12480,exact tuple sum/count,AdamW,4.0,150,3450,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,23,0.3784698338840354,0.45278941820829344,12480,exact tuple sum/count,AdamW,4.0,150,3600,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,24,0.3792166235760691,0.45432104300229975,12480,exact tuple sum/count,AdamW,4.0,150,3750,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,25,0.3782723056900331,0.45113864586903496,12480,exact tuple sum/count,AdamW,4.0,150,3900,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,26,0.37661497056334337,0.4524120752628033,12480,exact tuple sum/count,AdamW,4.0,150,4050,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,27,0.37670593047381845,0.4535904499200674,12480,exact tuple sum/count,AdamW,4.0,150,4200,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,28,0.3757297899277392,0.4485662701802376,12480,exact tuple sum/count,AdamW,4.0,150,4350,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,29,0.3742149795490658,0.4531756537082868,12480,exact tuple sum/count,AdamW,4.0,150,4500,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,30,0.3755417968781176,0.45026402534582677,12480,exact tuple sum/count,AdamW,4.0,150,4650,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,31,0.37265230169440156,0.44873501230508855,12480,exact tuple sum/count,AdamW,4.0,150,4800,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,32,0.37298648195514533,0.4520524874711648,12480,exact tuple sum/count,AdamW,4.0,150,4950,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,33,0.37256222833431973,0.44959738835310326,12480,exact tuple sum/count,AdamW,4.0,150,5100,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,34,0.37086365795994847,0.4533597111701965,12480,exact tuple sum/count,AdamW,4.0,150,5250,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,202,35,0.37087171772699445,0.45293426039891366,12480,exact tuple sum/count,AdamW,4.0,150,5400,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",234f4e4c64737f166e1564e0fc51a324ffc08185c395ff2122d72aec6d2d47e6,2c9b3ab842fc1570768216c3c84d0693e323991af5955498cb704286b0b466a0
complex,all9,303,0,0.5748679854743939,0.4789074671574128,12480,exact tuple sum/count,AdamW,4.0,150,150,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",ace1ed390089ebca328073c5399890f05fe87e526cbb330da99927ea4e270511,a29414b3097e6a64e7bd8ba984401cce61c543b349ab32dac083d5e77f7f6c1b
complex,all9,303,1,0.4132502693042771,0.468166848940727,12480,exact tuple sum/count,AdamW,4.0,150,300,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",ace1ed390089ebca328073c5399890f05fe87e526cbb330da99927ea4e270511,a29414b3097e6a64e7bd8ba984401cce61c543b349ab32dac083d5e77f7f6c1b
complex,all9,303,2,0.40553784410391946,0.46946558127036464,12480,exact tuple sum/count,AdamW,4.0,150,450,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",ace1ed390089ebca328073c5399890f05fe87e526cbb330da99927ea4e270511,a29414b3097e6a64e7bd8ba984401cce61c543b349ab32dac083d5e77f7f6c1b
complex,all9,303,3,0.40226983849180914,0.4593708628263229,12480,exact tuple sum/count,AdamW,4.0,150,600,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",ace1ed390089ebca328073c5399890f05fe87e526cbb330da99927ea4e270511,a29414b3097e6a64e7bd8ba984401cce61c543b349ab32dac083d5e77f7f6c1b
complex,all9,303,4,0.40017314074125393,0.4653427331875532,12480,exact tuple sum/count,AdamW,4.0,150,750,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",ace1ed390089ebca328073c5399890f05fe87e526cbb330da99927ea4e270511,a29414b3097e6a64e7bd8ba984401cce61c543b349ab32dac083d5e77f7f6c1b
complex,all9,303,5,0.39853193266793446,0.45632036893795697,12480,exact tuple sum/count,AdamW,4.0,150,900,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",ace1ed390089ebca328073c5399890f05fe87e526cbb330da99927ea4e270511,a29414b3097e6a64e7bd8ba984401cce61c543b349ab32dac083d5e77f7f6c1b
complex,all9,303,6,0.3960510466094788,0.45862455322192264,12480,exact tuple sum/count,AdamW,4.0,150,1050,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",ace1ed390089ebca328073c5399890f05fe87e526cbb330da99927ea4e270511,a29414b3097e6a64e7bd8ba984401cce61c543b349ab32dac083d5e77f7f6c1b
complex,all9,303,7,0.39380937839693514,0.4588982744094653,12480,exact tuple sum/count,AdamW,4.0,150,1200,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",ace1ed390089ebca328073c5399890f05fe87e526cbb330da99927ea4e270511,a29414b3097e6a64e7bd8ba984401cce61c543b349ab32dac083d5e77f7f6c1b
complex,all9,303,8,0.3914048273025794,0.4650184473930261,12480,exact tuple sum/count,AdamW,4.0,150,1350,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",ace1ed390089ebca328073c5399890f05fe87e526cbb330da99927ea4e270511,a29414b3097e6a64e7bd8ba984401cce61c543b349ab32dac083d5e77f7f6c1b
complex,all9,303,9,0.39104344978716227,0.4559472635770455,12480,exact tuple sum/count,AdamW,4.0,150,1500,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",ace1ed390089ebca328073c5399890f05fe87e526cbb330da99927ea4e270511,a29414b3097e6a64e7bd8ba984401cce61c543b349ab32dac083d5e77f7f6c1b
complex,all9,303,10,0.3886296682165934,0.4536074065245115,12480,exact tuple sum/count,AdamW,4.0,150,1650,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",ace1ed390089ebca328073c5399890f05fe87e526cbb330da99927ea4e270511,a29414b3097e6a64e7bd8ba984401cce61c543b349ab32dac083d5e77f7f6c1b
complex,all9,303,11,0.3865168419887514,0.45203159772432766,12480,exact tuple sum/count,AdamW,4.0,150,1800,true,"[256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,32]",ace1ed390089ebca328073c5399890f05fe87e526cbb330da99927ea4e270511,a29414b3097e6a64e7bd8ba984401cce61c543b349ab32dac083d5e77f7f6c1b
