time,N,S_common,N_eff,loading_count,S_pair,energy,scalar_rmse,relation_destruction,A0,A1,A2,A3,A4,Full
3.5,10,0.6952908589195193,8.31850816470333,0,0.6381414089636568,244.60586323407802,0.0909468736754934,0.6361697006387959,12.889063152447433,13.093399069424468,328.25776566593225,3.572181192071765,4.004716969034128,335.8346638270381
4.0,10,0.6315723674493025,8.32559662532835,0,0.6196826219159044,328.8273076000003,0.11343276908752288,0.6205564536052245,25.178440376023303,9.059510439145761,442.6831682627203,2.711384732619983,3.4872220084136325,448.88177500375394
4.5,10,0.7781305887709586,7.758867495700791,0,0.6250046727317492,252.05493952101114,0.0906763562672378,0.6256261080280497,12.741215338754474,2.3405474637653536,338.3782707169166,4.113027777144555,3.636426529287134,346.12772502334826
5.0,10,0.8744897847384201,7.209420149653794,0,0.5900504671342957,211.86714700598196,0.07007437180970576,0.5850407555265242,1.4814654416074213,2.3405474637653536,283.77811071456625,4.848802756175791,2.6564799487030393,291.2833934194451
5.5,10,0.7587754305543474,6.193175504316762,0,0.6339212794310175,290.49074700780824,0.10125325554892341,0.6279624546727409,18.521883742062293,5.44307871831107,390.59813917109534,2.2044046052702915,3.886404982409174,396.6889487587748
6.0,10,0.8607867492373563,7.198981427195146,0,0.7089958822072764,208.36631505978872,0.07842100869946145,0.7089958822072763,6.04321259051332,2.3405474637653536,279.0217911348828,4.651115189842015,5.9911331266146215,289.6640394513394
6.5,10,0.752289556869687,5.70775991521854,0,0.6950769780113694,336.3073005489649,0.0979520797686961,0.6982017647848227,16.717668535100067,2.3405474637653536,452.84567747934835,1.6060584852045685,5.6009144865649,460.0526504511178
7.0,10,0.802123459112928,5.466621427857089,0,0.7227739652523697,252.62354192308038,0.08795937875321753,0.7117133859247071,11.256286188016473,2.3405474637653536,339.15078844401216,2.0317718555512263,6.37740382383872,347.5599641234021
7.5,10,0.6877439620760024,6.063287308375325,0,0.5294804727154593,163.10709813774622,0.08113515921189698,0.5197468198148587,7.526596679858399,5.44307871831107,217.53146457364033,1.1000547909682408,0.958390751646291,219.58991011625486
8.0,10,0.6617342152451039,4.841627832356733,0,0.586857212472974,214.38920802011012,0.1039129853679367,0.5866393764645268,19.975524900651017,2.3405474637653536,287.2046471399146,-0.5378116237992316,2.5669565585183576,289.2337920746337
8.5,10,0.5758196556066185,3.440101332624178,1,0.5020439854669588,242.40284178441811,0.10510303815862909,0.49994463265210565,20.62593296280735,5.44307871831107,325.26468453078263,-3.180920143639482,0.18920457210497063,322.27296895924815
9.0,10,0.8833691961965457,5.883411619111938,0,0.5987150116583511,123.383421646664,0.0631118449367899,0.599351503479195,-2.3238141615686905,-0.0,163.56186443987906,3.5767173256282443,2.899391799610196,170.0379735651175
9.5,10,0.7377169168856842,4.609822634139313,0,0.5703955682873032,218.7847841037129,0.10548773083787734,0.5686068956908303,20.836181803860867,5.44307871831107,293.176588927398,0.25401693211739795,2.1054518080938394,295.5360576676092
10.0,10,0.7469702507864161,4.364050107899508,0,0.5758603341600829,187.31841821934486,0.10381751846478125,0.57567182478443,19.923348691354228,5.44307871831107,250.4255816075389,0.1219013094866419,2.2586573677450996,252.80614028477063
10.5,10,0.7816458235332855,5.2631169486333205,0,0.5414962857036801,169.48769348791737,0.07257955673927567,0.5457335270933352,2.8506420765672877,2.3405474637653536,226.2003041696274,1.5389408846523291,1.295255934232583,229.03450098851232
11.0,10,0.7728664217036656,3.9870648335426866,1,0.576021158679339,231.62547617408364,0.09487010519655589,0.5756029945882131,15.033254931973671,2.3405474637653536,310.6222807085765,0.07871545160404203,2.26316610811054,312.9641622682911
11.5,10,0.7535413650448342,5.0213594178558845,0,0.5650149364041089,143.01417204744695,0.07611888298835899,0.5644330036898123,4.785015362365781,2.3405474637653536,190.2327026663905,0.9019970925880836,1.9546049579024534,193.08930471688106
12.0,10,0.8782446012945575,4.898183310086738,0,0.6700922099595527,94.25043628031219,0.06417166673520651,0.6751462013446325,-1.744582174945535,-0.0,123.98104741057668,2.471826926407065,4.9004626353333505,131.3533369723171
12.5,10,0.922452229499174,4.496452839989952,0,0.5749504881951967,77.25235192439227,0.06596568256089057,0.5759388858858229,-0.7640858761367507,-0.0,100.88701642543137,2.6521605652201368,2.233149694865433,105.77232668551694
13.0,10,0.9128011214265508,4.2388673193465936,0,0.5576539647214466,68.86067916099367,0.06679046964562252,0.5523687180960615,-0.3133090923942733,-0.0,89.48587575821063,2.2500379803752915,1.7482389739841453,93.48415271257007
13.5,10,0.8775229397848834,4.437145684833375,0,0.48412097907718354,66.31453113914561,0.06454938656296512,0.4840192174637708,-1.5381442562818057,-0.0,86.02661410977393,1.9776363530219112,-0.3132696945888974,87.69098076820694
14.0,10,0.8746238268475612,4.1583369930996605,0,0.5315462088735795,62.48860512490366,0.06448775044475873,0.5354763203953496,-1.5718306847453145,-0.0,80.8286134368919,1.6452214291221963,1.0163039855458567,83.49013885155995
