time,N,S_common,N_eff,loading_count,S_pair,energy,scalar_rmse,relation_destruction,A0,A1,A2,A3,A4,Full
413.5,10,0.47700287727602686,6.120892870894948,0,0.4574644492980131,3.27744717219995,1.3242735541858837,0.45284748636038724,-1.2918273832264007,5.551115123125785e-16,0.33690081743930783,-1.6103842391538632,-0.8580302544910268,-2.131513676205582
414.0,10,0.574641938943424,6.831492888391705,0,0.5047019434451436,3.4476301894870565,1.3240779276442338,0.5062136986158254,-1.39495865056118,5.551115123125785e-16,0.5402675570505346,0.4205127229748913,0.21752970161732837,1.1783099816427542
414.5,10,0.6935025640888058,7.679807247881815,0,0.5536462024367852,4.808672794799934,1.3246616596842957,0.546257872192388,-1.0872242063094577,5.551115123125785e-16,2.1666977468942776,2.876787283828068,1.3319513279813462,6.375436358703692
415.0,10,0.5454921350787251,5.358760905577856,0,0.5122738199874016,3.0260489390537044,1.3253581202393843,0.5134029020842662,-0.7200610438407846,5.551115123125785e-16,0.036482833118798276,-1.3936085240367877,0.38993527368435565,-0.9671904172336337
415.5,10,0.5953384819672253,8.458159620647157,0,0.5658245423295989,2.9535714729795046,1.3280877718251702,0.5682756906572537,0.7189687782392246,5.551115123125785e-16,-0.05012690154072473,2.265240690702007,1.6092423857963385,3.824356174957621
416.0,10,0.7395225039332883,6.3580022394118245,0,0.5103440292384016,3.721921843461061,1.326351167019572,0.5093416138437772,-0.19654224061622427,5.551115123125785e-16,0.8680429147829555,2.246641522780089,0.34599548198355373,3.4606799195465983
416.5,10,0.47980943340306365,5.876528490583228,0,0.45865055782331693,2.065084826187999,1.3243217835752235,0.4613763808500452,-1.266401599979164,5.551115123125785e-16,-1.1118581801751266,-1.8057109627027563,-0.8310235121468624,-3.7485926550247455
417.0,10,0.5121529485844207,5.567608246520559,0,0.4270443413292135,1.2945270640171809,1.326030805985675,0.42688104296072954,-0.3654315904551953,5.551115123125785e-16,-2.0326658040664842,-1.6544847092163903,-1.5506717796706826,-5.237822292953557
417.5,10,0.6851309781396736,6.847126692583635,0,0.6307669021517557,2.5721416555180534,1.3260064330305288,0.6348940585194196,-0.3782806329814015,5.551115123125785e-16,-0.5059311269222523,1.9632177002985873,3.087927971071717,4.545214544448052
418.0,10,0.5313807125074158,3.9108154953252128,1,0.4897026100109074,2.6510890972468895,1.3264826536918024,0.48402861111283896,-0.12722451393971954,5.551115123125785e-16,-0.41158984610012006,-2.9760461582644764,-0.12399312260220466,-3.511629126966801
418.5,10,0.5842177235160998,5.339908474255573,0,0.4590130780071434,2.5124015442681804,1.3283133879080433,0.4557245186246412,0.8379100648436664,5.551115123125785e-16,-0.577319869715562,-0.8762150577878087,-0.8227692175437162,-2.276304145047087
419.0,10,0.7060304325990796,5.957840753232069,0,0.507557303267144,3.2810133704136355,1.3260857093960483,0.5026263038474077,-0.33648736721709815,5.551115123125785e-16,0.3411623831059989,1.400141843847941,0.2825439607407841,2.023848187694724
