domain,control,kind,status,score,alarm_ratio,epoch_count,engineering_detail
TEX,second_source_d0.15_p-3,positive,INCONCLUSIVE_RECEIVER_DID_NOT_TERMINATE,,,0,"input EOF consumed; 10 native dumps written; sleeping >5 min; interrupted"
