N_eff,S_common,S_pair,energy,period,scalar_rmse,scenario
6.711110281416938,0.6877361399753139,0.5854865103248942,371.5773338002534,excluded,0.12079904681502752,os1
7.1436824265792085,0.8283813579709596,0.6226306908559355,247.11152154523563,excluded,0.07704708362314329,os1
4.489460884914041,0.7541940753955907,0.5005041538164383,382.9471761740034,excluded,0.12070328620206984,os1
5.347206346386987,0.5452154532615011,0.46633656553667,274.20100173846413,excluded,0.10881004424848185,os1
6.16685271699083,0.7811252212593008,0.5477536478002047,194.38759873003062,excluded,0.09226685412267804,os1
4.546750370734527,0.6829080650162017,0.5481447146556935,289.15888185340816,excluded,0.12453534352517158,os1
5.4652724757750315,0.6952898849645789,0.569565155342702,208.66358941706508,excluded,0.09780502525163526,os1
5.630358428902234,0.8218954389183811,0.7457265368802272,145.4145189881337,excluded,0.06954542117614645,os1
2.840633312548174,0.7109325903136761,0.7193953198467056,266.0639575563512,excluded,0.11355205345986788,os1
4.741853119269699,0.8334854099530181,0.6600491942063256,114.79734852589809,excluded,0.07037964155551733,os1
3.5027830903148636,0.8795308844470145,0.5260965746565004,184.36855439084306,excluded,0.07526454465727263,os1
2.9342250791451145,0.7819234809889715,0.5362100758847714,157.21945672671953,excluded,0.08392947462120877,os1
3.1927141263176058,0.8454019768570019,0.5281693969835753,69.94511878505766,excluded,0.06621827806309376,os1
2.1462235712549953,0.8169184441332606,0.5046142487009235,102.79856135375343,excluded,0.07870747169832054,os1
1.8393316222160228,0.8679160220933975,0.5650641831909551,120.71312622935504,excluded,0.08682015525651647,os1
3.3501309825520584,0.9219117729690739,0.7695112146119603,52.964782719688365,excluded,0.06484929632901089,os1
2.8771173668487457,0.7319671543859553,0.675046551553474,79.42383301783994,excluded,0.08479287937026532,os1
2.862530145284982,0.7336583269404913,0.7589130489214404,86.23547734917699,excluded,0.08291141614037106,os1
3.1108001949803534,0.8742533763754133,0.5983662426079017,64.8773694217958,excluded,0.0668446136411306,os1
3.3088310408932835,0.9535387873860593,0.5249357977408697,58.67548704549545,excluded,0.05927068263679667,os1
3.3082708071254787,0.933128133630478,0.5988069472645433,71.90291520040569,excluded,0.06231556660671399,os1
3.498719877825447,0.9390543805637437,0.5103127836226815,86.29104838939105,excluded,0.06659998906201749,os1
3.4831144024303726,0.952440987648363,0.46780064354871864,94.86989429881557,excluded,0.06940928135599692,os1
3.5312922326771776,0.8822448127958433,0.4612446585065042,104.2699946807245,excluded,0.07363006365205929,os1
3.610390112220288,0.8450859525718246,0.540626520333145,101.24916538134926,excluded,0.07364857074629451,os1
3.594450949350799,0.8680954971264555,0.5551532374176419,93.48119368254581,excluded,0.06836248770430646,os1
5.193847940245919,0.5194982746354758,0.5209374635153492,2.3217045119983095,excluded,0.06747924615290796,os1
6.167721743412922,0.5543662339609864,0.5233599115500666,3.3660186817255644,excluded,0.07018183841821815,os1
5.2081390061326704,0.7261980702531232,0.4737120830191451,1.5108899319483486,excluded,0.06790527363517881,os1
6.247678223187722,0.71877460393494,0.538145530119227,3.2997161532220582,excluded,0.06710281745206746,os1
7.677402049592777,0.5428370333334867,0.5423259916838727,2.4132105626786386,excluded,0.0676855630261627,os1
5.301511368238262,0.6689715396894284,0.4961215234634307,1.6950360156440212,excluded,0.06759553409865161,os1
5.0414946324539125,0.7402463116514485,0.46887706778244276,2.4312357141520886,excluded,0.06812744318354813,os1
5.933513496973132,0.46430172520479573,0.4905521086837657,2.3116050255057967,excluded,0.06699487371312679,os1
6.720012933452145,0.6608157753476607,0.5641695413982982,1.233197561119808,excluded,0.06752358506489481,os1
6.174322451879147,0.5380398352264939,0.4929152618542054,2.241813100934951,excluded,0.06785233821730731,os1
7.620490929125571,0.7916661752102048,0.5720791061042201,0.9613278313251535,excluded,0.06684945672367457,os1
7.2058218461856,0.5247581641389267,0.5568828275817712,1.1750913225680035,excluded,0.06635381414533942,os1
4.362415379518028,0.6026452586525157,0.5222047101408673,0.7351298944810366,excluded,0.06614743778323927,os1
5.626549440345992,0.5972340519247192,0.49520607959893836,1.3010396440386265,excluded,0.0663333518924583,os1
6.021351991555267,0.48177729014253656,0.47503792923381905,1.0866086577635186,excluded,0.06681748526149431,os1
4.063827317689217,0.7846889943319986,0.601939030940608,2.1010849467721857,excluded,0.06730770366573764,os1
5.85933318840144,0.7269836952836717,0.5739065316245608,2.6217718565559855,excluded,0.06525359042980904,os1
5.258258065164148,0.8145120434227847,0.5226282665411891,3.99631219137391,excluded,0.06559864276554618,os1
5.278971080797747,0.8032975517519135,0.5532708669591863,2.3425890713428053,excluded,0.065092328047293,os1
4.7622535002012585,0.6764464449016817,0.4764675674272985,3.803736679301176,pre,0.0654969248630104,os1
5.819337792064209,0.5543211447204316,0.4853958778969753,2.3079003672715,pre,0.06876307912619288,os1
4.65310436019366,0.5892840039406504,0.46294028855025554,2.322996599012733,pre,0.06962759500223772,os1
3.4182061355899465,0.541662312109205,0.5021622439836344,2.3654601461811575,pre,0.06628731967834033,os1
5.287018541723062,0.73733361476878,0.5230573225028343,2.0924743121995593,pre,0.06786023725586156,os1
6.814232867321939,0.6760907302256723,0.529520677788617,2.7491044150023325,pre,0.06930917834531913,os1
6.682192766531217,0.4674803250427868,0.4586189312990455,2.2023478304078856,pre,0.06837516826716837,os1
8.253966856044398,0.4556253659281824,0.4572233064024632,2.1896604605465924,pre,0.06758538435727271,os1
7.067108078911358,0.5189990870652224,0.4651309905625117,2.2077035428484426,pre,0.06624159549471902,os1
6.813404416797205,0.5423845637441304,0.5467932882658962,2.090402303307428,pre,0.06768853593164535,os1
6.299994667989851,0.6261972902108172,0.5094275932362162,2.669438132477958,pre,0.06818269932426443,os1
4.261167620556062,0.5096353348743768,0.4352794167077788,1.741083893843918,pre,0.06739620591152988,os1
5.723122289061769,0.46466333424935186,0.4562517798298598,2.20418546147484,pre,0.06703921317158558,os1
6.622490631870512,0.4997979824700379,0.4691148275265199,1.8168604156260224,pre,0.06647876051392006,os1
6.671173032684369,0.5539641841225825,0.46510434445314663,2.195815087591816,pre,0.06901346735339034,os1
6.459879248331807,0.5046752292458624,0.4512966438512345,2.349110032050527,pre,0.06951602972799209,os1
8.145631660993821,0.40339817081616086,0.4228918793976056,3.196000609534114,pre,0.06440025500214155,os1
8.725089104766312,0.47274770470446487,0.4888697539247881,2.957916810315298,pre,0.0636525563131903,os1
7.277787428431436,0.5727244522441882,0.4675561701340394,3.0148163509915933,pre,0.06622139455913623,os1
7.119260989983624,0.4686086582780311,0.5166345060157402,2.665881961817017,pre,0.06701322855676523,os1
7.3686589712397135,0.46807078801614654,0.43220387524275167,3.3827156491055366,pre,0.06846645839355378,os1
6.720854202737429,0.5069373772066685,0.46288257040754016,3.7179752353392286,pre,0.06726836411913957,os1
6.459840375517907,0.4668082290334154,0.43702213454421324,4.654123939409083,pre,0.0650774403544498,os1
6.095004118434956,0.5310321016482168,0.48514319476113416,3.272123648751001,pre,0.0675872656806145,os1
4.594231304948267,0.4916782470299244,0.4932729425827331,3.399921964938983,pre,0.06938976194093144,os1
7.377687074708965,0.45568584134449264,0.48230136224308445,2.9812630413499335,pre,0.06719034404273565,os1
7.8318659243680155,0.5095329450619872,0.4835167305842821,3.8427960956287737,pre,0.06816458289105502,os1
7.48535153330628,0.6001331601227071,0.559742153363568,3.280389653334171,pre,0.0689159461594174,os1
8.164930112270461,0.6184491652515649,0.5748438755110111,2.7899863483954266,pre,0.06997559589012038,os1
7.538695682814251,0.5360917377226386,0.5302564179726426,2.8339201035957835,pre,0.07098986528213116,os1
4.9323114465546265,0.4819745484513189,0.45610721699168494,3.708264610169911,pre,0.07025228865915241,os1
7.875944125675975,0.47339006432117386,0.49934974342905547,3.7868486179277117,pre,0.069046032118033,os1
6.941625333072537,0.6114138620479185,0.5095297465693889,2.6370789284642884,pre,0.06854314705817215,os1
6.411692959049849,0.5188981239094809,0.45557167972792406,2.685052275963878,pre,0.06874208145449041,os1
6.262684071815336,0.4248835739983841,0.4511737470815349,2.166040796579766,pre,0.06737711456720101,os1
7.175756718990576,0.50804165223255,0.5554204957270426,2.473380403122684,pre,0.06763035790994844,os1
6.558235202501354,0.6044733535421202,0.513470991211727,2.2065664823724966,pre,0.06981068647403894,os1
7.784502646914308,0.6329304697994664,0.5438417970291095,2.964929204640859,pre,0.07125854631859671,os1
7.739345127603703,0.575867601875205,0.5142505204293871,2.7708710499895797,pre,0.06970709212289206,os1
6.385321501285618,0.41541629970824556,0.4452931534161655,3.0309460465842935,pre,0.06676199113990801,os1
6.129849663431874,0.4821800493092146,0.49117289756650295,3.0192551221997306,pre,0.06769497786015675,os1
9.737231765046634,0.5799830166177801,0.5451228240100682,2.5597515417161407,pre,0.06843039091275907,os1
8.551316845522758,0.6390835888550939,0.5640328952025188,3.5356799567764843,pre,0.0678573988029641,os1
