domain,case_id,family,mode,delay_chips,power_db,target_prns,technical_status,valid_full_epochs,full_alarm_count,alarm_ratio_q99_full_support,valid_active_epochs,active_alarm_count,alarm_ratio_q99_active_support,primary_window,primary_alarm_ratio_q99,threshold_q99,case_gate_status,score_evidence_path,score_evidence_size_bytes,score_evidence_sha256
OAK,OAK.positive.d050.p+00.four,positive,four,0.05,0,"10,11,21,24",PASS,11900,1626,0.13663865546218487,11479,1338,0.11656067601707466,active_truth_delay_support,0.11656067601707466,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d050.p+00.four.csv.gz,486392,1794f7a3b255b52f75968c86c7d65ca437837fadb75e798cc3cd9d7b34504fc6
OAK,OAK.positive.d050.p+00.single,positive,single,0.05,0,27,PASS,11875,1898,0.1598315789473684,11457,1579,0.1378196735620145,active_truth_delay_support,0.1378196735620145,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d050.p+00.single.csv.gz,484792,6c2721c13bebfda6814692e2a88afec4bb018fe752d1ad1b9f29b5e7e597a0bf
OAK,OAK.positive.d050.p-03.four,positive,four,0.05,-3,"10,11,24,27",PASS,11913,1367,0.1147485939729707,11485,1119,0.09743143230300391,active_truth_delay_support,0.09743143230300391,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d050.p-03.four.csv.gz,485704,0e250fe77d751d4b0d1ae2d23152f9930c9c6c7cf9ce094ff582d90ef1295127
OAK,OAK.positive.d050.p-03.single,positive,single,0.05,-3,21,PASS,11902,1979,0.16627457570156276,11477,1684,0.14672823908686938,active_truth_delay_support,0.14672823908686938,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d050.p-03.single.csv.gz,488207,ff712a14ca7fa85bbfe8aec7651227b62b31bf46233651134fd9e2e3841170e2
OAK,OAK.positive.d050.p-06.four,positive,four,0.05,-6,"11,21,24,27",PASS,11905,2222,0.1866442671146577,11478,1892,0.16483707963059765,active_truth_delay_support,0.16483707963059765,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d050.p-06.four.csv.gz,488296,8e9ab66c8abfad01538efc78d7ca93e1f47d1299b70c62196ed4dc81e3eb812b
OAK,OAK.positive.d050.p-06.single,positive,single,0.05,-6,10,PASS,11907,1933,0.16234147980179725,11479,1635,0.14243400993117866,active_truth_delay_support,0.14243400993117866,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d050.p-06.single.csv.gz,486941,4f3c52aaab9c386a7a1a91fe92dc7d665930809e9376290b29852c4214597db7
OAK,OAK.positive.d150.p+00.four,positive,four,0.15,0,"11,21,24,27",PASS,11862,2878,0.24262350362502108,11464,2573,0.2244417306350314,active_truth_delay_support,0.2244417306350314,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d150.p+00.four.csv.gz,490968,22ab078ed8089e7d7da25d3124bf6ca09ee2a6316475ee309feca792181e61ee
OAK,OAK.positive.d150.p+00.single,positive,single,0.15,0,10,PASS,11906,1807,0.15177221568956828,11479,1516,0.1320672532450562,active_truth_delay_support,0.1320672532450562,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d150.p+00.single.csv.gz,486775,8a284b5d3adc04e0b3ad2a901e3fa385c8c3d03c75acd0dfb36f29b3c013c1ac
OAK,OAK.positive.d150.p-03.four,positive,four,0.15,-3,"10,11,21,27",PASS,11901,1962,0.16486009579026972,11479,1650,0.14374074396724454,active_truth_delay_support,0.14374074396724454,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d150.p-03.four.csv.gz,488953,44ae78aa3f93c8c24dbe3516acd003ed4551fff86d33f5f2584cdb30a26b9a6d
OAK,OAK.positive.d150.p-03.single,positive,single,0.15,-3,24,PASS,11872,2215,0.1865734501347709,11458,1906,0.16634665735730494,active_truth_delay_support,0.16634665735730494,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d150.p-03.single.csv.gz,486794,fe6c5aed2b73788da7b750c53fb28654c99dca4b8e4604659f82b12cd9ea0b7c
OAK,OAK.positive.d150.p-06.four,positive,four,0.15,-6,"10,21,24,27",PASS,11921,1945,0.1631574532337891,11480,1618,0.14094076655052265,active_truth_delay_support,0.14094076655052265,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d150.p-06.four.csv.gz,488672,d6a81472923a6a423fc80a08fc023b5d53c9953b17f5eae5122e437c6e84f19a
OAK,OAK.positive.d150.p-06.single,positive,single,0.15,-6,11,PASS,11906,1897,0.15933142953132876,11479,1596,0.13903650143740745,active_truth_delay_support,0.13903650143740745,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d150.p-06.single.csv.gz,486863,e2aecf0d9f0365d9e02ce918521ff0fcb67844f4420508283d623895c5db2735
OAK,OAK.positive.d300.p+00.four,positive,four,0.3,0,"10,21,24,27",PASS,11924,2346,0.1967460583696746,11485,2064,0.17971266869830213,active_truth_delay_support,0.17971266869830213,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d300.p+00.four.csv.gz,493719,0c82c9cd1e2f81ef8f0abcc0da1fcfe6774f7b0152520661fb3d48234a3f289f
OAK,OAK.positive.d300.p+00.single,positive,single,0.3,0,11,PASS,11897,1937,0.16281415482894848,11476,1642,0.1430812129661903,active_truth_delay_support,0.1430812129661903,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d300.p+00.single.csv.gz,487019,a9b9a35db9c29008ab85bf100046164881215883e287bfa907e3a419c77b7920
OAK,OAK.positive.d300.p-03.four,positive,four,0.3,-3,"10,11,21,24",PASS,11917,1883,0.15800956616598136,11484,1579,0.13749564611633577,active_truth_delay_support,0.13749564611633577,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d300.p-03.four.csv.gz,488948,d8a2e88a9ff126f1c8876b58e11446ccbad3bd3d8aef744b52f0e70c094d2203
OAK,OAK.positive.d300.p-03.single,positive,single,0.3,-3,27,PASS,11913,1670,0.14018299336858894,11485,1405,0.12233347845015237,active_truth_delay_support,0.12233347845015237,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d300.p-03.single.csv.gz,487227,f49b9c4d0493e902640c715ae3ce86646bae5582dc9aa44f1437db37dcccfaaa
OAK,OAK.positive.d300.p-06.four,positive,four,0.3,-6,"10,11,24,27",PASS,11900,1917,0.16109243697478992,11476,1635,0.14247124433600558,active_truth_delay_support,0.14247124433600558,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d300.p-06.four.csv.gz,488275,e229adebd9f7619cb88dee07692fe66b84344f3cb4de51f29f7b0fb441a48855
OAK,OAK.positive.d300.p-06.single,positive,single,0.3,-6,21,PASS,11909,1870,0.15702409942060627,11479,1569,0.1366843801724889,active_truth_delay_support,0.1366843801724889,-21.705587048010322,FAIL,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/scores/OAK/OAK.positive.d300.p-06.single.csv.gz,487294,933b112265eb83a2ae92b0ce07a676888b94b1aa3342286dcfa15e4250cf3710
