tier,scenario,model,operating_point,onset_s,threshold,roc_auc,pr_auc,independent_clean_fpr,stable_pre_fpr,pre_onset_alarm,rising_edge_false_alarm_events,rising_edge_false_alarm_events_per_min,alarm_occupancy,post_detection_rate,persistent_detection_rate,first_alarm_delay_s,first_alarm_censored,persistent_3_epoch_delay_s,persistent_3_epoch_censored,stable_median,stable_q90,stable_q99,post_median,post_q90,post_q99,tracked_prn_count,tracked_prn_count_median,ramp_detection_rate,takeover_detection_rate
confirmatory,DS7,CMTE-A2,q995_higher,110.0,4.204692619390966,0.8273350207628751,0.9314365657911916,0.015843773028739867,0.007978723404255319,True,3,0.9574468085106383,0.2568027210884354,0.4416498993963783,0.5822281167108754,77.43046028,False,,True,0.7755571824493519,2.6788726666448226,4.204692619390966,3.7346889901452305,6.507277712385012,6.507277712385012,1764,1.0,0.0,0.0
confirmatory,DS8,CMTE-A2,q995_higher,110.0,4.204692619390966,0.9300246763763709,0.9882001854053286,0.015843773028739867,0.0009149130832570906,True,1,0.10978956999085088,0.5773012676223196,0.7481185685762556,0.8408855067450709,12.493296279999996,False,,True,0.6267447259843115,2.160891609564147,3.7346889901452305,6.507277712385012,6.507277712385012,6.507277712385012,8441,1.0,0.02564102564102564,0.0
