tier,scenario,model,metric,low,high,reason,reps,seed,limitation,method,iid_fallback,block_epochs,cadence_s,phase_anchor,resampled_original_block_count,boundary_or_gap_crossing,point_estimate_uses_all_eligible_epochs,block_boundary_dimensions,point,stratum_epoch_counts,stratum_complete_block_counts
confirmatory,DS8,A0,persistent_detection_rate,0.8308109318996416,0.9037679211469534,,2000.0,20260802.0,conditional temporal CI; one recording,moving_block,False,20,0.5,fixed_chunk_start,True,False,True,"['scenario', 'phase', 'physical_recording_id', 'producer_chain_id', 'cadence_chain_id', 'cadence_gap']",0.8708059494984435,{'persistent': 5782},{'persistent': 279}
confirmatory,DS8,A0,post_detection_rate,0.7733880471380472,0.8574158249158249,,2000.0,20260802.0,conditional temporal CI; one recording,moving_block,False,20,0.5,fixed_chunk_start,True,False,True,"['scenario', 'phase', 'physical_recording_id', 'producer_chain_id', 'cadence_chain_id', 'cadence_gap']",0.7756105052987252,{'post': 6511},{'post': 297}
confirmatory,DS8,B0-Exact,roc_auc,0.9447481341189676,0.9737392255892257,,2000.0,20260802.0,conditional temporal CI; one recording,moving_block,False,20,0.5,fixed_chunk_start,True,False,True,"['scenario', 'phase', 'physical_recording_id', 'producer_chain_id', 'cadence_chain_id', 'cadence_gap']",0.951707737050804,"{'stable_pre': 1093, 'post': 6511}","{'stable_pre': 45, 'post': 297}"
confirmatory,DS8,B0-Exact,stable_pre_fpr,0.0,0.0033333333333333,,2000.0,20260802.0,conditional temporal CI; one recording,moving_block,False,20,0.5,fixed_chunk_start,True,False,True,"['scenario', 'phase', 'physical_recording_id', 'producer_chain_id', 'cadence_chain_id', 'cadence_gap']",0.000914913083257,{'stable_pre': 1093},{'stable_pre': 45}
confirmatory,DS8,B0-Exact,persistent_detection_rate,0.8844086021505376,0.9435528673835124,,2000.0,20260802.0,conditional temporal CI; one recording,moving_block,False,20,0.5,fixed_chunk_start,True,False,True,"['scenario', 'phase', 'physical_recording_id', 'producer_chain_id', 'cadence_chain_id', 'cadence_gap']",0.9173296437218956,{'persistent': 5782},{'persistent': 279}
confirmatory,DS8,B0-Exact,post_detection_rate,0.8213762626262627,0.895959595959596,,2000.0,20260802.0,conditional temporal CI; one recording,moving_block,False,20,0.5,fixed_chunk_start,True,False,True,"['scenario', 'phase', 'physical_recording_id', 'producer_chain_id', 'cadence_chain_id', 'cadence_gap']",0.8170787897404392,{'post': 6511},{'post': 297}
confirmatory,DS8,B0-Enhanced,roc_auc,0.922950925925926,0.9609125187055744,,2000.0,20260802.0,conditional temporal CI; one recording,moving_block,False,20,0.5,fixed_chunk_start,True,False,True,"['scenario', 'phase', 'physical_recording_id', 'producer_chain_id', 'cadence_chain_id', 'cadence_gap']",0.928082014208343,"{'stable_pre': 1093, 'post': 6511}","{'stable_pre': 45, 'post': 297}"
confirmatory,DS8,B0-Enhanced,stable_pre_fpr,0.0,0.0066666666666666,,2000.0,20260802.0,conditional temporal CI; one recording,moving_block,False,20,0.5,fixed_chunk_start,True,False,True,"['scenario', 'phase', 'physical_recording_id', 'producer_chain_id', 'cadence_chain_id', 'cadence_gap']",0.0018298261665141,{'stable_pre': 1093},{'stable_pre': 45}
confirmatory,DS8,B0-Enhanced,persistent_detection_rate,0.8526836917562723,0.9188172043010752,,2000.0,20260802.0,conditional temporal CI; one recording,moving_block,False,20,0.5,fixed_chunk_start,True,False,True,"['scenario', 'phase', 'physical_recording_id', 'producer_chain_id', 'cadence_chain_id', 'cadence_gap']",0.8887928052576963,{'persistent': 5782},{'persistent': 279}
confirmatory,DS8,B0-Enhanced,post_detection_rate,0.7922516835016835,0.8715530303030302,,2000.0,20260802.0,conditional temporal CI; one recording,moving_block,False,20,0.5,fixed_chunk_start,True,False,True,"['scenario', 'phase', 'physical_recording_id', 'producer_chain_id', 'cadence_chain_id', 'cadence_gap']",0.7902011979726616,{'post': 6511},{'post': 297}
