window_mid_s,score_mean,score_prior_consensus_gate,score_soft_quorum_gate,prn_count,prior_high_fraction,soft_high_fraction
18.0,1.0821463939277811,1.0821463939277811,1.947863509070006,10,0.0,0.4
18.5,1.2493766568675433,1.2493766568675433,2.7486286451085955,10,0.0,0.6
19.0,1.3254155796813498,1.5904986956176197,2.9159142752989697,10,0.2,0.6
19.5,1.1368427130789163,1.250526984386808,2.0463168835420493,10,0.1,0.4
20.0,1.0748636938233762,1.182350063205714,1.7197819101174021,10,0.1,0.3
20.5,1.3084028470284825,1.439243131731331,2.3551251246512686,10,0.1,0.4
21.0,1.1271802423932027,1.1271802423932027,2.2543604847864054,10,0.0,0.5
21.5,1.0900335345048506,1.1990368879553357,1.744053655207761,10,0.1,0.3
22.0,1.0370439130108844,1.1407483043119728,1.4518614782152381,10,0.1,0.2
22.5,1.0457378436536509,1.0457378436536509,1.8823281185765717,10,0.0,0.4
23.0,1.0012563743398841,1.0012563743398841,1.8022614738117915,10,0.0,0.4
23.5,1.0481124382431906,1.0481124382431906,1.886602388837743,10,0.0,0.4
24.0,1.0745649006128979,1.1820213906741879,1.7193038409806367,10,0.1,0.3
24.5,1.035352752684376,1.1388880279528137,1.863634954831877,10,0.1,0.4
25.0,1.1456770440647435,1.4893801572841665,2.0622186793165382,10,0.3,0.4
25.5,1.0697362745563344,1.2836835294676012,1.9255252942014018,10,0.2,0.4
26.0,1.157187280168246,1.2729060081850705,2.0829371043028426,10,0.1,0.4
26.5,1.18516638403433,1.422199660841196,2.37033276806866,10,0.2,0.5
27.0,1.1063421080044216,1.1063421080044216,2.212684216008843,10,0.0,0.5
27.5,0.9002399876173331,0.9002399876173331,1.4403839801877332,10,0.0,0.3
28.0,1.1235124044242795,1.3482148853091354,1.7976198470788471,10,0.2,0.3
28.5,1.1078053388203755,1.3293664065844506,1.9940496098766758,10,0.2,0.4
29.0,1.069646672468949,1.069646672468949,1.9253640104441083,10,0.0,0.4
29.5,1.1152164426866646,1.2267380869553313,1.7843463082986635,10,0.1,0.3
30.0,1.1849999376969687,1.4219999252363624,2.1329998878545435,10,0.2,0.4
30.5,1.1778451561378929,1.1778451561378929,2.5912593435033644,10,0.0,0.6
31.0,1.1104136570378715,1.2214550227416587,1.998744582668169,10,0.1,0.4
31.5,1.3771573270520503,1.6525887924624603,2.7543146541041006,10,0.2,0.5
32.0,1.3832213305357532,1.659865596642904,2.489798394964356,10,0.2,0.4
