run_id,window_bin_s,window_start_s,window_mid_s,tracked_prn_count,k_q50,btail_q50,k_q70,btail_q70,k_q80,btail_q80,btail_max_507080,btail_max_507080_ewma075,strict_alarm
DS1,6.5,6.03711056,6.53711056,8,0,0.0,0,0.0,0,0.0,0.0,0.0,False
DS1,7.0,6.53711056,7.03711056,8,0,0.0,0,0.0,0,0.0,0.0,0.0,False
DS1,7.5,7.03711056,7.53711056,8,0,0.0,0,0.0,0,0.0,0.0,0.0,False
DS1,8.0,7.4667956,7.9667956,9,0,0.0,0,0.0,0,0.0,0.0,0.0,False
DS1,8.5,7.9667956,8.466795600000001,9,0,0.0,0,0.0,0,0.0,0.0,0.0,False
DS1,9.0,8.466795600000001,8.966795600000001,9,0,0.0,0,0.0,0,0.0,0.0,0.0,False
DS1,9.5,8.90875828,9.40875828,11,1,0.0004884004981088745,1,0.019971374311756482,1,0.08981458877727502,0.08981458877727502,0.022453647194318756,False
DS1,10.0,9.40875828,9.90875828,11,1,0.0004884004981088745,1,0.019971374311756482,1,0.08981458877727502,0.08981458877727502,0.039293882590057824,False
DS1,10.5,9.90875828,10.40875828,11,1,0.0004884004981088745,1,0.019971374311756482,1,0.08981458877727502,0.08981458877727502,0.05192405913686213,False
DS1,11.0,10.40875828,10.90875828,11,2,0.005876608488985042,1,0.019971374311756482,1,0.08981458877727502,0.08981458877727502,0.06139669154696535,False
DS1,11.5,10.90875828,11.40875828,11,1,0.0004884004981088745,1,0.019971374311756482,1,0.08981458877727502,0.08981458877727502,0.06850116585454277,False
DS1,12.0,11.40875828,11.90875828,11,1,0.0004884004981088745,1,0.019971374311756482,1,0.08981458877727502,0.08981458877727502,0.07382952158522584,False
DS1,12.5,11.90875828,12.40875828,11,2,0.005876608488985042,1,0.019971374311756482,1,0.08981458877727502,0.08981458877727502,0.07782578838323814,False
DS1,13.0,12.40875828,12.90875828,11,5,0.3207757608816939,3,0.3750432622551427,3,0.9607692700761805,0.9607692700761805,0.29856165880647373,False
DS1,13.5,12.90875828,13.40875828,11,5,0.3207757608816939,2,0.1198991350663028,2,0.3887887554612408,0.3887887554612408,0.3211184329701655,False
DS1,14.0,13.40875828,13.90875828,11,3,0.033261939460847476,2,0.1198991350663028,2,0.3887887554612408,0.3887887554612408,0.33803601359293434,False
DS1,14.5,13.90875828,14.40875828,11,4,0.1202274269981598,4,0.8429527711746038,3,0.9607692700761805,0.9607692700761805,0.4937193277137459,False
DS1,15.0,14.40875828,14.90875828,11,2,0.005876608488985042,2,0.1198991350663028,2,0.3887887554612408,0.3887887554612408,0.4674866846506196,False
DS1,15.5,14.90875828,15.40875828,11,3,0.033261939460847476,1,0.019971374311756482,1,0.08981458877727502,0.08981458877727502,0.37306866068228345,False
DS1,16.0,15.40875828,15.90875828,11,4,0.1202274269981598,1,0.019971374311756482,1,0.08981458877727502,0.1202274269981598,0.3098583522612525,False
DS1,16.5,15.90875828,16.40875828,11,5,0.3207757608816939,3,0.3750432622551427,2,0.3887887554612408,0.3887887554612408,0.3295909530612496,False
DS1,17.0,16.40875828,16.90875828,11,3,0.033261939460847476,2,0.1198991350663028,2,0.3887887554612408,0.3887887554612408,0.3443904036612474,False
DS1,17.5,16.90875828,17.40875828,11,5,0.3207757608816939,1,0.019971374311756482,1,0.08981458877727502,0.3207757608816939,0.33848674296635906,False
DS1,18.0,17.40875828,17.90875828,11,4,0.1202274269981598,3,0.3750432622551427,2,0.3887887554612408,0.3887887554612408,0.35106224609007947,False
DS1,18.5,17.9667956,18.4667956,10,6,0.9756344361346222,2,0.16170554967496573,1,0.1135878031631355,0.9756344361346222,0.5072052936012151,False
DS1,19.0,18.4667956,18.9667956,10,5,0.4731335222546632,2,0.16170554967496573,1,0.1135878031631355,0.4731335222546632,0.49868735076457715,False
DS1,19.5,18.9667956,19.4667956,10,3,0.05623971832287608,2,0.16170554967496573,1,0.1135878031631355,0.16170554967496573,0.4144419004921743,False
DS1,20.0,19.4667956,19.9667956,10,4,0.18859116980755003,2,0.16170554967496573,0,0.0,0.18859116980755003,0.3579792178210182,False
DS1,20.5,19.9667956,20.4667956,10,3,0.05623971832287608,3,0.4825342690570288,2,0.47129989046941695,0.4825342690570288,0.3891179806300209,False
DS1,21.0,20.4667956,20.9667956,10,5,0.4731335222546632,2,0.16170554967496573,0,0.0,0.4731335222546632,0.4101218660361815,False
DS1,21.5,20.9667956,21.4667956,10,3,0.05623971832287608,3,0.4825342690570288,2,0.47129989046941695,0.4825342690570288,0.4282249667913933,False
DS1,22.0,21.4667956,21.9667956,10,4,0.18859116980755003,0,0.0,0,0.0,0.18859116980755003,0.3683165175454325,False
DS1,22.5,21.9667956,22.4667956,10,4,0.18859116980755003,2,0.16170554967496573,1,0.1135878031631355,0.18859116980755003,0.3233851806109619,False
DS1,23.0,22.4667956,22.9667956,10,2,0.010800301350769714,1,0.02865416219876478,1,0.1135878031631355,0.1135878031631355,0.2709358362490053,False
DS1,23.5,22.9667956,23.4667956,10,2,0.010800301350769714,2,0.16170554967496573,1,0.1135878031631355,0.16170554967496573,0.24362826460549541,False
DS1,24.0,23.4667956,23.9667956,10,5,0.4731335222546632,2,0.16170554967496573,1,0.1135878031631355,0.4731335222546632,0.3010045790177873,False
DS1,24.5,23.9667956,24.4667956,10,3,0.05623971832287608,1,0.02865416219876478,1,0.1135878031631355,0.1135878031631355,0.25415038505412435,False
DS1,25.0,24.4667956,24.9667956,10,4,0.18859116980755003,2,0.16170554967496573,2,0.47129989046941695,0.47129989046941695,0.3084377614079475,False
DS1,25.5,24.9667956,25.4667956,10,4,0.18859116980755003,1,0.02865416219876478,1,0.1135878031631355,0.18859116980755003,0.2784761135078481,False
DS1,26.0,25.4667956,25.9667956,10,4,0.18859116980755003,3,0.4825342690570288,2,0.47129989046941695,0.4825342690570288,0.3294906523951433,False
DS1,26.5,25.9667956,26.4667956,10,4,0.18859116980755003,3,0.4825342690570288,2,0.47129989046941695,0.4825342690570288,0.36775155656061465,False
DS1,27.0,26.4667956,26.9667956,10,5,0.4731335222546632,4,1.0487105094288505,1,0.1135878031631355,1.0487105094288505,0.5379912947776736,False
DS1,27.5,26.9667956,27.4667956,10,2,0.010800301350769714,1,0.02865416219876478,0,0.0,0.02865416219876478,0.4106570116329464,False
DS1,28.0,27.4667956,27.9667956,10,3,0.05623971832287608,1,0.02865416219876478,1,0.1135878031631355,0.1135878031631355,0.33638970951549363,False
DS1,28.5,27.9667956,28.4667956,10,3,0.05623971832287608,2,0.16170554967496573,2,0.47129989046941695,0.47129989046941695,0.3701172547539745,False
DS1,29.0,28.4667956,28.9667956,10,4,0.18859116980755003,2,0.16170554967496573,1,0.1135878031631355,0.18859116980755003,0.3247357335173684,False
DS1,29.5,28.9667956,29.4667956,10,3,0.05623971832287608,3,0.4825342690570288,2,0.47129989046941695,0.4825342690570288,0.36418536740228347,False
DS1,30.0,29.4667956,29.9667956,10,3,0.05623971832287608,3,0.4825342690570288,3,1.1325813383458683,1.1325813383458683,0.5562843601381797,False
DS1,30.5,29.9667956,30.4667956,10,3,0.05623971832287608,2,0.16170554967496573,2,0.47129989046941695,0.47129989046941695,0.535038242720989,False
DS1,31.0,30.4667956,30.9667956,10,3,0.05623971832287608,1,0.02865416219876478,0,0.0,0.05623971832287608,0.41533861162146074,False
DS1,31.5,30.9667956,31.4667956,10,6,0.9756344361346222,2,0.16170554967496573,2,0.47129989046941695,0.9756344361346222,0.5554125677497511,False
DS1,32.0,31.4667956,31.9667956,11,4,0.1202274269981598,3,0.3750432622551427,3,0.9607692700761805,0.9607692700761805,0.6567517433313584,False
DS1,32.5,31.9667956,32.4667956,11,3,0.033261939460847476,3,0.3750432622551427,2,0.3887887554612408,0.3887887554612408,0.5897609963638291,False
DS1,33.0,32.4667956,32.9667956,11,6,0.6931471805599453,2,0.1198991350663028,2,0.3887887554612408,0.6931471805599453,0.6156075424128581,False
DS1,33.5,32.9667956,33.4667956,11,7,1.2931171362657072,4,0.8429527711746038,2,0.3887887554612408,1.2931171362657072,0.7849849408760704,False
DS1,34.0,33.4667956,33.9667956,11,5,0.3207757608816939,3,0.3750432622551427,2,0.3887887554612408,0.3887887554612408,0.685935894522363,False
DS1,34.5,33.9667956,34.4667956,11,5,0.3207757608816939,3,0.3750432622551427,2,0.3887887554612408,0.3887887554612408,0.6116491097570824,False
DS1,35.0,34.4667956,34.9667956,11,6,0.6931471805599453,2,0.1198991350663028,2,0.3887887554612408,0.6931471805599453,0.6320236274577982,False
DS1,35.5,34.9667956,35.4667956,11,4,0.1202274269981598,3,0.3750432622551427,3,0.9607692700761805,0.9607692700761805,0.7142100381123937,False
