group,agg,scenario,feature_count,rows,pfa10_q90_normal_flag_rate,pfa5_q95_normal_flag_rate,pfa1_q99_normal_flag_rate,pfa0_5_q995_normal_flag_rate,pfa0_1_q999_normal_flag_rate,pre_windows_t_lt_90,post_windows_t_ge_110,auc_pre_vs_post_buffered,pre_score_median,post_score_median,pre_score_q95,post_score_q95,pfa10_q90_pre_fp_rate,pfa10_q90_post_det_rate,pfa10_q90_first_delay_s,pfa5_q95_pre_fp_rate,pfa5_q95_post_det_rate,pfa5_q95_first_delay_s,pfa1_q99_pre_fp_rate,pfa1_q99_post_det_rate,pfa1_q99_first_delay_s,pfa0_5_q995_pre_fp_rate,pfa0_5_q995_post_det_rate,pfa0_5_q995_first_delay_s,pfa0_1_q999_pre_fp_rate,pfa0_1_q999_post_det_rate,pfa0_1_q999_first_delay_s
dmcpd_only,score_max,cleanStatic,25,959,0.10010427528675704,0.05005213764337852,0.010427528675703858,0.005213764337851929,0.0010427528675703858,,,,,,,,,,,,,,,,,,,,,,
dmcpd_only,score_max,ds1,25,922,,,,,,179.0,703.0,0.789720034647997,2.877772001969777,6.637915063119455,17.026341479354038,17.118900298079964,0.10614525139664804,0.22475106685633,18.5,0.0782122905027933,0.12375533428165007,21.5,0.00558659217877095,0.015647226173541962,112.5,0.00558659217877095,0.01422475106685633,112.5,0.0,0.008534850640113799,118.0
dmcpd_only,score_max,ds2,25,913,,,,,,179.0,694.0,0.6133096131244667,4.3698171523210645,5.333139788446671,16.95931963065504,16.85759570661356,0.1005586592178771,0.059077809798270896,80.0,0.0446927374301676,0.03170028818443804,81.5,0.0,0.008645533141210375,81.5,0.0,0.004322766570605188,81.5,0.0,0.002881844380403458,81.5
dmcpd_only,score_max,ds4,25,255,,,,,,179.0,36.0,0.7835195530726257,2.5742632072453584,4.0258961408127,10.63885129122102,4.437074038018642,0.01675977653631285,0.0,,0.01675977653631285,0.0,,0.00558659217877095,0.0,,0.00558659217877095,0.0,,0.00558659217877095,0.0,
tap_rel_cv_only,score_mean,cleanStatic,27,959,0.10010427528675704,0.05005213764337852,0.010427528675703858,0.005213764337851929,0.0010427528675703858,,,,,,,,,,,,,,,,,,,,,,
tap_rel_cv_only,score_mean,ds1,27,922,,,,,,179.0,703.0,0.9859500782758648,1.1950619859478997,3.9244039465151,2.427488861396458,4.942393809547078,0.15083798882681565,0.9800853485064012,17.0,0.0893854748603352,0.9772403982930299,17.5,0.0223463687150838,0.9715504978662873,19.5,0.0111731843575419,0.9701280227596017,19.5,0.0,0.9601706970128022,20.0
tap_rel_cv_only,score_mean,ds2,27,913,,,,,,179.0,694.0,0.9988005731489382,1.254148754080066,2.8324834057828054,2.545688076990493,3.9580852868915994,0.2011173184357542,1.0,10.0,0.16201117318435754,1.0,10.0,0.0893854748603352,1.0,10.0,0.0782122905027933,1.0,10.0,0.00558659217877095,0.946685878962536,10.0
tap_rel_cv_only,score_mean,ds4,27,255,,,,,,179.0,36.0,0.8812849162011173,1.1630128490188307,1.9236522720855598,1.7081831529857792,2.0745417577122556,0.01675977653631285,0.0,,0.0111731843575419,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,
tap_rel_cv_only,score_top3,cleanStatic,27,959,0.10010427528675704,0.05005213764337852,0.010427528675703858,0.005213764337851929,0.0010427528675703858,,,,,,,,,,,,,,,,,,,,,,
tap_rel_cv_only,score_top3,ds1,27,922,,,,,,179.0,703.0,0.8318777466087081,2.125243781426784,5.523164473475846,6.42054016116399,9.02694936754721,0.11731843575418995,0.3058321479374111,17.0,0.03910614525139665,0.2972972972972973,17.0,0.0,0.283072546230441,19.5,0.0,0.28165007112375534,20.0,0.0,0.28165007112375534,20.0
