scenario,score_col,threshold,th,pre_windows,post_windows,pre_fp_rate,post_det_rate,post_flags,first_delay_s
ds1,ai_rmse_q_binom_btail70_lam0.75,q99_5,0.49382756374134085,168,702,0.0,0.10256410256410256,72,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam0.75,q99_9,0.6143438114044849,168,702,0.0,0.002849002849002849,2,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam1,q90,0.3462989519995325,168,702,0.0,0.9572649572649573,672,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam1,q95,0.3738252143330287,168,702,0.0,0.9572649572649573,672,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam1,q99,0.45504105519678634,168,702,0.0,0.9515669515669516,668,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam1,q99_5,0.5335966203420364,168,702,0.0,0.13817663817663817,97,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam1,q99_9,0.6558736998902797,168,702,0.0,0.002849002849002849,2,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam1.5,q90,0.427347246736205,168,702,0.0,0.9572649572649573,672,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam1.5,q95,0.45271176739637087,168,702,0.0,0.9572649572649573,672,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam1.5,q99,0.5390741878663134,168,702,0.0,0.9529914529914529,669,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam1.5,q99_5,0.6143724017193923,168,702,0.0,0.17806267806267806,125,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam1.5,q99_9,0.738933476861869,168,702,0.0,0.002849002849002849,2,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam2,q90,0.5066130139292114,168,702,0.0,0.9572649572649573,672,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam2,q95,0.5353004507701051,168,702,0.0,0.9572649572649573,672,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam2,q99,0.6255807663337297,168,702,0.0,0.9529914529914529,669,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam2,q99_5,0.6951481830967481,168,702,0.0,0.23504273504273504,165,25.040794759999997
ds1,ai_rmse_q_binom_btail70_lam2,q99_9,0.8219932538334586,168,702,0.0,0.002849002849002849,2,25.040794759999997
ds1,ai_rmse_q_binom_btail_mean_507080_lam0.25,q90,0.2284204170108246,168,702,0.0,0.9572649572649573,672,25.040794759999997
ds1,ai_rmse_q_binom_btail_mean_507080_lam0.25,q95,0.2557561753278624,168,702,0.0,0.9572649572649573,672,25.040794759999997
ds1,ai_rmse_q_binom_btail_mean_507080_lam0.25,q99,0.33269001122470854,168,702,0.0,0.9387464387464387,659,25.040794759999997
ds1,ai_rmse_q_binom_btail_mean_507080_lam0.25,q99_5,0.4169261651752671,168,702,0.0,0.06837606837606838,48,25.040794759999997
ds1,ai_rmse_q_binom_btail_mean_507080_lam0.25,q99_9,0.5328838640198097,168,702,0.0,0.0014245014245014246,1,25.040794759999997
ds1,ai_rmse_q_binom_btail_mean_507080_lam0.5,q90,0.26695318895819936,168,702,0.0,0.9572649572649573,672,25.040794759999997
ds1,ai_rmse_q_binom_btail_mean_507080_lam0.5,q95,0.29541155913808725,168,702,0.0,0.9572649572649573,672,25.040794759999997
ds1,ai_rmse_q_binom_btail_mean_507080_lam0.5,q99,0.3736510293719676,168,702,0.0,0.9501424501424501,667,25.040794759999997
ds1,ai_rmse_q_binom_btail_mean_507080_lam0.5,q99_5,0.4588244694333833,168,702,0.0,0.07122507122507123,50,25.040794759999997
