scenario,time_bin,availability_time_s,detector,status,reason,score,ll0,ll1,n,k0,k1,epoch_count,prn_count,geometry_valid,geometry_mode,offline_oracle_geometry,causal_deployment_ready
cleanStatic,0,0.49973304,A1,AVAILABLE,,-546.0841004754266,-102367.31289070424,-98904.8853807508,7524,837,1674,3008,7,,,,
cleanStatic,0,0.49973304,A2,AVAILABLE,,-8834.36921008055,,,,,,3008,7,,,,
cleanStatic,0,0.49973304,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,3008,7,,,,
cleanStatic,0,0.49973304,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,3008,7,,,,
cleanStatic,0,0.49973304,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,3008,7,,unavailable,False,False
cleanStatic,0,0.49973304,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,3008,7,,,,
cleanStatic,0,0.49973304,Power-only,AVAILABLE,,17568448794986.344,,,,,,3008,7,,,,
cleanStatic,0,0.49973304,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,3008,7,,,,
cleanStatic,0,0.49973304,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,3008,7,,,,
cleanStatic,1,0.99973244,A1,AVAILABLE,,-2685.8184002430344,-52589.243591063605,-52105.53094459832,3960,441,882,3720,8,,,,
cleanStatic,1,0.99973244,A2,AVAILABLE,,-9934.208647721709,,,,,,3720,8,,,,
cleanStatic,1,0.99973244,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,3720,8,,,,
cleanStatic,1,0.99973244,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,3720,8,,,,
cleanStatic,1,0.99973244,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,3720,8,,unavailable,False,False
cleanStatic,1,0.99973244,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,3720,8,,,,
cleanStatic,1,0.99973244,Power-only,AVAILABLE,,16033978447566.266,,,,,,3720,8,,,,
cleanStatic,1,0.99973244,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,3720,8,,,,
cleanStatic,1,0.99973244,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,3720,8,,,,
cleanStatic,2,1.49973188,A1,AVAILABLE,,-7542.434869439108,-118995.37073880379,-118209.545755436,9000,1001,2002,4000,8,,,,
cleanStatic,2,1.49973188,A2,AVAILABLE,,-15084.869738878217,,,,,,4000,8,,,,
cleanStatic,2,1.49973188,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,4000,8,,,,
cleanStatic,2,1.49973188,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,4000,8,,,,
cleanStatic,2,1.49973188,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,4000,8,,unavailable,False,False
cleanStatic,2,1.49973188,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,4000,8,,,,
cleanStatic,2,1.49973188,Power-only,AVAILABLE,,16145981270458.512,,,,,,4000,8,,,,
cleanStatic,2,1.49973188,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,4000,8,,,,
cleanStatic,2,1.49973188,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,4000,8,,,,
cleanStatic,3,1.99973128,A1,AVAILABLE,,-7260.4443164283875,-119161.14754439176,-118234.32728451861,9000,1001,2002,4000,8,,,,
cleanStatic,3,1.99973128,A2,AVAILABLE,,-14520.888632856775,,,,,,4000,8,,,,
cleanStatic,3,1.99973128,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,4000,8,,,,
cleanStatic,3,1.99973128,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,4000,8,,,,
cleanStatic,3,1.99973128,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,4000,8,,unavailable,False,False
cleanStatic,3,1.99973128,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,4000,8,,,,
cleanStatic,3,1.99973128,Power-only,AVAILABLE,,16116772761939.352,,,,,,4000,8,,,,
cleanStatic,3,1.99973128,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,4000,8,,,,
cleanStatic,3,1.99973128,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,4000,8,,,,
cleanStatic,4,2.49973072,A1,AVAILABLE,,-1956.1099605946697,-38374.278632152345,-38064.89176860446,2898,323,646,4161,9,,,,
cleanStatic,4,2.49973072,A2,AVAILABLE,,-9158.268476411835,,,,,,4161,9,,,,
cleanStatic,4,2.49973072,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,4161,9,,,,
cleanStatic,4,2.49973072,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,4161,9,,,,
cleanStatic,4,2.49973072,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,4161,9,,unavailable,False,False
cleanStatic,4,2.49973072,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,4161,9,,,,
cleanStatic,4,2.49973072,Power-only,AVAILABLE,,14676067020396.64,,,,,,4161,9,,,,
cleanStatic,4,2.49973072,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,4161,9,,,,
cleanStatic,4,2.49973072,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,4161,9,,,,
cleanStatic,5,2.99973012,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,5,2.99973012,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,5,2.99973012,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,5,2.99973012,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,4500,9,,,,
cleanStatic,5,2.99973012,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,4500,9,,unavailable,False,False
cleanStatic,5,2.99973012,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,5,2.99973012,Power-only,AVAILABLE,,14660427079090.607,,,,,,4500,9,,,,
cleanStatic,5,2.99973012,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,4500,9,,,,
cleanStatic,5,2.99973012,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,4500,9,,,,
cleanStatic,6,3.49972952,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,6,3.49972952,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,6,3.49972952,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,6,3.49972952,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,4500,9,,,,
cleanStatic,6,3.49972952,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,4500,9,,unavailable,False,False
cleanStatic,6,3.49972952,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,6,3.49972952,Power-only,AVAILABLE,,14572926749218.336,,,,,,4500,9,,,,
cleanStatic,6,3.49972952,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,4500,9,,,,
cleanStatic,6,3.49972952,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,4500,9,,,,
cleanStatic,7,3.99972896,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,7,3.99972896,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,7,3.99972896,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,7,3.99972896,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,4500,9,,,,
cleanStatic,7,3.99972896,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,4500,9,,unavailable,False,False
cleanStatic,7,3.99972896,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,7,3.99972896,Power-only,AVAILABLE,,14533942571397.352,,,,,,4500,9,,,,
cleanStatic,7,3.99972896,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,4500,9,,,,
cleanStatic,7,3.99972896,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,4500,9,,,,
cleanStatic,8,4.49972836,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,8,4.49972836,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,8,4.49972836,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,8,4.49972836,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,4500,9,,,,
cleanStatic,8,4.49972836,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,4500,9,,unavailable,False,False
cleanStatic,8,4.49972836,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,8,4.49972836,Power-only,AVAILABLE,,14554280683941.117,,,,,,4500,9,,,,
cleanStatic,8,4.49972836,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,4500,9,,,,
cleanStatic,8,4.49972836,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,4500,9,,,,
cleanStatic,9,4.9997278,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,9,4.9997278,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,9,4.9997278,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,9,4.9997278,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,4500,9,,,,
cleanStatic,9,4.9997278,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,4500,9,,unavailable,False,False
cleanStatic,9,4.9997278,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,4500,9,,,,
cleanStatic,9,4.9997278,Power-only,AVAILABLE,,14523107276137.72,,,,,,4500,9,,,,
cleanStatic,9,4.9997278,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,4500,9,,,,
cleanStatic,9,4.9997278,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,4500,9,,,,
cleanStatic,10,5.4997272,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,4809,10,,,,
cleanStatic,10,5.4997272,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,4809,10,,,,
cleanStatic,10,5.4997272,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,4809,10,,,,
cleanStatic,10,5.4997272,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,4809,10,,,,
cleanStatic,10,5.4997272,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,4809,10,,unavailable,False,False
cleanStatic,10,5.4997272,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,4809,10,,,,
cleanStatic,10,5.4997272,Power-only,AVAILABLE,,13374076895238.984,,,,,,4809,10,,,,
cleanStatic,10,5.4997272,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,4809,10,,,,
cleanStatic,10,5.4997272,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,4809,10,,,,
cleanStatic,11,5.9997266,A1,AVAILABLE,,-6977.154734169861,-119181.65301094257,-118113.18795994016,9000,1001,2002,5000,10,,,,
cleanStatic,11,5.9997266,A2,AVAILABLE,,-13954.309468339721,,,,,,5000,10,,,,
cleanStatic,11,5.9997266,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,11,5.9997266,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5000,10,,,,
cleanStatic,11,5.9997266,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5000,10,,unavailable,False,False
cleanStatic,11,5.9997266,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,11,5.9997266,Power-only,AVAILABLE,,13398172322933.22,,,,,,5000,10,,,,
cleanStatic,11,5.9997266,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,5000,10,,,,
cleanStatic,11,5.9997266,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5000,10,,,,
cleanStatic,12,6.49972604,A1,AVAILABLE,,-7004.540156161413,-119411.18602040457,-118356.41368039793,9000,1001,2002,5000,10,,,,
cleanStatic,12,6.49972604,A2,AVAILABLE,,-14009.080312322825,,,,,,5000,10,,,,
cleanStatic,12,6.49972604,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,12,6.49972604,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5000,10,,,,
cleanStatic,12,6.49972604,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5000,10,,unavailable,False,False
cleanStatic,12,6.49972604,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,12,6.49972604,Power-only,AVAILABLE,,13341341537716.926,,,,,,5000,10,,,,
cleanStatic,12,6.49972604,B0-native,UNAVAILABLE_B0_SUPPORT,,,,,,,,5000,10,,,,
cleanStatic,12,6.49972604,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5000,10,,,,
cleanStatic,13,6.99972544,A1,AVAILABLE,,-7496.461961839959,-119050.38566840191,-118241.57423123455,9000,1001,2002,5000,10,,,,
cleanStatic,13,6.99972544,A2,AVAILABLE,,-14992.923923679919,,,,,,5000,10,,,,
cleanStatic,13,6.99972544,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,13,6.99972544,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5000,10,,,,
cleanStatic,13,6.99972544,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5000,10,,unavailable,False,False
cleanStatic,13,6.99972544,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,13,6.99972544,Power-only,AVAILABLE,,13426788891631.348,,,,,,5000,10,,,,
cleanStatic,13,7.24639568,B0-native,AVAILABLE_SAVED_NATIVE_SCORE_REPLAY_WITH_NODE_LINEAGE_GAP,,0.0,,,,,,5000,10,,,,
cleanStatic,13,6.99972544,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5000,10,,,,
cleanStatic,14,7.49972488,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,14,7.49972488,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,14,7.49972488,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,14,7.49972488,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5000,10,,,,
cleanStatic,14,7.49972488,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5000,10,,unavailable,False,False
cleanStatic,14,7.49972488,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,14,7.49972488,Power-only,AVAILABLE,,13372852618976.66,,,,,,5000,10,,,,
cleanStatic,14,7.74639568,B0-native,AVAILABLE_SAVED_NATIVE_SCORE_REPLAY_WITH_NODE_LINEAGE_GAP,,0.0,,,,,,5000,10,,,,
cleanStatic,14,7.49972488,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5000,10,,,,
cleanStatic,15,7.99972428,A1,AVAILABLE,,-7491.000485793076,-118961.51073583419,-118149.96856064339,9000,1001,2002,5000,10,,,,
cleanStatic,15,7.99972428,A2,AVAILABLE,,-15006.92493892141,,,,,,5000,10,,,,
cleanStatic,15,7.99972428,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,15,7.99972428,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5000,10,,,,
cleanStatic,15,7.99972428,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5000,10,,unavailable,False,False
cleanStatic,15,7.99972428,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,15,7.99972428,Power-only,AVAILABLE,,13453143841897.348,,,,,,5000,10,,,,
cleanStatic,15,8.24639568,B0-native,AVAILABLE_SAVED_NATIVE_SCORE_REPLAY_WITH_NODE_LINEAGE_GAP,,0.0,,,,,,5000,10,,,,
cleanStatic,15,7.99972428,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5000,10,,,,
cleanStatic,16,8.49972368,A1,AVAILABLE,,-7721.219216587226,-118727.55509071615,-118031.12228092243,9000,1001,2002,5000,10,,,,
cleanStatic,16,8.49972368,A2,AVAILABLE,,-15442.438433174451,,,,,,5000,10,,,,
cleanStatic,16,8.49972368,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,16,8.49972368,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5000,10,,,,
cleanStatic,16,8.49972368,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5000,10,,unavailable,False,False
cleanStatic,16,8.49972368,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,16,8.49972368,Power-only,AVAILABLE,,13394044296648.375,,,,,,5000,10,,,,
cleanStatic,16,8.74639568,B0-native,AVAILABLE_SAVED_NATIVE_SCORE_REPLAY_WITH_NODE_LINEAGE_GAP,,0.0,,,,,,5000,10,,,,
cleanStatic,16,8.49972368,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5000,10,,,,
cleanStatic,17,8.99972312,A1,AVAILABLE,,-7516.157058041048,-118939.68429175501,-118140.7204026882,9000,1001,2002,5000,10,,,,
cleanStatic,17,8.99972312,A2,AVAILABLE,,-15032.314116082096,,,,,,5000,10,,,,
cleanStatic,17,8.99972312,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,17,8.99972312,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5000,10,,,,
cleanStatic,17,8.99972312,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5000,10,,unavailable,False,False
cleanStatic,17,8.99972312,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5000,10,,,,
cleanStatic,17,8.99972312,Power-only,AVAILABLE,,13365083404372.178,,,,,,5000,10,,,,
cleanStatic,17,9.24639568,B0-native,AVAILABLE_SAVED_NATIVE_SCORE_REPLAY_WITH_NODE_LINEAGE_GAP,,0.0,,,,,,5000,10,,,,
cleanStatic,17,8.99972312,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5000,10,,,,
cleanStatic,18,9.4999102,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,5316,11,,,,
cleanStatic,18,9.4999102,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,5316,11,,,,
cleanStatic,18,9.4999102,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5316,11,,,,
cleanStatic,18,9.4999102,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5316,11,,,,
cleanStatic,18,9.4999102,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5316,11,,unavailable,False,False
cleanStatic,18,9.4999102,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5316,11,,,,
cleanStatic,18,9.4999102,Power-only,AVAILABLE,,12292222900054.467,,,,,,5316,11,,,,
cleanStatic,18,9.74639568,B0-native,AVAILABLE_SAVED_NATIVE_SCORE_REPLAY_WITH_NODE_LINEAGE_GAP,,0.0,,,,,,5316,11,,,,
cleanStatic,18,9.4999102,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5316,11,,,,
cleanStatic,19,9.99991044,A1,AVAILABLE,,-7364.514678982901,-118971.1764274103,-118096.39134881442,9000,1001,2002,5500,11,,,,
cleanStatic,19,9.99991044,A2,AVAILABLE,,-14729.029357965803,,,,,,5500,11,,,,
cleanStatic,19,9.99991044,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,19,9.99991044,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5500,11,,,,
cleanStatic,19,9.99991044,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5500,11,,unavailable,False,False
cleanStatic,19,9.99991044,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,19,9.99991044,Power-only,AVAILABLE,,12294693955947.062,,,,,,5500,11,,,,
cleanStatic,19,10.24639568,B0-native,AVAILABLE_SAVED_NATIVE_SCORE_REPLAY_WITH_NODE_LINEAGE_GAP,,0.0,,,,,,5500,11,,,,
cleanStatic,19,9.99991044,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5500,11,,,,
cleanStatic,20,10.49991064,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,20,10.49991064,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,20,10.49991064,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,20,10.49991064,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5500,11,,,,
cleanStatic,20,10.49991064,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5500,11,,unavailable,False,False
cleanStatic,20,10.49991064,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,20,10.49991064,Power-only,AVAILABLE,,12296265321736.809,,,,,,5500,11,,,,
cleanStatic,20,10.74639568,B0-native,AVAILABLE_SAVED_NATIVE_SCORE_REPLAY_WITH_NODE_LINEAGE_GAP,,0.0,,,,,,5500,11,,,,
cleanStatic,20,10.49991064,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5500,11,,,,
cleanStatic,21,10.99991092,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,21,10.99991092,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,21,10.99991092,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,21,10.99991092,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5500,11,,,,
cleanStatic,21,10.99991092,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5500,11,,unavailable,False,False
cleanStatic,21,10.99991092,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,21,10.99991092,Power-only,AVAILABLE,,12244569249826.072,,,,,,5500,11,,,,
cleanStatic,21,11.24639568,B0-native,AVAILABLE_SAVED_NATIVE_SCORE_REPLAY_WITH_NODE_LINEAGE_GAP,,0.0,,,,,,5500,11,,,,
cleanStatic,21,10.99991092,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5500,11,,,,
cleanStatic,22,11.49991124,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,22,11.49991124,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,22,11.49991124,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,22,11.49991124,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5500,11,,,,
cleanStatic,22,11.49991124,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5500,11,,unavailable,False,False
cleanStatic,22,11.49991124,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,22,11.49991124,Power-only,AVAILABLE,,12324812172162.014,,,,,,5500,11,,,,
cleanStatic,22,11.74639568,B0-native,AVAILABLE_SAVED_NATIVE_SCORE_REPLAY_WITH_NODE_LINEAGE_GAP,,0.0,,,,,,5500,11,,,,
cleanStatic,22,11.49991124,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5500,11,,,,
cleanStatic,23,11.99991148,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,23,11.99991148,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,23,11.99991148,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,23,11.99991148,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5500,11,,,,
cleanStatic,23,11.99991148,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5500,11,,unavailable,False,False
cleanStatic,23,11.99991148,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,23,11.99991148,Power-only,AVAILABLE,,12291092167530.79,,,,,,5500,11,,,,
cleanStatic,23,12.24639568,B0-native,AVAILABLE_SAVED_NATIVE_SCORE_REPLAY_WITH_NODE_LINEAGE_GAP,,0.0,,,,,,5500,11,,,,
cleanStatic,23,11.99991148,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5500,11,,,,
cleanStatic,24,12.49991172,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,24,12.49991172,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,24,12.49991172,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,24,12.49991172,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5500,11,,,,
cleanStatic,24,12.49991172,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5500,11,,unavailable,False,False
cleanStatic,24,12.49991172,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5500,11,,,,
cleanStatic,24,12.49991172,Power-only,AVAILABLE,,12244023542293.389,,,,,,5500,11,,,,
cleanStatic,24,12.74639568,B0-native,AVAILABLE_SAVED_NATIVE_SCORE_REPLAY_WITH_NODE_LINEAGE_GAP,,0.0,,,,,,5500,11,,,,
cleanStatic,24,12.49991172,Noise-floor-only,UNAVAILABLE_SOURCE_NOT_PRESENT,,,,,,,,5500,11,,,,
cleanStatic,25,12.99991196,A1,UNAVAILABLE_INVALID_FIT,,,,,,,,5228,11,,,,
cleanStatic,25,12.99991196,A2,UNAVAILABLE_INVALID_FIT,,,,,,,,5228,11,,,,
cleanStatic,25,12.99991196,A3,UNAVAILABLE_INVALID_FIT,,,,,,,,5228,11,,,,
cleanStatic,25,12.99991196,A4,UNAVAILABLE_INVALID_FIT,boundary_or_nonconvergence,,,,,,,5228,11,,,,
cleanStatic,25,12.99991196,Full,UNAVAILABLE_INVALID_GEOMETRY,,,,,,,,5228,11,,unavailable,False,False
cleanStatic,25,12.99991196,Neural-with-energy,UNAVAILABLE_INVALID_FIT,,,,,,,,5228,11,,,,
