window_mid_s,score_mean,score_quorum_offset_gate,score_persistence_switch,prn_count,soft_high_fraction,soft_high_fraction_roll3
31.5,1.3771573270520503,4.254314654104101,4.254314654104101,10,0.5,0.5
32.0,1.3832213305357532,3.689798394964356,3.8820131503334063,10,0.4,0.4333333333333334
32.5,1.2549905856563477,2.9079849370501565,3.4589830541814264,10,0.3,0.4000000000000001
33.0,1.1473434107525429,3.2652181393545776,1.1473434107525429,10,0.4,0.3666666666666667
33.5,1.1641404897034047,3.2954528814661286,1.1641404897034047,10,0.4,0.3666666666666667
34.0,1.130013002392505,3.76002600478501,3.4093576044660097,10,0.5,0.43333333333333335
34.5,1.15878409010661,3.81756818021322,3.6403159075394464,10,0.5,0.46666666666666673
35.0,1.1913956341103618,3.8827912682207235,3.8827912682207235,10,0.5,0.5
35.5,0.9464964525843312,2.41439432413493,3.0667933781574184,10,0.3,0.43333333333333335
36.0,0.9221461000513184,1.8910045400718458,0.9221461000513184,10,0.2,0.3333333333333333
36.5,1.2677945663834764,3.482030219490258,1.2677945663834764,10,0.4,0.3
37.0,1.3050122878660164,3.5490221181588297,1.3050122878660164,10,0.4,0.3333333333333333
37.5,1.1087791507867246,3.195802471416105,3.195802471416105,10,0.4,0.4
38.0,1.1166041043126098,3.7332082086252196,3.384327661383538,10,0.5,0.43333333333333335
38.5,1.2564758968600178,3.4616566143480325,3.6454216741387,10,0.4,0.4333333333333334
39.0,1.0203279474270135,3.0365903053686245,3.204612168530425,10,0.4,0.43333333333333335
39.5,1.0990671669337786,3.698134333867557,3.351592044943054,10,0.5,0.43333333333333335
40.0,1.1740184838623895,3.3132332709523014,3.491501169876461,10,0.4,0.4333333333333334
40.5,1.2230485480514888,3.40148738649268,3.583023956362779,10,0.4,0.43333333333333335
41.0,1.27639194018487,3.4975054923327664,3.4975054923327664,10,0.4,0.4
41.5,1.4096406547579996,4.319281309515999,3.931329222214933,10,0.5,0.4333333333333334
42.0,1.2610519739822865,4.57431434276103,4.022103947964573,10,0.6,0.5
42.5,1.12430294807749,3.2237453065394823,3.74860589615498,10,0.4,0.5
43.0,1.0884608773678202,3.1592295792620764,3.504357696244453,10,0.4,0.46666666666666673
43.5,1.0458194415000872,3.0824749947001573,3.0824749947001573,10,0.4,0.4
44.0,1.10685178004058,2.670962848064928,1.10685178004058,10,0.3,0.3666666666666667
44.5,1.0024412357456638,2.503905977193062,1.0024412357456638,10,0.3,0.3333333333333333
45.0,1.0166610008949266,2.5266576014318827,1.0166610008949266,10,0.3,0.3
45.5,1.1240412961898218,2.698466073903715,1.1240412961898218,10,0.3,0.3
46.0,1.2648318584758003,3.476697345256441,1.2648318584758003,10,0.4,0.3333333333333333
46.5,1.1519552633534638,2.743128421365542,1.1519552633534638,10,0.3,0.3333333333333333
47.0,1.1075514601795768,3.1935926283232385,1.1075514601795768,10,0.4,0.3666666666666667
47.5,1.0879224237335088,3.1582603627203163,1.0879224237335088,10,0.4,0.3666666666666667
48.0,1.2271042053428958,3.4087875696172127,3.4087875696172127,10,0.4,0.4
48.5,1.2959677798611264,4.091935559722253,3.7191398557407696,10,0.5,0.4333333333333334
49.0,1.0149828754894223,3.0269691758809607,3.1946347009135883,10,0.4,0.43333333333333335
49.5,1.0031943348883454,2.5051109358213526,3.005749802799022,10,0.3,0.4000000000000001
50.0,1.1618702721272538,2.758992435403606,1.1618702721272538,10,0.3,0.3333333333333334
50.5,1.2373542235358308,3.4272376023644955,1.2373542235358308,10,0.4,0.3333333333333334
51.0,1.1233746958905058,2.697399513424809,1.1233746958905058,10,0.3,0.3333333333333333
51.5,1.298159504199689,4.096319008399378,3.5366871075594406,10,0.5,0.4000000000000001
52.0,1.0681696328780073,3.6363392657560145,3.2939166480389472,10,0.5,0.4333333333333334
52.5,1.0357825777987846,3.571565155597569,3.571565155597569,10,0.5,0.5
53.0,1.1204591577795608,2.6927346524472973,3.3915237611885134,10,0.3,0.43333333333333335
53.5,1.1395691161497161,3.7791382322994322,3.4271956834794706,10,0.5,0.43333333333333335
54.0,1.276444487056656,3.497600076701981,3.4976000767019815,10,0.4,0.4000000000000001
54.5,1.38941564420326,4.27883128840652,4.086203578792969,10,0.5,0.46666666666666673
55.0,1.2696448471015085,2.9314317553624134,3.4853607247827156,10,0.3,0.4000000000000001
55.5,1.2516430407766934,3.7531367142100507,3.5530172203353825,11,0.45454545454545453,0.4181818181818182
56.0,1.2741273751240938,4.300448147986741,3.678371100231642,11,0.5454545454545454,0.43333333333333335
56.5,1.3153206395965567,4.386579519156436,4.215954025847554,11,0.5454545454545454,0.5151515151515151
57.0,1.2361577364986167,4.221057085406198,4.221057085406198,11,0.5454545454545454,0.5454545454545454
57.5,1.1676687181325607,4.562883450301274,4.239529666285206,11,0.6363636363636364,0.5757575757575757
58.0,1.3190468776103013,5.932032677336249,5.07777604775737,11,0.8181818181818182,0.6666666666666666
58.5,1.347284938842716,5.48879030443212,5.48879030443212,11,0.7272727272727273,0.7272727272727272
59.0,1.327800858453329,4.926820132848475,5.440965743476354,11,0.6363636363636364,0.7272727272727274
59.5,1.2766211420511981,4.810502595570904,4.978782664786129,11,0.6363636363636364,0.6666666666666666
60.0,1.2921659841013773,4.845831782048585,4.845831782048585,11,0.6363636363636364,0.6363636363636364
60.5,1.3361686028361686,4.430170715021079,4.77394872748607,11,0.5454545454545454,0.6060606060606061
61.0,1.201346144988202,3.1659615231614398,3.9845512640669556,11,0.36363636363636365,0.5151515151515152
61.5,1.1752526498189046,4.580119658679329,3.9315735617535337,11,0.6363636363636364,0.5151515151515151
62.0,1.188717674794617,3.144148711008884,3.633006470062451,11,0.36363636363636365,0.4545454545454546
62.5,1.242725044948816,3.237434168547955,3.73611144944774,11,0.36363636363636365,0.4545454545454546
63.0,1.2669128157381382,3.279213045365875,1.2669128157381382,11,0.36363636363636365,0.36363636363636365
63.5,1.1582563242674617,3.574852982692427,1.1582563242674617,11,0.45454545454545453,0.393939393939394
64.0,1.1981772081462365,4.632220927605083,3.814591470591072,11,0.6363636363636364,0.48484848484848486
64.5,1.1366981290078302,3.5336964281058574,3.853296201318928,11,0.45454545454545453,0.5151515151515151
65.0,1.0910264523413185,3.4465050453788804,3.7605688577838894,11,0.45454545454545453,0.5151515151515152
65.5,1.18762460785491,3.6309197059048284,3.6309197059048284,11,0.45454545454545453,0.45454545454545453
66.0,1.1373376897630882,2.5758855205429545,1.1373376897630882,11,0.2727272727272727,0.393939393939394
66.5,1.2245937821239368,3.7014972204184247,1.2245937821239368,11,0.45454545454545453,0.393939393939394
67.0,1.3378618966220328,3.401761457801693,1.3378618966220328,11,0.36363636363636365,0.3636363636363636
67.5,1.2970315293548687,3.331236277976591,1.2970315293548687,11,0.36363636363636365,0.393939393939394
68.0,1.5025065903205428,3.686147746917301,1.5025065903205428,11,0.36363636363636365,0.36363636363636365
68.5,1.4260319090706182,5.150072520615041,4.086060917316635,11,0.6363636363636364,0.4545454545454546
69.0,1.4137982367127313,4.592487222217529,4.415893389689485,11,0.5454545454545454,0.5151515151515151
69.5,1.2863273651433744,2.806142291585215,3.9882205677066467,11,0.2727272727272727,0.48484848484848486
70.0,1.7764884050484837,3.563663898711293,1.7764884050484837,11,0.2727272727272727,0.3636363636363636
70.5,2.163627336964063,5.494197643295029,2.163627336964063,11,0.45454545454545453,0.3333333333333333
71.0,2.267030763129305,4.3217748157452895,2.267030763129305,11,0.2727272727272727,0.3333333333333333
71.5,2.3383949264727293,4.432064886366945,2.3383949264727293,11,0.2727272727272727,0.3333333333333333
72.0,2.6522441743761105,6.42701160562712,2.6522441743761105,11,0.45454545454545453,0.3333333333333333
72.5,2.8090574801442276,5.942917465703666,2.8090574801442276,11,0.36363636363636365,0.3636363636363636
73.0,2.7063360330060195,5.7654895115558515,2.7063360330060195,11,0.36363636363636365,0.393939393939394
73.5,2.5970938422008563,6.321724607837998,2.5970938422008563,11,0.45454545454545453,0.393939393939394
74.0,2.67949515338754,6.479036201921668,6.225733465352727,11,0.45454545454545453,0.4242424242424243
74.5,2.7108585781159293,5.7733011803820595,6.283708280759749,11,0.36363636363636365,0.4242424242424243
75.0,1.246345560185645,3.4434220083341613,3.4767110454273205,10,0.4,0.40606060606060607
75.5,1.0777693816699139,2.624431010671862,1.0777693816699139,10,0.3,0.35454545454545455
76.0,1.0583192157135781,3.6166384314271562,3.104974588284441,10,0.5,0.4000000000000001
76.5,1.0373706234766575,2.559792997562652,1.0373706234766575,10,0.3,0.3666666666666667
77.0,0.8956507544744353,2.3330412071590967,0.8956507544744353,10,0.3,0.3666666666666667
77.5,1.1290577261737793,3.232303907112803,1.1290577261737793,10,0.4,0.3333333333333333
78.0,1.1718374935640783,3.8436749871281566,3.3093074884153415,10,0.5,0.4000000000000001
78.5,1.0444400211810576,3.079992038125904,3.2496213728713075,10,0.4,0.43333333333333335
79.0,1.082710352301338,3.665420704602676,3.4932400144492535,10,0.5,0.46666666666666673
79.5,1.0980096080923356,3.176417294566204,3.3496179351056936,10,0.4,0.4333333333333334
80.0,1.0214031735443325,3.0385257123797986,3.206619257282754,10,0.4,0.4333333333333334
80.5,1.1991113970459317,3.8982227940918635,3.5383412744857394,10,0.5,0.4333333333333334
81.0,1.354033570651709,4.2080671413034185,4.017798236593305,10,0.5,0.46666666666666673
81.5,1.1526814902017133,3.2748266823630843,3.628517547723312,10,0.4,0.4666666666666666
82.0,1.03194930934307,3.0575087568175263,3.226305377440398,10,0.4,0.4333333333333334
82.5,1.1509757846664326,3.801951569332865,3.4484881313773412,10,0.5,0.4333333333333334
83.0,1.0654442612402055,3.1177996702323703,3.288829287648384,10,0.4,0.4333333333333334
83.5,0.9340507424424682,2.394481187907949,2.881291336396443,10,0.3,0.4000000000000001
84.0,1.0710962356978868,3.6421924713957736,3.1279732242561966,10,0.5,0.4000000000000001
84.5,1.125149384776077,2.7002390156417233,1.125149384776077,10,0.3,0.3666666666666667
85.0,1.250715555917689,4.0014311118353785,3.63466903771302,10,0.5,0.43333333333333335
85.5,1.0084804115969888,2.513568658555182,1.0084804115969888,10,0.3,0.3666666666666667
86.0,0.9714280112376095,1.4657136134851314,0.9714280112376095,10,0.1,0.30000000000000004
86.5,0.9383138719605769,1.4259766463526924,0.9383138719605769,10,0.1,0.1666666666666667
87.0,1.1506427236032812,3.2711569024859064,1.1506427236032812,10,0.4,0.20000000000000004
87.5,1.2092527148136578,2.8348043437018524,1.2092527148136578,10,0.3,0.2666666666666667
88.0,0.9441244237844428,1.4329493085413314,0.9441244237844428,10,0.1,0.2666666666666667
88.5,0.9716932147039978,2.4547091435263964,0.9716932147039978,10,0.3,0.2333333333333334
89.0,0.9939008995958938,2.4902414393534302,0.9939008995958938,10,0.3,0.2333333333333334
89.5,1.021169159409256,3.0381044869366614,1.021169159409256,10,0.4,0.3333333333333334
90.0,1.0852522495111538,2.636403599217846,1.0852522495111538,10,0.3,0.3333333333333333
90.5,1.1069438506412341,2.6711101610259744,1.1069438506412341,10,0.3,0.3333333333333333
91.0,1.115165178050296,3.2072973204905333,1.115165178050296,10,0.4,0.3333333333333334
91.5,0.9311855947164227,2.3898969515462762,0.9311855947164227,10,0.3,0.3333333333333333
92.0,0.9029136078019556,1.8640790509227378,0.9029136078019556,10,0.2,0.30000000000000004
92.5,1.1299414656143267,2.7079063449829226,1.1299414656143267,10,0.3,0.2666666666666667
93.0,1.0524854405945727,2.5839767049513163,1.0524854405945727,10,0.3,0.26666666666666666
93.5,1.054134409010397,3.097441936218715,1.054134409010397,10,0.4,0.3333333333333334
94.0,0.9942775984143581,2.490844157462973,0.9942775984143581,10,0.3,0.3333333333333333
94.5,1.1192299998512916,3.738459999702583,3.2146139997323253,10,0.5,0.4000000000000001
95.0,1.2021608994682769,3.3638896190428986,3.363889619042899,10,0.4,0.4000000000000001
95.5,1.256521161787334,4.013042323574668,3.8292742461221794,10,0.5,0.46666666666666673
96.0,1.3147763306675844,4.129552661335168,3.94190090595733,10,0.5,0.46666666666666673
96.5,1.0481984778265936,2.067477868957231,1.0481984778265936,10,0.2,0.39999999999999997
97.0,1.2016855047717523,3.3630339085891543,1.2016855047717523,10,0.4,0.3666666666666667
97.5,1.2315030894103516,2.8704049430565624,1.2315030894103516,10,0.3,0.30000000000000004
98.0,1.0517544325114587,3.6035088650229175,3.093157978520626,10,0.5,0.4000000000000001
98.5,1.2895798373891025,4.0791596747782055,3.7072156964596585,10,0.5,0.43333333333333335
99.0,1.1805892518601975,2.788942802976316,3.5037666034723687,10,0.3,0.43333333333333335
99.5,1.255697225163819,3.4602550052948744,3.460255005294875,10,0.4,0.4000000000000001
100.0,1.0290813813808088,3.0523464864854564,1.0290813813808088,10,0.4,0.3666666666666667
100.5,1.0459468042601847,2.5735148868162954,1.0459468042601847,10,0.3,0.3666666666666667
101.0,1.2353283432160183,2.8765253491456293,1.2353283432160183,10,0.3,0.3333333333333334
101.5,1.209281224965229,3.918562449930458,1.209281224965229,10,0.5,0.3666666666666667
102.0,1.291669829103324,3.5250056923859834,3.525005692385984,10,0.4,0.4000000000000001
102.5,1.4080025474265234,3.1528040758824374,3.734404585367743,10,0.3,0.4000000000000001
103.0,1.2937647246084452,3.5287765042952017,1.2937647246084452,10,0.4,0.3666666666666667
103.5,1.0647502996030649,3.6295005992061298,3.1165505392855173,10,0.5,0.4000000000000001
104.0,1.1907935910307645,3.3434284638553766,3.5228147032574273,10,0.4,0.4333333333333334
104.5,1.3039948976385882,3.547190815749459,3.7341238089253648,10,0.4,0.4333333333333334
105.0,1.049446617198973,2.5791145875183568,1.049446617198973,10,0.3,0.3666666666666667
105.5,1.0265725100996705,3.553145020199341,3.047830518179407,10,0.5,0.4000000000000001
106.0,1.1623094232137359,4.357080731070219,3.647131551546556,10,0.6,0.4666666666666666
106.5,1.2005293583266963,3.9010587166533925,4.081094007208506,10,0.5,0.5333333333333333
107.0,1.0700836905027908,3.1261506429050234,3.6401673810055817,10,0.4,0.5
107.5,1.0461637487208848,3.0830947476975927,3.2528389976123186,10,0.4,0.4333333333333334
108.0,0.9728307325535221,2.95109531859634,2.95109531859634,10,0.4,0.4
108.5,0.9671551717596397,2.4474482748154234,0.9671551717596397,10,0.3,0.3666666666666667
109.0,1.1650191139433514,3.297034405098033,1.1650191139433514,10,0.4,0.3666666666666667
109.5,1.171189774944792,2.773903639911667,1.171189774944792,10,0.3,0.3333333333333333
110.0,1.0568949233617055,2.591031877378729,1.0568949233617055,10,0.3,0.3333333333333333
110.5,1.3562343394429817,4.78371554677456,3.6412218109973677,10,0.6,0.4000000000000001
111.0,1.1915154189866646,3.3447277541759965,3.5241621154417744,10,0.4,0.4333333333333334
111.5,1.1335098772085153,3.7670197544170305,3.7670197544170305,10,0.5,0.5
112.0,1.217329702980475,3.93465940596095,3.753504092428919,10,0.5,0.4666666666666668
112.5,1.3508840662602632,4.77194494577258,4.391827070271211,10,0.6,0.5333333333333334
113.0,1.3306883723969398,4.16137674479388,4.350089302953675,10,0.5,0.5333333333333333
113.5,1.2189062447658845,3.394031240578592,3.937812489531769,10,0.4,0.5
114.0,1.8443292949761343,7.195256166937949,5.634569162615755,10,0.8,0.5666666666666668
114.5,2.530204818006543,9.78457349041832,8.172491563215704,10,0.9,0.7000000000000002
115.0,2.613428939785353,10.84028681935606,10.01760103139899,10,1.0,0.9
115.5,2.6889418651835646,11.066825595550693,10.787562804538457,10,1.0,0.9666666666666668
116.0,2.650406608426615,10.951219825279846,10.951219825279846,10,1.0,1.0
116.5,2.6288530907387195,10.886559272216159,10.886559272216159,10,1.0,1.0
117.0,2.6500766856784277,10.950230057035283,10.950230057035283,10,1.0,1.0
117.5,2.691950369828786,10.2374610355206,10.796387751497774,10,0.9,0.9666666666666668
118.0,2.5689264655918427,9.89299410365716,10.16425586802995,10,0.9,0.9333333333333335
118.5,2.409775141135519,8.665415366952349,9.186718719103752,10,0.8,0.8666666666666668
119.0,2.463568689821518,8.012564855571643,8.805278593535949,10,0.7,0.8000000000000002
119.5,2.4563946474656935,10.36918394239708,9.050385726575183,10,1.0,0.8333333333333334
120.0,2.645247173678769,10.106692086300553,9.83034227472197,10,0.9,0.8666666666666667
120.5,2.6667988319458584,10.167036729448403,10.444823318244795,10,0.9,0.9333333333333335
121.0,2.6207814795206144,10.862344438561843,10.312906907959096,10,1.0,0.9333333333333335
121.5,2.4331246145210352,10.299373843563107,10.03716553592837,10,1.0,0.9666666666666668
122.0,2.464899895710146,9.601719707988408,10.130373027416429,10,0.9,0.9666666666666667
122.5,2.401904696281499,10.205714088844498,9.945587109092399,10,1.0,0.9666666666666668
123.0,2.437298926299032,9.52443699363729,9.786923588723893,10,0.9,0.9333333333333335
123.5,2.4737680149820624,9.626550441949774,9.891468309615247,10,0.9,0.9333333333333335
124.0,2.342789157450115,8.4912518093703,9.003623697030314,10,0.8,0.8666666666666668
124.5,2.3686307818991517,9.332166189317626,9.074257470524348,10,0.9,0.8666666666666668
125.0,2.487299522099751,10.461898566299254,9.664438661879302,10,1.0,0.9
125.5,2.633383511329479,10.900150533988437,10.62459163323314,10,1.0,0.9666666666666668
126.0,2.5702729720362814,10.710818916108844,10.710818916108844,10,1.0,1.0
126.5,2.3802182256452062,10.140654676935618,10.140654676935618,10,1.0,1.0
127.0,2.467252173836501,10.401756521509503,10.401756521509503,10,1.0,1.0
127.5,2.4781197655806517,10.434359296741956,10.434359296741956,9,1.0,1.0
