score_col,pre_windows_t_lt_90,post_windows_t_ge_110,auc_pre_vs_post_buffered,pre_score_median,post_score_median,pre_score_q95,post_score_q95,q90_threshold,q90_pre_fp_rate,q90_post_det_rate,q90_first_delay_s,q95_threshold,q95_pre_fp_rate,q95_post_det_rate,q95_first_delay_s,q99_threshold,q99_pre_fp_rate,q99_post_det_rate,q99_first_delay_s,q99_5_threshold,q99_5_pre_fp_rate,q99_5_post_det_rate,q99_5_first_delay_s,q99_9_threshold,q99_9_pre_fp_rate,q99_9_post_det_rate,q99_9_first_delay_s
score_mean,179,36,0.9072004965859715,1.125149384776077,2.4642342927658323,1.966128538648345,2.672334590255285,2.598804447617193,0.027932960893854747,0.2777777777777778,15.0,2.6787828840787213,0.0223463687150838,0.05555555555555555,15.5,2.8120903141633753,0.0,0.0,,2.8701447194693963,0.0,0.0,,2.953346809736591,0.0,0.0,
score_consensus_gate,179,36,0.9238050900062074,1.2407320251960963,3.614596624921247,2.442304884532404,4.340562367016538,3.03519233809871,0.0111731843575419,0.75,14.5,3.166967080723896,0.0111731843575419,0.75,14.5,3.5985931658020283,0.0,0.5,14.5,3.760147825738822,0.0,0.3611111111111111,14.5,3.9836068141287115,0.0,0.3055555555555556,14.5
