scenario,threshold,comparison,held_out_clean_fpr,stable_pre_fpr,roc_auc,pr_auc,post_detection,persistent_detection,first_sustained_3_delay_s,q99,q995,count,alarms,exact_binomial_ci_low,exact_binomial_ci_high,held_out_clean_exact_binomial_ci_low,held_out_clean_exact_binomial_ci_high,held_out_clean_count,stable_pre_exact_binomial_ci_low,stable_pre_exact_binomial_ci_high,stable_pre_count,post_exact_binomial_ci_low,post_exact_binomial_ci_high,post_count,persistent_exact_binomial_ci_low,persistent_exact_binomial_ci_high,persistent_count,model,operating_point,calibration_q99,calibration_q995,calibration_count,model_seed,policy_seed,seed_count,held_out_clean_fpr_mean,held_out_clean_fpr_std,stable_pre_fpr_mean,stable_pre_fpr_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,post_detection_mean,post_detection_std,persistent_detection_mean,persistent_detection_std
DS2,1.1315711904946237,strict_greater,,0.01,0.2549719887955182,0.809332904402697,0.012605042016806723,0.007886435331230283,,1.1340612738343276,1.1340612738343276,714,9,0.005779587788306941,0.02379294158690237,,,0,0.00025314603297742064,0.054459385392080645,100,0.005779587788306941,0.02379294158690237,714,0.0025655191670105127,0.01830768932163372,634,seed::complex IG K5::model202::policyNone,q995,1.131444874966194,1.1315711904946237,125,202,None,,,,,,,,,,,,,
DS3,1.131444874966194,strict_greater,,0.02,0.10863128491620112,0.7710786497865545,0.029329608938547486,0.015723270440251572,27.0,1.1336470724858656,1.1336470724858656,716,21,0.01824523078024947,0.044485260631414836,,,0,0.0024313368239425423,0.07038393247107011,100,0.01824523078024947,0.044485260631414836,716,0.0075650010097551125,0.028725067125109367,636,seed::complex IG K5::model202::policyNone,q99,1.131444874966194,1.1315711904946237,125,202,None,,,,,,,,,,,,,
DS3,1.1315711904946237,strict_greater,,0.02,0.10863128491620112,0.7710786497865545,0.029329608938547486,0.015723270440251572,27.0,1.1336470724858656,1.1336470724858656,716,21,0.01824523078024947,0.044485260631414836,,,0,0.0024313368239425423,0.07038393247107011,100,0.01824523078024947,0.044485260631414836,716,0.0075650010097551125,0.028725067125109367,636,seed::complex IG K5::model202::policyNone,q995,1.131444874966194,1.1315711904946237,125,202,None,,,,,,,,,,,,,
DS7,1.131444874966194,strict_greater,,1.0,0.18984942886812045,0.6294466157791776,1.0,1.0,0.0,1.1987158926060473,1.19902014691072,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,seed::complex IG K5::model202::policyNone,q99,1.131444874966194,1.1315711904946237,125,202,None,,,,,,,,,,,,,
DS7,1.1315711904946237,strict_greater,,1.0,0.18984942886812045,0.6294466157791776,1.0,1.0,0.0,1.1987158926060473,1.19902014691072,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,seed::complex IG K5::model202::policyNone,q995,1.131444874966194,1.1315711904946237,125,202,None,,,,,,,,,,,,,
DS8,1.131444874966194,strict_greater,,1.0,0.42167824074074073,0.8824038844688715,1.0,1.0,0.0,1.1989357356421377,1.1990192717185157,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,seed::complex IG K5::model202::policyNone,q99,1.131444874966194,1.1315711904946237,125,202,None,,,,,,,,,,,,,
DS8,1.1315711904946237,strict_greater,,1.0,0.42167824074074073,0.8824038844688715,1.0,1.0,0.0,1.1989357356421377,1.1990192717185157,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,seed::complex IG K5::model202::policyNone,q995,1.131444874966194,1.1315711904946237,125,202,None,,,,,,,,,,,,,
cleanStatic,0.7037577390403131,strict_greater,0.009345794392523364,,,,,,,0.694503568864543,0.7258554602276253,107,1,0.0002365870367625985,0.05097254256944198,0.0002365870367625985,0.05097254256944198,107,,,0,,,0,,,0,seed::complex IG K5::model303::policyNone,q99,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
cleanStatic,0.7087086505477995,strict_greater,0.009345794392523364,,,,,,,0.694503568864543,0.7258554602276253,107,1,0.0002365870367625985,0.05097254256944198,0.0002365870367625985,0.05097254256944198,107,,,0,,,0,,,0,seed::complex IG K5::model303::policyNone,q995,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
DS1,0.7037577390403131,strict_greater,,0.0,0.8809958506224066,0.9798124116952963,0.19225449515905949,0.2099533437013997,45.5,0.6959376110978246,0.6959376110978246,723,139,0.1641416596970081,0.22290378510151695,,,0,0.0,0.03621669264517641,100,0.1641416596970081,0.22290378510151695,723,0.17908740150620117,0.24350872444177155,643,seed::complex IG K5::model303::policyNone,q99,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
DS1,0.7087086505477995,strict_greater,,0.0,0.8809958506224066,0.9798124116952963,0.1632088520055325,0.17729393468118196,45.5,0.6959376110978246,0.6959376110978246,723,118,0.1369981524128457,0.19220092229038876,,,0,0.0,0.03621669264517641,100,0.1369981524128457,0.19220092229038876,723,0.1485336280163255,0.2090526118765041,643,seed::complex IG K5::model303::policyNone,q995,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
DS2,0.7037577390403131,strict_greater,,0.0,0.7678571428571429,0.9624206024325527,0.18627450980392157,0.1529968454258675,15.5,0.6871820780779,0.6871820780779,714,133,0.1583613548455363,0.21680739106466096,,,0,0.0,0.03621669264517641,100,0.1583613548455363,0.21680739106466096,714,0.1258559983324589,0.18341477141007342,634,seed::complex IG K5::model303::policyNone,q99,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
DS2,0.7087086505477995,strict_greater,,0.0,0.7678571428571429,0.9624206024325527,0.15826330532212884,0.1277602523659306,15.5,0.6871820780779,0.6871820780779,714,113,0.13224788117994604,0.187138163435282,,,0,0.0,0.03621669264517641,100,0.13224788117994604,0.187138163435282,714,0.10276951204834234,0.1562759458388895,634,seed::complex IG K5::model303::policyNone,q995,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
DS3,0.7037577390403131,strict_greater,,0.01,0.4209776536312849,0.8926604027837414,0.2122905027932961,0.1871069182389937,21.0,0.7042325942757746,0.7042325942757746,716,152,0.18287530312032527,0.24409788102231708,,,0,0.00025314603297742064,0.054459385392080645,100,0.18287530312032527,0.24409788102231708,716,0.15752126810113726,0.21963021594981214,636,seed::complex IG K5::model303::policyNone,q99,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
DS3,0.7087086505477995,strict_greater,,0.0,0.4209776536312849,0.8926604027837414,0.2011173184357542,0.1761006289308176,21.0,0.7042325942757746,0.7042325942757746,716,144,0.17233979829317603,0.2323813782836328,,,0,0.0,0.03621669264517641,100,0.17233979829317603,0.2323813782836328,716,0.14727112050749197,0.20797345304667958,636,seed::complex IG K5::model303::policyNone,q995,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
DS7,0.7037577390403131,strict_greater,,1.0,0.36780893042575286,0.7505982724034953,1.0,1.0,0.0,1.2290331824766125,1.2298327015691202,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,seed::complex IG K5::model303::policyNone,q99,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
DS7,0.7087086505477995,strict_greater,,1.0,0.36780893042575286,0.7505982724034953,1.0,1.0,0.0,1.2290331824766125,1.2298327015691202,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,seed::complex IG K5::model303::policyNone,q995,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
DS8,0.7037577390403131,strict_greater,,1.0,0.5258564814814815,0.9105328596615515,1.0,1.0,0.0,1.229515342373226,1.2299145877402666,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,seed::complex IG K5::model303::policyNone,q99,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
DS8,0.7087086505477995,strict_greater,,1.0,0.5258564814814815,0.9105328596615515,1.0,1.0,0.0,1.229515342373226,1.2299145877402666,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,seed::complex IG K5::model303::policyNone,q995,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
cleanStatic,0.11914201996107658,strict_greater,0.009345794392523364,,,,,,,0.08410031959675936,0.12180454894276349,107,1,0.0002365870367625985,0.05097254256944198,0.0002365870367625985,0.05097254256944198,107,,,0,,,0,,,0,seed::complex IG K7::model101::policyNone,q99,0.11914201996107658,0.13135996169209485,125,101,None,,,,,,,,,,,,,
cleanStatic,0.13135996169209485,strict_greater,0.0,,,,,,,0.08410031959675936,0.12180454894276349,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,seed::complex IG K7::model101::policyNone,q995,0.11914201996107658,0.13135996169209485,125,101,None,,,,,,,,,,,,,
DS1,0.11914201996107658,strict_greater,,0.47,0.980567081604426,0.9974579348270043,0.9820193637621023,1.0,0.0,0.331546306373504,0.331546306373504,723,710,0.9694488242580253,0.990392208052127,,,0,0.3694051641943945,0.5724185151099548,100,0.9694488242580253,0.990392208052127,723,0.9942794430126666,1.0,643,seed::complex IG K7::model101::policyNone,q99,0.11914201996107658,0.13135996169209485,125,101,None,,,,,,,,,,,,,
DS1,0.13135996169209485,strict_greater,,0.36,0.980567081604426,0.9974579348270043,0.979253112033195,1.0,0.0,0.331546306373504,0.331546306373504,723,708,0.9660117446773975,0.9883427532750833,,,0,0.2664084227332345,0.46212189332742326,100,0.9660117446773975,0.9883427532750833,723,0.9942794430126666,1.0,643,seed::complex IG K7::model101::policyNone,q995,0.11914201996107658,0.13135996169209485,125,101,None,,,,,,,,,,,,,
DS2,0.11914201996107658,strict_greater,,0.45,0.6469887955182073,0.9267438536993304,0.6568627450980392,0.6198738170347003,0.0,0.24806218417753984,0.24806218417753984,714,469,0.6207461750003972,0.6916766722870755,,,0,0.35032022923967193,0.552719811226064,100,0.6207461750003972,0.6916766722870755,714,0.5808125600391318,0.6578131970033918,634,seed::complex IG K7::model101::policyNone,q99,0.11914201996107658,0.13135996169209485,125,101,None,,,,,,,,,,,,,
DS2,0.13135996169209485,strict_greater,,0.37,0.6469887955182073,0.9267438536993304,0.5490196078431373,0.5047318611987381,0.0,0.24806218417753984,0.24806218417753984,714,392,0.5116821172150122,0.5859504962586268,,,0,0.2755665796145515,0.47235164055168316,100,0.5116821172150122,0.5859504962586268,714,0.46508057352745014,0.544338898112432,634,seed::complex IG K7::model101::policyNone,q995,0.11914201996107658,0.13135996169209485,125,101,None,,,,,,,,,,,,,
DS3,0.11914201996107658,strict_greater,,0.47,0.4763687150837989,0.9064933130643771,0.4329608938547486,0.3663522012578616,0.0,0.2298439853752377,0.2298439853752377,716,310,0.3963103867467031,0.4701659573535128,,,0,0.3694051641943945,0.5724185151099548,100,0.3963103867467031,0.4701659573535128,716,0.32881645912644014,0.4051349975087327,636,seed::complex IG K7::model101::policyNone,q99,0.11914201996107658,0.13135996169209485,125,101,None,,,,,,,,,,,,,
DS3,0.13135996169209485,strict_greater,,0.39,0.4763687150837989,0.9064933130643771,0.39385474860335196,0.330188679245283,0.0,0.2298439853752377,0.2298439853752377,716,282,0.3578684539453437,0.43071939139399296,,,0,0.294010414853417,0.49268552036763646,100,0.3578684539453437,0.43071939139399296,716,0.29371435523074985,0.36824852011760406,636,seed::complex IG K7::model101::policyNone,q995,0.11914201996107658,0.13135996169209485,125,101,None,,,,,,,,,,,,,
DS7,0.11914201996107658,strict_greater,,1.0,0.17222222222222222,0.5663663124827724,1.0,1.0,0.0,2.0460822950788673,2.0461859710346637,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,seed::complex IG K7::model101::policyNone,q99,0.11914201996107658,0.13135996169209485,125,101,None,,,,,,,,,,,,,
DS7,0.13135996169209485,strict_greater,,1.0,0.17222222222222222,0.5663663124827724,1.0,1.0,0.0,2.0460822950788673,2.0461859710346637,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,seed::complex IG K7::model101::policyNone,q995,0.11914201996107658,0.13135996169209485,125,101,None,,,,,,,,,,,,,
DS8,0.11914201996107658,strict_greater,,1.0,0.2537962962962963,0.7718686268485363,1.0,1.0,0.0,2.0397892132392847,2.0398884915318978,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,seed::complex IG K7::model101::policyNone,q99,0.11914201996107658,0.13135996169209485,125,101,None,,,,,,,,,,,,,
DS8,0.13135996169209485,strict_greater,,1.0,0.2537962962962963,0.7718686268485363,1.0,1.0,0.0,2.0397892132392847,2.0398884915318978,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,seed::complex IG K7::model101::policyNone,q995,0.11914201996107658,0.13135996169209485,125,101,None,,,,,,,,,,,,,
cleanStatic,1.1418412896088959,strict_greater,0.009345794392523364,,,,,,,1.1411176462074943,1.1436016419925523,107,1,0.0002365870367625985,0.05097254256944198,0.0002365870367625985,0.05097254256944198,107,,,0,,,0,,,0,seed::complex IG K7::model202::policyNone,q99,1.1418412896088959,1.1437971014055024,125,202,None,,,,,,,,,,,,,
cleanStatic,1.1437971014055024,strict_greater,0.0,,,,,,,1.1411176462074943,1.1436016419925523,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,seed::complex IG K7::model202::policyNone,q995,1.1418412896088959,1.1437971014055024,125,202,None,,,,,,,,,,,,,
DS1,1.1418412896088959,strict_greater,,0.24,0.9648686030428769,0.9954205285321974,0.9446749654218534,1.0,2.0,1.1513127374167058,1.1513127374167058,723,683,0.9254219204506092,0.9601844518426617,,,0,0.16022461317144718,0.3357354892709986,100,0.9254219204506092,0.9601844518426617,723,0.9942794430126666,1.0,643,seed::complex IG K7::model202::policyNone,q99,1.1418412896088959,1.1437971014055024,125,202,None,,,,,,,,,,,,,
DS1,1.1437971014055024,strict_greater,,0.15,0.9648686030428769,0.9954205285321974,0.9377593360995851,1.0,2.0,1.1513127374167058,1.1513127374167058,723,678,0.917600485135069,0.9542426138965063,,,0,0.08645438564164859,0.23530750014895488,100,0.917600485135069,0.9542426138965063,723,0.9942794430126666,1.0,643,seed::complex IG K7::model202::policyNone,q995,1.1418412896088959,1.1437971014055024,125,202,None,,,,,,,,,,,,,
DS2,1.1418412896088959,strict_greater,,0.33,0.20514005602240895,0.7677567043092942,0.05042016806722689,0.03785488958990536,6.5,1.1547959644038936,1.1547959644038936,714,36,0.03556005769095184,0.0691224126570131,,,0,0.2391985346226018,0.43117275077756323,100,0.03556005769095184,0.0691224126570131,714,0.02440221337794983,0.05580341947770274,634,seed::complex IG K7::model202::policyNone,q99,1.1418412896088959,1.1437971014055024,125,202,None,,,,,,,,,,,,,
DS2,1.1437971014055024,strict_greater,,0.27,0.20514005602240895,0.7677567043092942,0.028011204481792718,0.026813880126182965,,1.1547959644038936,1.1547959644038936,714,20,0.017192113446003972,0.0429306643427297,,,0,0.18606642229074058,0.3680162729089749,100,0.017192113446003972,0.0429306643427297,714,0.015695956011939148,0.04258531579699635,634,seed::complex IG K7::model202::policyNone,q995,1.1418412896088959,1.1437971014055024,125,202,None,,,,,,,,,,,,,
DS3,1.1418412896088959,strict_greater,,0.17,0.14664804469273743,0.7842356754379601,0.07960893854748603,0.06446540880503145,27.5,1.1507554144052043,1.1507554144052043,716,57,0.06085014586881076,0.10191461686943658,,,0,0.10226491003552825,0.25817541063215865,100,0.06085014586881076,0.10191461686943658,716,0.04665505061104627,0.08644126698434468,636,seed::complex IG K7::model202::policyNone,q99,1.1418412896088959,1.1437971014055024,125,202,None,,,,,,,,,,,,,
DS3,1.1437971014055024,strict_greater,,0.11,0.14664804469273743,0.7842356754379601,0.05726256983240224,0.04559748427672956,27.5,1.1507554144052043,1.1507554144052043,716,41,0.041402330699451546,0.07688433562299556,,,0,0.05620702028548746,0.18830113219644257,100,0.041402330699451546,0.07688433562299556,716,0.030746742462006708,0.06483159235383372,636,seed::complex IG K7::model202::policyNone,q995,1.1418412896088959,1.1437971014055024,125,202,None,,,,,,,,,,,,,
DS7,1.1418412896088959,strict_greater,,1.0,0.19735202492211837,0.6348951938479273,1.0,1.0,0.0,1.1987158926060473,1.19902014691072,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,seed::complex IG K7::model202::policyNone,q99,1.1418412896088959,1.1437971014055024,125,202,None,,,,,,,,,,,,,
DS7,1.1437971014055024,strict_greater,,1.0,0.19735202492211837,0.6348951938479273,1.0,1.0,0.0,1.1987158926060473,1.19902014691072,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,seed::complex IG K7::model202::policyNone,q995,1.1418412896088959,1.1437971014055024,125,202,None,,,,,,,,,,,,,
DS8,1.1418412896088959,strict_greater,,1.0,0.4237962962962963,0.8830832297180297,1.0,1.0,0.0,1.1989357356421377,1.1990192717185157,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,seed::complex IG K7::model202::policyNone,q99,1.1418412896088959,1.1437971014055024,125,202,None,,,,,,,,,,,,,
DS8,1.1437971014055024,strict_greater,,1.0,0.4237962962962963,0.8830832297180297,1.0,1.0,0.0,1.1989357356421377,1.1990192717185157,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,seed::complex IG K7::model202::policyNone,q995,1.1418412896088959,1.1437971014055024,125,202,None,,,,,,,,,,,,,
cleanStatic,0.7037577390403131,strict_greater,0.037383177570093455,,,,,,,0.7273613028127279,0.7312643993584202,107,4,0.010278000727758071,0.09295471054939439,0.010278000727758071,0.09295471054939439,107,,,0,,,0,,,0,seed::complex IG K7::model303::policyNone,q99,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
cleanStatic,0.7087086505477995,strict_greater,0.037383177570093455,,,,,,,0.7273613028127279,0.7312643993584202,107,4,0.010278000727758071,0.09295471054939439,0.010278000727758071,0.09295471054939439,107,,,0,,,0,,,0,seed::complex IG K7::model303::policyNone,q995,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
DS1,0.7037577390403131,strict_greater,,0.01,0.8629460580912863,0.9761786307505966,0.23651452282157676,0.25505443234836706,27.5,0.7270967745728747,0.7270967745728747,723,171,0.20597554876667779,0.2692204166498228,,,0,0.00025314603297742064,0.054459385392080645,100,0.20597554876667779,0.2692204166498228,723,0.22177471800668164,0.2906007991371894,643,seed::complex IG K7::model303::policyNone,q99,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
DS1,0.7087086505477995,strict_greater,,0.01,0.8629460580912863,0.9761786307505966,0.20055325034578148,0.2161741835147745,45.0,0.7270967745728747,0.7270967745728747,723,145,0.17194516140465957,0.2316282212939184,,,0,0.00025314603297742064,0.054459385392080645,100,0.17194516140465957,0.2316282212939184,723,0.1849434941736349,0.2500357721226013,643,seed::complex IG K7::model303::policyNone,q995,0.7037577390403131,0.7087086505477995,125,303,None,,,,,,,,,,,,,
