scenario,metric,ci_low,ci_high,reps,block_seconds,phase_aware,model,operating_point
DS7,pr_auc,0.6058496249579196,0.8462147336483112,100,10,True,seed::complex all9 temporal-shuffled::model303::policyNone,q99
DS7,post_detection,1.0,1.0,100,10,True,seed::complex all9 temporal-shuffled::model303::policyNone,q995
DS7,roc_auc,0.16709955867082035,0.5625486760124608,100,10,True,seed::complex all9 temporal-shuffled::model303::policyNone,q995
DS7,pr_auc,0.6058496249579196,0.8462147336483112,100,10,True,seed::complex all9 temporal-shuffled::model303::policyNone,q995
DS8,post_detection,1.0,1.0,100,10,True,seed::complex all9 temporal-shuffled::model303::policyNone,q99
DS8,roc_auc,0.3857667824074074,0.6682792245370369,100,10,True,seed::complex all9 temporal-shuffled::model303::policyNone,q99
DS8,pr_auc,0.8702373712616158,0.943001720598892,100,10,True,seed::complex all9 temporal-shuffled::model303::policyNone,q99
DS8,post_detection,1.0,1.0,100,10,True,seed::complex all9 temporal-shuffled::model303::policyNone,q995
DS8,roc_auc,0.3857667824074074,0.6682792245370369,100,10,True,seed::complex all9 temporal-shuffled::model303::policyNone,q995
DS8,pr_auc,0.8702373712616158,0.943001720598892,100,10,True,seed::complex all9 temporal-shuffled::model303::policyNone,q995
cleanStatic,clean_fpr,0.0,0.0,100,10,False,seed::complex all9::model101::policyNone,q99
cleanStatic,clean_fpr,0.0,0.0,100,10,False,seed::complex all9::model101::policyNone,q995
DS1,post_detection,0.9598893499308437,1.0,100,10,True,seed::complex all9::model101::policyNone,q99
DS1,roc_auc,0.937205588692946,1.0,100,10,True,seed::complex all9::model101::policyNone,q99
DS1,pr_auc,0.991419269170281,1.0,100,10,True,seed::complex all9::model101::policyNone,q99
DS1,post_detection,0.950207468879668,1.0,100,10,True,seed::complex all9::model101::policyNone,q995
DS1,roc_auc,0.937205588692946,1.0,100,10,True,seed::complex all9::model101::policyNone,q995
DS1,pr_auc,0.991419269170281,1.0,100,10,True,seed::complex all9::model101::policyNone,q995
DS2,post_detection,0.49859943977591037,0.6766106442577031,100,10,True,seed::complex all9::model101::policyNone,q99
DS2,roc_auc,0.39913235294117644,0.6742219887955182,100,10,True,seed::complex all9::model101::policyNone,q99
DS2,pr_auc,0.8674057853268535,0.9395409333785879,100,10,True,seed::complex all9::model101::policyNone,q99
DS2,post_detection,0.49012605042016805,0.6680672268907563,100,10,True,seed::complex all9::model101::policyNone,q995
DS2,roc_auc,0.39913235294117644,0.6742219887955182,100,10,True,seed::complex all9::model101::policyNone,q995
DS2,pr_auc,0.8674057853268535,0.9395409333785879,100,10,True,seed::complex all9::model101::policyNone,q995
DS3,post_detection,0.33243715083798886,0.6091008458706276,100,10,True,seed::complex all9::model101::policyNone,q99
DS3,roc_auc,0.2914560055865922,0.6044116620111731,100,10,True,seed::complex all9::model101::policyNone,q99
DS3,pr_auc,0.8587946568855036,0.9383220454141749,100,10,True,seed::complex all9::model101::policyNone,q99
DS3,post_detection,0.32964385474860336,0.6091008458706276,100,10,True,seed::complex all9::model101::policyNone,q995
DS3,roc_auc,0.2914560055865922,0.6044116620111731,100,10,True,seed::complex all9::model101::policyNone,q995
DS3,pr_auc,0.8587946568855036,0.9383220454141749,100,10,True,seed::complex all9::model101::policyNone,q995
DS7,post_detection,1.0,1.0,100,10,True,seed::complex all9::model101::policyNone,q99
DS7,roc_auc,0.047602544132917965,0.2628504672897196,100,10,True,seed::complex all9::model101::policyNone,q99
DS7,pr_auc,0.5106242762554537,0.6581206297111564,100,10,True,seed::complex all9::model101::policyNone,q99
DS7,post_detection,1.0,1.0,100,10,True,seed::complex all9::model101::policyNone,q995
DS7,roc_auc,0.047602544132917965,0.2628504672897196,100,10,True,seed::complex all9::model101::policyNone,q995
DS7,pr_auc,0.5106242762554537,0.6581206297111564,100,10,True,seed::complex all9::model101::policyNone,q995
DS8,post_detection,1.0,1.0,100,10,True,seed::complex all9::model101::policyNone,q99
DS8,roc_auc,0.03483362268518519,0.16424045138888885,100,10,True,seed::complex all9::model101::policyNone,q99
DS8,pr_auc,0.6829574154542368,0.7702970446380774,100,10,True,seed::complex all9::model101::policyNone,q99
DS8,post_detection,1.0,1.0,100,10,True,seed::complex all9::model101::policyNone,q995
DS8,roc_auc,0.03483362268518519,0.16424045138888885,100,10,True,seed::complex all9::model101::policyNone,q995
DS8,pr_auc,0.6829574154542368,0.7702970446380774,100,10,True,seed::complex all9::model101::policyNone,q995
cleanStatic,clean_fpr,0.0,0.0,100,10,False,seed::complex all9::model202::policyNone,q99
cleanStatic,clean_fpr,0.0,0.0,100,10,False,seed::complex all9::model202::policyNone,q995
DS1,post_detection,0.9230046548258555,1.0,100,10,True,seed::complex all9::model202::policyNone,q99
DS1,roc_auc,0.9109906639004149,1.0,100,10,True,seed::complex all9::model202::policyNone,q99
DS1,pr_auc,0.9881847690451215,1.0,100,10,True,seed::complex all9::model202::policyNone,q99
DS1,post_detection,0.9159633491236938,1.0,100,10,True,seed::complex all9::model202::policyNone,q995
DS1,roc_auc,0.9109906639004149,1.0,100,10,True,seed::complex all9::model202::policyNone,q995
DS1,pr_auc,0.9881847690451215,1.0,100,10,True,seed::complex all9::model202::policyNone,q995
DS2,post_detection,0.03007703081232493,0.1296921734795612,100,10,True,seed::complex all9::model202::policyNone,q99
DS2,roc_auc,0.01259453781512605,0.15915405865736126,100,10,True,seed::complex all9::model202::policyNone,q99
DS2,pr_auc,0.7089667108255693,0.7633987079494481,100,10,True,seed::complex all9::model202::policyNone,q99
DS2,post_detection,0.02727591036414566,0.12895687936191416,100,10,True,seed::complex all9::model202::policyNone,q995
DS2,roc_auc,0.01259453781512605,0.15915405865736126,100,10,True,seed::complex all9::model202::policyNone,q995
DS2,pr_auc,0.7089667108255693,0.7633987079494481,100,10,True,seed::complex all9::model202::policyNone,q995
DS3,post_detection,0.11777234636871509,0.30733240223463687,100,10,True,seed::complex all9::model202::policyNone,q99
DS3,roc_auc,0.09173428770949721,0.2897497096855187,100,10,True,seed::complex all9::model202::policyNone,q99
DS3,pr_auc,0.7678207443626085,0.8594596114440345,100,10,True,seed::complex all9::model202::policyNone,q99
DS3,post_detection,0.11777234636871509,0.3059357541899441,100,10,True,seed::complex all9::model202::policyNone,q995
DS3,roc_auc,0.09173428770949721,0.2897497096855187,100,10,True,seed::complex all9::model202::policyNone,q995
DS3,pr_auc,0.7678207443626085,0.8594596114440345,100,10,True,seed::complex all9::model202::policyNone,q995
DS7,post_detection,1.0,1.0,100,10,True,seed::complex all9::model202::policyNone,q99
DS7,roc_auc,0.07624464886220626,0.4053098137835307,100,10,True,seed::complex all9::model202::policyNone,q99
DS7,pr_auc,0.5451812476232152,0.7581971273463329,100,10,True,seed::complex all9::model202::policyNone,q99
DS7,post_detection,1.0,1.0,100,10,True,seed::complex all9::model202::policyNone,q995
DS7,roc_auc,0.07624464886220626,0.4053098137835307,100,10,True,seed::complex all9::model202::policyNone,q995
DS7,pr_auc,0.5451812476232152,0.7581971273463329,100,10,True,seed::complex all9::model202::policyNone,q995
DS8,post_detection,1.0,1.0,100,10,True,seed::complex all9::model202::policyNone,q99
DS8,roc_auc,0.3038370949074074,0.5681328124999999,100,10,True,seed::complex all9::model202::policyNone,q99
DS8,pr_auc,0.8459707506569322,0.920570691611285,100,10,True,seed::complex all9::model202::policyNone,q99
DS8,post_detection,1.0,1.0,100,10,True,seed::complex all9::model202::policyNone,q995
DS8,roc_auc,0.3038370949074074,0.5681328124999999,100,10,True,seed::complex all9::model202::policyNone,q995
DS8,pr_auc,0.8459707506569322,0.920570691611285,100,10,True,seed::complex all9::model202::policyNone,q995
cleanStatic,clean_fpr,0.0,0.08901869158878496,100,10,False,seed::complex all9::model303::policyNone,q99
cleanStatic,clean_fpr,0.0,0.08411214953271028,100,10,False,seed::complex all9::model303::policyNone,q995
DS1,post_detection,0.023066758352630487,0.0588174273858921,100,10,True,seed::complex all9::model303::policyNone,q99
DS1,roc_auc,0.5194284232365145,0.7335918539105925,100,10,True,seed::complex all9::model303::policyNone,q99
DS1,pr_auc,0.9004085892313929,0.9489995603411755,100,10,True,seed::complex all9::model303::policyNone,q99
DS1,post_detection,0.017980636237897647,0.054668049792531107,100,10,True,seed::complex all9::model303::policyNone,q995
DS1,roc_auc,0.5194284232365145,0.7335918539105925,100,10,True,seed::complex all9::model303::policyNone,q995
DS1,pr_auc,0.9004085892313929,0.9489995603411755,100,10,True,seed::complex all9::model303::policyNone,q995
DS2,post_detection,0.09798728813559322,0.25259103641456565,100,10,True,seed::complex all9::model303::policyNone,q99
DS2,roc_auc,0.6244156073446328,0.8428880026586906,100,10,True,seed::complex all9::model303::policyNone,q99
DS2,pr_auc,0.935698644506471,0.9753444172348699,100,10,True,seed::complex all9::model303::policyNone,q99
DS2,post_detection,0.09435028248587571,0.23837535014005592,100,10,True,seed::complex all9::model303::policyNone,q995
DS2,roc_auc,0.6244156073446328,0.8428880026586906,100,10,True,seed::complex all9::model303::policyNone,q995
DS2,pr_auc,0.935698644506471,0.9753444172348699,100,10,True,seed::complex all9::model303::policyNone,q995
DS3,post_detection,0.1416550279329609,0.3192388268156424,100,10,True,seed::complex all9::model303::policyNone,q99
DS3,roc_auc,0.21581319832402235,0.5057940591456908,100,10,True,seed::complex all9::model303::policyNone,q99
DS3,pr_auc,0.8324561480492374,0.9177978599942126,100,10,True,seed::complex all9::model303::policyNone,q99
DS3,post_detection,0.12915502793296088,0.3034125682631347,100,10,True,seed::complex all9::model303::policyNone,q995
DS3,roc_auc,0.21581319832402235,0.5057940591456908,100,10,True,seed::complex all9::model303::policyNone,q995
DS3,pr_auc,0.8324561480492374,0.9177978599942126,100,10,True,seed::complex all9::model303::policyNone,q995
DS7,post_detection,1.0,1.0,100,10,True,seed::complex all9::model303::policyNone,q99
DS7,roc_auc,0.16667640186915889,0.5619424974039458,100,10,True,seed::complex all9::model303::policyNone,q99
DS7,pr_auc,0.6049498524209694,0.8458055026921211,100,10,True,seed::complex all9::model303::policyNone,q99
DS7,post_detection,1.0,1.0,100,10,True,seed::complex all9::model303::policyNone,q995
DS7,roc_auc,0.16667640186915889,0.5619424974039458,100,10,True,seed::complex all9::model303::policyNone,q995
DS7,pr_auc,0.6049498524209694,0.8458055026921211,100,10,True,seed::complex all9::model303::policyNone,q995
DS8,post_detection,1.0,1.0,100,10,True,seed::complex all9::model303::policyNone,q99
DS8,roc_auc,0.38558796296296294,0.668249710648148,100,10,True,seed::complex all9::model303::policyNone,q99
DS8,pr_auc,0.8701782974523872,0.9429900031896818,100,10,True,seed::complex all9::model303::policyNone,q99
DS8,post_detection,1.0,1.0,100,10,True,seed::complex all9::model303::policyNone,q995
DS8,roc_auc,0.38558796296296294,0.668249710648148,100,10,True,seed::complex all9::model303::policyNone,q995
DS8,pr_auc,0.8701782974523872,0.9429900031896818,100,10,True,seed::complex all9::model303::policyNone,q995
cleanStatic,clean_fpr,0.0,0.0,100,10,False,seed::complex fixed K5::model101::policyNone,q99
cleanStatic,clean_fpr,0.0,0.0,100,10,False,seed::complex fixed K5::model101::policyNone,q995
DS1,post_detection,0.9245159059474413,1.0,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS1,roc_auc,0.9349825164246196,1.0,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS1,pr_auc,0.9911342665314851,1.0,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS1,post_detection,0.8972337482710926,1.0,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS1,roc_auc,0.9349825164246196,1.0,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS1,pr_auc,0.9911342665314851,1.0,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS2,post_detection,0.886410114893415,0.9601890756302521,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS2,roc_auc,0.8527542016806723,0.9233735994397759,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS2,pr_auc,0.9745042125201708,0.9877375208476601,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS2,post_detection,0.7010186701799364,0.8356792717086834,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS2,roc_auc,0.8527542016806723,0.9233735994397759,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS2,pr_auc,0.9745042125201708,0.9877375208476601,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS3,post_detection,0.46854050279329607,0.7033868715083798,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS3,roc_auc,0.48458030726256984,0.7453047301644591,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS3,pr_auc,0.9067810282753199,0.960113684762524,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS3,post_detection,0.3316689944134078,0.5843418492247818,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS3,roc_auc,0.48458030726256984,0.7453047301644591,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS3,pr_auc,0.9067810282753199,0.960113684762524,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS7,post_detection,1.0,1.0,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS7,roc_auc,0.09667185877466251,0.33937752728435555,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS7,pr_auc,0.5252681454611988,0.7073175060073759,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS7,post_detection,1.0,1.0,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS7,roc_auc,0.09667185877466251,0.33937752728435555,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS7,pr_auc,0.5252681454611988,0.7073175060073759,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS8,post_detection,1.0,1.0,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS8,roc_auc,0.1629386574074074,0.32697453703703694,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS8,pr_auc,0.7391115441298937,0.8142877755152302,100,10,True,seed::complex fixed K5::model101::policyNone,q99
DS8,post_detection,1.0,1.0,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS8,roc_auc,0.1629386574074074,0.32697453703703694,100,10,True,seed::complex fixed K5::model101::policyNone,q995
DS8,pr_auc,0.7391115441298937,0.8142877755152302,100,10,True,seed::complex fixed K5::model101::policyNone,q995
cleanStatic,clean_fpr,0.0,0.0,100,10,False,seed::complex fixed K5::model202::policyNone,q99
cleanStatic,clean_fpr,0.0,0.0,100,10,False,seed::complex fixed K5::model202::policyNone,q995
DS1,post_detection,0.9221361360243555,1.0,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS1,roc_auc,0.9167890733056708,1.0,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS1,pr_auc,0.989079901514088,1.0,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS1,post_detection,0.9172773186949248,1.0,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS1,roc_auc,0.9167890733056708,1.0,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS1,pr_auc,0.989079901514088,1.0,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS2,post_detection,0.00973389355742297,0.10699241561031189,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS2,roc_auc,0.005053942339647724,0.1097634803921568,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS2,pr_auc,0.7073686329477864,0.7504560539403059,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS2,post_detection,0.0070028011204481795,0.10136524948962632,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS2,roc_auc,0.005053942339647724,0.1097634803921568,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS2,pr_auc,0.7073686329477864,0.7504560539403059,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS3,post_detection,0.06630586592178771,0.21522346368715078,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS3,roc_auc,0.056088387028435126,0.19355142293327474,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS3,pr_auc,0.7404295594743817,0.8159795295371847,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS3,post_detection,0.061452513966480445,0.2011871508379888,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS3,roc_auc,0.056088387028435126,0.19355142293327474,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS3,pr_auc,0.7404295594743817,0.8159795295371847,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS7,post_detection,1.0,1.0,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS7,roc_auc,0.05527193665628245,0.3358307031451103,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS7,pr_auc,0.5214502372415485,0.7234125334603257,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS7,post_detection,1.0,1.0,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS7,roc_auc,0.05527193665628245,0.3358307031451103,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS7,pr_auc,0.5214502372415485,0.7234125334603257,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS8,post_detection,1.0,1.0,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS8,roc_auc,0.2771883680555555,0.5319852430555555,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS8,pr_auc,0.8338646859064932,0.9125241181284217,100,10,True,seed::complex fixed K5::model202::policyNone,q99
DS8,post_detection,1.0,1.0,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS8,roc_auc,0.2771883680555555,0.5319852430555555,100,10,True,seed::complex fixed K5::model202::policyNone,q995
DS8,pr_auc,0.8338646859064932,0.9125241181284217,100,10,True,seed::complex fixed K5::model202::policyNone,q995
cleanStatic,clean_fpr,0.0,0.037383177570093455,100,10,False,seed::complex fixed K5::model303::policyNone,q99
cleanStatic,clean_fpr,0.0,0.028037383177570093,100,10,False,seed::complex fixed K5::model303::policyNone,q995
DS1,post_detection,0.8639289198688185,1.0,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS1,roc_auc,0.9304785291320885,1.0,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS1,pr_auc,0.9903123883260686,1.0,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS1,post_detection,0.8619105062710848,1.0,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS1,roc_auc,0.9304785291320885,1.0,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS1,pr_auc,0.9903123883260686,1.0,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS2,post_detection,0.7941176470588235,0.9054971988795518,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS2,roc_auc,0.9423319327731092,0.9806341036414565,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS2,pr_auc,0.9910949205089896,0.9972099029465095,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS2,post_detection,0.7274859943977591,0.8634803921568628,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS2,roc_auc,0.9423319327731092,0.9806341036414565,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS2,pr_auc,0.9910949205089896,0.9972099029465095,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS3,post_detection,0.9375841519678614,1.0,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS3,roc_auc,0.7457241620111732,0.9965010474860335,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS3,pr_auc,0.9289292455111686,0.9995116606529809,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS3,post_detection,0.9278476319753939,0.9993365921787709,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS3,roc_auc,0.7457241620111732,0.9965010474860335,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS3,pr_auc,0.9289292455111686,0.9995116606529809,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS7,post_detection,1.0,1.0,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS7,roc_auc,0.16226246105919,0.5579367860851504,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS7,pr_auc,0.600195041829491,0.843762214287308,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS7,post_detection,1.0,1.0,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS7,roc_auc,0.16226246105919,0.5579367860851504,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS7,pr_auc,0.600195041829491,0.843762214287308,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS8,post_detection,1.0,1.0,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS8,roc_auc,0.37706221064814816,0.6588952546296294,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS8,pr_auc,0.867263176612366,0.941084796221231,100,10,True,seed::complex fixed K5::model303::policyNone,q99
DS8,post_detection,1.0,1.0,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS8,roc_auc,0.37706221064814816,0.6588952546296294,100,10,True,seed::complex fixed K5::model303::policyNone,q995
DS8,pr_auc,0.867263176612366,0.941084796221231,100,10,True,seed::complex fixed K5::model303::policyNone,q995
cleanStatic,clean_fpr,0.0,0.0,100,10,False,seed::complex fixed K7::model101::policyNone,q99
cleanStatic,clean_fpr,0.0,0.0,100,10,False,seed::complex fixed K7::model101::policyNone,q995
DS1,post_detection,0.9314315352697096,1.0,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS1,roc_auc,0.9333665715767635,1.0,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS1,pr_auc,0.9908897425111135,1.0,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS1,post_detection,0.9100276625172891,1.0,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS1,roc_auc,0.9333665715767635,1.0,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS1,pr_auc,0.9908897425111135,1.0,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS2,post_detection,0.6545168067226891,0.7978641456582632,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS2,roc_auc,0.6497958683473389,0.8031964285714286,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS2,pr_auc,0.93174117298971,0.9659408334018412,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS2,post_detection,0.5636204481792717,0.7229691876750699,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS2,roc_auc,0.6497958683473389,0.8031964285714286,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS2,pr_auc,0.93174117298971,0.9659408334018412,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS3,post_detection,0.3475209497206704,0.6008042562257361,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS3,roc_auc,0.36147974860335197,0.6472839903333124,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS3,pr_auc,0.8737048130569612,0.9459330887481462,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS3,post_detection,0.31515657366141486,0.5724069295836883,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS3,roc_auc,0.36147974860335197,0.6472839903333124,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS3,pr_auc,0.8737048130569612,0.9459330887481462,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS7,post_detection,1.0,1.0,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS7,roc_auc,0.057972332760917185,0.2864485981308411,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS7,pr_auc,0.5186788212211851,0.6701706354776316,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS7,post_detection,1.0,1.0,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS7,roc_auc,0.057972332760917185,0.2864485981308411,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS7,pr_auc,0.5186788212211851,0.6701706354776316,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS8,post_detection,1.0,1.0,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS8,roc_auc,0.2371310763888889,0.4527913773148147,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS8,pr_auc,0.7928564799693679,0.8778602268553636,100,10,True,seed::complex fixed K7::model101::policyNone,q99
DS8,post_detection,1.0,1.0,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS8,roc_auc,0.2371310763888889,0.4527913773148147,100,10,True,seed::complex fixed K7::model101::policyNone,q995
DS8,pr_auc,0.7928564799693679,0.8778602268553636,100,10,True,seed::complex fixed K7::model101::policyNone,q995
cleanStatic,clean_fpr,0.0,0.0,100,10,False,seed::complex fixed K7::model202::policyNone,q99
cleanStatic,clean_fpr,0.0,0.0,100,10,False,seed::complex fixed K7::model202::policyNone,q995
DS1,post_detection,0.9264753505812655,1.0,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS1,roc_auc,0.9128796680497925,1.0,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS1,pr_auc,0.9884468887573706,1.0,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS1,post_detection,0.921552372668179,1.0,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS1,roc_auc,0.9128796680497925,1.0,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS1,pr_auc,0.9884468887573706,1.0,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS2,post_detection,0.01192048853439681,0.10832294782319707,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS2,roc_auc,0.005218223306271661,0.12362429971988789,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS2,pr_auc,0.7074382171255472,0.7513751874269528,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS2,post_detection,0.0070028011204481795,0.0907761833546978,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS2,roc_auc,0.005218223306271661,0.12362429971988789,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS2,pr_auc,0.7074382171255472,0.7513751874269528,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS3,post_detection,0.10009376373109033,0.24217877094972048,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS3,roc_auc,0.0672447625698324,0.224967877094972,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS3,pr_auc,0.7513358390673751,0.8329559868358167,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS3,post_detection,0.09055477528089888,0.23306564245810038,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS3,roc_auc,0.0672447625698324,0.224967877094972,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS3,pr_auc,0.7513358390673751,0.8329559868358167,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS7,post_detection,1.0,1.0,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS7,roc_auc,0.05527193665628245,0.3358307031451103,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS7,pr_auc,0.5214502372415485,0.7234125334603257,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS7,post_detection,1.0,1.0,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS7,roc_auc,0.05527193665628245,0.3358307031451103,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS7,pr_auc,0.5214502372415485,0.7234125334603257,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS8,post_detection,1.0,1.0,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS8,roc_auc,0.2771883680555555,0.5319852430555555,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS8,pr_auc,0.8338646859064932,0.9125241181284217,100,10,True,seed::complex fixed K7::model202::policyNone,q99
DS8,post_detection,1.0,1.0,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS8,roc_auc,0.2771883680555555,0.5319852430555555,100,10,True,seed::complex fixed K7::model202::policyNone,q995
DS8,pr_auc,0.8338646859064932,0.9125241181284217,100,10,True,seed::complex fixed K7::model202::policyNone,q995
