scenario,threshold,comparison,held_out_clean_fpr,stable_pre_fpr,roc_auc,pr_auc,post_detection,persistent_detection,first_sustained_3_delay_s,q99,q995,count,alarms,exact_binomial_ci_low,exact_binomial_ci_high,held_out_clean_exact_binomial_ci_low,held_out_clean_exact_binomial_ci_high,held_out_clean_count,stable_pre_exact_binomial_ci_low,stable_pre_exact_binomial_ci_high,stable_pre_count,post_exact_binomial_ci_low,post_exact_binomial_ci_high,post_count,persistent_exact_binomial_ci_low,persistent_exact_binomial_ci_high,persistent_count,model,operating_point,calibration_q99,calibration_q995,calibration_count,delta_roc_auc_vs_primary,delta_post_detection_vs_primary,matched_target_fpr,common_timestamp_count
DS1,0.649038632422881,strict_greater,,0.2,0.9699861687413555,0.996132711120448,0.9557399723374828,1.0,0.0,0.6958823161083373,0.6958823161083373,723,691,0.9380899197732541,0.969532335619718,,,0,0.12665555210195584,0.2918426890886281,100,0.9380899197732541,0.969532335619718,723,0.9942794430126666,1.0,643,ensemble::complex random K7 policy11::policy11,q99,0.649038632422881,0.6541050096937471,125,-0.00681881051175659,-0.008298755186721962,,
DS1,0.6541050096937471,strict_greater,,0.11,0.9699861687413555,0.996132711120448,0.950207468879668,1.0,0.0,0.6958823161083373,0.6958823161083373,723,687,0.9317296200146784,0.9648856822641811,,,0,0.05620702028548746,0.18830113219644257,100,0.9317296200146784,0.9648856822641811,723,0.9942794430126666,1.0,643,ensemble::complex random K7 policy11::policy11,q995,0.649038632422881,0.6541050096937471,125,-0.00681881051175659,-0.011065006915629394,,
DS2,0.649038632422881,strict_greater,,0.18,0.653375350140056,0.9350667005404035,0.41456582633053224,0.3627760252365931,0.0,0.6771621881462818,0.6771621881462818,714,296,0.37814743659002953,0.4516930380030004,,,0,0.11031122915326058,0.26947708596681186,100,0.37814743659002953,0.4516930380030004,714,0.32527591148464546,0.40156071655338155,634,ensemble::complex random K7 policy11::policy11,q99,0.649038632422881,0.6541050096937471,125,-0.05383753501400568,-0.15546218487394953,,
DS2,0.6541050096937471,strict_greater,,0.14,0.653375350140056,0.9350667005404035,0.3473389355742297,0.2949526813880126,0.0,0.6771621881462818,0.6771621881462818,714,248,0.31240755686355987,0.38353797268472084,,,0,0.07870540492696577,0.22372798137056774,100,0.31240755686355987,0.38353797268472084,714,0.2596923524456793,0.3321352540332587,634,ensemble::complex random K7 policy11::policy11,q995,0.649038632422881,0.6541050096937471,125,-0.05383753501400568,-0.165266106442577,,
DS3,0.649038632422881,strict_greater,,0.16,0.40874301675977653,0.894938421802257,0.361731843575419,0.30974842767295596,1.0,0.6813851424465508,0.6813851424465508,716,259,0.326470003268244,0.39813832289098405,,,0,0.09431028997394623,0.24678759741086234,100,0.326470003268244,0.39813832289098405,716,0.2739807076450654,0.3472933321466292,636,ensemble::complex random K7 policy11::policy11,q99,0.649038632422881,0.6541050096937471,125,0.010684357541899447,0.009776536312849138,,
DS3,0.6541050096937471,strict_greater,,0.11,0.40874301675977653,0.894938421802257,0.3547486033519553,0.30660377358490565,1.0,0.6813851424465508,0.6813851424465508,716,254,0.3196664234095109,0.3910333621821986,,,0,0.05620702028548746,0.18830113219644257,100,0.3196664234095109,0.3910333621821986,716,0.2709519255779646,0.3440623214105233,636,ensemble::complex random K7 policy11::policy11,q995,0.649038632422881,0.6541050096937471,125,0.010684357541899447,0.004189944134078194,,
DS7,0.649038632422881,strict_greater,,1.0,0.12764797507788161,0.5540396291900029,1.0,1.0,0.0,1.4978805111701778,1.4991884923818066,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex random K7 policy11::policy11,q99,0.649038632422881,0.6541050096937471,125,-0.06767912772585671,0.0,,
DS7,0.6541050096937471,strict_greater,,1.0,0.12764797507788161,0.5540396291900029,1.0,1.0,0.0,1.4978805111701778,1.4991884923818066,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex random K7 policy11::policy11,q995,0.649038632422881,0.6541050096937471,125,-0.06767912772585671,0.0,,
DS8,0.649038632422881,strict_greater,,1.0,0.37582175925925926,0.866265082116177,1.0,1.0,0.0,1.498028600603506,1.4986443838958845,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex random K7 policy11::policy11,q99,0.649038632422881,0.6541050096937471,125,-0.08129629629629631,0.0,,
DS8,0.6541050096937471,strict_greater,,1.0,0.37582175925925926,0.866265082116177,1.0,1.0,0.0,1.498028600603506,1.4986443838958845,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex random K7 policy11::policy11,q995,0.649038632422881,0.6541050096937471,125,-0.08129629629629631,0.0,,
cleanStatic,0.6501437079390003,strict_greater,0.0,,,,,,,0.632001741659594,0.6363344660230332,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex random K7 policy23::policy23,q99,0.6501437079390003,0.6504268831163988,125,,,,
cleanStatic,0.6504268831163988,strict_greater,0.0,,,,,,,0.632001741659594,0.6363344660230332,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex random K7 policy23::policy23,q995,0.6501437079390003,0.6504268831163988,125,,,,
DS1,0.6501437079390003,strict_greater,,0.17,0.9705255878284924,0.9961861716461933,0.9557399723374828,1.0,0.0,0.7136814645231553,0.7136814645231553,723,691,0.9380899197732541,0.969532335619718,,,0,0.10226491003552825,0.25817541063215865,100,0.9380899197732541,0.969532335619718,723,0.9942794430126666,1.0,643,ensemble::complex random K7 policy23::policy23,q99,0.6501437079390003,0.6504268831163988,125,-0.00627939142461964,-0.008298755186721962,,
DS1,0.6504268831163988,strict_greater,,0.17,0.9705255878284924,0.9961861716461933,0.9557399723374828,1.0,0.0,0.7136814645231553,0.7136814645231553,723,691,0.9380899197732541,0.969532335619718,,,0,0.10226491003552825,0.25817541063215865,100,0.9380899197732541,0.969532335619718,723,0.9942794430126666,1.0,643,ensemble::complex random K7 policy23::policy23,q995,0.6501437079390003,0.6504268831163988,125,-0.00627939142461964,-0.0055325034578146415,,
DS2,0.6501437079390003,strict_greater,,0.17,0.6526750700280112,0.9365560019337266,0.40476190476190477,0.361198738170347,0.0,0.6702412874142382,0.6702412874142382,714,289,0.3685158584681463,0.44179818414710254,,,0,0.10226491003552825,0.25817541063215865,100,0.3685158584681463,0.44179818414710254,714,0.3237411403594823,0.3999557112546902,634,ensemble::complex random K7 policy23::policy23,q99,0.6501437079390003,0.6504268831163988,125,-0.05453781512605049,-0.165266106442577,,
DS2,0.6504268831163988,strict_greater,,0.17,0.6526750700280112,0.9365560019337266,0.40476190476190477,0.361198738170347,0.0,0.6702412874142382,0.6702412874142382,714,289,0.3685158584681463,0.44179818414710254,,,0,0.10226491003552825,0.25817541063215865,100,0.3685158584681463,0.44179818414710254,714,0.3237411403594823,0.3999557112546902,634,ensemble::complex random K7 policy23::policy23,q995,0.6501437079390003,0.6504268831163988,125,-0.05453781512605049,-0.10784313725490191,,
DS3,0.6501437079390003,strict_greater,,0.11,0.41624301675977654,0.8963001931449921,0.3575418994413408,0.3113207547169811,0.0,0.6959820405793282,0.6959820405793282,716,256,0.32238688523124615,0.3938763141401487,,,0,0.05620702028548746,0.18830113219644257,100,0.32238688523124615,0.3938763141401487,716,0.2754958267553852,0.3489081124150253,636,ensemble::complex random K7 policy23::policy23,q99,0.6501437079390003,0.6504268831163988,125,0.018184357541899454,0.005586592178770944,,
DS3,0.6504268831163988,strict_greater,,0.11,0.41624301675977654,0.8963001931449921,0.3575418994413408,0.3113207547169811,0.0,0.6959820405793282,0.6959820405793282,716,256,0.32238688523124615,0.3938763141401487,,,0,0.05620702028548746,0.18830113219644257,100,0.32238688523124615,0.3938763141401487,716,0.2754958267553852,0.3489081124150253,636,ensemble::complex random K7 policy23::policy23,q995,0.6501437079390003,0.6504268831163988,125,0.018184357541899454,0.006983240223463694,,
DS7,0.6501437079390003,strict_greater,,1.0,0.1111889927310488,0.5526526705003354,1.0,1.0,0.0,1.4973306190451243,1.4980457999384527,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex random K7 policy23::policy23,q99,0.6501437079390003,0.6504268831163988,125,-0.08413811007268952,0.0,,
DS7,0.6504268831163988,strict_greater,,1.0,0.1111889927310488,0.5526526705003354,1.0,1.0,0.0,1.4973306190451243,1.4980457999384527,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex random K7 policy23::policy23,q995,0.6501437079390003,0.6504268831163988,125,-0.08413811007268952,0.0,,
DS8,0.6501437079390003,strict_greater,,1.0,0.37827546296296294,0.86662877842466,1.0,1.0,0.0,1.4965060356602287,1.4982487078976983,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex random K7 policy23::policy23,q99,0.6501437079390003,0.6504268831163988,125,-0.07884259259259263,0.0,,
DS8,0.6504268831163988,strict_greater,,1.0,0.37827546296296294,0.86662877842466,1.0,1.0,0.0,1.4965060356602287,1.4982487078976983,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex random K7 policy23::policy23,q995,0.6501437079390003,0.6504268831163988,125,-0.07884259259259263,0.0,,
cleanStatic,0.6503628421240658,strict_greater,0.0,,,,,,,0.6360541686282595,0.6414575592920094,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex random K7 policy37::policy37,q99,0.6503628421240658,0.6538532657646982,125,,,,
cleanStatic,0.6538532657646982,strict_greater,0.0,,,,,,,0.6360541686282595,0.6414575592920094,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::complex random K7 policy37::policy37,q995,0.6503628421240658,0.6538532657646982,125,,,,
DS1,0.6503628421240658,strict_greater,,0.13,0.9746473029045644,0.9966841347963731,0.9515905947441217,1.0,0.0,0.7109667158009163,0.7109667158009163,723,688,0.9333144405570661,0.9660528066339124,,,0,0.07107304618542953,0.21204067708744978,100,0.9333144405570661,0.9660528066339124,723,0.9942794430126666,1.0,643,ensemble::complex random K7 policy37::policy37,q99,0.6503628421240658,0.6538532657646982,125,-0.002157676348547688,-0.012448132780083054,,
DS1,0.6538532657646982,strict_greater,,0.11,0.9746473029045644,0.9966841347963731,0.946058091286307,1.0,0.0,0.7109667158009163,0.7109667158009163,723,684,0.9269943375089208,0.961364425425458,,,0,0.05620702028548746,0.18830113219644257,100,0.9269943375089208,0.961364425425458,723,0.9942794430126666,1.0,643,ensemble::complex random K7 policy37::policy37,q995,0.6503628421240658,0.6538532657646982,125,-0.002157676348547688,-0.015214384508990375,,
DS2,0.6503628421240658,strict_greater,,0.2,0.625532212885154,0.9294452464831389,0.4061624649859944,0.35331230283911674,0.0,0.6846745013487489,0.6846745013487489,714,290,0.36989089219298066,0.4432126392977378,,,0,0.12665555210195584,0.2918426890886281,100,0.36989089219298066,0.4432126392977378,714,0.316073843905382,0.39192414407596765,634,ensemble::complex random K7 policy37::policy37,q99,0.6503628421240658,0.6538532657646982,125,-0.08168067226890763,-0.16386554621848737,,
DS2,0.6538532657646982,strict_greater,,0.13,0.625532212885154,0.9294452464831389,0.36834733893557425,0.3138801261829653,0.0,0.6846745013487489,0.6846745013487489,714,263,0.33287310132370757,0.40491442954674833,,,0,0.07107304618542953,0.21204067708744978,100,0.33287310132370757,0.40491442954674833,714,0.2779068790841439,0.35159733669837306,634,ensemble::complex random K7 policy37::policy37,q995,0.6503628421240658,0.6538532657646982,125,-0.08168067226890763,-0.14425770308123242,,
DS3,0.6503628421240658,strict_greater,,0.18,0.40589385474860334,0.8940265288927776,0.3575418994413408,0.3113207547169811,0.0,0.6836847173097783,0.6836847173097783,716,256,0.32238688523124615,0.3938763141401487,,,0,0.11031122915326058,0.26947708596681186,100,0.32238688523124615,0.3938763141401487,716,0.2754958267553852,0.3489081124150253,636,ensemble::complex random K7 policy37::policy37,q99,0.6503628421240658,0.6538532657646982,125,0.007835195530726258,0.005586592178770944,,
DS3,0.6538532657646982,strict_greater,,0.14,0.40589385474860334,0.8940265288927776,0.3477653631284916,0.3081761006289308,0.0,0.6836847173097783,0.6836847173097783,716,249,0.3128709781961946,0.3839202879074212,,,0,0.07870540492696577,0.22372798137056774,100,0.3128709781961946,0.3839202879074212,716,0.2724660732338757,0.3456780691537685,636,ensemble::complex random K7 policy37::policy37,q995,0.6503628421240658,0.6538532657646982,125,0.007835195530726258,-0.0027932960893854997,,
DS7,0.6503628421240658,strict_greater,,1.0,0.1062564901349948,0.5400308426491974,1.0,1.0,0.0,1.4969636855328001,1.497102436568657,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex random K7 policy37::policy37,q99,0.6503628421240658,0.6538532657646982,125,-0.08907061266874353,0.0,,
DS7,0.6538532657646982,strict_greater,,1.0,0.1062564901349948,0.5400308426491974,1.0,1.0,0.0,1.4969636855328001,1.497102436568657,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::complex random K7 policy37::policy37,q995,0.6503628421240658,0.6538532657646982,125,-0.08907061266874353,0.0,,
DS8,0.6503628421240658,strict_greater,,1.0,0.3806597222222222,0.8678513578440002,1.0,1.0,0.0,1.498415952533646,1.498652583550004,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex random K7 policy37::policy37,q99,0.6503628421240658,0.6538532657646982,125,-0.07645833333333335,0.0,,
DS8,0.6538532657646982,strict_greater,,1.0,0.3806597222222222,0.8678513578440002,1.0,1.0,0.0,1.498415952533646,1.498652583550004,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::complex random K7 policy37::policy37,q995,0.6503628421240658,0.6538532657646982,125,-0.07645833333333335,0.0,,
cleanStatic,0.4099431593973817,strict_greater,0.0,,,,,,,0.3970650805208182,0.39906695890180766,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::magnitude K3::policyNone,q99,0.4099431593973817,0.41238048809381445,125,,,,
cleanStatic,0.41238048809381445,strict_greater,0.0,,,,,,,0.3970650805208182,0.39906695890180766,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,ensemble::magnitude K3::policyNone,q995,0.4099431593973817,0.41238048809381445,125,,,,
DS1,0.4099431593973817,strict_greater,,0.62,0.9689488243430152,0.9959578523797786,0.975103734439834,1.0,0.0,0.4494788024316601,0.4494788024316601,723,705,0.9609377564805703,0.9851796658563992,,,0,0.5174606942491935,0.7152325238585204,100,0.9609377564805703,0.9851796658563992,723,0.9942794430126666,1.0,643,ensemble::magnitude K3::policyNone,q99,0.4099431593973817,0.41238048809381445,125,-0.007856154910096835,0.011065006915629283,,
DS1,0.41238048809381445,strict_greater,,0.56,0.9689488243430152,0.9959578523797786,0.9723374827109267,1.0,0.0,0.4494788024316601,0.4494788024316601,723,703,0.9575996746290225,0.9830229166940828,,,0,0.4571874970633177,0.6591639762765417,100,0.9575996746290225,0.9830229166940828,723,0.9942794430126666,1.0,643,ensemble::magnitude K3::policyNone,q995,0.4099431593973817,0.41238048809381445,125,-0.007856154910096835,0.011065006915629283,,
DS2,0.4099431593973817,strict_greater,,0.61,0.9110504201680673,0.9864081109889971,0.9845938375350141,0.9826498422712934,0.0,0.433430929753477,0.433430929753477,714,703,0.9726016350632836,0.9922848662728779,,,0,0.5073144796323634,0.7059895851465829,100,0.9726016350632836,0.9922848662728779,714,0.9691682202713144,0.9913078515628081,634,ensemble::magnitude K3::policyNone,q99,0.4099431593973817,0.41238048809381445,125,0.2038375350140056,0.4145658263305323,,
DS2,0.41238048809381445,strict_greater,,0.58,0.9110504201680673,0.9864081109889971,0.9677871148459384,0.9637223974763407,0.0,0.433430929753477,0.433430929753477,714,691,0.9520553796812355,0.9794724096076604,,,0,0.4771191957239138,0.6780144606452031,100,0.9520553796812355,0.9794724096076604,714,0.9460612275993873,0.9768667087077512,634,ensemble::magnitude K3::policyNone,q995,0.4099431593973817,0.41238048809381445,125,0.2038375350140056,0.4551820728291317,,
DS3,0.4099431593973817,strict_greater,,0.66,0.6637290502793296,0.9323204376970915,0.8533519553072626,0.85062893081761,0.0,0.5008801153628054,0.5008801153628054,716,611,0.8252896504516339,0.8784629832476855,,,0,0.5584667322490411,0.7517764984551558,100,0.8252896504516339,0.8784629832476855,716,0.8205180737904167,0.8774379045570913,636,ensemble::magnitude K3::policyNone,q99,0.4099431593973817,0.41238048809381445,125,0.2656703910614525,0.5013966480446927,,
DS3,0.41238048809381445,strict_greater,,0.61,0.6637290502793296,0.9323204376970915,0.8016759776536313,0.7955974842767296,0.0,0.5008801153628054,0.5008801153628054,716,574,0.77055316328678,0.830288621773599,,,0,0.5073144796323634,0.7059895851465829,100,0.77055316328678,0.830288621773599,716,0.7621304384830778,0.8262922040202303,636,ensemble::magnitude K3::policyNone,q995,0.4099431593973817,0.41238048809381445,125,0.2656703910614525,0.4511173184357542,,
DS7,0.4099431593973817,strict_greater,,1.0,0.07274143302180686,0.530442592521027,1.0,1.0,0.0,1.5603238529340395,1.5603969625310563,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::magnitude K3::policyNone,q99,0.4099431593973817,0.41238048809381445,125,-0.12258566978193147,0.0,,
DS7,0.41238048809381445,strict_greater,,1.0,0.07274143302180686,0.530442592521027,1.0,1.0,0.0,1.5603238529340395,1.5603969625310563,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::magnitude K3::policyNone,q995,0.4099431593973817,0.41238048809381445,125,-0.12258566978193147,0.0,,
DS8,0.4099431593973817,strict_greater,,1.0,0.3584837962962963,0.8631832537149394,1.0,1.0,0.0,1.5602782892226041,1.5611045097315526,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::magnitude K3::policyNone,q99,0.4099431593973817,0.41238048809381445,125,-0.09863425925925928,0.0,,
DS8,0.41238048809381445,strict_greater,,1.0,0.3584837962962963,0.8631832537149394,1.0,1.0,0.0,1.5602782892226041,1.5611045097315526,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::magnitude K3::policyNone,q995,0.4099431593973817,0.41238048809381445,125,-0.09863425925925928,0.0,,
cleanStatic,0.5140891460203074,strict_greater,0.009345794392523364,,,,,,,0.5064622959095103,0.5150923944945983,107,1,0.0002365870367625985,0.05097254256944198,0.0002365870367625985,0.05097254256944198,107,,,0,,,0,,,0,ensemble::magnitude all9::policyNone,q99,0.5140891460203074,0.5146013423501415,125,,,,
cleanStatic,0.5146013423501415,strict_greater,0.009345794392523364,,,,,,,0.5064622959095103,0.5150923944945983,107,1,0.0002365870367625985,0.05097254256944198,0.0002365870367625985,0.05097254256944198,107,,,0,,,0,,,0,ensemble::magnitude all9::policyNone,q995,0.5140891460203074,0.5146013423501415,125,,,,
DS1,0.5140891460203074,strict_greater,,0.69,0.9650899031811895,0.9954528726887537,0.9778699861687413,1.0,0.0,0.5579908031331614,0.5579908031331614,723,707,0.9643104995137608,0.9872991311635048,,,0,0.5896854458398009,0.778711207869329,100,0.9643104995137608,0.9872991311635048,723,0.9942794430126666,1.0,643,ensemble::magnitude all9::policyNone,q99,0.5140891460203074,0.5146013423501415,125,-0.01171507607192257,0.013831258644536604,,
DS1,0.5146013423501415,strict_greater,,0.65,0.9650899031811895,0.9954528726887537,0.9764868603042877,1.0,0.0,0.5579908031331614,0.5579908031331614,723,706,0.962619446410273,0.9862444536149967,,,0,0.5481506381760306,0.7427062214685488,100,0.962619446410273,0.9862444536149967,723,0.9942794430126666,1.0,643,ensemble::magnitude all9::policyNone,q995,0.5140891460203074,0.5146013423501415,125,-0.01171507607192257,0.015214384508990264,,
DS2,0.5140891460203074,strict_greater,,0.7,0.43252100840336133,0.8891242340924518,0.5126050420168067,0.46214511041009465,0.0,0.5599476171874023,0.5599476171874023,714,366,0.475254136725083,0.5498514038610609,,,0,0.6001853238201958,0.7875935795104634,100,0.475254136725083,0.5498514038610609,714,0.4228024913735321,0.5018417611075148,634,ensemble::magnitude all9::policyNone,q99,0.5140891460203074,0.5146013423501415,125,-0.27469187675070034,-0.05742296918767509,,
DS2,0.5146013423501415,strict_greater,,0.7,0.43252100840336133,0.8891242340924518,0.5070028011204482,0.4558359621451104,0.0,0.5599476171874023,0.5599476171874023,714,362,0.4696670971155772,0.5442804257403264,,,0,0.6001853238201958,0.7875935795104634,100,0.4696670971155772,0.5442804257403264,714,0.4165631083561039,0.49552186389143765,634,ensemble::magnitude all9::policyNone,q995,0.5140891460203074,0.5146013423501415,125,-0.27469187675070034,-0.0056022408963585235,,
DS3,0.5140891460203074,strict_greater,,0.74,0.3626117318435754,0.8772784470375317,0.40502793296089384,0.33176100628930816,0.0,0.587674272702508,0.587674272702508,716,290,0.368827917773433,0.44201374812476274,,,0,0.6426879368998963,0.8226055621323475,100,0.368827917773433,0.44201374812476274,716,0.29523560184255654,0.3698571960049626,636,ensemble::magnitude all9::policyNone,q99,0.5140891460203074,0.5146013423501415,125,-0.03544692737430166,0.053072625698323994,,
DS3,0.5146013423501415,strict_greater,,0.73,0.3626117318435754,0.8772784470375317,0.40502793296089384,0.33176100628930816,0.0,0.587674272702508,0.587674272702508,716,290,0.368827917773433,0.44201374812476274,,,0,0.6319837270910251,0.8139335777092593,100,0.368827917773433,0.44201374812476274,716,0.29523560184255654,0.3698571960049626,636,ensemble::magnitude all9::policyNone,q995,0.5140891460203074,0.5146013423501415,125,-0.03544692737430166,0.054469273743016744,,
DS7,0.5140891460203074,strict_greater,,1.0,0.23426791277258566,0.6789402596665309,1.0,1.0,0.0,1.5783501884750943,1.5784636810533224,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::magnitude all9::policyNone,q99,0.5140891460203074,0.5146013423501415,125,0.03894080996884733,0.0,,
DS7,0.5146013423501415,strict_greater,,1.0,0.23426791277258566,0.6789402596665309,1.0,1.0,0.0,1.5783501884750943,1.5784636810533224,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,ensemble::magnitude all9::policyNone,q995,0.5140891460203074,0.5146013423501415,125,0.03894080996884733,0.0,,
DS8,0.5140891460203074,strict_greater,,1.0,0.5158333333333334,0.9078834278847687,1.0,1.0,0.0,1.5789145090347967,1.579172641983473,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::magnitude all9::policyNone,q99,0.5140891460203074,0.5146013423501415,125,0.0587152777777778,0.0,,
DS8,0.5146013423501415,strict_greater,,1.0,0.5158333333333334,0.9078834278847687,1.0,1.0,0.0,1.5789145090347967,1.579172641983473,720,720,0.9948896587652258,1.0,,,0,0.9697270274225799,1.0,120,0.9948896587652258,1.0,720,0.9942527051066671,1.0,640,ensemble::magnitude all9::policyNone,q995,0.5140891460203074,0.5146013423501415,125,0.0587152777777778,0.0,,
cleanStatic,0.6407554168390331,strict_greater,0.009345794392523364,,,,,,,0.6340357356827228,0.6419843749454966,107,1,0.0002365870367625985,0.05097254256944198,0.0002365870367625985,0.05097254256944198,107,,,0,,,0,,,0,primary 3-seed mean complex IG K7,q99,0.6407554168390331,0.64445963452102,126,,,,
cleanStatic,0.64445963452102,strict_greater,0.0,,,,,,,0.6340357356827228,0.6419843749454966,107,0,0.0,0.033887999474011485,0.0,0.033887999474011485,107,,,0,,,0,,,0,primary 3-seed mean complex IG K7,q995,0.6407554168390331,0.64445963452102,126,,,,
DS1,0.6407554168390331,strict_greater,,0.26,0.976804979253112,0.9969785109086597,0.9640387275242047,1.0,0.0,0.7138856823991198,0.7138856823991198,723,697,0.947750501606865,0.9763769462936621,,,0,0.17739443786765247,0.3573120631001036,100,0.947750501606865,0.9763769462936621,723,0.9942794430126666,1.0,643,primary 3-seed mean complex IG K7,q99,0.6407554168390331,0.64445963452102,126,0.0,0.0,,
DS1,0.64445963452102,strict_greater,,0.2,0.976804979253112,0.9969785109086597,0.9612724757952974,1.0,0.0,0.7138856823991198,0.7138856823991198,723,695,0.9445122486550811,0.9741143249979777,,,0,0.12665555210195584,0.2918426890886281,100,0.9445122486550811,0.9741143249979777,723,0.9942794430126666,1.0,643,primary 3-seed mean complex IG K7,q995,0.6407554168390331,0.64445963452102,126,0.0,0.0,,
DS2,0.6407554168390331,strict_greater,,0.27,0.7072128851540617,0.9472677311496718,0.5700280112044818,0.5220820189274448,0.0,0.679501080390256,0.679501080390256,714,407,0.5327875092583958,0.606687581202746,,,0,0.18606642229074058,0.3680162729089749,100,0.5327875092583958,0.606687581202746,714,0.48238569105043433,0.5615718383577809,634,primary 3-seed mean complex IG K7,q99,0.6407554168390331,0.64445963452102,126,0.0,0.0,,
DS2,0.64445963452102,strict_greater,,0.21,0.7072128851540617,0.9472677311496718,0.5126050420168067,0.4637223974763407,0.0,0.679501080390256,0.679501080390256,714,366,0.475254136725083,0.5498514038610609,,,0,0.1349436957053291,0.30291537935054064,100,0.475254136725083,0.5498514038610609,714,0.42436331099717245,0.5034207622556688,634,primary 3-seed mean complex IG K7,q995,0.6407554168390331,0.64445963452102,126,0.0,0.0,,
DS3,0.6407554168390331,strict_greater,,0.28,0.3980586592178771,0.8918680504154475,0.35195530726256985,0.2908805031446541,0.0,0.6698024077717024,0.6698024077717024,716,252,0.316947263045844,0.3881891121379812,,,0,0.19479362749118143,0.37866700471726733,100,0.316947263045844,0.3881891121379812,716,0.2558376961956522,0.32787771408128236,636,primary 3-seed mean complex IG K7,q99,0.6407554168390331,0.64445963452102,126,0.0,0.0,,
DS3,0.64445963452102,strict_greater,,0.22,0.3980586592178771,0.8918680504154475,0.3505586592178771,0.2908805031446541,0.0,0.6698024077717024,0.6698024077717024,716,251,0.31558817310415294,0.3867664981699156,,,0,0.14330357674981445,0.3139196537863178,100,0.31558817310415294,0.3867664981699156,716,0.2558376961956522,0.32787771408128236,636,primary 3-seed mean complex IG K7,q995,0.6407554168390331,0.64445963452102,126,0.0,0.0,,
DS7,0.6407554168390331,strict_greater,,1.0,0.19532710280373833,0.625343870064223,1.0,1.0,0.0,1.4892191738426401,1.4896083176854578,321,321,0.98857394263048,1.0,,,0,0.9697270274225799,1.0,120,0.98857394263048,1.0,321,0.9848099961256375,1.0,241,primary 3-seed mean complex IG K7,q99,0.6407554168390331,0.64445963452102,126,0.0,0.0,,
