scenario,model,model_seed,policy_seed,ordered_path,count,fraction
DS2,complex random K7 policy37,202,37,3-5-2-8-7-0,27,0.002809573361082206
DS2,complex random K7 policy37,202,37,3-5-2-8-7-1,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-2-8-7-6,38,0.003954214360041623
DS2,complex random K7 policy37,202,37,3-5-6-0-1-2,36,0.0037460978147762745
DS2,complex random K7 policy37,202,37,3-5-6-0-1-7,30,0.003121748178980229
DS2,complex random K7 policy37,202,37,3-5-6-0-1-8,33,0.0034339229968782517
DS2,complex random K7 policy37,202,37,3-5-6-0-2-1,28,0.0029136316337148803
DS2,complex random K7 policy37,202,37,3-5-6-0-2-7,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-6-0-2-8,34,0.003537981269510926
DS2,complex random K7 policy37,202,37,3-5-6-0-7-1,23,0.002393340270551509
DS2,complex random K7 policy37,202,37,3-5-6-0-7-2,33,0.0034339229968782517
DS2,complex random K7 policy37,202,37,3-5-6-0-7-8,12,0.0012486992715920915
DS2,complex random K7 policy37,202,37,3-5-6-0-8-1,33,0.0034339229968782517
DS2,complex random K7 policy37,202,37,3-5-6-0-8-2,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-6-0-8-7,31,0.0032258064516129032
DS2,complex random K7 policy37,202,37,3-5-6-1-0-2,22,0.0022892819979188346
DS2,complex random K7 policy37,202,37,3-5-6-1-0-7,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-6-1-0-8,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-6-1-2-0,20,0.002081165452653486
DS2,complex random K7 policy37,202,37,3-5-6-1-2-7,30,0.003121748178980229
DS2,complex random K7 policy37,202,37,3-5-6-1-2-8,31,0.0032258064516129032
DS2,complex random K7 policy37,202,37,3-5-6-1-7-0,23,0.002393340270551509
DS2,complex random K7 policy37,202,37,3-5-6-1-7-2,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-6-1-7-8,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-6-1-8-0,30,0.003121748178980229
DS2,complex random K7 policy37,202,37,3-5-6-1-8-2,15,0.0015608740894901144
DS2,complex random K7 policy37,202,37,3-5-6-1-8-7,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-6-2-0-1,21,0.00218522372528616
DS2,complex random K7 policy37,202,37,3-5-6-2-0-7,28,0.0029136316337148803
DS2,complex random K7 policy37,202,37,3-5-6-2-0-8,24,0.002497398543184183
DS2,complex random K7 policy37,202,37,3-5-6-2-1-0,21,0.00218522372528616
DS2,complex random K7 policy37,202,37,3-5-6-2-1-7,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-6-2-1-8,16,0.0016649323621227888
DS2,complex random K7 policy37,202,37,3-5-6-2-7-0,33,0.0034339229968782517
DS2,complex random K7 policy37,202,37,3-5-6-2-7-1,15,0.0015608740894901144
DS2,complex random K7 policy37,202,37,3-5-6-2-7-8,31,0.0032258064516129032
DS2,complex random K7 policy37,202,37,3-5-6-2-8-0,41,0.004266389177939646
DS2,complex random K7 policy37,202,37,3-5-6-2-8-1,19,0.0019771071800208117
DS2,complex random K7 policy37,202,37,3-5-6-2-8-7,34,0.003537981269510926
DS2,complex random K7 policy37,202,37,3-5-6-7-0-1,16,0.0016649323621227888
DS2,complex random K7 policy37,202,37,3-5-6-7-0-2,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-6-7-0-8,35,0.0036420395421436005
DS2,complex random K7 policy37,202,37,3-5-6-7-1-0,16,0.0016649323621227888
DS2,complex random K7 policy37,202,37,3-5-6-7-1-2,18,0.0018730489073881373
DS2,complex random K7 policy37,202,37,3-5-6-7-1-8,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-6-7-2-0,24,0.002497398543184183
DS2,complex random K7 policy37,202,37,3-5-6-7-2-1,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-6-7-2-8,28,0.0029136316337148803
DS2,complex random K7 policy37,202,37,3-5-6-7-8-0,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-6-7-8-1,23,0.002393340270551509
DS2,complex random K7 policy37,202,37,3-5-6-7-8-2,34,0.003537981269510926
DS2,complex random K7 policy37,202,37,3-5-6-8-0-1,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-6-8-0-2,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-6-8-0-7,31,0.0032258064516129032
DS2,complex random K7 policy37,202,37,3-5-6-8-1-0,22,0.0022892819979188346
DS2,complex random K7 policy37,202,37,3-5-6-8-1-2,33,0.0034339229968782517
DS2,complex random K7 policy37,202,37,3-5-6-8-1-7,21,0.00218522372528616
DS2,complex random K7 policy37,202,37,3-5-6-8-2-0,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-6-8-2-1,28,0.0029136316337148803
DS2,complex random K7 policy37,202,37,3-5-6-8-2-7,18,0.0018730489073881373
DS2,complex random K7 policy37,202,37,3-5-6-8-7-0,23,0.002393340270551509
DS2,complex random K7 policy37,202,37,3-5-6-8-7-1,27,0.002809573361082206
DS2,complex random K7 policy37,202,37,3-5-6-8-7-2,24,0.002497398543184183
DS2,complex random K7 policy37,202,37,3-5-7-0-1-2,34,0.003537981269510926
DS2,complex random K7 policy37,202,37,3-5-7-0-1-6,20,0.002081165452653486
DS2,complex random K7 policy37,202,37,3-5-7-0-1-8,24,0.002497398543184183
DS2,complex random K7 policy37,202,37,3-5-7-0-2-1,19,0.0019771071800208117
DS2,complex random K7 policy37,202,37,3-5-7-0-2-6,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-7-0-2-8,33,0.0034339229968782517
DS2,complex random K7 policy37,202,37,3-5-7-0-6-1,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-7-0-6-2,27,0.002809573361082206
DS2,complex random K7 policy37,202,37,3-5-7-0-6-8,39,0.004058272632674297
DS2,complex random K7 policy37,202,37,3-5-7-0-8-1,22,0.0022892819979188346
DS2,complex random K7 policy37,202,37,3-5-7-0-8-2,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-7-0-8-6,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-7-1-0-2,28,0.0029136316337148803
DS2,complex random K7 policy37,202,37,3-5-7-1-0-6,28,0.0029136316337148803
DS2,complex random K7 policy37,202,37,3-5-7-1-0-8,20,0.002081165452653486
DS2,complex random K7 policy37,202,37,3-5-7-1-2-0,37,0.003850156087408949
DS2,complex random K7 policy37,202,37,3-5-7-1-2-6,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-7-1-2-8,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-7-1-6-0,34,0.003537981269510926
DS2,complex random K7 policy37,202,37,3-5-7-1-6-2,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-7-1-6-8,19,0.0019771071800208117
DS2,complex random K7 policy37,202,37,3-5-7-1-8-0,21,0.00218522372528616
DS2,complex random K7 policy37,202,37,3-5-7-1-8-2,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-7-1-8-6,31,0.0032258064516129032
DS2,complex random K7 policy37,202,37,3-5-7-2-0-1,34,0.003537981269510926
DS2,complex random K7 policy37,202,37,3-5-7-2-0-6,34,0.003537981269510926
DS2,complex random K7 policy37,202,37,3-5-7-2-0-8,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-7-2-1-0,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-7-2-1-6,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-7-2-1-8,21,0.00218522372528616
DS2,complex random K7 policy37,202,37,3-5-7-2-6-0,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-7-2-6-1,27,0.002809573361082206
DS2,complex random K7 policy37,202,37,3-5-7-2-6-8,24,0.002497398543184183
DS2,complex random K7 policy37,202,37,3-5-7-2-8-0,24,0.002497398543184183
DS2,complex random K7 policy37,202,37,3-5-7-2-8-1,24,0.002497398543184183
DS2,complex random K7 policy37,202,37,3-5-7-2-8-6,31,0.0032258064516129032
DS2,complex random K7 policy37,202,37,3-5-7-6-0-1,27,0.002809573361082206
DS2,complex random K7 policy37,202,37,3-5-7-6-0-2,23,0.002393340270551509
DS2,complex random K7 policy37,202,37,3-5-7-6-0-8,28,0.0029136316337148803
DS2,complex random K7 policy37,202,37,3-5-7-6-1-0,28,0.0029136316337148803
DS2,complex random K7 policy37,202,37,3-5-7-6-1-2,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-7-6-1-8,18,0.0018730489073881373
DS2,complex random K7 policy37,202,37,3-5-7-6-2-0,27,0.002809573361082206
DS2,complex random K7 policy37,202,37,3-5-7-6-2-1,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-7-6-2-8,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-7-6-8-0,34,0.003537981269510926
DS2,complex random K7 policy37,202,37,3-5-7-6-8-1,21,0.00218522372528616
DS2,complex random K7 policy37,202,37,3-5-7-6-8-2,28,0.0029136316337148803
DS2,complex random K7 policy37,202,37,3-5-7-8-0-1,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-7-8-0-2,30,0.003121748178980229
DS2,complex random K7 policy37,202,37,3-5-7-8-0-6,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-7-8-1-0,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-7-8-1-2,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-7-8-1-6,30,0.003121748178980229
DS2,complex random K7 policy37,202,37,3-5-7-8-2-0,18,0.0018730489073881373
DS2,complex random K7 policy37,202,37,3-5-7-8-2-1,27,0.002809573361082206
DS2,complex random K7 policy37,202,37,3-5-7-8-2-6,19,0.0019771071800208117
DS2,complex random K7 policy37,202,37,3-5-7-8-6-0,21,0.00218522372528616
DS2,complex random K7 policy37,202,37,3-5-7-8-6-1,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-7-8-6-2,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-8-0-1-2,27,0.002809573361082206
DS2,complex random K7 policy37,202,37,3-5-8-0-1-6,27,0.002809573361082206
DS2,complex random K7 policy37,202,37,3-5-8-0-1-7,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-8-0-2-1,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-8-0-2-6,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-8-0-2-7,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-8-0-6-1,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-8-0-6-2,17,0.001768990634755463
DS2,complex random K7 policy37,202,37,3-5-8-0-6-7,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-8-0-7-1,23,0.002393340270551509
DS2,complex random K7 policy37,202,37,3-5-8-0-7-2,31,0.0032258064516129032
DS2,complex random K7 policy37,202,37,3-5-8-0-7-6,21,0.00218522372528616
DS2,complex random K7 policy37,202,37,3-5-8-1-0-2,27,0.002809573361082206
DS2,complex random K7 policy37,202,37,3-5-8-1-0-6,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-8-1-0-7,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-8-1-2-0,34,0.003537981269510926
DS2,complex random K7 policy37,202,37,3-5-8-1-2-6,23,0.002393340270551509
DS2,complex random K7 policy37,202,37,3-5-8-1-2-7,31,0.0032258064516129032
DS2,complex random K7 policy37,202,37,3-5-8-1-6-0,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-8-1-6-2,22,0.0022892819979188346
DS2,complex random K7 policy37,202,37,3-5-8-1-6-7,38,0.003954214360041623
DS2,complex random K7 policy37,202,37,3-5-8-1-7-0,32,0.0033298647242455777
DS2,complex random K7 policy37,202,37,3-5-8-1-7-2,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-8-1-7-6,29,0.0030176899063475548
DS2,complex random K7 policy37,202,37,3-5-8-2-0-1,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-8-2-0-6,28,0.0029136316337148803
DS2,complex random K7 policy37,202,37,3-5-8-2-0-7,34,0.003537981269510926
DS2,complex random K7 policy37,202,37,3-5-8-2-1-0,33,0.0034339229968782517
DS2,complex random K7 policy37,202,37,3-5-8-2-1-6,31,0.0032258064516129032
DS2,complex random K7 policy37,202,37,3-5-8-2-1-7,23,0.002393340270551509
DS2,complex random K7 policy37,202,37,3-5-8-2-6-0,23,0.002393340270551509
DS2,complex random K7 policy37,202,37,3-5-8-2-6-1,20,0.002081165452653486
DS2,complex random K7 policy37,202,37,3-5-8-2-6-7,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-8-2-7-0,33,0.0034339229968782517
DS2,complex random K7 policy37,202,37,3-5-8-2-7-1,24,0.002497398543184183
DS2,complex random K7 policy37,202,37,3-5-8-2-7-6,24,0.002497398543184183
DS2,complex random K7 policy37,202,37,3-5-8-6-0-1,22,0.0022892819979188346
DS2,complex random K7 policy37,202,37,3-5-8-6-0-2,28,0.0029136316337148803
DS2,complex random K7 policy37,202,37,3-5-8-6-0-7,31,0.0032258064516129032
DS2,complex random K7 policy37,202,37,3-5-8-6-1-0,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-8-6-1-2,27,0.002809573361082206
DS2,complex random K7 policy37,202,37,3-5-8-6-1-7,32,0.0033298647242455777
DS2,complex random K7 policy37,202,37,3-5-8-6-2-0,23,0.002393340270551509
DS2,complex random K7 policy37,202,37,3-5-8-6-2-1,21,0.00218522372528616
DS2,complex random K7 policy37,202,37,3-5-8-6-2-7,19,0.0019771071800208117
DS2,complex random K7 policy37,202,37,3-5-8-6-7-0,37,0.003850156087408949
DS2,complex random K7 policy37,202,37,3-5-8-6-7-1,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-8-6-7-2,31,0.0032258064516129032
DS2,complex random K7 policy37,202,37,3-5-8-7-0-1,30,0.003121748178980229
DS2,complex random K7 policy37,202,37,3-5-8-7-0-2,25,0.0026014568158168575
DS2,complex random K7 policy37,202,37,3-5-8-7-0-6,30,0.003121748178980229
DS2,complex random K7 policy37,202,37,3-5-8-7-1-0,24,0.002497398543184183
DS2,complex random K7 policy37,202,37,3-5-8-7-1-2,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-8-7-1-6,23,0.002393340270551509
DS2,complex random K7 policy37,202,37,3-5-8-7-2-0,23,0.002393340270551509
DS2,complex random K7 policy37,202,37,3-5-8-7-2-1,28,0.0029136316337148803
DS2,complex random K7 policy37,202,37,3-5-8-7-2-6,27,0.002809573361082206
DS2,complex random K7 policy37,202,37,3-5-8-7-6-0,31,0.0032258064516129032
DS2,complex random K7 policy37,202,37,3-5-8-7-6-1,26,0.002705515088449532
DS2,complex random K7 policy37,202,37,3-5-8-7-6-2,25,0.0026014568158168575
DS2,complex K3,303,,3-5,9610,1.0
DS2,complex fixed K5,303,,3-5-2-6,9610,1.0
DS2,complex IG K5,303,,3-5-0-7,2,0.0002081165452653486
DS2,complex IG K5,303,,3-5-0-8,3,0.0003121748178980229
DS2,complex IG K5,303,,3-5-1-7,3,0.0003121748178980229
DS2,complex IG K5,303,,3-5-1-8,10,0.001040582726326743
DS2,complex IG K5,303,,3-5-2-6,1,0.0001040582726326743
DS2,complex IG K5,303,,3-5-2-7,17,0.001768990634755463
DS2,complex IG K5,303,,3-5-2-8,33,0.0034339229968782517
DS2,complex IG K5,303,,3-5-6-7,403,0.041935483870967745
DS2,complex IG K5,303,,3-5-6-8,1128,0.11737773152965661
DS2,complex IG K5,303,,3-5-7-6,400,0.04162330905306972
DS2,complex IG K5,303,,3-5-7-8,2457,0.25567117585848076
DS2,complex IG K5,303,,3-5-8-2,3,0.0003121748178980229
DS2,complex IG K5,303,,3-5-8-6,1480,0.15400624349635797
DS2,complex IG K5,303,,3-5-8-7,3670,0.38189386056191466
DS2,complex fixed K7,303,,3-5-2-6-1-7,9610,1.0
DS2,complex IG K7,303,,3-5-0-7-8-6,2,0.0002081165452653486
DS2,complex IG K7,303,,3-5-0-8-6-7,1,0.0001040582726326743
DS2,complex IG K7,303,,3-5-0-8-7-6,2,0.0002081165452653486
DS2,complex IG K7,303,,3-5-1-7-8-6,3,0.0003121748178980229
DS2,complex IG K7,303,,3-5-1-8-6-7,4,0.0004162330905306972
DS2,complex IG K7,303,,3-5-1-8-7-6,6,0.0006243496357960458
DS2,complex IG K7,303,,3-5-2-6-7-8,1,0.0001040582726326743
DS2,complex IG K7,303,,3-5-2-7-8-6,17,0.001768990634755463
DS2,complex IG K7,303,,3-5-2-8-6-7,7,0.0007284079084287201
DS2,complex IG K7,303,,3-5-2-8-7-6,26,0.002705515088449532
DS2,complex IG K7,303,,3-5-6-7-8-1,26,0.002705515088449532
DS2,complex IG K7,303,,3-5-6-7-8-2,377,0.03922996878251821
DS2,complex IG K7,303,,3-5-6-8-7-0,1,0.0001040582726326743
DS2,complex IG K7,303,,3-5-6-8-7-1,66,0.006867845993756503
DS2,complex IG K7,303,,3-5-6-8-7-2,1061,0.11040582726326743
DS2,complex IG K7,303,,3-5-7-6-8-0,1,0.0001040582726326743
DS2,complex IG K7,303,,3-5-7-6-8-1,21,0.00218522372528616
DS2,complex IG K7,303,,3-5-7-6-8-2,378,0.039334027055150884
DS2,complex IG K7,303,,3-5-7-8-6-0,1,0.0001040582726326743
DS2,complex IG K7,303,,3-5-7-8-6-1,107,0.01113423517169615
DS2,complex IG K7,303,,3-5-7-8-6-2,2349,0.24443288241415193
DS2,complex IG K7,303,,3-5-8-2-7-6,3,0.0003121748178980229
DS2,complex IG K7,303,,3-5-8-6-7-1,55,0.005723204994797087
DS2,complex IG K7,303,,3-5-8-6-7-2,1425,0.14828303850156088
DS2,complex IG K7,303,,3-5-8-7-2-6,4,0.0004162330905306972
DS2,complex IG K7,303,,3-5-8-7-6-0,5,0.0005202913631633715
DS2,complex IG K7,303,,3-5-8-7-6-1,173,0.018002081165452655
DS2,complex IG K7,303,,3-5-8-7-6-2,3488,0.3629552549427679
DS2,complex all9,303,,0-1-2-3-5-6-7-8,9610,1.0
DS2,complex all9 phase-destroyed,303,,0-1-2-3-5-6-7-8,9610,1.0
DS2,complex all9 temporal-shuffled,303,,0-1-2-3-5-6-7-8,9610,1.0
DS2,complex random K5 policy11,303,11,3-5-0-1,318,0.03309053069719042
DS2,complex random K5 policy11,303,11,3-5-0-2,313,0.03257023933402706
DS2,complex random K5 policy11,303,11,3-5-0-6,320,0.03329864724245578
DS2,complex random K5 policy11,303,11,3-5-0-7,342,0.035587929240374606
DS2,complex random K5 policy11,303,11,3-5-0-8,323,0.0336108220603538
DS2,complex random K5 policy11,303,11,3-5-1-0,317,0.03298647242455775
DS2,complex random K5 policy11,303,11,3-5-1-2,318,0.03309053069719042
DS2,complex random K5 policy11,303,11,3-5-1-6,308,0.03204994797086368
DS2,complex random K5 policy11,303,11,3-5-1-7,331,0.034443288241415196
DS2,complex random K5 policy11,303,11,3-5-1-8,319,0.0331945889698231
DS2,complex random K5 policy11,303,11,3-5-2-0,342,0.035587929240374606
DS2,complex random K5 policy11,303,11,3-5-2-1,327,0.03402705515088449
DS2,complex random K5 policy11,303,11,3-5-2-6,308,0.03204994797086368
DS2,complex random K5 policy11,303,11,3-5-2-7,348,0.03621227887617066
DS2,complex random K5 policy11,303,11,3-5-2-8,297,0.030905306971904266
DS2,complex random K5 policy11,303,11,3-5-6-0,296,0.030801248699271592
DS2,complex random K5 policy11,303,11,3-5-6-1,342,0.035587929240374606
DS2,complex random K5 policy11,303,11,3-5-6-2,345,0.03590010405827263
DS2,complex random K5 policy11,303,11,3-5-6-7,323,0.0336108220603538
DS2,complex random K5 policy11,303,11,3-5-6-8,331,0.034443288241415196
DS2,complex random K5 policy11,303,11,3-5-7-0,314,0.03267429760665973
DS2,complex random K5 policy11,303,11,3-5-7-1,294,0.030593132154006244
DS2,complex random K5 policy11,303,11,3-5-7-2,300,0.031217481789802288
DS2,complex random K5 policy11,303,11,3-5-7-6,314,0.03267429760665973
DS2,complex random K5 policy11,303,11,3-5-7-8,308,0.03204994797086368
DS2,complex random K5 policy11,303,11,3-5-8-0,294,0.030593132154006244
DS2,complex random K5 policy11,303,11,3-5-8-1,353,0.036732570239334024
DS2,complex random K5 policy11,303,11,3-5-8-2,317,0.03298647242455775
DS2,complex random K5 policy11,303,11,3-5-8-6,325,0.033818938605619145
DS2,complex random K5 policy11,303,11,3-5-8-7,323,0.0336108220603538
DS2,complex random K7 policy11,303,11,3-5-0-1-2-6,25,0.0026014568158168575
DS2,complex random K7 policy11,303,11,3-5-0-1-2-7,30,0.003121748178980229
DS2,complex random K7 policy11,303,11,3-5-0-1-2-8,27,0.002809573361082206
DS2,complex random K7 policy11,303,11,3-5-0-1-6-2,33,0.0034339229968782517
DS2,complex random K7 policy11,303,11,3-5-0-1-6-7,28,0.0029136316337148803
DS2,complex random K7 policy11,303,11,3-5-0-1-6-8,15,0.0015608740894901144
DS2,complex random K7 policy11,303,11,3-5-0-1-7-2,24,0.002497398543184183
DS2,complex random K7 policy11,303,11,3-5-0-1-7-6,29,0.0030176899063475548
DS2,complex random K7 policy11,303,11,3-5-0-1-7-8,24,0.002497398543184183
DS2,complex random K7 policy11,303,11,3-5-0-1-8-2,19,0.0019771071800208117
DS2,complex random K7 policy11,303,11,3-5-0-1-8-6,29,0.0030176899063475548
DS2,complex random K7 policy11,303,11,3-5-0-1-8-7,20,0.002081165452653486
DS2,complex random K7 policy11,303,11,3-5-0-2-1-6,33,0.0034339229968782517
DS2,complex random K7 policy11,303,11,3-5-0-2-1-7,27,0.002809573361082206
DS2,complex random K7 policy11,303,11,3-5-0-2-1-8,28,0.0029136316337148803
DS2,complex random K7 policy11,303,11,3-5-0-2-6-1,27,0.002809573361082206
DS2,complex random K7 policy11,303,11,3-5-0-2-6-7,27,0.002809573361082206
DS2,complex random K7 policy11,303,11,3-5-0-2-6-8,21,0.00218522372528616
DS2,complex random K7 policy11,303,11,3-5-0-2-7-1,22,0.0022892819979188346
DS2,complex random K7 policy11,303,11,3-5-0-2-7-6,19,0.0019771071800208117
DS2,complex random K7 policy11,303,11,3-5-0-2-7-8,24,0.002497398543184183
DS2,complex random K7 policy11,303,11,3-5-0-2-8-1,25,0.0026014568158168575
DS2,complex random K7 policy11,303,11,3-5-0-2-8-6,32,0.0033298647242455777
DS2,complex random K7 policy11,303,11,3-5-0-2-8-7,22,0.0022892819979188346
DS2,complex random K7 policy11,303,11,3-5-0-6-1-2,30,0.003121748178980229
DS2,complex random K7 policy11,303,11,3-5-0-6-1-7,22,0.0022892819979188346
DS2,complex random K7 policy11,303,11,3-5-0-6-1-8,21,0.00218522372528616
DS2,complex random K7 policy11,303,11,3-5-0-6-2-1,30,0.003121748178980229
DS2,complex random K7 policy11,303,11,3-5-0-6-2-7,26,0.002705515088449532
DS2,complex random K7 policy11,303,11,3-5-0-6-2-8,33,0.0034339229968782517
DS2,complex random K7 policy11,303,11,3-5-0-6-7-1,32,0.0033298647242455777
DS2,complex random K7 policy11,303,11,3-5-0-6-7-2,28,0.0029136316337148803
DS2,complex random K7 policy11,303,11,3-5-0-6-7-8,39,0.004058272632674297
DS2,complex random K7 policy11,303,11,3-5-0-6-8-1,30,0.003121748178980229
DS2,complex random K7 policy11,303,11,3-5-0-6-8-2,35,0.0036420395421436005
DS2,complex random K7 policy11,303,11,3-5-0-6-8-7,28,0.0029136316337148803
DS2,complex random K7 policy11,303,11,3-5-0-7-1-2,35,0.0036420395421436005
DS2,complex random K7 policy11,303,11,3-5-0-7-1-6,26,0.002705515088449532
DS2,complex random K7 policy11,303,11,3-5-0-7-1-8,31,0.0032258064516129032
DS2,complex random K7 policy11,303,11,3-5-0-7-2-1,28,0.0029136316337148803
DS2,complex random K7 policy11,303,11,3-5-0-7-2-6,23,0.002393340270551509
DS2,complex random K7 policy11,303,11,3-5-0-7-2-8,35,0.0036420395421436005
DS2,complex random K7 policy11,303,11,3-5-0-7-6-1,27,0.002809573361082206
DS2,complex random K7 policy11,303,11,3-5-0-7-6-2,22,0.0022892819979188346
DS2,complex random K7 policy11,303,11,3-5-0-7-6-8,26,0.002705515088449532
DS2,complex random K7 policy11,303,11,3-5-0-7-8-1,27,0.002809573361082206
DS2,complex random K7 policy11,303,11,3-5-0-7-8-2,22,0.0022892819979188346
DS2,complex random K7 policy11,303,11,3-5-0-7-8-6,32,0.0033298647242455777
DS2,complex random K7 policy11,303,11,3-5-0-8-1-2,30,0.003121748178980229
DS2,complex random K7 policy11,303,11,3-5-0-8-1-6,32,0.0033298647242455777
DS2,complex random K7 policy11,303,11,3-5-0-8-1-7,25,0.0026014568158168575
DS2,complex random K7 policy11,303,11,3-5-0-8-2-1,24,0.002497398543184183
DS2,complex random K7 policy11,303,11,3-5-0-8-2-6,28,0.0029136316337148803
DS2,complex random K7 policy11,303,11,3-5-0-8-2-7,33,0.0034339229968782517
DS2,complex random K7 policy11,303,11,3-5-0-8-6-1,24,0.002497398543184183
DS2,complex random K7 policy11,303,11,3-5-0-8-6-2,20,0.002081165452653486
DS2,complex random K7 policy11,303,11,3-5-0-8-6-7,26,0.002705515088449532
DS2,complex random K7 policy11,303,11,3-5-0-8-7-1,27,0.002809573361082206
DS2,complex random K7 policy11,303,11,3-5-0-8-7-2,28,0.0029136316337148803
DS2,complex random K7 policy11,303,11,3-5-0-8-7-6,32,0.0033298647242455777
DS2,complex random K7 policy11,303,11,3-5-1-0-2-6,33,0.0034339229968782517
DS2,complex random K7 policy11,303,11,3-5-1-0-2-7,27,0.002809573361082206
DS2,complex random K7 policy11,303,11,3-5-1-0-2-8,28,0.0029136316337148803
DS2,complex random K7 policy11,303,11,3-5-1-0-6-2,30,0.003121748178980229
DS2,complex random K7 policy11,303,11,3-5-1-0-6-7,25,0.0026014568158168575
DS2,complex random K7 policy11,303,11,3-5-1-0-6-8,30,0.003121748178980229
DS2,complex random K7 policy11,303,11,3-5-1-0-7-2,24,0.002497398543184183
DS2,complex random K7 policy11,303,11,3-5-1-0-7-6,22,0.0022892819979188346
DS2,complex random K7 policy11,303,11,3-5-1-0-7-8,21,0.00218522372528616
DS2,complex random K7 policy11,303,11,3-5-1-0-8-2,25,0.0026014568158168575
DS2,complex random K7 policy11,303,11,3-5-1-0-8-6,22,0.0022892819979188346
DS2,complex random K7 policy11,303,11,3-5-1-0-8-7,28,0.0029136316337148803
DS2,complex random K7 policy11,303,11,3-5-1-2-0-6,34,0.003537981269510926
DS2,complex random K7 policy11,303,11,3-5-1-2-0-7,24,0.002497398543184183
DS2,complex random K7 policy11,303,11,3-5-1-2-0-8,28,0.0029136316337148803
DS2,complex random K7 policy11,303,11,3-5-1-2-6-0,23,0.002393340270551509
DS2,complex random K7 policy11,303,11,3-5-1-2-6-7,43,0.004474505723204995
DS2,complex random K7 policy11,303,11,3-5-1-2-6-8,29,0.0030176899063475548
DS2,complex random K7 policy11,303,11,3-5-1-2-7-0,31,0.0032258064516129032
DS2,complex random K7 policy11,303,11,3-5-1-2-7-6,37,0.003850156087408949
DS2,complex random K7 policy11,303,11,3-5-1-2-7-8,29,0.0030176899063475548
DS2,complex random K7 policy11,303,11,3-5-1-2-8-0,22,0.0022892819979188346
DS2,complex random K7 policy11,303,11,3-5-1-2-8-6,33,0.0034339229968782517
DS2,complex random K7 policy11,303,11,3-5-1-2-8-7,25,0.0026014568158168575
