scenario,model,model_seed,policy_seed,ordered_path,count,fraction
cleanStatic,complex random K5 policy37,303,37,3-5-7-1,304,0.034373586612392586
cleanStatic,complex random K5 policy37,303,37,3-5-7-2,294,0.03324287652645862
cleanStatic,complex random K5 policy37,303,37,3-5-7-6,325,0.03674807779285391
cleanStatic,complex random K5 policy37,303,37,3-5-7-8,266,0.030076888285843508
cleanStatic,complex random K5 policy37,303,37,3-5-8-0,272,0.03075531433740389
cleanStatic,complex random K5 policy37,303,37,3-5-8-1,275,0.03109452736318408
cleanStatic,complex random K5 policy37,303,37,3-5-8-2,287,0.03245137946630484
cleanStatic,complex random K5 policy37,303,37,3-5-8-6,280,0.031659882406151064
cleanStatic,complex random K5 policy37,303,37,3-5-8-7,302,0.034147444595205786
cleanStatic,complex random K7 policy37,303,37,3-5-0-1-2-6,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-0-1-2-7,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-0-1-2-8,30,0.0033921302578018998
cleanStatic,complex random K7 policy37,303,37,3-5-0-1-6-2,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-0-1-6-7,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-0-1-6-8,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-0-1-7-2,10,0.0011307100859339666
cleanStatic,complex random K7 policy37,303,37,3-5-0-1-7-6,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-0-1-7-8,30,0.0033921302578018998
cleanStatic,complex random K7 policy37,303,37,3-5-0-1-8-2,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-0-1-8-6,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-0-1-8-7,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-0-2-1-6,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-0-2-1-7,35,0.003957485300768883
cleanStatic,complex random K7 policy37,303,37,3-5-0-2-1-8,33,0.0037313432835820895
cleanStatic,complex random K7 policy37,303,37,3-5-0-2-6-1,30,0.0033921302578018998
cleanStatic,complex random K7 policy37,303,37,3-5-0-2-6-7,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-0-2-6-8,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-0-2-7-1,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-0-2-7-6,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-0-2-7-8,17,0.001922207146087743
cleanStatic,complex random K7 policy37,303,37,3-5-0-2-8-1,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-0-2-8-6,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-0-2-8-7,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-0-6-1-2,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-0-6-1-7,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-0-6-1-8,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-0-6-2-1,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-0-6-2-7,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-0-6-2-8,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-0-6-7-1,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-0-6-7-2,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-0-6-7-8,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-0-6-8-1,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-0-6-8-2,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-0-6-8-7,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-0-7-1-2,31,0.0035052012663952963
cleanStatic,complex random K7 policy37,303,37,3-5-0-7-1-6,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-0-7-1-8,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-0-7-2-1,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-0-7-2-6,32,0.003618272274988693
cleanStatic,complex random K7 policy37,303,37,3-5-0-7-2-8,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-0-7-6-1,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-0-7-6-2,18,0.0020352781546811396
cleanStatic,complex random K7 policy37,303,37,3-5-0-7-6-8,33,0.0037313432835820895
cleanStatic,complex random K7 policy37,303,37,3-5-0-7-8-1,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-0-7-8-2,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-0-7-8-6,16,0.0018091361374943465
cleanStatic,complex random K7 policy37,303,37,3-5-0-8-1-2,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-0-8-1-6,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-0-8-1-7,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-0-8-2-1,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-0-8-2-6,35,0.003957485300768883
cleanStatic,complex random K7 policy37,303,37,3-5-0-8-2-7,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-0-8-6-1,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-0-8-6-2,36,0.004070556309362279
cleanStatic,complex random K7 policy37,303,37,3-5-0-8-6-7,31,0.0035052012663952963
cleanStatic,complex random K7 policy37,303,37,3-5-0-8-7-1,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-0-8-7-2,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-0-8-7-6,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-1-0-2-6,17,0.001922207146087743
cleanStatic,complex random K7 policy37,303,37,3-5-1-0-2-7,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-1-0-2-8,17,0.001922207146087743
cleanStatic,complex random K7 policy37,303,37,3-5-1-0-6-2,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-1-0-6-7,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-1-0-6-8,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-1-0-7-2,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-1-0-7-6,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-1-0-7-8,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-1-0-8-2,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-1-0-8-6,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-1-0-8-7,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-1-2-0-6,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-1-2-0-7,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-1-2-0-8,18,0.0020352781546811396
cleanStatic,complex random K7 policy37,303,37,3-5-1-2-6-0,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-1-2-6-7,17,0.001922207146087743
cleanStatic,complex random K7 policy37,303,37,3-5-1-2-6-8,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-1-2-7-0,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-1-2-7-6,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-1-2-7-8,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-1-2-8-0,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-1-2-8-6,32,0.003618272274988693
cleanStatic,complex random K7 policy37,303,37,3-5-1-2-8-7,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-1-6-0-2,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-1-6-0-7,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-1-6-0-8,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-1-6-2-0,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-1-6-2-7,18,0.0020352781546811396
cleanStatic,complex random K7 policy37,303,37,3-5-1-6-2-8,32,0.003618272274988693
cleanStatic,complex random K7 policy37,303,37,3-5-1-6-7-0,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-1-6-7-2,32,0.003618272274988693
cleanStatic,complex random K7 policy37,303,37,3-5-1-6-7-8,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-1-6-8-0,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-1-6-8-2,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-1-6-8-7,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-1-7-0-2,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-1-7-0-6,32,0.003618272274988693
cleanStatic,complex random K7 policy37,303,37,3-5-1-7-0-8,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-1-7-2-0,18,0.0020352781546811396
cleanStatic,complex random K7 policy37,303,37,3-5-1-7-2-6,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-1-7-2-8,33,0.0037313432835820895
cleanStatic,complex random K7 policy37,303,37,3-5-1-7-6-0,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-1-7-6-2,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-1-7-6-8,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-1-7-8-0,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-1-7-8-2,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-1-7-8-6,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-1-8-0-2,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-1-8-0-6,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-1-8-0-7,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-1-8-2-0,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-1-8-2-6,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-1-8-2-7,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-1-8-6-0,15,0.0016960651289009499
cleanStatic,complex random K7 policy37,303,37,3-5-1-8-6-2,35,0.003957485300768883
cleanStatic,complex random K7 policy37,303,37,3-5-1-8-6-7,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-1-8-7-0,33,0.0037313432835820895
cleanStatic,complex random K7 policy37,303,37,3-5-1-8-7-2,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-1-8-7-6,32,0.003618272274988693
cleanStatic,complex random K7 policy37,303,37,3-5-2-0-1-6,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-2-0-1-7,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-2-0-1-8,32,0.003618272274988693
cleanStatic,complex random K7 policy37,303,37,3-5-2-0-6-1,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-2-0-6-7,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-2-0-6-8,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-2-0-7-1,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-2-0-7-6,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-2-0-7-8,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-2-0-8-1,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-2-0-8-6,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-2-0-8-7,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-2-1-0-6,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-2-1-0-7,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-2-1-0-8,18,0.0020352781546811396
cleanStatic,complex random K7 policy37,303,37,3-5-2-1-6-0,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-2-1-6-7,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-2-1-6-8,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-2-1-7-0,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-2-1-7-6,33,0.0037313432835820895
cleanStatic,complex random K7 policy37,303,37,3-5-2-1-7-8,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-2-1-8-0,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-2-1-8-6,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-2-1-8-7,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-2-6-0-1,16,0.0018091361374943465
cleanStatic,complex random K7 policy37,303,37,3-5-2-6-0-7,36,0.004070556309362279
cleanStatic,complex random K7 policy37,303,37,3-5-2-6-0-8,32,0.003618272274988693
cleanStatic,complex random K7 policy37,303,37,3-5-2-6-1-0,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-2-6-1-7,18,0.0020352781546811396
cleanStatic,complex random K7 policy37,303,37,3-5-2-6-1-8,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-2-6-7-0,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-2-6-7-1,32,0.003618272274988693
cleanStatic,complex random K7 policy37,303,37,3-5-2-6-7-8,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-2-6-8-0,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-2-6-8-1,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-2-6-8-7,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-2-7-0-1,30,0.0033921302578018998
cleanStatic,complex random K7 policy37,303,37,3-5-2-7-0-6,30,0.0033921302578018998
cleanStatic,complex random K7 policy37,303,37,3-5-2-7-0-8,32,0.003618272274988693
cleanStatic,complex random K7 policy37,303,37,3-5-2-7-1-0,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-2-7-1-6,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-2-7-1-8,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-2-7-6-0,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-2-7-6-1,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-2-7-6-8,30,0.0033921302578018998
cleanStatic,complex random K7 policy37,303,37,3-5-2-7-8-0,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-2-7-8-1,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-2-7-8-6,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-2-8-0-1,12,0.0013568521031207597
cleanStatic,complex random K7 policy37,303,37,3-5-2-8-0-6,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-2-8-0-7,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-2-8-1-0,33,0.0037313432835820895
cleanStatic,complex random K7 policy37,303,37,3-5-2-8-1-6,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-2-8-1-7,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-2-8-6-0,17,0.001922207146087743
cleanStatic,complex random K7 policy37,303,37,3-5-2-8-6-1,31,0.0035052012663952963
cleanStatic,complex random K7 policy37,303,37,3-5-2-8-6-7,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-2-8-7-0,15,0.0016960651289009499
cleanStatic,complex random K7 policy37,303,37,3-5-2-8-7-1,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-2-8-7-6,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-6-0-1-2,32,0.003618272274988693
cleanStatic,complex random K7 policy37,303,37,3-5-6-0-1-7,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-6-0-1-8,17,0.001922207146087743
cleanStatic,complex random K7 policy37,303,37,3-5-6-0-2-1,33,0.0037313432835820895
cleanStatic,complex random K7 policy37,303,37,3-5-6-0-2-7,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-6-0-2-8,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-6-0-7-1,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-6-0-7-2,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-6-0-7-8,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-6-0-8-1,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-6-0-8-2,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-6-0-8-7,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-6-1-0-2,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-6-1-0-7,30,0.0033921302578018998
cleanStatic,complex random K7 policy37,303,37,3-5-6-1-0-8,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-6-1-2-0,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-6-1-2-7,14,0.001582994120307553
cleanStatic,complex random K7 policy37,303,37,3-5-6-1-2-8,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-6-1-7-0,17,0.001922207146087743
cleanStatic,complex random K7 policy37,303,37,3-5-6-1-7-2,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-6-1-7-8,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-6-1-8-0,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-6-1-8-2,17,0.001922207146087743
cleanStatic,complex random K7 policy37,303,37,3-5-6-1-8-7,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-6-2-0-1,16,0.0018091361374943465
cleanStatic,complex random K7 policy37,303,37,3-5-6-2-0-7,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-6-2-0-8,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-6-2-1-0,30,0.0033921302578018998
cleanStatic,complex random K7 policy37,303,37,3-5-6-2-1-7,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-6-2-1-8,31,0.0035052012663952963
cleanStatic,complex random K7 policy37,303,37,3-5-6-2-7-0,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-6-2-7-1,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-6-2-7-8,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-6-2-8-0,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-6-2-8-1,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-6-2-8-7,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-6-7-0-1,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-6-7-0-2,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-6-7-0-8,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-6-7-1-0,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-6-7-1-2,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-6-7-1-8,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-6-7-2-0,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-6-7-2-1,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-6-7-2-8,14,0.001582994120307553
cleanStatic,complex random K7 policy37,303,37,3-5-6-7-8-0,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-6-7-8-1,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-6-7-8-2,18,0.0020352781546811396
cleanStatic,complex random K7 policy37,303,37,3-5-6-8-0-1,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-6-8-0-2,38,0.004296698326549073
cleanStatic,complex random K7 policy37,303,37,3-5-6-8-0-7,31,0.0035052012663952963
cleanStatic,complex random K7 policy37,303,37,3-5-6-8-1-0,18,0.0020352781546811396
cleanStatic,complex random K7 policy37,303,37,3-5-6-8-1-2,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-6-8-1-7,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-6-8-2-0,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-6-8-2-1,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-6-8-2-7,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-6-8-7-0,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-6-8-7-1,30,0.0033921302578018998
cleanStatic,complex random K7 policy37,303,37,3-5-6-8-7-2,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-7-0-1-2,21,0.0023744911804613297
cleanStatic,complex random K7 policy37,303,37,3-5-7-0-1-6,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-7-0-1-8,11,0.0012437810945273632
cleanStatic,complex random K7 policy37,303,37,3-5-7-0-2-1,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-7-0-2-6,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-7-0-2-8,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-7-0-6-1,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-7-0-6-2,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-7-0-6-8,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-7-0-8-1,17,0.001922207146087743
cleanStatic,complex random K7 policy37,303,37,3-5-7-0-8-2,13,0.0014699231117141565
cleanStatic,complex random K7 policy37,303,37,3-5-7-0-8-6,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-7-1-0-2,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-7-1-0-6,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-7-1-0-8,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-7-1-2-0,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-7-1-2-6,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-7-1-2-8,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-7-1-6-0,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-7-1-6-2,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-7-1-6-8,33,0.0037313432835820895
cleanStatic,complex random K7 policy37,303,37,3-5-7-1-8-0,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-7-1-8-2,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-7-1-8-6,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-7-2-0-1,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-7-2-0-6,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-7-2-0-8,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-7-2-1-0,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-7-2-1-6,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-7-2-1-8,36,0.004070556309362279
cleanStatic,complex random K7 policy37,303,37,3-5-7-2-6-0,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-7-2-6-1,26,0.002939846223428313
cleanStatic,complex random K7 policy37,303,37,3-5-7-2-6-8,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-7-2-8-0,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-7-2-8-1,16,0.0018091361374943465
cleanStatic,complex random K7 policy37,303,37,3-5-7-2-8-6,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-7-6-0-1,30,0.0033921302578018998
cleanStatic,complex random K7 policy37,303,37,3-5-7-6-0-2,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-7-6-0-8,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-7-6-1-0,28,0.003165988240615106
cleanStatic,complex random K7 policy37,303,37,3-5-7-6-1-2,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-7-6-1-8,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-7-6-2-0,24,0.0027137042062415195
cleanStatic,complex random K7 policy37,303,37,3-5-7-6-2-1,15,0.0016960651289009499
cleanStatic,complex random K7 policy37,303,37,3-5-7-6-2-8,13,0.0014699231117141565
cleanStatic,complex random K7 policy37,303,37,3-5-7-6-8-0,19,0.0021483491632745366
cleanStatic,complex random K7 policy37,303,37,3-5-7-6-8-1,30,0.0033921302578018998
cleanStatic,complex random K7 policy37,303,37,3-5-7-6-8-2,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-7-8-0-1,39,0.004409769335142469
cleanStatic,complex random K7 policy37,303,37,3-5-7-8-0-2,15,0.0016960651289009499
cleanStatic,complex random K7 policy37,303,37,3-5-7-8-0-6,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-7-8-1-0,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-7-8-1-2,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-7-8-1-6,23,0.002600633197648123
cleanStatic,complex random K7 policy37,303,37,3-5-7-8-2-0,31,0.0035052012663952963
cleanStatic,complex random K7 policy37,303,37,3-5-7-8-2-1,27,0.0030529172320217096
cleanStatic,complex random K7 policy37,303,37,3-5-7-8-2-6,31,0.0035052012663952963
cleanStatic,complex random K7 policy37,303,37,3-5-7-8-6-0,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-7-8-6-1,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-7-8-6-2,29,0.0032790592492085028
cleanStatic,complex random K7 policy37,303,37,3-5-8-0-1-2,20,0.002261420171867933
cleanStatic,complex random K7 policy37,303,37,3-5-8-0-1-6,25,0.0028267752148349165
cleanStatic,complex random K7 policy37,303,37,3-5-8-0-1-7,22,0.0024875621890547263
cleanStatic,complex random K7 policy37,303,37,3-5-8-0-2-1,26,0.002939846223428313
