window_mid_s,score_mean,score_max,prn_count,score_roll5_median,score_roll5_mean
75.0,1.246345560185645,2.4895605793627884,10,2.67949515338754,2.388025833379198
75.5,1.0777693816699139,1.9957344315570495,10,2.5970938422008563,2.062312503111977
76.0,1.0583192157135781,1.3939400864756724,10,1.246345560185645,1.7545575778145213
76.5,1.0373706234766575,2.179583046306124,10,1.0777693816699139,1.4261326718323448
77.0,0.8956507544744353,1.5598761030843158,10,1.0583192157135781,1.0630911071040459
77.5,1.1290577261737793,2.296644941341133,10,1.0583192157135781,1.0396335403016728
78.0,1.1718374935640783,2.4977662222555566,10,1.0583192157135781,1.0584471626805056
78.5,1.0444400211810576,1.726525844961036,10,1.0444400211810576,1.0556713237740016
79.0,1.082710352301338,1.7286681439981428,10,1.082710352301338,1.0647392695389377
79.5,1.0980096080923356,1.8231628513850542,10,1.0980096080923356,1.105211040262518
80.0,1.0214031735443325,1.8196998361423204,10,1.082710352301338,1.0836801297366283
80.5,1.1991113970459317,2.5119358083506516,10,1.082710352301338,1.0891349104329993
81.0,1.354033570651709,3.167296753585873,10,1.0980096080923356,1.1510536203271293
81.5,1.1526814902017133,2.005333395939444,10,1.1526814902017133,1.1650478479072046
82.0,1.03194930934307,2.0523996780551856,10,1.1526814902017133,1.1518357881573513
82.5,1.1509757846664326,1.9196350106352398,10,1.1526814902017133,1.1777503103817712
83.0,1.0654442612402055,1.7982075473623484,10,1.1509757846664326,1.1510168832206262
83.5,0.9340507424424682,1.4318609213351254,10,1.0654442612402055,1.067020317578778
84.0,1.0710962356978868,1.7100613910459168,10,1.0654442612402055,1.0507032666780127
84.5,1.125149384776077,2.7329627549625055,10,1.0710962356978868,1.069343281764614
85.0,1.250715555917689,2.6271623585397896,10,1.0710962356978868,1.0892912360148652
85.5,1.0084804115969888,2.268751655099739,10,1.0710962356978868,1.0778984660862219
86.0,0.9714280112376095,1.59886446107704,10,1.0710962356978868,1.0853739198452501
86.5,0.9383138719605769,1.572599632747399,10,1.0084804115969888,1.0588174470977882
87.0,1.1506427236032812,2.2666871537955635,10,1.0084804115969888,1.063916114863229
87.5,1.2092527148136578,2.377819831050097,10,1.0084804115969888,1.0556235466424229
88.0,0.9441244237844428,1.4905193384257485,10,0.9714280112376095,1.0427523490799135
88.5,0.9716932147039978,2.208007375794541,10,0.9716932147039978,1.0428053897731913
89.0,0.9939008995958938,2.141438978801523,10,0.9939008995958938,1.0539227953002546
89.5,1.021169159409256,2.1909391555529387,10,0.9939008995958938,1.0280280824614496
90.0,1.0852522495111538,2.1845052844929107,10,0.9939008995958938,1.0032279894009488
90.5,1.1069438506412341,2.5306459103967343,10,1.021169159409256,1.0357918747723072
91.0,1.115165178050296,2.5430111216853795,10,1.0852522495111538,1.0644862674415667
91.5,0.9311855947164227,1.756658479684116,10,1.0852522495111538,1.0519432064656726
92.0,0.9029136078019556,1.8968655171957025,10,1.0852522495111538,1.0282920961442126
92.5,1.1299414656143267,2.7042196934672313,10,1.1069438506412341,1.0372299393648468
93.0,1.0524854405945727,2.02948849051453,10,1.0524854405945727,1.0263382573555149
93.5,1.054134409010397,1.9784884911414033,10,1.0524854405945727,1.014132103547535
94.0,0.9942775984143581,2.2644279136533294,10,1.0524854405945727,1.026750504287122
94.5,1.1192299998512916,1.9967688438563602,10,1.054134409010397,1.0700137826969893
95.0,1.2021608994682769,2.9991157069338303,10,1.054134409010397,1.0844576694677794
95.5,1.256521161787334,2.7803670458031373,10,1.1192299998512916,1.1252648137063315
96.0,1.3147763306675844,2.7426083840860738,10,1.2021608994682769,1.1773931980377692
96.5,1.0481984778265936,2.5389756769813796,10,1.2021608994682769,1.1881773739202162
97.0,1.2016855047717523,3.762722350753468,10,1.2021608994682769,1.2046684749043082
97.5,1.2315030894103516,3.352513662499228,10,1.2315030894103516,1.210536912892723
98.0,1.0517544325114587,1.776061930556069,10,1.2016855047717523,1.169583567037548
98.5,1.2895798373891025,3.7024543666773413,10,1.2016855047717523,1.1645442683818517
99.0,1.1805892518601975,3.4380306841656454,10,1.2016855047717523,1.1910224231885724
99.5,1.255697225163819,2.9939320416136543,10,1.2315030894103516,1.2018247672669857
100.0,1.0290813813808088,1.940354465193985,10,1.1805892518601975,1.1613404256610773
100.5,1.0459468042601847,2.0904181154793413,10,1.1805892518601975,1.1601789000108225
101.0,1.2353283432160183,2.292967642624867,10,1.1805892518601975,1.1493286011762056
101.5,1.209281224965229,2.947109548918472,10,1.209281224965229,1.155066995797212
102.0,1.291669829103324,4.166510640602135,10,1.209281224965229,1.162261516585113
102.5,1.4080025474265234,3.1245382982386682,10,1.2353283432160183,1.2380457497942559
103.0,1.2937647246084452,3.2431054627379585,10,1.291669829103324,1.287609333863908
103.5,1.0647502996030649,1.6403686689312889,10,1.291669829103324,1.2534937251413172
104.0,1.1907935910307645,2.093326194654302,10,1.291669829103324,1.2497961983544243
104.5,1.3039948976385882,3.3034170732784944,10,1.2937647246084452,1.2522612120614773
105.0,1.049446617198973,2.0100123671412926,10,1.1907935910307645,1.1805500260159671
105.5,1.0265725100996705,1.623273167296013,10,1.0647502996030649,1.1271115831142122
106.0,1.1623094232137359,1.9526856340458125,10,1.1623094232137359,1.1466234078363464
106.5,1.2005293583266963,2.506018255819046,10,1.1623094232137359,1.1485705612955328
107.0,1.0700836905027908,1.5145468345922983,10,1.0700836905027908,1.1017883198683731
107.5,1.0461637487208848,1.6797712044812863,10,1.0700836905027908,1.1011317461727557
108.0,0.9728307325535221,1.6666777367146997,10,1.0700836905027908,1.090383390663526
108.5,0.9671551717596397,1.8219843966362823,10,1.0461637487208848,1.0513525403727066
109.0,1.1650191139433514,2.302954936702573,10,1.0461637487208848,1.0442504914960378
109.5,1.171189774944792,2.6834426204333552,10,1.0461637487208848,1.064471708384438
110.0,1.0568949233617055,2.1011946065589666,10,1.0568949233617055,1.0666179433126022
110.5,1.3562343394429817,2.5168533235865844,10,1.1650191139433514,1.143298664690494
111.0,1.1915154189866646,2.0791826952615606,10,1.171189774944792,1.188170714135899
111.5,1.1335098772085153,1.5598567256994265,10,1.171189774944792,1.1818688667889319
112.0,1.217329702980475,2.0552062900639196,10,1.1915154189866646,1.1910968523960683
112.5,1.3508840662602632,2.32930935946,10,1.217329702980475,1.24989468097578
113.0,1.3306883723969398,2.337063985798564,10,1.217329702980475,1.2447854875665716
113.5,1.2189062447658845,2.0489912538214785,10,1.2189062447658845,1.2502636527224156
114.0,1.8443292949761343,2.8007589634297436,10,1.3306883723969398,1.3924275362759393
114.5,2.530204818006543,4.207394573050408,10,1.3508840662602632,1.655002559281153
115.0,2.613428939785353,4.551069473643792,10,1.8443292949761343,1.907511533986171
115.5,2.6889418651835646,4.691164588976472,10,2.530204818006543,2.179162232543496
116.0,2.650406608426615,5.034550623937837,10,2.613428939785353,2.465462305275642
116.5,2.6288530907387195,5.0752322968089905,10,2.6288530907387195,2.622367064428159
117.0,2.6500766856784277,4.8075499781280975,10,2.6500766856784277,2.646341437962536
117.5,2.691950369828786,4.587042452808972,10,2.650406608426615,2.6620457239712225
118.0,2.5689264655918427,4.413965752660266,10,2.6500766856784277,2.638042644052878
118.5,2.409775141135519,4.8603386546143446,10,2.6288530907387195,2.5899163505946587
119.0,2.463568689821518,5.192031743575168,10,2.5689264655918427,2.5568594704112186
