dataset,window_ms,feature,seed,roc_auc,low_fpr_standardized_pauc_0_05,pr_auc,eer,balanced_accuracy,threshold,positive_pairs,negative_pairs
OAKBAT.cleanStatic,500,B7_CHORD,2026081902,0.805969387755102,0.5138670852956567,0.7432233080944369,0.28928571428571426,0.7678571428571428,-38.90392282708048,140,140
OAKBAT.cleanStatic,500,B7_CHORD,2026081903,0.8013265306122449,0.500261643118786,0.7103220728916912,0.2785714285714286,0.7714285714285714,-38.90392282708048,140,140
OAKBAT.cleanStatic,500,B7_CHORD,2026081904,0.7688775510204082,0.4981684981684982,0.6644744285856938,0.2928571428571428,0.7535714285714286,-38.90392282708048,140,140
OAKBAT.cleanStatic,500,B7_CHORD,2026081905,0.8019387755102041,0.49921507064364207,0.7183458764213804,0.28928571428571426,0.775,-38.90392282708048,140,140
OAKBAT.cleanStatic,500,B7_CHORD,2026081906,0.7819387755102041,0.5028780743066458,0.7039803584418443,0.2928571428571428,0.7357142857142858,-38.90392282708048,140,140
OAKBAT.cleanStatic,500,B7_CHORD,2026081907,0.7843367346938774,0.5049712192569336,0.7023783282488612,0.3035714285714286,0.7678571428571428,-38.90392282708048,140,140
OAKBAT.cleanStatic,500,B7_CHORD,2026081908,0.7984183673469388,0.49973835688121404,0.7112052536068757,0.2857142857142857,0.7642857142857142,-38.90392282708048,140,140
OAKBAT.cleanStatic,500,B7_CHORD,2026081909,0.7748979591836734,0.5007849293563579,0.6958776225059637,0.28928571428571426,0.7107142857142857,-38.90392282708048,140,140
OAKBAT.cleanStatic,500,B7_CHORD,2026081910,0.7755102040816326,0.5028780743066458,0.6886690604291853,0.2928571428571428,0.75,-38.90392282708048,140,140
OAKBAT.cleanStatic,500,Full_C4,2026081901,0.561530612244898,0.49188906331763477,0.533666158127169,0.4392857142857143,0.55,-496.91946828261905,140,140
OAKBAT.cleanStatic,500,Full_C4,2026081902,0.5251020408163266,0.49607535321821034,0.5108244024890332,0.46785714285714286,0.5035714285714286,-496.91946828261905,140,140
OAKBAT.cleanStatic,500,Full_C4,2026081903,0.5240306122448979,0.49398220826792255,0.5044023459301702,0.4535714285714286,0.5107142857142857,-496.91946828261905,140,140
OAKBAT.cleanStatic,500,Full_C4,2026081904,0.5375510204081633,0.49973835688121404,0.5260796318603643,0.4464285714285714,0.5321428571428571,-496.91946828261905,140,140
OAKBAT.cleanStatic,500,Full_C4,2026081905,0.5318367346938776,0.5018315018315018,0.5218833607609793,0.4571428571428572,0.5035714285714286,-496.91946828261905,140,140
OAKBAT.cleanStatic,500,Full_C4,2026081906,0.5137244897959183,0.5081109366823653,0.5162655382181862,0.4892857142857143,0.4928571428571429,-496.91946828261905,140,140
OAKBAT.cleanStatic,500,Full_C4,2026081907,0.536734693877551,0.5013082155939299,0.5254910804641018,0.4464285714285714,0.5142857142857142,-496.91946828261905,140,140
OAKBAT.cleanStatic,500,Full_C4,2026081908,0.5375,0.5013082155939299,0.5235469894566409,0.4392857142857143,0.5142857142857142,-496.91946828261905,140,140
OAKBAT.cleanStatic,500,Full_C4,2026081909,0.5456632653061224,0.5154369440083726,0.5562321667113445,0.4571428571428572,0.5321428571428571,-496.91946828261905,140,140
OAKBAT.cleanStatic,500,Full_C4,2026081910,0.5632142857142858,0.49293563579277866,0.5341953599254805,0.44285714285714284,0.5285714285714286,-496.91946828261905,140,140
OAKBAT.cleanStatic,500,PN_SCAT,2026081901,0.6114285714285714,0.54421768707483,0.6471681380007719,0.44285714285714284,0.6035714285714286,-15.043994503367001,140,140
OAKBAT.cleanStatic,500,PN_SCAT,2026081902,0.6438265306122449,0.56567242281528,0.6851014649517915,0.4285714285714286,0.6321428571428571,-15.043994503367001,140,140
OAKBAT.cleanStatic,500,PN_SCAT,2026081903,0.6236734693877551,0.543171114599686,0.6500121824202356,0.4464285714285714,0.6,-15.043994503367001,140,140
OAKBAT.cleanStatic,500,PN_SCAT,2026081904,0.6291836734693879,0.5620094191522763,0.6750033739111894,0.4285714285714286,0.6178571428571429,-15.043994503367001,140,140
