case_id,dataset,ablation,score
OAKBAT.cleanStatic.r1.29,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.2807749752054347
OAKBAT.cleanStatic.r1.29,OAKBAT.cleanStatic,E3_20ms_complex_minor,1.6635973917720637
OAKBAT.cleanStatic.r1.29,OAKBAT.cleanStatic,E4_100ms_complex_minor,1.3944456666865128
OAKBAT.cleanStatic.r1.29,OAKBAT.cleanStatic,E5_500ms_complex_minor,0.826182886171801
OAKBAT.cleanStatic.r1.29,OAKBAT.cleanStatic,E6_magnitude_minor,0.19701114362621563
OAKBAT.cleanStatic.r1.29,OAKBAT.cleanStatic,E7_single_prn_node,3.9760837984141997
OAKBAT.cleanStatic.r1.29,OAKBAT.cleanStatic,Full,2.781518951217084
OAKBAT.cleanStatic.r1.30,OAKBAT.cleanStatic,E0_total_energy,1392792609055465.5
OAKBAT.cleanStatic.r1.30,OAKBAT.cleanStatic,E1_magnitude_distortion,0.16249535859145992
OAKBAT.cleanStatic.r1.30,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.1625405559287037
OAKBAT.cleanStatic.r1.30,OAKBAT.cleanStatic,E3_20ms_complex_minor,1.0742397285986673
OAKBAT.cleanStatic.r1.30,OAKBAT.cleanStatic,E4_100ms_complex_minor,1.5192272238605984
OAKBAT.cleanStatic.r1.30,OAKBAT.cleanStatic,E5_500ms_complex_minor,0.7862937899736825
OAKBAT.cleanStatic.r1.30,OAKBAT.cleanStatic,E6_magnitude_minor,0.16249535859145992
OAKBAT.cleanStatic.r1.30,OAKBAT.cleanStatic,E7_single_prn_node,3.073581450425162
OAKBAT.cleanStatic.r1.30,OAKBAT.cleanStatic,Full,1.7572112366990864
OAKBAT.cleanStatic.r1.31,OAKBAT.cleanStatic,E0_total_energy,1196552786395112.0
OAKBAT.cleanStatic.r1.31,OAKBAT.cleanStatic,E1_magnitude_distortion,0.2072745713608865
OAKBAT.cleanStatic.r1.31,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.2087561818885725
OAKBAT.cleanStatic.r1.31,OAKBAT.cleanStatic,E3_20ms_complex_minor,1.0005125845995102
OAKBAT.cleanStatic.r1.31,OAKBAT.cleanStatic,E4_100ms_complex_minor,2.570419523136344
OAKBAT.cleanStatic.r1.31,OAKBAT.cleanStatic,E5_500ms_complex_minor,0.9761294014688768
OAKBAT.cleanStatic.r1.31,OAKBAT.cleanStatic,E6_magnitude_minor,0.2072745713608865
OAKBAT.cleanStatic.r1.31,OAKBAT.cleanStatic,E7_single_prn_node,4.761192398054601
OAKBAT.cleanStatic.r1.31,OAKBAT.cleanStatic,Full,3.210453732729161
OAKBAT.cleanStatic.r1.32,OAKBAT.cleanStatic,E0_total_energy,1157639336898029.5
OAKBAT.cleanStatic.r1.32,OAKBAT.cleanStatic,E1_magnitude_distortion,0.1906435183060868
OAKBAT.cleanStatic.r1.32,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.2676381763555849
OAKBAT.cleanStatic.r1.32,OAKBAT.cleanStatic,E3_20ms_complex_minor,2.038819397913916
OAKBAT.cleanStatic.r1.32,OAKBAT.cleanStatic,E4_100ms_complex_minor,1.0860949031137774
OAKBAT.cleanStatic.r1.32,OAKBAT.cleanStatic,E5_500ms_complex_minor,1.2706716555510509
OAKBAT.cleanStatic.r1.32,OAKBAT.cleanStatic,E6_magnitude_minor,0.1906435183060868
OAKBAT.cleanStatic.r1.32,OAKBAT.cleanStatic,E7_single_prn_node,5.417285592537688
OAKBAT.cleanStatic.r1.32,OAKBAT.cleanStatic,Full,3.073581450425162
OAKBAT.cleanStatic.r1.33,OAKBAT.cleanStatic,E0_total_energy,1266486969992670.5
OAKBAT.cleanStatic.r1.33,OAKBAT.cleanStatic,E1_magnitude_distortion,0.20689803329233264
OAKBAT.cleanStatic.r1.33,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.24206793883977445
OAKBAT.cleanStatic.r1.33,OAKBAT.cleanStatic,E3_20ms_complex_minor,1.507467441353897
OAKBAT.cleanStatic.r1.33,OAKBAT.cleanStatic,E4_100ms_complex_minor,1.8686884407652151
OAKBAT.cleanStatic.r1.33,OAKBAT.cleanStatic,E5_500ms_complex_minor,1.4012679353382809
OAKBAT.cleanStatic.r1.33,OAKBAT.cleanStatic,E6_magnitude_minor,0.20689803329233264
OAKBAT.cleanStatic.r1.33,OAKBAT.cleanStatic,E7_single_prn_node,3.4816850870837515
OAKBAT.cleanStatic.r1.33,OAKBAT.cleanStatic,Full,2.127659986532642
OAKBAT.cleanStatic.r1.34,OAKBAT.cleanStatic,E0_total_energy,1057138732449425.2
OAKBAT.cleanStatic.r1.34,OAKBAT.cleanStatic,E1_magnitude_distortion,0.1999446280365928
OAKBAT.cleanStatic.r1.34,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.2887324959924015
OAKBAT.cleanStatic.r1.34,OAKBAT.cleanStatic,E3_20ms_complex_minor,1.6901323404782262
OAKBAT.cleanStatic.r1.34,OAKBAT.cleanStatic,E4_100ms_complex_minor,1.6708656505839037
OAKBAT.cleanStatic.r1.34,OAKBAT.cleanStatic,E5_500ms_complex_minor,1.3339745773299316
OAKBAT.cleanStatic.r1.34,OAKBAT.cleanStatic,E6_magnitude_minor,0.1999446280365928
OAKBAT.cleanStatic.r1.34,OAKBAT.cleanStatic,E7_single_prn_node,3.76936715953553
OAKBAT.cleanStatic.r1.34,OAKBAT.cleanStatic,Full,3.009454282663321
OAKBAT.cleanStatic.r1.35,OAKBAT.cleanStatic,E0_total_energy,1170813569814446.2
OAKBAT.cleanStatic.r1.35,OAKBAT.cleanStatic,E1_magnitude_distortion,0.17873113861309947
OAKBAT.cleanStatic.r1.35,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.2182410630226968
OAKBAT.cleanStatic.r1.35,OAKBAT.cleanStatic,E3_20ms_complex_minor,1.1796657902847962
OAKBAT.cleanStatic.r1.35,OAKBAT.cleanStatic,E4_100ms_complex_minor,1.3721939085232746
OAKBAT.cleanStatic.r1.35,OAKBAT.cleanStatic,E5_500ms_complex_minor,0.6738680431439996
OAKBAT.cleanStatic.r1.35,OAKBAT.cleanStatic,E6_magnitude_minor,0.17873113861309947
OAKBAT.cleanStatic.r1.35,OAKBAT.cleanStatic,E7_single_prn_node,4.251907607557323
OAKBAT.cleanStatic.r1.35,OAKBAT.cleanStatic,Full,3.1968010073840274
OAKBAT.cleanStatic.r1.36,OAKBAT.cleanStatic,E0_total_energy,989485023009954.8
OAKBAT.cleanStatic.r1.36,OAKBAT.cleanStatic,E1_magnitude_distortion,0.17288088980934402
OAKBAT.cleanStatic.r1.36,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.21787343976068013
OAKBAT.cleanStatic.r1.36,OAKBAT.cleanStatic,E3_20ms_complex_minor,0.9388983768623336
OAKBAT.cleanStatic.r1.36,OAKBAT.cleanStatic,E4_100ms_complex_minor,1.5597237907216404
OAKBAT.cleanStatic.r1.36,OAKBAT.cleanStatic,E5_500ms_complex_minor,1.4277874071106358
OAKBAT.cleanStatic.r1.36,OAKBAT.cleanStatic,E6_magnitude_minor,0.17288088980934402
OAKBAT.cleanStatic.r1.36,OAKBAT.cleanStatic,E7_single_prn_node,3.009454282663321
OAKBAT.cleanStatic.r1.36,OAKBAT.cleanStatic,Full,2.5725887239356418
OAKBAT.cleanStatic.r1.37,OAKBAT.cleanStatic,E0_total_energy,1457802004970242.5
OAKBAT.cleanStatic.r1.37,OAKBAT.cleanStatic,E1_magnitude_distortion,0.1909529811247766
OAKBAT.cleanStatic.r1.37,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.21844992639577604
OAKBAT.cleanStatic.r1.37,OAKBAT.cleanStatic,E3_20ms_complex_minor,0.6233474892465709
OAKBAT.cleanStatic.r1.37,OAKBAT.cleanStatic,E4_100ms_complex_minor,1.1814866334660308
OAKBAT.cleanStatic.r1.37,OAKBAT.cleanStatic,E5_500ms_complex_minor,1.543117213869895
OAKBAT.cleanStatic.r1.37,OAKBAT.cleanStatic,E6_magnitude_minor,0.1909529811247766
OAKBAT.cleanStatic.r1.37,OAKBAT.cleanStatic,E7_single_prn_node,3.83726793011506
OAKBAT.cleanStatic.r1.37,OAKBAT.cleanStatic,Full,2.5376094296321874
OAKBAT.cleanStatic.r1.38,OAKBAT.cleanStatic,E0_total_energy,1125905919894820.8
OAKBAT.cleanStatic.r1.38,OAKBAT.cleanStatic,E1_magnitude_distortion,0.19407601929762852
OAKBAT.cleanStatic.r1.38,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.27274038730808237
OAKBAT.cleanStatic.r1.38,OAKBAT.cleanStatic,E3_20ms_complex_minor,2.1149266833141125
OAKBAT.cleanStatic.r1.38,OAKBAT.cleanStatic,E4_100ms_complex_minor,1.1402613566500437
OAKBAT.cleanStatic.r1.38,OAKBAT.cleanStatic,E5_500ms_complex_minor,1.3223461462477981
OAKBAT.cleanStatic.r1.38,OAKBAT.cleanStatic,E6_magnitude_minor,0.19407601929762852
OAKBAT.cleanStatic.r1.38,OAKBAT.cleanStatic,E7_single_prn_node,5.191293030666166
OAKBAT.cleanStatic.r1.38,OAKBAT.cleanStatic,Full,2.232702163418298
OAKBAT.cleanStatic.r1.39,OAKBAT.cleanStatic,E0_total_energy,1067800683873026.0
OAKBAT.cleanStatic.r1.39,OAKBAT.cleanStatic,E1_magnitude_distortion,0.22226318413852714
OAKBAT.cleanStatic.r1.39,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.2071059626261773
OAKBAT.cleanStatic.r1.39,OAKBAT.cleanStatic,E3_20ms_complex_minor,2.1177392210375974
OAKBAT.cleanStatic.r1.39,OAKBAT.cleanStatic,E4_100ms_complex_minor,2.073553194212526
OAKBAT.cleanStatic.r1.39,OAKBAT.cleanStatic,E5_500ms_complex_minor,1.3048209878080206
OAKBAT.cleanStatic.r1.39,OAKBAT.cleanStatic,E6_magnitude_minor,0.22226318413852714
OAKBAT.cleanStatic.r1.39,OAKBAT.cleanStatic,E7_single_prn_node,5.6970934865053975
OAKBAT.cleanStatic.r1.39,OAKBAT.cleanStatic,Full,2.8468716998100607
OAKBAT.cleanStatic.r1.40,OAKBAT.cleanStatic,E0_total_energy,1045594859529918.8
OAKBAT.cleanStatic.r1.40,OAKBAT.cleanStatic,E1_magnitude_distortion,0.2062496649656409
OAKBAT.cleanStatic.r1.40,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.2566071318188795
OAKBAT.cleanStatic.r1.40,OAKBAT.cleanStatic,E3_20ms_complex_minor,2.1829927704764023
OAKBAT.cleanStatic.r1.40,OAKBAT.cleanStatic,E4_100ms_complex_minor,1.5828381771899678
OAKBAT.cleanStatic.r1.40,OAKBAT.cleanStatic,E5_500ms_complex_minor,1.099987991482255
OAKBAT.cleanStatic.r1.40,OAKBAT.cleanStatic,E6_magnitude_minor,0.2062496649656409
OAKBAT.cleanStatic.r1.40,OAKBAT.cleanStatic,E7_single_prn_node,3.8282586773637206
OAKBAT.cleanStatic.r1.40,OAKBAT.cleanStatic,Full,3.3882971335120837
OAKBAT.cleanStatic.r1.41,OAKBAT.cleanStatic,E0_total_energy,1105845718069380.2
OAKBAT.cleanStatic.r1.41,OAKBAT.cleanStatic,E1_magnitude_distortion,0.19884117086098724
OAKBAT.cleanStatic.r1.41,OAKBAT.cleanStatic,E2_complex_svd_second_energy,0.20402692891745566
OAKBAT.cleanStatic.r1.41,OAKBAT.cleanStatic,E3_20ms_complex_minor,1.7196440768678776
OAKBAT.cleanStatic.r1.41,OAKBAT.cleanStatic,E4_100ms_complex_minor,1.397384420669451
OAKBAT.cleanStatic.r1.41,OAKBAT.cleanStatic,E5_500ms_complex_minor,2.3835690763720137
OAKBAT.cleanStatic.r1.41,OAKBAT.cleanStatic,E6_magnitude_minor,0.19884117086098724
OAKBAT.cleanStatic.r1.41,OAKBAT.cleanStatic,E7_single_prn_node,4.368715033148067
OAKBAT.cleanStatic.r1.41,OAKBAT.cleanStatic,Full,3.0355884969361995
TEXBAT.cleanStatic.r1.00,TEXBAT.cleanStatic,E0_total_energy,6367104280964474.0
TEXBAT.cleanStatic.r1.00,TEXBAT.cleanStatic,E1_magnitude_distortion,0.18200022119243325
TEXBAT.cleanStatic.r1.00,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.2507142441712831
TEXBAT.cleanStatic.r1.00,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.7823661745702242
TEXBAT.cleanStatic.r1.00,TEXBAT.cleanStatic,E4_100ms_complex_minor,2.1189296169717573
TEXBAT.cleanStatic.r1.00,TEXBAT.cleanStatic,E5_500ms_complex_minor,0.6825218162828258
TEXBAT.cleanStatic.r1.00,TEXBAT.cleanStatic,E6_magnitude_minor,0.18200022119243325
TEXBAT.cleanStatic.r1.00,TEXBAT.cleanStatic,E7_single_prn_node,4.069721663821916
TEXBAT.cleanStatic.r1.00,TEXBAT.cleanStatic,Full,2.7879871776763645
TEXBAT.cleanStatic.r1.01,TEXBAT.cleanStatic,E0_total_energy,8049402940111076.0
TEXBAT.cleanStatic.r1.01,TEXBAT.cleanStatic,E1_magnitude_distortion,0.19067129348597145
TEXBAT.cleanStatic.r1.01,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.2624658433753635
TEXBAT.cleanStatic.r1.01,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.688141842760658
TEXBAT.cleanStatic.r1.01,TEXBAT.cleanStatic,E4_100ms_complex_minor,1.8248635804043052
TEXBAT.cleanStatic.r1.01,TEXBAT.cleanStatic,E5_500ms_complex_minor,0.9144129965574084
TEXBAT.cleanStatic.r1.01,TEXBAT.cleanStatic,E6_magnitude_minor,0.19067129348597145
TEXBAT.cleanStatic.r1.01,TEXBAT.cleanStatic,E7_single_prn_node,3.3717897577538927
TEXBAT.cleanStatic.r1.01,TEXBAT.cleanStatic,Full,2.2041022998453763
TEXBAT.cleanStatic.r1.02,TEXBAT.cleanStatic,E0_total_energy,6634865907761496.0
TEXBAT.cleanStatic.r1.02,TEXBAT.cleanStatic,E1_magnitude_distortion,0.16173325731212157
TEXBAT.cleanStatic.r1.02,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.25363397533232934
TEXBAT.cleanStatic.r1.02,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.7497965234847435
TEXBAT.cleanStatic.r1.02,TEXBAT.cleanStatic,E4_100ms_complex_minor,1.289232941198741
TEXBAT.cleanStatic.r1.02,TEXBAT.cleanStatic,E5_500ms_complex_minor,1.398623552539751
TEXBAT.cleanStatic.r1.02,TEXBAT.cleanStatic,E6_magnitude_minor,0.16173325731212157
TEXBAT.cleanStatic.r1.02,TEXBAT.cleanStatic,E7_single_prn_node,4.304723478444783
TEXBAT.cleanStatic.r1.02,TEXBAT.cleanStatic,Full,2.4358886693030994
TEXBAT.cleanStatic.r1.03,TEXBAT.cleanStatic,E0_total_energy,9189165129244688.0
TEXBAT.cleanStatic.r1.03,TEXBAT.cleanStatic,E1_magnitude_distortion,0.14419534721362856
TEXBAT.cleanStatic.r1.03,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.22976401114367398
TEXBAT.cleanStatic.r1.03,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.9611003145492885
TEXBAT.cleanStatic.r1.03,TEXBAT.cleanStatic,E4_100ms_complex_minor,0.7175144863398621
TEXBAT.cleanStatic.r1.03,TEXBAT.cleanStatic,E5_500ms_complex_minor,0.7108076896198395
TEXBAT.cleanStatic.r1.03,TEXBAT.cleanStatic,E6_magnitude_minor,0.14419534721362856
TEXBAT.cleanStatic.r1.03,TEXBAT.cleanStatic,E7_single_prn_node,3.8574650122824865
TEXBAT.cleanStatic.r1.03,TEXBAT.cleanStatic,Full,1.8854848296873268
TEXBAT.cleanStatic.r1.04,TEXBAT.cleanStatic,E0_total_energy,7773567271782580.0
TEXBAT.cleanStatic.r1.04,TEXBAT.cleanStatic,E1_magnitude_distortion,0.18379326222180686
TEXBAT.cleanStatic.r1.04,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.18922874728213934
TEXBAT.cleanStatic.r1.04,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.9151617318890186
TEXBAT.cleanStatic.r1.04,TEXBAT.cleanStatic,E4_100ms_complex_minor,0.8947572864499646
TEXBAT.cleanStatic.r1.04,TEXBAT.cleanStatic,E5_500ms_complex_minor,0.5359633820639569
TEXBAT.cleanStatic.r1.04,TEXBAT.cleanStatic,E6_magnitude_minor,0.18379326222180686
TEXBAT.cleanStatic.r1.04,TEXBAT.cleanStatic,E7_single_prn_node,5.005622752272697
TEXBAT.cleanStatic.r1.04,TEXBAT.cleanStatic,Full,3.025216167473923
TEXBAT.cleanStatic.r1.05,TEXBAT.cleanStatic,E0_total_energy,8055395886916327.0
TEXBAT.cleanStatic.r1.05,TEXBAT.cleanStatic,E1_magnitude_distortion,0.16472550894850788
TEXBAT.cleanStatic.r1.05,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.2150918005446639
TEXBAT.cleanStatic.r1.05,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.9823801217586865
TEXBAT.cleanStatic.r1.05,TEXBAT.cleanStatic,E4_100ms_complex_minor,1.660123979839184
TEXBAT.cleanStatic.r1.05,TEXBAT.cleanStatic,E5_500ms_complex_minor,0.8371130889328406
TEXBAT.cleanStatic.r1.05,TEXBAT.cleanStatic,E6_magnitude_minor,0.16472550894850788
TEXBAT.cleanStatic.r1.05,TEXBAT.cleanStatic,E7_single_prn_node,5.192969476993403
TEXBAT.cleanStatic.r1.05,TEXBAT.cleanStatic,Full,2.6931363456305757
TEXBAT.cleanStatic.r1.06,TEXBAT.cleanStatic,E0_total_energy,7791620233091700.0
TEXBAT.cleanStatic.r1.06,TEXBAT.cleanStatic,E1_magnitude_distortion,0.1325527349194323
TEXBAT.cleanStatic.r1.06,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.24029933414650373
TEXBAT.cleanStatic.r1.06,TEXBAT.cleanStatic,E3_20ms_complex_minor,0.8512767938532626
TEXBAT.cleanStatic.r1.06,TEXBAT.cleanStatic,E4_100ms_complex_minor,1.066095305329166
TEXBAT.cleanStatic.r1.06,TEXBAT.cleanStatic,E5_500ms_complex_minor,0.33043574398901854
TEXBAT.cleanStatic.r1.06,TEXBAT.cleanStatic,E6_magnitude_minor,0.1325527349194323
TEXBAT.cleanStatic.r1.06,TEXBAT.cleanStatic,E7_single_prn_node,4.614243082647896
TEXBAT.cleanStatic.r1.06,TEXBAT.cleanStatic,Full,1.5185002421472262
TEXBAT.cleanStatic.r1.07,TEXBAT.cleanStatic,E0_total_energy,5979062218057794.0
TEXBAT.cleanStatic.r1.07,TEXBAT.cleanStatic,E1_magnitude_distortion,0.18183171221345518
TEXBAT.cleanStatic.r1.07,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.19932341416243882
TEXBAT.cleanStatic.r1.07,TEXBAT.cleanStatic,E3_20ms_complex_minor,2.9775610775717603
TEXBAT.cleanStatic.r1.07,TEXBAT.cleanStatic,E4_100ms_complex_minor,1.4085216452899187
TEXBAT.cleanStatic.r1.07,TEXBAT.cleanStatic,E5_500ms_complex_minor,1.1976040787095352
TEXBAT.cleanStatic.r1.07,TEXBAT.cleanStatic,E6_magnitude_minor,0.18183171221345518
TEXBAT.cleanStatic.r1.07,TEXBAT.cleanStatic,E7_single_prn_node,5.496037378778559
TEXBAT.cleanStatic.r1.07,TEXBAT.cleanStatic,Full,3.1367879431310266
TEXBAT.cleanStatic.r1.08,TEXBAT.cleanStatic,E0_total_energy,8690199984024972.0
TEXBAT.cleanStatic.r1.08,TEXBAT.cleanStatic,E1_magnitude_distortion,0.16558784677516136
TEXBAT.cleanStatic.r1.08,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.20235962772305632
TEXBAT.cleanStatic.r1.08,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.0910437909014776
TEXBAT.cleanStatic.r1.08,TEXBAT.cleanStatic,E4_100ms_complex_minor,0.9595126085003087
TEXBAT.cleanStatic.r1.08,TEXBAT.cleanStatic,E5_500ms_complex_minor,1.0484509278541752
TEXBAT.cleanStatic.r1.08,TEXBAT.cleanStatic,E6_magnitude_minor,0.16558784677516136
TEXBAT.cleanStatic.r1.08,TEXBAT.cleanStatic,E7_single_prn_node,4.894050976615594
TEXBAT.cleanStatic.r1.08,TEXBAT.cleanStatic,Full,2.0052248150042784
TEXBAT.cleanStatic.r1.09,TEXBAT.cleanStatic,E0_total_energy,8633410830756030.0
TEXBAT.cleanStatic.r1.09,TEXBAT.cleanStatic,E1_magnitude_distortion,0.16277587604391616
TEXBAT.cleanStatic.r1.09,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.23107414348504418
TEXBAT.cleanStatic.r1.09,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.9374346271964027
TEXBAT.cleanStatic.r1.09,TEXBAT.cleanStatic,E4_100ms_complex_minor,0.9901333142114515
TEXBAT.cleanStatic.r1.09,TEXBAT.cleanStatic,E5_500ms_complex_minor,1.0301953234127175
TEXBAT.cleanStatic.r1.09,TEXBAT.cleanStatic,E6_magnitude_minor,0.16277587604391616
TEXBAT.cleanStatic.r1.09,TEXBAT.cleanStatic,E7_single_prn_node,3.6115762978848376
TEXBAT.cleanStatic.r1.09,TEXBAT.cleanStatic,Full,2.104186063622495
TEXBAT.cleanStatic.r1.10,TEXBAT.cleanStatic,E0_total_energy,5493705028840952.0
TEXBAT.cleanStatic.r1.10,TEXBAT.cleanStatic,E1_magnitude_distortion,0.17660972011037487
TEXBAT.cleanStatic.r1.10,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.25497288235774407
TEXBAT.cleanStatic.r1.10,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.9680934355366582
TEXBAT.cleanStatic.r1.10,TEXBAT.cleanStatic,E4_100ms_complex_minor,1.3234680052895444
TEXBAT.cleanStatic.r1.10,TEXBAT.cleanStatic,E5_500ms_complex_minor,0.7590444454787134
TEXBAT.cleanStatic.r1.10,TEXBAT.cleanStatic,E6_magnitude_minor,0.17660972011037487
TEXBAT.cleanStatic.r1.10,TEXBAT.cleanStatic,E7_single_prn_node,3.162747971720208
TEXBAT.cleanStatic.r1.10,TEXBAT.cleanStatic,Full,2.5798518205619567
TEXBAT.cleanStatic.r1.11,TEXBAT.cleanStatic,E0_total_energy,7143280232250396.0
TEXBAT.cleanStatic.r1.11,TEXBAT.cleanStatic,E1_magnitude_distortion,0.18430774112448178
TEXBAT.cleanStatic.r1.11,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.3101496309447177
TEXBAT.cleanStatic.r1.11,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.8354431004088352
TEXBAT.cleanStatic.r1.11,TEXBAT.cleanStatic,E4_100ms_complex_minor,2.1374374201480353
TEXBAT.cleanStatic.r1.11,TEXBAT.cleanStatic,E5_500ms_complex_minor,1.4663465773106426
TEXBAT.cleanStatic.r1.11,TEXBAT.cleanStatic,E6_magnitude_minor,0.18430774112448178
TEXBAT.cleanStatic.r1.11,TEXBAT.cleanStatic,E7_single_prn_node,3.854330205775689
TEXBAT.cleanStatic.r1.11,TEXBAT.cleanStatic,Full,2.5207161024847107
TEXBAT.cleanStatic.r1.12,TEXBAT.cleanStatic,E0_total_energy,7941585391787558.0
TEXBAT.cleanStatic.r1.12,TEXBAT.cleanStatic,E1_magnitude_distortion,0.15519418892812065
TEXBAT.cleanStatic.r1.12,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.2579308122943193
TEXBAT.cleanStatic.r1.12,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.4006291339650563
TEXBAT.cleanStatic.r1.12,TEXBAT.cleanStatic,E4_100ms_complex_minor,1.9640141171243213
TEXBAT.cleanStatic.r1.12,TEXBAT.cleanStatic,E5_500ms_complex_minor,0.6495358194068359
TEXBAT.cleanStatic.r1.12,TEXBAT.cleanStatic,E6_magnitude_minor,0.15519418892812065
TEXBAT.cleanStatic.r1.12,TEXBAT.cleanStatic,E7_single_prn_node,3.6412880081202252
TEXBAT.cleanStatic.r1.12,TEXBAT.cleanStatic,Full,2.8173513141138997
TEXBAT.cleanStatic.r1.13,TEXBAT.cleanStatic,E0_total_energy,7176667080536750.0
TEXBAT.cleanStatic.r1.13,TEXBAT.cleanStatic,E1_magnitude_distortion,0.17714234235090487
TEXBAT.cleanStatic.r1.13,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.2446081275421827
TEXBAT.cleanStatic.r1.13,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.165073251504532
TEXBAT.cleanStatic.r1.13,TEXBAT.cleanStatic,E4_100ms_complex_minor,2.6727253483704487
TEXBAT.cleanStatic.r1.13,TEXBAT.cleanStatic,E5_500ms_complex_minor,0.6837538859021146
TEXBAT.cleanStatic.r1.13,TEXBAT.cleanStatic,E6_magnitude_minor,0.17714234235090487
TEXBAT.cleanStatic.r1.13,TEXBAT.cleanStatic,E7_single_prn_node,4.435905610678529
TEXBAT.cleanStatic.r1.13,TEXBAT.cleanStatic,Full,2.6727253483704487
TEXBAT.cleanStatic.r1.14,TEXBAT.cleanStatic,E0_total_energy,7309178786575600.0
TEXBAT.cleanStatic.r1.14,TEXBAT.cleanStatic,E1_magnitude_distortion,0.15495765015933954
TEXBAT.cleanStatic.r1.14,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.17665705340734503
TEXBAT.cleanStatic.r1.14,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.425588148474648
TEXBAT.cleanStatic.r1.14,TEXBAT.cleanStatic,E4_100ms_complex_minor,1.4062038456204418
TEXBAT.cleanStatic.r1.14,TEXBAT.cleanStatic,E5_500ms_complex_minor,0.47152244986518144
TEXBAT.cleanStatic.r1.14,TEXBAT.cleanStatic,E6_magnitude_minor,0.15495765015933954
TEXBAT.cleanStatic.r1.14,TEXBAT.cleanStatic,E7_single_prn_node,3.9543184517920262
TEXBAT.cleanStatic.r1.14,TEXBAT.cleanStatic,Full,2.370567364943783
TEXBAT.cleanStatic.r1.15,TEXBAT.cleanStatic,E0_total_energy,6633321485804277.0
TEXBAT.cleanStatic.r1.15,TEXBAT.cleanStatic,E1_magnitude_distortion,0.1578875435028855
TEXBAT.cleanStatic.r1.15,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.21578885812693205
TEXBAT.cleanStatic.r1.15,TEXBAT.cleanStatic,E3_20ms_complex_minor,1.0481883198077653
TEXBAT.cleanStatic.r1.15,TEXBAT.cleanStatic,E4_100ms_complex_minor,1.0083171362968888
TEXBAT.cleanStatic.r1.15,TEXBAT.cleanStatic,E5_500ms_complex_minor,0.4718323441507058
TEXBAT.cleanStatic.r1.15,TEXBAT.cleanStatic,E6_magnitude_minor,0.1578875435028855
TEXBAT.cleanStatic.r1.15,TEXBAT.cleanStatic,E7_single_prn_node,3.7427584301185837
TEXBAT.cleanStatic.r1.15,TEXBAT.cleanStatic,Full,1.7238713247517303
TEXBAT.cleanStatic.r1.16,TEXBAT.cleanStatic,E0_total_energy,6639217628450796.0
TEXBAT.cleanStatic.r1.16,TEXBAT.cleanStatic,E1_magnitude_distortion,0.17918720178943415
TEXBAT.cleanStatic.r1.16,TEXBAT.cleanStatic,E2_complex_svd_second_energy,0.26953289040486633
TEXBAT.cleanStatic.r1.16,TEXBAT.cleanStatic,E3_20ms_complex_minor,2.3425956915128934
TEXBAT.cleanStatic.r1.16,TEXBAT.cleanStatic,E4_100ms_complex_minor,1.1116854304136532
TEXBAT.cleanStatic.r1.16,TEXBAT.cleanStatic,E5_500ms_complex_minor,1.1236871083626003
