t,available_s,P0_median,P0_q90,P0_topk,P0_tracked,P1_median,P1_q90,P1_topk,P1_tracked,P2_median,P2_q90,P2_topk,P2_tracked,P3_median,P3_q90,P3_topk,P3_tracked,M1,m1_available_s,tracked,B0,P1,P2,P3,mean_fusion,max_fusion,fisher_fusion,concordance,Full,minus_M1,minus_B0history,minus_concordance
12.5,13.181649,2.7322616115420453,12.090497651515305,13.827870817935631,11,3.041173309685305,11.77873078093894,12.801025056147447,11,2.744075203991394,11.882999119470991,13.556709361606522,11,2.976514553744018,11.63807006643846,12.645344301680902,11,2.3973019183927873,12.51,11,2.7322616115420453,3.041173309685305,2.744075203991394,2.976514553744018,0.4179904829233908,0.5389965007326871,1.6719619316935632,0.1600735874684657,0.5589338100254048,1.6898055228599875,0.6845695745223737,1.4672773211015848
13.0,13.681649,3.0714813343275704,14.096431164218385,14.884269576717093,11,3.238082887275483,12.668056799442759,14.624807031962149,11,3.0683702302705123,13.877380600918567,14.668403301568866,11,3.2708524191648762,12.635197142738644,14.570333606909463,11,3.2066327472434186,13.01,11,3.0714813343275704,3.238082887275483,3.0683702302705123,3.2708524191648762,1.6801876935709499,2.197224577336219,6.7207507742838,2.555703546453568,1.690936874546266,1.9975427609762546,1.2049171026650516,2.187023363444793
13.5,14.181649,2.570812964417971,12.444512083795525,13.554031347666665,11,2.5237201491246233,12.152946460210456,11.919629714521,11,2.769167680590179,12.574296336048251,13.480686353387602,11,2.653239676525332,12.246051937465037,11.909413739573017,11,3.831361530821042,13.51,11,2.570812964417971,2.5237201491246233,2.769167680590179,2.653239676525332,1.2520942896687257,2.261763098473791,5.008377158674902,0.5483090067471905,0.795400903831995,1.0046313937539222,1.3216467895021826,1.5183102607449324
14.0,14.681649,2.9395261071783243,15.122765085516802,15.142895047810937,11,2.798752430634554,14.605556632415391,13.758970752979417,11,2.8753046077933186,15.169648836280318,15.096806252718602,11,2.7557688949187247,14.70921297987747,13.759936023290942,11,2.1963462743696844,14.01,11,2.9395261071783243,2.798752430634554,2.8753046077933186,2.7557688949187247,0.8549244245350569,1.5358260950908542,3.4196976981402276,0.2672686867009225,0.5873134198823157,0.7308261907967791,1.0283618429144346,1.1885600125595972
14.5,15.181649,2.442177110677697,13.909642839942956,14.415155286472375,11,2.4947314236126847,12.916410600874917,12.937322586142798,11,2.532504963636103,13.927968327611,14.353674767334843,11,2.5316975571626896,12.955890344220562,12.932655895266246,11,4.318170670427161,14.51,11,2.442177110677697,2.4947314236126847,2.532504963636103,2.5316975571626896,1.6518400217326779,3.1780538303479466,6.607360086930712,0.3992468677898903,1.2598163903585882,1.3807238717093462,2.200787523655776,2.3470844813645386
15.0,15.681649,2.5072977195528585,25.640295491133596,22.380354088106873,11,2.6506106028859944,27.09759492846217,22.19094374193448,11,2.497697659547759,24.878943953578897,21.929530274318754,11,2.6924870197748683,26.311210632376365,21.717163787037418,11,1.9510158659733554,15.01,11,2.5072977195528585,2.6506106028859944,2.497697659547759,2.6924870197748683,0.14590289481782148,0.1740227539792595,0.583611579271286,0.020496928236961177,0.8751102363352022,1.1362846088977365,1.6695690312267657,1.7775805361449215
15.5,16.181649,2.743275380330874,26.327359921892114,24.174206019743977,11,2.702364192220205,20.01291365182627,21.110724326051493,11,2.768178590878917,25.658807441865346,23.58810968116994,11,2.712549529755526,19.743166993971656,20.809253113132105,11,4.008855670829826,15.51,11,2.743275380330874,2.702364192220205,2.768178590878917,2.712549529755526,1.6678413872757645,2.772588722239781,6.671365549103058,1.5612282189998488,1.0034644590857147,0.22540373162022487,1.5687411172917627,1.5330461551044934
16.0,16.681649,2.828768480763619,53.17993093132655,49.05251359529918,11,2.84656084737182,49.08419200698107,45.11355854359646,11,2.740972237186489,52.32572373693754,48.36458590934158,11,2.9886791488985582,48.33851967452086,44.45187866892817,11,1.8851166871511404,16.01,11,2.828768480763619,2.84656084737182,2.740972237186489,2.9886791488985582,0.5011383754423049,0.8922758556702812,2.0045535017692195,0.09815114290186187,0.819051231463821,0.37405820005324103,1.3934889354498192,1.7505632548509098
16.5,17.181649,3.091328548568118,12.597896374931814,12.029371172550993,11,2.9427114214671004,14.341279022084915,15.638147016311924,11,3.212291337465141,12.522902366997128,11.944223560386911,11,3.005431355076343,14.323832041294866,15.572804562267185,11,2.6688679951111114,16.51,11,3.091328548568118,2.9427114214671004,3.212291337465141,3.005431355076343,1.4719302214235752,2.484906649788,5.887720885694301,1.140457332318109,0.9270716854245117,1.2712420993760603,1.6903831096086934,1.3656356171768718
17.0,17.681649,3.4978935172830727,9.125090577179321,8.827549705663532,11,3.361900920455408,8.19363178258678,8.315395837594103,11,3.466884845007476,8.88776747728072,8.593010870910852,11,3.3564802323474714,8.247408181096011,8.304513219263617,11,1.5981364040811472,17.01,11,3.4978935172830727,3.361900920455408,3.466884845007476,3.3564802323474714,2.5096466784196854,4.976733742420574,10.03858671367874,0.2118078691424307,2.1038657102134315,3.0306487156417004,3.181442066773031,3.519758829605971
17.5,18.181649,3.208485229054705,5.908454467275957,6.121047170245583,11,2.617963326447103,4.991242536087718,5.390777824016539,11,3.2136434819677167,5.887254393614243,6.082493458636098,11,2.6495787087812936,4.98572364543739,5.361001214933019,11,3.4145283876226085,17.51,11,3.208485229054705,2.617963326447103,3.2136434819677167,2.6495787087812936,2.3256797842287336,3.1780538303479466,9.302719136914934,4.68224494427257,2.791131551338154,2.8015639938508023,1.8264725269545692,2.5696037795360116
18.0,18.681649,2.1258526496288646,2.7085427977173135,2.699558484022482,11,2.3795573956223515,2.9219103437994427,2.9233827704976165,11,2.164226415965217,2.6932723051341902,2.687406579266265,11,2.5047074166393655,2.9642411633886443,2.9797603144769087,11,1.9456827877263636,18.01,11,2.1258526496288646,2.3795573956223515,2.164226415965217,2.5047074166393655,0.058891517828191735,0.11778303565638351,0.23556607131276702,-0.0,1.620050534836415,2.6308048846010634,2.6614619797518233,3.043928098561677
18.5,19.181649,2.3661087860063406,3.030806890721595,2.977247338305523,11,2.6784080046211245,3.520781940563581,3.575061324814978,11,2.5019438143039348,3.117792705466366,3.0307886596172415,11,2.8213191385564422,3.591498801981403,3.666178113224524,11,2.5434631540901314,18.51,11,2.3661087860063406,2.6784080046211245,2.5019438143039348,2.8213191385564422,0.21830830660649927,0.3646431135879093,0.873233226425997,0.02624464099911076,0.9680034590807807,1.9116288142340592,1.1386197907340914,2.3396396871933485
19.0,19.681649,2.711130838786019,3.437726860948224,3.380927127261844,11,3.0122052048550088,3.430202692835528,3.5706958491060274,11,2.6804645728259837,3.350874558388916,3.3565253161120903,11,2.9442019380668207,3.4114956109558516,3.535435233018491,11,3.1694677919728758,19.01,11,2.711130838786019,3.0122052048550088,2.6804645728259837,2.9442019380668207,0.7751333896228243,1.0577902941478545,3.100533558491297,0.5209368460324971,0.44088968468530043,1.6168512448627326,0.5367990684268275,1.2605935984006444
19.5,20.181649,2.8661703701836294,3.7814396408003486,3.842807459277323,11,2.1340611577967135,3.1120388809298722,3.2963845089579387,11,2.903201237507364,3.727972024773493,3.809391891292055,11,2.1264355865794493,3.1407011750832723,3.259657773564898,11,2.5802737677091483,19.51,11,2.8661703701836294,2.1340611577967135,2.903201237507364,2.1264355865794493,0.6966315152179919,1.0185695809945732,2.7865260608719677,0.381651349798949,1.156439551802783,3.670065551050602,0.6446085069854612,3.354123717978123
20.0,20.681649,2.378853661196282,2.8727714697130713,2.856265297658291,11,2.274736113604448,3.183664209973081,3.0216062943192306,11,2.366023268372427,2.7829863717840695,2.806540459376341,11,2.1757394347874834,3.1303086275827168,3.004444729826552,11,2.6146609587080913,20.01,11,2.378853661196282,2.274736113604448,2.366023268372427,2.1757394347874834,0.24770028966485327,0.41593640797545983,0.9908011586594132,0.033052041995831845,1.342444309742467,2.0424971579060203,1.5972447530515865,2.3668939952236308
20.5,21.181649,2.504109710040626,2.8487601456872618,2.9327893577013477,11,2.2245968981508004,2.849783145077909,2.800526150785402,11,2.56142474150513,2.7278720983673805,2.902594837830597,11,2.08752315675025,2.9380497536100907,2.8823478885300395,11,3.356888181410981,20.51,11,2.504109710040626,2.2245968981508004,2.56142474150513,2.08752315675025,0.7801585575495751,1.3862943611198906,3.1206342301983003,0.24124676254800145,1.3456865988030484,2.240678337296984,1.0458037084367975,2.8014352188455565
21.0,21.681649,2.414347198881498,3.0671747803632337,3.1256006844039277,11,2.1541791212252126,3.096174193680797,2.975518672174078,11,2.510336591823917,3.038595497292136,3.155079032967068,11,2.2476245326109687,3.2112102455317504,3.0573561393025934,11,3.17458251506627,21.01,11,2.414347198881498,2.1541791212252126,2.510336591823917,2.2476245326109687,0.6004455688942639,1.0986122886681096,2.4017822755770553,0.11236480051452288,1.199846903209737,2.5023026671528608,1.0840406282955306,2.0913042370853474
21.5,22.181649,2.5259268275103257,3.9958937480302485,3.9869554393537485,11,2.8580288324551306,3.7815891746472694,3.747102387695793,11,2.585844768474539,4.0494964315785875,3.9712478408098555,11,2.9212413048031367,3.5345749277250533,3.688975192037479,11,2.941764841462246,21.51,11,2.5259268275103257,2.8580288324551306,2.585844768474539,2.9212413048031367,0.488873793237159,0.7954260296803636,1.9554951729486363,0.14502331204575822,0.6694223531582398,1.7154690774521986,0.7223572784858578,1.8895540363200876
22.0,22.681649,2.0564534215789267,3.0268816011327124,3.0869379490176656,11,2.278879310650454,3.021139779006039,3.0530643406969364,11,2.081852907857418,3.20444326368847,3.1484319249829262,11,2.136338729375975,3.065421764594451,3.0766517366876567,11,3.530687357364825,22.01,11,2.0564534215789267,2.278879310650454,2.081852907857418,2.136338729375975,0.8558583807772593,1.7117167615545184,3.4234335231090367,-0.0,1.9547610081853737,2.911110776604896,2.784174676291248,3.187978379104899
22.5,23.181649,2.439845825156586,3.555983271261918,3.354360445866753,11,2.686746244861698,3.456390220173566,3.373880556209022,11,2.466828186366619,3.555047079744403,3.4494830955440463,11,2.6582631417790346,3.362009387414897,3.3681178639586324,11,1.5597219256330683,22.51,11,2.439845825156586,2.686746244861698,2.466828186366619,2.6582631417790346,0.08048278978135905,0.12562621311740937,0.32193115912543646,0.0044395507804925955,1.1672998034679694,1.5531251894949687,2.1809739368439467,2.35665833060449
23.0,23.681649,2.0824909434577816,3.272514938389027,3.4161228037522897,11,2.14615350280537,3.28752014908756,3.4445628385804317,11,2.1902268020174875,3.1826055984427106,3.3520028396436063,11,2.2162472678871694,3.246720948682866,3.4065714228321884,11,4.131885152255475,23.01,11,2.0824909434577816,2.14615350280537,2.1902268020174875,2.2162472678871694,1.445185878948082,2.890371757896164,5.780743515792328,-0.0,1.9709033146180244,2.9622787623675007,2.821821791073673,3.3196726308310907
23.5,24.181649,2.5712362138636338,3.945805893850069,3.9544760489801476,11,2.576095400663307,3.639502316386141,3.6700765064877454,11,2.5233067369223408,3.9521208085417077,3.913126432568264,11,2.575100552341702,3.609535363427143,3.697347559142314,11,2.3989492461598707,23.51,11,2.5712362138636338,2.576095400663307,2.5233067369223408,2.575100552341702,0.26970497298887725,0.29698446511409443,1.078819891955509,0.07199660176432122,0.6416370209454302,0.8764172072213164,1.1682135104049256,1.1011356338677856
24.0,24.681649,2.318735884728721,3.8408191205531437,3.5733395446605183,11,2.371999072671025,3.2388720666436255,3.229607831812421,11,2.402869739391121,3.8088733734327866,3.5388613684318186,11,2.216674733514114,3.2270202186050803,3.281229367848418,11,2.6486225250844955,24.01,11,2.318735884728721,2.371999072671025,2.402869739391121,2.216674733514114,0.23988671042077042,0.4372138064227448,0.9595468416830815,0.018607651019926084,1.3779749576949432,1.924703410522202,1.4500602084514562,2.3030404873760615
24.5,25.181649,1.5091944033698919,3.58445107465127,3.348047537337044,11,1.6951784966775714,3.4820214477386333,3.307199664487482,11,1.6144026961351297,3.536404647193154,3.3412025506228544,11,1.7412248954546716,3.4295578158094213,3.2490292808084824,11,1.7350326895643835,24.51,11,1.5091944033698919,1.6951784966775714,1.6144026961351297,1.7412248954546716,0.032269260568785554,0.06453852113757118,0.12907704227514236,-0.0,3.3775444048870407,5.3225931070525085,4.690934752062396,5.581851553525221
25.0,25.681649,2.5796624258165486,3.4796689315337224,3.2809590023743773,11,2.8532248395427557,3.1882966375236372,3.2834817951935378,11,2.5432160100544103,3.3665093010622704,3.197731563443264,11,2.7189759459304352,3.1332490151937518,3.285190961684996,11,2.5300036550772744,25.01,11,2.5796624258165486,2.8532248395427557,2.5432160100544103,2.7189759459304352,0.30797877093440773,0.3646431135879093,1.2319150837376307,0.09164007561791492,0.5173351734909443,1.4223399640844672,1.0068726165449788,1.0437857603414735
25.5,26.181649,2.3362090298937375,3.8529622985338383,3.8475888936550384,11,2.6621468069358656,4.11938756602496,3.9672585919672216,11,2.3364640903993923,3.8057544652500224,3.797682161418105,11,2.537579121932912,4.089069469723932,3.9885751096982127,11,4.190518688379649,25.51,11,2.3362090298937375,2.6621468069358656,2.3364640903993923,2.537579121932912,1.536867762134281,3.0239031505206864,6.147471048537124,0.15068827197412585,1.358435959667158,2.023104174202737,2.468206962211219,2.4901623244117412
26.0,26.681649,1.9920157977156883,4.357323414967481,4.212471909040562,11,2.1686201486728804,3.8950718283677888,3.7964106289381885,11,2.029053300099904,4.260573066792143,4.166700210163113,11,2.1609489596003337,3.815531202129657,3.767833083448823,11,2.238262206278705,26.01,11,1.9920157977156883,2.1686201486728804,2.029053300099904,2.1609489596003337,0.08701137698962981,0.1740227539792595,0.348045507958519,-0.0,2.0464071295345807,3.212197183478887,2.972687516734119,3.389126063675032
26.5,27.181649,1.7441152313338686,2.6387347272392736,2.618166257748557,11,2.1372546113918576,2.7023356288045104,2.7261561445996794,11,1.8654705094504929,2.6997787664250033,2.6449870484018057,11,2.0506064199417287,2.7220144806090283,2.7551953431005365,11,3.4109621763355626,26.51,11,1.7441152313338686,2.1372546113918576,1.8654705094504929,2.0506064199417287,0.7366528690547604,1.4733057381095205,2.946611476219041,-0.0,2.593193583042455,4.169116147437283,3.5339094526941914,4.266340005425791
27.0,27.681649,2.607800389445707,3.4739605320478733,3.4819262128559916,11,2.498814234118945,3.6041326802777953,3.6243587245697344,11,2.3694574582272425,3.298977692881002,3.406091445302545,11,2.3094975758830807,3.587321589787011,3.5701544916045926,11,3.526613524255287,27.01,11,2.607800389445707,2.498814234118945,2.3694574582272425,2.3094975758830807,0.9950910894506878,1.7117167615545184,3.9803643578027508,0.47665392238588933,0.9581615187765691,1.068471826451687,1.7825413267384977,2.02057580681323
27.5,28.181649,2.4275227934260126,2.8306003431140785,2.9313421896460494,11,2.2518868910262166,3.255276672052732,3.1774716700493655,11,2.474530980480224,2.827080973007466,2.902120810734845,11,2.183141236942471,3.253145892077499,3.1931962007212302,11,3.951490548939032,27.51,11,2.4275227934260126,2.2518868910262166,2.474530980480224,2.183141236942471,1.34877211994752,2.571918026777631,5.395088479790081,0.32310032215247364,1.4375009036703095,2.0937498298795933,1.8755152523492313,2.7079136197615488
28.0,28.681649,2.9718477737061537,3.115980695050082,3.1438251413863996,11,2.434266353995805,2.8793065639033912,2.9812579537995703,11,2.8911371182508114,3.099143993776762,3.1646763748065587,11,2.2863771318722153,2.7696159566250755,2.961639156111762,11,2.249559170036492,28.01,11,2.9718477737061537,2.434266353995805,2.8911371182508114,2.2863771318722153,0.9512032840094948,1.7117167615545184,3.8048131360379793,0.32640693798282266,1.0361996095951103,2.5163579093536974,0.985573438741167,3.0328980039936773
28.5,29.181649,2.048707853204851,3.277814179133799,3.346352188156486,11,1.8212402346977157,2.7871831161021836,2.821706824144328,11,1.9712020377225945,3.2512832502885427,3.3151161717572806,11,1.8140398964965572,2.7676887494753886,2.9004113883736458,11,2.9483413357049453,28.51,11,2.048707853204851,1.8212402346977157,1.9712020377225945,1.8140398964965572,0.39771301484018184,0.7954260296803636,1.5908520593607272,-0.0,2.284167367925609,3.922286302146241,3.0557657389114756,3.9031916409165093
29.0,29.681649,1.5164093947345723,2.1686707611046825,2.3719074950944767,11,1.6028799390779704,2.578058654274383,2.5427268371731433,11,1.6138240676320301,1.9978580892754667,2.3108680872415355,11,1.465442895633373,2.6766889546106447,2.575098483719649,11,2.3921480409185345,29.01,11,1.5164093947345723,1.6028799390779704,1.6138240676320301,1.465442895633373,0.14849223255704727,0.29698446511409443,0.5939689302281889,-0.0,3.573086006577562,5.46232218943398,4.465454959178009,5.864178395099399
29.5,30.181649,2.2974867052317336,2.6953938009264276,2.8387181876751986,11,2.32990364608584,3.0436177813229452,3.1452813838038747,11,2.3235532859490484,2.598705415471351,2.7486086253846587,11,2.301751914264272,2.9905924867039775,3.0714060495419897,11,3.104184532096193,29.51,11,2.2974867052317336,2.32990364608584,2.3235532859490484,2.301751914264272,0.49351061162982374,0.9444616088408515,1.9740424465192947,0.04019592190562227,1.3188554219277673,2.0543109921384075,1.7424285310088345,2.133193767205718
30.0,30.681649,2.4583345730230195,3.456626990917677,3.6012008749863313,11,2.725543490893115,3.4476812079918213,3.658181305049014,11,2.548036126440278,3.5007352735977446,3.6072852883114446,11,2.7855255181377974,3.495770671742488,3.6534118539585427,11,1.4951305434004927,30.01,11,2.4583345730230195,2.725543490893115,2.548036126440278,2.7855255181377974,0.08934117670070778,0.15762894420358317,0.3573647068028311,0.003318626663740325,1.1737374096243314,1.5675955699412645,2.113889724180501,2.5847999832864015
30.5,31.181649,1.9885835200415487,3.017096278751514,3.576110906508424,11,1.9328862305135222,3.004501520525818,3.507573711754047,11,1.9630754559323544,3.066081656881796,3.5870149890554472,11,1.9060315554436291,3.03803031432756,3.4993785464771547,11,2.520341121031594,30.51,11,1.9885835200415487,1.9328862305135222,1.9630754559323544,1.9060315554436291,0.17734639136737065,0.35469278273474125,0.7093855654694825,-0.0,2.2803061126108655,3.6527186996439363,3.126066072120781,3.77014301412763
31.0,31.681649,2.6686033645874474,3.6515896724088988,3.5255842802376853,11,2.91633962024348,3.422507024233998,3.4808862893558437,11,2.8685063924236847,3.6267165132770125,3.5365110100157557,11,3.131418953207373,3.3873130972851304,3.4969408566367903,11,2.6652569310229004,31.01,11,2.6686033645874474,2.91633962024348,2.8685063924236847,3.131418953207373,0.44273615518257364,0.4589537930591506,1.7709446207302948,0.19575229132755217,0.7732696020653305,1.2968605666049895,0.46748449136786313,2.301269955249845
31.5,32.181649,2.8683041881088385,3.585640494155576,3.843774582931202,11,3.1612484691653235,3.8723106561996365,4.091489010493999,11,2.817486319869645,3.5808162825534318,3.8174348549410517,11,3.150284252950364,3.9552562281731993,4.087745493515739,11,2.687647606283896,31.51,11,2.8683041881088385,3.1612484691653235,2.817486319869645,3.150284252950364,0.7652320759747344,1.037987666851675,3.060928303898938,0.511184517745973,0.7640666973134475,1.9073881017440748,0.3159034594785947,1.8201118896323156
32.0,32.681649,2.7760144702643887,3.9536076899578134,4.11566472276141,11,3.0054674925427904,4.054632555994942,4.224598158298661,11,2.9178212084407287,3.9821972421716723,4.047199664849313,11,2.998114570991967,4.04976964626797,4.133351350960585,11,2.894460776894338,32.01,11,2.7760144702643887,3.0054674925427904,2.9178212084407287,2.998114570991967,0.7072326190432935,0.7213180575266416,2.8289304761731735,0.49997957786156805,0.4597637537904887,1.3415092708176974,0.5448728380334212,1.263767701988667
32.5,33.181649,2.2303700611314965,3.0525169150274243,3.152277960087217,11,2.527154634557623,3.0823542819308396,3.066090595012716,11,2.336334592695918,3.0788440425580657,3.1414258408612166,11,2.4444613167203717,3.1717217514422624,3.0808973522222693,11,3.3488670024168266,32.51,11,2.2303700611314965,2.527154634557623,2.336334592695918,2.4444613167203717,0.7036738851588614,1.3862943611198906,2.8146955406354457,0.02918622245330467,1.3528917472433861,2.2832746084605993,1.7884192874109244,2.290193522836745
33.0,33.681649,3.1387891904713934,3.4983655625502057,3.632894258291748,11,3.174394781816221,4.087579935171511,3.9998992419452395,11,3.019710256428734,3.6590464776699605,3.611322437910456,11,3.2308560106133197,4.004369144615556,3.8858745040124263,11,2.0772032170884134,33.01,11,3.1387891904713934,3.174394781816221,3.019710256428734,3.2308560106133197,1.5079989855067868,2.890371757896164,6.031995942027147,0.3631064584460047,1.2865469530889009,1.7916302141918836,1.4572263031083568,2.2943924614197653
33.5,34.181649,2.6497651589579885,2.9735573891750375,2.9745903246149794,11,2.418400454111469,2.8724815383889912,2.994356414518744,11,2.7140872012061084,2.9211930543235134,2.958184132196521,11,2.504366685251859,2.9789912807936925,3.034378457731292,11,4.102003060956161,33.51,11,2.6497651589579885,2.418400454111469,2.7140872012061084,2.504366685251859,1.6275074357420367,2.890371757896164,6.510029742968147,1.053954157225816,1.024454437047765,1.4874166451559834,1.7137125311502097,1.9253526214011378
34.0,34.681649,2.418912582734696,2.8836877733322965,2.816581391571134,11,2.5966298923342874,2.9074908769695056,3.012585006521043,11,2.381866188230882,3.0006536602074827,3.0205575633378783,11,2.724622836485548,3.172508017170767,3.1130159238314348,11,3.363965698869352,34.01,11,2.418912582734696,2.5966298923342874,2.381866188230882,2.724622836485548,0.7481476281671096,1.3862943611198906,2.9925905126684382,0.1524936207537635,0.8656065230792002,1.4824120610749358,1.636861847104646,1.8175253960169895
34.5,35.181649,2.4427965422362816,3.1202787232919036,3.0979921234239085,11,2.568943552686449,3.2106359567353544,3.226187176803031,11,2.5270506589981854,2.993549885331442,3.077481930969018,11,2.479212999864682,2.9870825638143517,3.1626167078242964,11,3.850751657120801,34.51,11,2.4427965422362816,2.568943552686449,2.5270506589981854,2.479212999864682,1.1936946557956003,2.261763098473791,4.774778623182401,0.2841367330299606,1.0805068829914186,1.3516272420066928,1.6443912040074244,1.902535960558353
35.0,35.681649,2.931326430192156,3.3110265533101835,3.3137458257274033,11,2.790691728012953,3.5047754189052163,3.516573089309528,11,2.9056300807427755,3.354161606682467,3.3693053653260443,11,2.8180236652174173,3.4581114938135125,3.5113095085119626,11,4.356801104082924,35.01,11,2.931326430192156,2.790691728012953,2.9056300807427755,2.8180236652174173,2.3569399627194003,3.1780538303479466,9.427759850877601,4.880938004251819,2.8898947156465074,0.7085974671793295,2.1124791160459435,2.11616902826257
35.5,36.181649,2.524940493794246,3.4341011072062715,3.5032146991086908,11,2.6978175904309896,3.7908957354333856,3.759469081112286,11,2.6707364601827055,3.2315081660251197,3.411667768585033,11,2.88281966352771,3.6799598857100495,3.7106056506122123,11,2.8661015448860026,35.51,11,2.524940493794246,2.6978175904309896,2.6707364601827055,2.88281966352771,0.42403488158289276,0.665748206371831,1.696139526331571,0.12138024941849518,0.639292664129606,1.1439245578906057,0.395418245502975,1.7385151993305508
