t,available_s,P0_median,P0_q90,P0_topk,P0_tracked,P1_median,P1_q90,P1_topk,P1_tracked,P2_median,P2_q90,P2_topk,P2_tracked,P3_median,P3_q90,P3_topk,P3_tracked,M1,m1_available_s,tracked,B0,P1,P2,P3,mean_fusion,max_fusion,fisher_fusion,concordance,Full,minus_M1,minus_B0history,minus_concordance
7.5,8.1516222,9.261632855267074,53.04855504410464,57.524201467910224,11,9.620785900947364,50.462197321140074,48.86075244746471,11,9.147824268978969,52.56078518718695,56.982447243676916,11,9.418459943109973,50.10825876161541,48.40673163497767,11,2.542760223748221,7.51,11,9.261632855267074,9.620785900947364,9.147824268978969,9.418459943109973,2.670688428004242,4.976733742420574,10.682753712016966,1.8147316873342463,18.42644515069781,30.286272093167003,24.23514354262842,30.162847078937247
8.0,8.6516222,8.3982573363894,31.014292709835555,47.91805277589285,11,9.370104115515248,21.467568435417792,40.153680347268185,11,8.176386369259822,30.719349323922685,47.60141416065752,11,9.26680508756683,21.395308929088202,39.92867439962289,11,2.549285299789836,8.01,11,8.3982573363894,9.370104115515248,8.176386369259822,9.26680508756683,2.670688428004242,4.976733742420574,10.682753712016966,1.8147316873342463,16.82928570735696,28.219757524313437,20.54243893325445,28.11519912250339
8.5,9.1516222,13.835261126489163,48.64459050785395,77.45996002572723,11,10.749141497404946,55.72072999207416,73.85310123869739,11,13.739202845331596,48.37303291278544,76.80538214922935,11,10.559762141069445,54.67341777087347,72.98723347055227,11,2.202070657064767,8.51,11,13.835261126489163,10.749141497404946,13.739202845331596,10.559762141069445,2.575378248199917,4.976733742420574,10.301512992799667,0.8660649116775351,27.947859351373907,45.034279020632574,41.69731939806897,45.49891469585913
9.0,9.6516222,10.676048707245366,21.475633190848338,75.6348513808423,11,9.827367375519515,25.04520446576796,65.39830391212685,11,10.604515931670505,21.07437025469118,74.74008818638441,11,9.777612758834415,25.126934342225034,64.66134628634877,11,1.9690306955398236,9.01,11,10.676048707245366,9.827367375519515,10.604515931670505,9.777612758834415,2.547258389038479,4.976733742420574,10.189033556153916,0.5861748078358494,21.3366786089038,33.931643898979765,29.795874626496115,34.419744393348715
9.5,10.1516222,9.653629280555226,40.85291783570871,37.96551582821946,11,9.742623484845247,38.36341683353292,32.4608906963428,11,9.572145973060074,40.39015121129401,37.57533513626705,11,9.689129064842936,38.06584631502421,31.82369937128354,11,2.5632744550074773,9.51,11,9.653629280555226,9.742623484845247,9.572145973060074,9.689129064842936,2.6757135959309926,4.976733742420574,10.70285438372397,1.864749532899026,19.392692103434147,31.352755494067488,25.847585867563577,31.669512099351707
10.0,10.6516222,5.001546269690521,18.143414893662133,18.138897458839278,11,6.254251194888297,20.87606072795871,18.29891323593684,11,4.995211729174506,18.013609409046488,18.00718726524291,11,6.246976863480224,20.80386592653202,18.351354538831114,11,2.476430079519862,10.01,11,5.001546269690521,6.254251194888297,4.995211729174506,6.246976863480224,2.665713262577658,4.976733742420574,10.66285305031063,1.7652115400290365,7.871736133654287,14.496022298047334,8.461513133220063,14.300268949186139
10.5,11.1516222,6.58725967806404,18.69530319881637,21.738118998734944,11,5.5741666111064125,17.605931911696814,18.566594133338455,11,6.56390964316661,18.490350860783014,21.472466872398787,11,5.462565716294393,17.37802530602614,18.406707871114122,11,2.95236690947321,10.51,11,6.58725967806404,5.5741666111064125,6.56390964316661,5.462565716294393,2.886079886050469,4.976733742420574,11.544319544201876,3.9586235615098944,9.704394674965481,15.567225433762262,14.40705031029153,15.706183236804858
11.0,11.6516222,7.1893947941406875,17.84878176895205,18.10261387965523,11,5.859649903738059,17.422742512866588,17.608529276261685,11,6.96117456719863,17.612409385654235,17.8491806053175,11,5.647514336206269,17.24290194934873,17.31364303587305,11,2.0020996977866368,11.01,11,7.1893947941406875,5.859649903738059,6.96117456719863,5.647514336206269,2.547258389038479,4.976733742420574,10.189033556153916,0.5861748078358494,10.984701432162048,17.91426687637757,15.964137592200393,18.027315256711617
11.5,12.1516222,5.106060442807709,14.503524072875638,15.154981860085192,11,4.493900922448428,15.080790398893914,14.942539584716371,11,4.922515955361613,14.60928401337648,15.076308431456994,11,4.320111577187716,14.489205777609053,14.697971533003587,11,2.995882819161586,11.51,11,5.106060442807709,4.493900922448428,4.922515955361613,4.320111577187716,2.917836588911632,4.976733742420574,11.671346355646527,4.27471287086424,6.100770098224921,9.528945619294962,8.167815455409746,9.541636032931637
12.0,12.6516222,3.555833558716337,20.08659933609567,17.968155487075254,11,3.0170625272745246,18.467904429179622,17.06455815303187,11,3.437027425876442,19.922925383275114,17.794378953446856,11,3.0374158585618054,18.22721510815045,16.91012705340911,11,3.602790089245531,12.01,11,3.555833558716337,3.0170625272745246,3.437027425876442,3.0374158585618054,3.4055264130337126,4.976733742420574,13.62210565213485,9.128917677951272,5.6079151700984395,3.3689148881251993,2.711065438070091,3.4282440900757933
