status,scenario,model,operating_point,threshold,roc_auc,pr_auc,independent_clean_fpr,stable_pre_fpr,pre_onset_alarm,rising_edge_false_alarm_events,rising_edge_false_alarm_events_per_min,alarm_occupancy,post_detection_rate,persistent_detection_rate,first_alarm_delay_s,first_alarm_censored,persistent_3_epoch_delay_s,persistent_3_epoch_censored,stable_median,stable_q90,stable_q99,post_median,post_q90,post_q99,tracked_prn_count,tracked_prn_count_median,ramp_detection_rate,takeover_detection_rate,tracked_prn_count_min,tracked_prn_count_max
exploratory_post_exposure,DS1,CMTE-A2,q995_higher_normal_threshold,1.2189356312242086,0.9629996042738425,0.995264282546632,0.0898876404494382,0.3163265306122449,True,12,14.693877551020408,0.7978021978021979,0.945983379501385,1.0,1.5,False,2.5,False,1.0796819300243832,1.4453565156542094,1.6144273886038343,4.972947264249235,5.17616383375382,5.258529617210184,9245,10.0,0.2631578947368421,0.7631578947368421,8,11
exploratory_post_exposure,DS2,CMTE-A2,q995_higher_normal_threshold,1.2189356312242086,0.9868191315797007,0.9983092288844395,0.0898876404494382,0.09183673469387756,True,4,4.8979591836734695,0.7802441731409545,0.9733520336605891,1.0,11.0,False,11.0,False,0.8868439632162065,1.1767704087568083,1.4882657373205634,4.542087538065889,4.927154539912909,5.57842377899082,8221,9.0,0.5,1.0,7,10
exploratory_post_exposure,DS3,CMTE-A2,q995_higher_normal_threshold,1.2189356312242086,0.9711313096667237,0.9963064433485065,0.0898876404494382,0.01020408163265306,True,1,1.2244897959183674,0.7627494456762749,0.9467787114845938,1.0,20.5,False,20.5,False,0.3123832961867796,0.6956741968898935,1.0026139495645439,5.08133209372097,6.507277712385036,6.507277712385036,3278,4.0,0.0,1.0,2,11
exploratory_post_exposure,DS4,CMTE-A2,q995_higher_normal_threshold,1.2189356312242086,0.9035250463821892,0.8926722660481049,0.0898876404494382,0.08163265306122448,True,8,9.795918367346939,0.22633744855967078,0.7272727272727273,,3.0,False,11.0,False,0.9942542041374205,1.1852188840824038,1.3248620314121324,2.516781750174266,3.048121479811223,3.2012522624092137,2526,10.0,0.6052631578947368,1.0,8,11
exploratory_post_exposure,DS7,CMTE-A2,q995_higher_normal_threshold,1.2189356312242086,0.8890360169491526,0.957357859544299,0.0898876404494382,0.2457627118644068,True,10,10.16949152542373,0.6174242424242424,0.85,0.9375,1.5,False,16.5,False,0.9383855141691944,1.8065161429047596,2.136123539251285,3.201922587627901,6.507277712385036,6.507277712385036,1764,3.0,0.34210526315789475,0.7894736842105263,1,10
exploratory_post_exposure,DS8,CMTE-A2,q995_higher_normal_threshold,1.2189356312242086,0.9803243472923846,0.9969751696791692,0.0898876404494382,0.0423728813559322,True,5,5.084745762711865,0.7365010799136069,0.9387186629526463,0.9764890282131662,12.5,False,12.5,False,0.8615705124587429,1.1025880688507266,1.263519370160169,6.507277712385036,6.507277712385036,6.507277712385036,8442,9.0,0.42105263157894735,0.8157894736842105,8,10
