attack_label,attack_metric,budget,mask,number,selection_role,synthetic_teacher_spearman
NOT_USED_FOR_RANKING,,5,"[93,121,174,183,185]",28,SYNTHETIC_VALIDATION_ONLY,0.9666639333956518
NOT_USED_FOR_RANKING,,5,"[93,54,66,139,156]",29,SYNTHETIC_VALIDATION_ONLY,0.9437077367969344
NOT_USED_FOR_RANKING,,5,"[93,7,58,68,179]",30,SYNTHETIC_VALIDATION_ONLY,0.9578802936626378
NOT_USED_FOR_RANKING,,5,"[93,36,38,73,131]",31,SYNTHETIC_VALIDATION_ONLY,0.9607518681907387
NOT_USED_FOR_RANKING,,5,"[93,18,56,102,181]",32,SYNTHETIC_VALIDATION_ONLY,0.9686898338717876
NOT_USED_FOR_RANKING,,5,"[93,29,76,124,133]",33,SYNTHETIC_VALIDATION_ONLY,0.9772323991013004
NOT_USED_FOR_RANKING,,5,"[93,115,116,135,147]",34,SYNTHETIC_VALIDATION_ONLY,0.922616724338685
NOT_USED_FOR_RANKING,,5,"[93,60,128,147,171]",35,SYNTHETIC_VALIDATION_ONLY,0.9656608229332372
NOT_USED_FOR_RANKING,,5,"[93,62,69,77,122]",36,SYNTHETIC_VALIDATION_ONLY,0.9698569405950876
NOT_USED_FOR_RANKING,,5,"[93,12,72,89,121]",37,SYNTHETIC_VALIDATION_ONLY,0.9651781272720316
NOT_USED_FOR_RANKING,,5,"[93,15,128,146,171]",38,SYNTHETIC_VALIDATION_ONLY,0.9657258747833881
NOT_USED_FOR_RANKING,,5,"[93,62,103,121,178]",39,SYNTHETIC_VALIDATION_ONLY,0.9773526630259498
NOT_USED_FOR_RANKING,,5,"[93,54,96,101,150]",40,SYNTHETIC_VALIDATION_ONLY,0.92536311505431
NOT_USED_FOR_RANKING,,5,"[93,52,82,117,180]",41,SYNTHETIC_VALIDATION_ONLY,0.972077996621677
NOT_USED_FOR_RANKING,,5,"[93,25,36,108,169]",42,SYNTHETIC_VALIDATION_ONLY,0.969920899136833
NOT_USED_FOR_RANKING,,5,"[93,19,21,145,171]",43,SYNTHETIC_VALIDATION_ONLY,0.9579595585220656
NOT_USED_FOR_RANKING,,5,"[93,62,64,156,180]",44,SYNTHETIC_VALIDATION_ONLY,0.9701843864626554
NOT_USED_FOR_RANKING,,5,"[93,30,45,86,145]",45,SYNTHETIC_VALIDATION_ONLY,0.9715756214091652
NOT_USED_FOR_RANKING,,5,"[93,33,75,123,141]",46,SYNTHETIC_VALIDATION_ONLY,0.9681262333885454
NOT_USED_FOR_RANKING,,5,"[93,38,152,169,181]",47,SYNTHETIC_VALIDATION_ONLY,0.9746264985158338
NOT_USED_FOR_RANKING,,5,"[93,67,110,113,127]",48,SYNTHETIC_VALIDATION_ONLY,0.9568482105274666
NOT_USED_FOR_RANKING,,5,"[93,20,102,156,165]",49,SYNTHETIC_VALIDATION_ONLY,0.9683924539853824
NOT_USED_FOR_RANKING,,5,"[93,65,69,89,179]",50,SYNTHETIC_VALIDATION_ONLY,0.9831488375398375
NOT_USED_FOR_RANKING,,5,"[93,32,33,58,117]",51,SYNTHETIC_VALIDATION_ONLY,0.9465962576053266
NOT_USED_FOR_RANKING,,5,"[93,37,120,155,162]",52,SYNTHETIC_VALIDATION_ONLY,0.9626088525181625
NOT_USED_FOR_RANKING,,5,"[93,75,89,119,163]",53,SYNTHETIC_VALIDATION_ONLY,0.978216923320815
NOT_USED_FOR_RANKING,,5,"[93,52,55,164,168]",54,SYNTHETIC_VALIDATION_ONLY,0.9742438405737682
NOT_USED_FOR_RANKING,,5,"[93,15,17,90,134]",55,SYNTHETIC_VALIDATION_ONLY,0.9013365695262148
NOT_USED_FOR_RANKING,,5,"[93,23,53,89,116]",56,SYNTHETIC_VALIDATION_ONLY,0.9805221640946586
NOT_USED_FOR_RANKING,,5,"[93,63,107,141,142]",57,SYNTHETIC_VALIDATION_ONLY,0.9751731527187848
NOT_USED_FOR_RANKING,,5,"[93,10,74,105,107]",58,SYNTHETIC_VALIDATION_ONLY,0.9698738868753791
NOT_USED_FOR_RANKING,,5,"[93,17,34,40,127]",59,SYNTHETIC_VALIDATION_ONLY,0.9379252286381203
NOT_USED_FOR_RANKING,,5,"[93,37,75,102,171]",60,SYNTHETIC_VALIDATION_ONLY,0.9218667147722365
NOT_USED_FOR_RANKING,,5,"[93,24,62,126,185]",61,SYNTHETIC_VALIDATION_ONLY,0.9680092493891139
NOT_USED_FOR_RANKING,,5,"[93,29,146,161,167]",62,SYNTHETIC_VALIDATION_ONLY,0.9553142988339866
NOT_USED_FOR_RANKING,,5,"[93,42,111,135,183]",63,SYNTHETIC_VALIDATION_ONLY,0.9511580869289513
NOT_USED_FOR_RANKING,,5,"[93,20,118,125,144]",64,SYNTHETIC_VALIDATION_ONLY,0.9788324559533376
NOT_USED_FOR_RANKING,,5,"[93,7,36,101,129]",65,SYNTHETIC_VALIDATION_ONLY,0.9798639924343059
NOT_USED_FOR_RANKING,,5,"[93,57,69,151,163]",66,SYNTHETIC_VALIDATION_ONLY,0.9796458774073284
NOT_USED_FOR_RANKING,,5,"[93,35,54,121,174]",67,SYNTHETIC_VALIDATION_ONLY,0.8913655968643914
NOT_USED_FOR_RANKING,,5,"[93,36,82,170,185]",68,SYNTHETIC_VALIDATION_ONLY,0.9186857339652656
NOT_USED_FOR_RANKING,,5,"[93,22,32,38,184]",69,SYNTHETIC_VALIDATION_ONLY,0.972701182413041
NOT_USED_FOR_RANKING,,5,"[93,7,17,58,103]",70,SYNTHETIC_VALIDATION_ONLY,0.943800121357233
NOT_USED_FOR_RANKING,,5,"[93,6,82,103,111]",71,SYNTHETIC_VALIDATION_ONLY,0.9796005051084834
NOT_USED_FOR_RANKING,,5,"[93,34,44,83,146]",72,SYNTHETIC_VALIDATION_ONLY,0.9662943951544571
NOT_USED_FOR_RANKING,,5,"[93,8,46,54,121]",73,SYNTHETIC_VALIDATION_ONLY,0.9815137948188114
NOT_USED_FOR_RANKING,,5,"[93,40,110,118,181]",74,SYNTHETIC_VALIDATION_ONLY,0.9750671018034123
NOT_USED_FOR_RANKING,,5,"[93,0,16,103,168]",75,SYNTHETIC_VALIDATION_ONLY,0.8708933969638825
NOT_USED_FOR_RANKING,,5,"[93,33,35,70,88]",76,SYNTHETIC_VALIDATION_ONLY,0.8200561960520634
NOT_USED_FOR_RANKING,,5,"[93,36,77,100,168]",77,SYNTHETIC_VALIDATION_ONLY,0.9482684728121532
NOT_USED_FOR_RANKING,,5,"[93,49,125,135,152]",78,SYNTHETIC_VALIDATION_ONLY,0.9668547157124816
NOT_USED_FOR_RANKING,,5,"[93,2,15,23,166]",79,SYNTHETIC_VALIDATION_ONLY,0.9733615406902055
NOT_USED_FOR_RANKING,,5,"[93,3,54,109,110]",80,SYNTHETIC_VALIDATION_ONLY,0.9302124844886869
NOT_USED_FOR_RANKING,,5,"[93,72,111,120,163]",81,SYNTHETIC_VALIDATION_ONLY,0.9803909670859505
NOT_USED_FOR_RANKING,,5,"[93,29,65,107,157]",82,SYNTHETIC_VALIDATION_ONLY,0.970675828591108
NOT_USED_FOR_RANKING,,5,"[93,49,52,79,157]",83,SYNTHETIC_VALIDATION_ONLY,0.9676867234093728
NOT_USED_FOR_RANKING,,5,"[93,25,89,95,153]",84,SYNTHETIC_VALIDATION_ONLY,0.975759166024348
NOT_USED_FOR_RANKING,,5,"[93,1,91,151,169]",85,SYNTHETIC_VALIDATION_ONLY,0.8958525345622119
NOT_USED_FOR_RANKING,,5,"[93,1,62,112,161]",86,SYNTHETIC_VALIDATION_ONLY,0.9702904373780279
NOT_USED_FOR_RANKING,,5,"[93,84,101,111,175]",87,SYNTHETIC_VALIDATION_ONLY,0.9719467996129689
NOT_USED_FOR_RANKING,,5,"[93,25,124,127,154]",88,SYNTHETIC_VALIDATION_ONLY,0.9593502468143725
NOT_USED_FOR_RANKING,,5,"[93,70,99,109,158]",89,SYNTHETIC_VALIDATION_ONLY,0.9752737370921276
NOT_USED_FOR_RANKING,,5,"[93,2,31,58,138]",90,SYNTHETIC_VALIDATION_ONLY,0.9689812005619607
NOT_USED_FOR_RANKING,,5,"[93,128,132,164,180]",91,SYNTHETIC_VALIDATION_ONLY,0.9461928268035489
NOT_USED_FOR_RANKING,,5,"[93,117,147,151,154]",92,SYNTHETIC_VALIDATION_ONLY,0.9546670602576928
NOT_USED_FOR_RANKING,,5,"[93,51,82,94,127]",93,SYNTHETIC_VALIDATION_ONLY,0.9721867808080642
NOT_USED_FOR_RANKING,,5,"[93,31,35,66,122]",94,SYNTHETIC_VALIDATION_ONLY,0.9324073011135346
NOT_USED_FOR_RANKING,,5,"[93,12,46,77,103]",95,SYNTHETIC_VALIDATION_ONLY,0.9646943383024201
NOT_USED_FOR_RANKING,,5,"[93,21,86,108,147]",96,SYNTHETIC_VALIDATION_ONLY,0.9787198451875297
NOT_USED_FOR_RANKING,,5,"[93,44,68,97,149]",97,SYNTHETIC_VALIDATION_ONLY,0.9691517566732811
NOT_USED_FOR_RANKING,,5,"[93,90,109,162,163]",98,SYNTHETIC_VALIDATION_ONLY,0.9711814837288376
NOT_USED_FOR_RANKING,,5,"[93,25,120,150,174]",99,SYNTHETIC_VALIDATION_ONLY,0.9779813153593432
NOT_USED_FOR_RANKING,,5,"[93,12,117,122,167]",100,SYNTHETIC_VALIDATION_ONLY,0.9626427450787456
NOT_USED_FOR_RANKING,,5,"[93,50,70,138,157]",101,SYNTHETIC_VALIDATION_ONLY,0.9505573139599084
NOT_USED_FOR_RANKING,,5,"[93,20,38,90,118]",102,SYNTHETIC_VALIDATION_ONLY,0.948169528401419
NOT_USED_FOR_RANKING,,5,"[93,65,70,78,157]",103,SYNTHETIC_VALIDATION_ONLY,0.968665781086858
NOT_USED_FOR_RANKING,,5,"[93,141,145,171,172]",104,SYNTHETIC_VALIDATION_ONLY,0.9551787285916548
NOT_USED_FOR_RANKING,,5,"[93,110,148,163,180]",105,SYNTHETIC_VALIDATION_ONLY,0.9440668886082729
NOT_USED_FOR_RANKING,,5,"[93,22,69,86,134]",106,SYNTHETIC_VALIDATION_ONLY,0.9670624443096031
NOT_USED_FOR_RANKING,,5,"[93,10,85,97,153]",107,SYNTHETIC_VALIDATION_ONLY,0.9757657258747833
NOT_USED_FOR_RANKING,,5,"[93,3,91,172,183]",108,SYNTHETIC_VALIDATION_ONLY,0.961714526242135
NOT_USED_FOR_RANKING,,5,"[93,12,24,60,84]",109,SYNTHETIC_VALIDATION_ONLY,0.9678611061001142
NOT_USED_FOR_RANKING,,5,"[93,36,59,120,176]",110,SYNTHETIC_VALIDATION_ONLY,0.9413707900793195
NOT_USED_FOR_RANKING,,5,"[93,60,91,114,139]",111,SYNTHETIC_VALIDATION_ONLY,0.9786345671318695
NOT_USED_FOR_RANKING,,5,"[93,23,37,83,153]",112,SYNTHETIC_VALIDATION_ONLY,0.9774188081845068
NOT_USED_FOR_RANKING,,5,"[93,28,88,97,111]",113,SYNTHETIC_VALIDATION_ONLY,0.9763768852736824
NOT_USED_FOR_RANKING,,5,"[93,9,136,176,181]",114,SYNTHETIC_VALIDATION_ONLY,0.9703833685925294
NOT_USED_FOR_RANKING,,5,"[93,5,117,170,179]",115,SYNTHETIC_VALIDATION_ONLY,0.9759718145092959
NOT_USED_FOR_RANKING,,5,"[93,35,78,106,130]",116,SYNTHETIC_VALIDATION_ONLY,0.9733325680174493
NOT_USED_FOR_RANKING,,5,"[93,74,84,177,182]",117,SYNTHETIC_VALIDATION_ONLY,0.9738502495476437
NOT_USED_FOR_RANKING,,5,"[93,14,81,128,185]",118,SYNTHETIC_VALIDATION_ONLY,0.9405240227189485
NOT_USED_FOR_RANKING,,5,"[93,24,50,54,132]",119,SYNTHETIC_VALIDATION_ONLY,0.985221203623224
NOT_USED_FOR_RANKING,,5,"[93,41,117,136,139]",120,SYNTHETIC_VALIDATION_ONLY,0.9738863287250384
NOT_USED_FOR_RANKING,,5,"[93,10,22,68,168]",121,SYNTHETIC_VALIDATION_ONLY,0.9775325122587204
NOT_USED_FOR_RANKING,,5,"[93,2,79,139,167]",122,SYNTHETIC_VALIDATION_ONLY,0.9581366744838218
NOT_USED_FOR_RANKING,,5,"[93,45,58,121,153]",123,SYNTHETIC_VALIDATION_ONLY,0.9782180166292208
NOT_USED_FOR_RANKING,,5,"[93,35,79,112,161]",124,SYNTHETIC_VALIDATION_ONLY,0.9775784312117684
NOT_USED_FOR_RANKING,,5,"[93,53,111,129,156]",125,SYNTHETIC_VALIDATION_ONLY,0.9636759215223226
NOT_USED_FOR_RANKING,,5,"[93,79,159,178,185]",126,SYNTHETIC_VALIDATION_ONLY,0.9758433507716022
NOT_USED_FOR_RANKING,,5,"[93,44,101,128,163]",127,SYNTHETIC_VALIDATION_ONLY,0.9503031197555363
NOT_USED_FOR_RANKING,,5,"[93,14,109,156,183]",128,SYNTHETIC_VALIDATION_ONLY,0.9650649698520207
NOT_USED_FOR_RANKING,,5,"[93,20,125,171,175]",129,SYNTHETIC_VALIDATION_ONLY,0.932658762046892
NOT_USED_FOR_RANKING,,5,"[93,62,73,85,175]",130,SYNTHETIC_VALIDATION_ONLY,0.978039260704856
NOT_USED_FOR_RANKING,,5,"[93,7,22,161,179]",131,SYNTHETIC_VALIDATION_ONLY,0.9568596902657286
NOT_USED_FOR_RANKING,,5,"[93,39,111,134,184]",132,SYNTHETIC_VALIDATION_ONLY,0.9740771110418682
NOT_USED_FOR_RANKING,,5,"[93,39,50,55,72]",133,SYNTHETIC_VALIDATION_ONLY,0.95564283800996
NOT_USED_FOR_RANKING,,5,"[93,24,30,91,115]",134,SYNTHETIC_VALIDATION_ONLY,0.9765622010484827
NOT_USED_FOR_RANKING,,5,"[93,66,94,110,177]",135,SYNTHETIC_VALIDATION_ONLY,0.9665813886110063
NOT_USED_FOR_RANKING,,5,"[93,16,92,96,173]",136,SYNTHETIC_VALIDATION_ONLY,0.9530773898355118
NOT_USED_FOR_RANKING,,5,"[93,4,10,24,30]",137,SYNTHETIC_VALIDATION_ONLY,0.9790762637278536
NOT_USED_FOR_RANKING,,5,"[93,51,95,121,129]",138,SYNTHETIC_VALIDATION_ONLY,0.9687783918526658
NOT_USED_FOR_RANKING,,5,"[93,0,12,43,92]",139,SYNTHETIC_VALIDATION_ONLY,0.9715417288485823
NOT_USED_FOR_RANKING,,5,"[93,7,44,92,151]",140,SYNTHETIC_VALIDATION_ONLY,0.9675052342139931
NOT_USED_FOR_RANKING,,5,"[93,22,36,142,166]",141,SYNTHETIC_VALIDATION_ONLY,0.9752567908118361
NOT_USED_FOR_RANKING,,5,"[93,76,98,137,160]",142,SYNTHETIC_VALIDATION_ONLY,0.9769218995140244
NOT_USED_FOR_RANKING,,5,"[93,19,22,40,172]",143,SYNTHETIC_VALIDATION_ONLY,0.9218896742487606
NOT_USED_FOR_RANKING,,5,"[93,28,39,77,141]",144,SYNTHETIC_VALIDATION_ONLY,0.9775931908752481
NOT_USED_FOR_RANKING,,5,"[93,12,38,52,108]",145,SYNTHETIC_VALIDATION_ONLY,0.9776002973798864
NOT_USED_FOR_RANKING,,5,"[93,42,74,77,153]",146,SYNTHETIC_VALIDATION_ONLY,0.9689637076274661
NOT_USED_FOR_RANKING,,5,"[93,73,80,105,162]",147,SYNTHETIC_VALIDATION_ONLY,0.9826541154861669
NOT_USED_FOR_RANKING,,5,"[93,68,78,102,142]",148,SYNTHETIC_VALIDATION_ONLY,0.9736802400905258
NOT_USED_FOR_RANKING,,5,"[93,36,45,70,136]",149,SYNTHETIC_VALIDATION_ONLY,0.9628247809283281
NOT_USED_FOR_RANKING,,5,"[93,2,101,116,178]",150,SYNTHETIC_VALIDATION_ONLY,0.9731784115322172
NOT_USED_FOR_RANKING,,5,"[93,16,154,155,167]",151,SYNTHETIC_VALIDATION_ONLY,0.9290951232978555
NOT_USED_FOR_RANKING,,5,"[93,94,108,125,184]",152,SYNTHETIC_VALIDATION_ONLY,0.969298259999672
NOT_USED_FOR_RANKING,,5,"[93,28,31,56,183]",153,SYNTHETIC_VALIDATION_ONLY,0.9678069873340222
NOT_USED_FOR_RANKING,,5,"[93,8,53,79,119]",154,SYNTHETIC_VALIDATION_ONLY,0.9823993746275919
NOT_USED_FOR_RANKING,,5,"[93,12,36,118,167]",155,SYNTHETIC_VALIDATION_ONLY,0.9585625181079205
NOT_USED_FOR_RANKING,,5,"[93,87,163,166,175]",156,SYNTHETIC_VALIDATION_ONLY,0.9803078756471019
NOT_USED_FOR_RANKING,,5,"[93,77,102,118,174]",157,SYNTHETIC_VALIDATION_ONLY,0.9703472894151347
NOT_USED_FOR_RANKING,,5,"[93,22,59,126,174]",158,SYNTHETIC_VALIDATION_ONLY,0.9484346556898503
NOT_USED_FOR_RANKING,,5,"[93,24,61,158,166]",159,SYNTHETIC_VALIDATION_ONLY,0.97608005204148
NOT_USED_FOR_RANKING,,5,"[93,13,64,86,89]",160,SYNTHETIC_VALIDATION_ONLY,0.9516440625153747
NOT_USED_FOR_RANKING,,5,"[93,31,54,69,136]",161,SYNTHETIC_VALIDATION_ONLY,0.9246120121794557
NOT_USED_FOR_RANKING,,5,"[93,4,22,70,74]",162,SYNTHETIC_VALIDATION_ONLY,0.9270391568405574
NOT_USED_FOR_RANKING,,5,"[93,46,57,132,178]",163,SYNTHETIC_VALIDATION_ONLY,0.9735107772876112
NOT_USED_FOR_RANKING,,5,"[93,37,55,69,154]",164,SYNTHETIC_VALIDATION_ONLY,0.8745177143294466
NOT_USED_FOR_RANKING,,5,"[93,24,144,161,169]",165,SYNTHETIC_VALIDATION_ONLY,0.9525711880435792
NOT_USED_FOR_RANKING,,5,"[93,23,46,54,177]",166,SYNTHETIC_VALIDATION_ONLY,0.9760144535371259
NOT_USED_FOR_RANKING,,5,"[93,76,109,158,182]",167,SYNTHETIC_VALIDATION_ONLY,0.9774357544647982
NOT_USED_FOR_RANKING,,5,"[93,26,79,171,184]",168,SYNTHETIC_VALIDATION_ONLY,0.9686488348065664
NOT_USED_FOR_RANKING,,5,"[93,13,35,48,66]",169,SYNTHETIC_VALIDATION_ONLY,0.9387244370828345
NOT_USED_FOR_RANKING,,5,"[93,44,92,101,103]",170,SYNTHETIC_VALIDATION_ONLY,0.9767923424679251
NOT_USED_FOR_RANKING,,5,"[93,14,22,56,108]",171,SYNTHETIC_VALIDATION_ONLY,0.9718943208094855
NOT_USED_FOR_RANKING,,5,"[93,22,117,140,184]",172,SYNTHETIC_VALIDATION_ONLY,0.9728105132536312
NOT_USED_FOR_RANKING,,5,"[93,21,34,157,184]",173,SYNTHETIC_VALIDATION_ONLY,0.966640427264925
NOT_USED_FOR_RANKING,,5,"[93,46,58,153,183]",174,SYNTHETIC_VALIDATION_ONLY,0.9675041409055873
NOT_USED_FOR_RANKING,,5,"[93,3,16,92,173]",175,SYNTHETIC_VALIDATION_ONLY,0.9470876997337793
NOT_USED_FOR_RANKING,,5,"[93,17,34,41,108]",176,SYNTHETIC_VALIDATION_ONLY,0.9483701504939019
NOT_USED_FOR_RANKING,,5,"[93,69,98,124,139]",177,SYNTHETIC_VALIDATION_ONLY,0.9563146760253866
NOT_USED_FOR_RANKING,,5,"[93,30,77,128,136]",178,SYNTHETIC_VALIDATION_ONLY,0.9668279296565371
NOT_USED_FOR_RANKING,,5,"[93,10,104,109,118]",179,SYNTHETIC_VALIDATION_ONLY,0.9791713815591673
NOT_USED_FOR_RANKING,,5,"[93,10,27,111,112]",180,SYNTHETIC_VALIDATION_ONLY,0.9380662654224817
NOT_USED_FOR_RANKING,,5,"[93,11,109,144,177]",181,SYNTHETIC_VALIDATION_ONLY,0.9593409536929226
NOT_USED_FOR_RANKING,,5,"[93,20,58,126,183]",182,SYNTHETIC_VALIDATION_ONLY,0.9694994287463579
NOT_USED_FOR_RANKING,,5,"[93,22,76,134,159]",183,SYNTHETIC_VALIDATION_ONLY,0.970755093450536
NOT_USED_FOR_RANKING,,5,"[93,17,52,78,105]",184,SYNTHETIC_VALIDATION_ONLY,0.9419387637961854
NOT_USED_FOR_RANKING,,5,"[93,27,68,128,162]",185,SYNTHETIC_VALIDATION_ONLY,0.9656744892883108
NOT_USED_FOR_RANKING,,5,"[93,45,107,132,151]",186,SYNTHETIC_VALIDATION_ONLY,0.9713022943076898
NOT_USED_FOR_RANKING,,5,"[93,45,102,160,181]",187,SYNTHETIC_VALIDATION_ONLY,0.9748823326828149
NOT_USED_FOR_RANKING,,5,"[93,38,50,84,125]",188,SYNTHETIC_VALIDATION_ONLY,0.9702734910977362
NOT_USED_FOR_RANKING,,5,"[93,136,149,156,167]",189,SYNTHETIC_VALIDATION_ONLY,0.9498291705615778
NOT_USED_FOR_RANKING,,5,"[93,9,90,134,183]",190,SYNTHETIC_VALIDATION_ONLY,0.9747691752628039
NOT_USED_FOR_RANKING,,5,"[93,47,62,118,182]",191,SYNTHETIC_VALIDATION_ONLY,0.9384582164859974
NOT_USED_FOR_RANKING,,5,"[93,30,39,109,152]",192,SYNTHETIC_VALIDATION_ONLY,0.972199353854732
NOT_USED_FOR_RANKING,,5,"[93,19,76,166,175]",193,SYNTHETIC_VALIDATION_ONLY,0.9715581284746708
NOT_USED_FOR_RANKING,,5,"[93,12,25,121,136]",194,SYNTHETIC_VALIDATION_ONLY,0.9742290809102885
NOT_USED_FOR_RANKING,,5,"[93,88,101,129,164]",195,SYNTHETIC_VALIDATION_ONLY,0.9756673281182521
NOT_USED_FOR_RANKING,,5,"[93,15,25,102,156]",196,SYNTHETIC_VALIDATION_ONLY,0.9754645194089576
NOT_USED_FOR_RANKING,,5,"[93,41,74,111,176]",197,SYNTHETIC_VALIDATION_ONLY,0.9549901328916367
NOT_USED_FOR_RANKING,,5,"[93,13,39,42,106]",198,SYNTHETIC_VALIDATION_ONLY,0.9792156605496062
NOT_USED_FOR_RANKING,,5,"[93,4,67,109,147]",199,SYNTHETIC_VALIDATION_ONLY,0.9832472352963685
NOT_USED_FOR_RANKING,,9,"[93,2,11,18,64,84,122,132,145]",0,SYNTHETIC_VALIDATION_ONLY,0.9796212779681956
NOT_USED_FOR_RANKING,,9,"[93,18,48,59,77,120,130,168,173]",1,SYNTHETIC_VALIDATION_ONLY,0.9745772996375683
NOT_USED_FOR_RANKING,,9,"[93,15,34,86,104,114,119,121,182]",2,SYNTHETIC_VALIDATION_ONLY,0.9625115480700372
NOT_USED_FOR_RANKING,,9,"[93,2,31,32,81,85,107,157,159]",3,SYNTHETIC_VALIDATION_ONLY,0.9722633123964773
NOT_USED_FOR_RANKING,,9,"[93,39,42,51,67,77,79,99,102]",4,SYNTHETIC_VALIDATION_ONLY,0.9819002793402978
NOT_USED_FOR_RANKING,,9,"[93,27,31,34,65,66,86,123,166]",5,SYNTHETIC_VALIDATION_ONLY,0.9796354909774725
NOT_USED_FOR_RANKING,,9,"[93,2,50,61,96,135,139,158,162]",6,SYNTHETIC_VALIDATION_ONLY,0.9857088191722562
NOT_USED_FOR_RANKING,,9,"[93,51,82,124,138,151,159,164,182]",7,SYNTHETIC_VALIDATION_ONLY,0.9826453690189196
NOT_USED_FOR_RANKING,,9,"[93,6,27,79,87,88,105,170,178]",8,SYNTHETIC_VALIDATION_ONLY,0.9808676495509236
NOT_USED_FOR_RANKING,,9,"[93,25,41,62,88,116,139,152,184]",9,SYNTHETIC_VALIDATION_ONLY,0.9842842383193663
NOT_USED_FOR_RANKING,,9,"[93,16,61,102,119,130,132,145,151]",10,SYNTHETIC_VALIDATION_ONLY,0.9743094390781223
NOT_USED_FOR_RANKING,,9,"[93,15,31,67,99,100,101,102,111]",11,SYNTHETIC_VALIDATION_ONLY,0.9242277142747812
NOT_USED_FOR_RANKING,,9,"[93,5,11,82,94,104,147,149,173]",12,SYNTHETIC_VALIDATION_ONLY,0.9785957546834598
NOT_USED_FOR_RANKING,,9,"[93,23,73,83,86,104,118,130,166]",13,SYNTHETIC_VALIDATION_ONLY,0.9828361513357494
NOT_USED_FOR_RANKING,,9,"[93,9,15,36,62,114,155,158,175]",14,SYNTHETIC_VALIDATION_ONLY,0.9849041441855126
NOT_USED_FOR_RANKING,,9,"[93,20,22,32,83,89,94,169,179]",15,SYNTHETIC_VALIDATION_ONLY,0.9868753792413533
NOT_USED_FOR_RANKING,,9,"[93,21,23,97,111,154,158,172,180]",16,SYNTHETIC_VALIDATION_ONLY,0.9799580169572133
NOT_USED_FOR_RANKING,,9,"[93,24,34,56,64,94,112,142,160]",17,SYNTHETIC_VALIDATION_ONLY,0.9806823337761231
NOT_USED_FOR_RANKING,,9,"[93,28,35,39,52,111,112,144,148]",18,SYNTHETIC_VALIDATION_ONLY,0.9782032569657412
NOT_USED_FOR_RANKING,,9,"[93,57,67,82,104,116,136,144,175]",19,SYNTHETIC_VALIDATION_ONLY,0.9793982430533916
NOT_USED_FOR_RANKING,,9,"[93,4,41,112,119,129,133,158,180]",20,SYNTHETIC_VALIDATION_ONLY,0.9782994681054605
NOT_USED_FOR_RANKING,,9,"[93,5,44,61,97,99,100,107,150]",21,SYNTHETIC_VALIDATION_ONLY,0.9777768666874395
NOT_USED_FOR_RANKING,,9,"[93,74,82,95,102,115,129,132,178]",22,SYNTHETIC_VALIDATION_ONLY,0.9799487238357633
NOT_USED_FOR_RANKING,,9,"[93,17,30,46,91,127,159,178,182]",23,SYNTHETIC_VALIDATION_ONLY,0.9805451235711825
NOT_USED_FOR_RANKING,,9,"[93,11,12,15,24,44,100,137,143]",24,SYNTHETIC_VALIDATION_ONLY,0.9672816526449863
NOT_USED_FOR_RANKING,,9,"[93,28,36,57,67,71,82,106,137]",25,SYNTHETIC_VALIDATION_ONLY,0.9783984125161946
NOT_USED_FOR_RANKING,,9,"[93,2,9,65,78,84,112,150,161]",26,SYNTHETIC_VALIDATION_ONLY,0.9703057436957104
NOT_USED_FOR_RANKING,,9,"[93,46,55,64,84,87,100,135,169]",27,SYNTHETIC_VALIDATION_ONLY,0.9537612542434033
NOT_USED_FOR_RANKING,,9,"[93,55,76,90,105,111,118,120,146]",28,SYNTHETIC_VALIDATION_ONLY,0.9773149438859461
NOT_USED_FOR_RANKING,,9,"[93,3,49,65,72,76,84,169,186]",29,SYNTHETIC_VALIDATION_ONLY,0.9572472680956209
NOT_USED_FOR_RANKING,,9,"[93,9,36,47,70,75,147,173,175]",30,SYNTHETIC_VALIDATION_ONLY,0.9843050111790784
NOT_USED_FOR_RANKING,,9,"[93,7,8,19,25,73,91,96,166]",31,SYNTHETIC_VALIDATION_ONLY,0.9808906090274475
NOT_USED_FOR_RANKING,,9,"[93,20,51,75,78,86,96,116,184]",32,SYNTHETIC_VALIDATION_ONLY,0.9660598805013914
NOT_USED_FOR_RANKING,,9,"[93,7,21,28,47,147,154,162,181]",33,SYNTHETIC_VALIDATION_ONLY,0.9746674975810552
NOT_USED_FOR_RANKING,,9,"[93,7,15,73,81,141,157,166,174]",34,SYNTHETIC_VALIDATION_ONLY,0.9788062165515959
NOT_USED_FOR_RANKING,,9,"[93,0,14,21,37,98,132,178,185]",35,SYNTHETIC_VALIDATION_ONLY,0.9834653503233459
NOT_USED_FOR_RANKING,,9,"[93,24,31,99,112,123,134,143,175]",36,SYNTHETIC_VALIDATION_ONLY,0.9828541909244468
NOT_USED_FOR_RANKING,,9,"[93,5,28,52,114,115,129,131,143]",37,SYNTHETIC_VALIDATION_ONLY,0.9862407137117274
NOT_USED_FOR_RANKING,,9,"[93,18,20,22,120,138,147,165,171]",38,SYNTHETIC_VALIDATION_ONLY,0.9756438219875253
NOT_USED_FOR_RANKING,,9,"[93,6,9,86,91,108,126,150,185]",39,SYNTHETIC_VALIDATION_ONLY,0.9765447081139883
NOT_USED_FOR_RANKING,,9,"[93,43,82,86,104,128,133,173,178]",40,SYNTHETIC_VALIDATION_ONLY,0.9851484986142315
