scenario,phase,second,time_s,channel,prn,raw_start_sample,raw_end_sample,raw_power,prompt_magnitude,method,budget,score
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,raw_power_only,0,5603739.870012
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,analytic_sparse_k3,3,0.5381190602884482
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,uniform_k3,3,1.3235713747818534
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,shuffled_k3,3,1.119474035507887
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,analytic_sparse_k5,5,3.1528653124807304
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,uniform_k5,5,1.5164954136029585
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,shuffled_k5,5,2.0203185630510445
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,analytic_sparse_k9,9,2.098332654751171
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,uniform_k9,9,0.2429422328184248
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,shuffled_k9,9,5.63063036186764
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,ai_sparse_k3,3,3.6837596455864756
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,pg_scc_k3,3,4.859635579954355
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,ai_sparse_k5,5,4.681326898626826
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,pg_scc_k5,5,1.284526778771132
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,ai_sparse_k9,9,4.173031549392582
cleanStatic,train,10,10.01426452,3,20,250106613,250606613,5603739.870012,2348878.239503568,pg_scc_k9,9,1.9034453073550557
