scenario,family,method,budget,roc_auc,pr_auc,normalized_low_fpr_pauc,events,alarms,detection_rate,first_alarm_delay_s,persistent_alarm_ratio,external_pre_events,external_pre_alarms,external_pre_fpr,clean_holdout_events,clean_holdout_alarms,clean_holdout_fpr,clean_holdout_fpr_ci95,claim_scope
ds4,ds4,raw_power_only,0,0.0,0.38202972943323266,0.48717948717948717,16,0,0.0,,0.0,12,0,0.0,12,1,0.08333333333333333,"[0.0021075932318602286, 0.38479616515094406]",transition_only
ds4,ds4,shuffled_k3,3,0.9427083333333334,0.974537037037037,0.9679487179487178,16,13,0.8125,0.1945079040000195,0.8125,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_only
ds4,ds4,shuffled_k5,5,0.9635416666666666,0.9790482954545454,0.9358974358974359,16,11,0.6875,0.1945079040000195,0.6875,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_only
ds4,ds4,shuffled_k9,9,0.9322916666666666,0.9537488553113553,0.8397435897435898,16,3,0.1875,2.2153082840000025,0.1875,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_only
ds4,ds4,uniform_k3,3,0.9114583333333334,0.9432402768799828,0.8076923076923077,16,15,0.9375,0.1945079040000195,0.9375,12,3,0.25,12,5,0.4166666666666667,"[0.15165222980843013, 0.7233303143178942]",transition_only
ds4,ds4,uniform_k5,5,0.9895833333333333,0.9924172794117647,0.9358974358974359,16,14,0.875,0.1945079040000195,0.875,12,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_only
ds4,ds4,uniform_k9,9,0.6614583333333334,0.6942003868795201,0.5192307692307693,16,5,0.3125,3.205508420000001,0.3125,12,0,0.0,12,2,0.16666666666666666,"[0.02086252546009238, 0.48413774868596704]",transition_only
ds7,ds7_ds8,ai_sparse_k3,3,0.7395833333333333,0.9307087803912031,0.6794871794871795,48,32,0.6666666666666666,7.996497087999998,0.6666666666666666,10,4,0.4,12,2,0.16666666666666666,"[0.02086252546009238, 0.48413774868596704]",transition_and_established
ds7,ds7_ds8,ai_sparse_k5,5,0.8038194444444445,0.9474722935639812,0.732905982905983,48,24,0.5,7.996497087999998,0.5,10,0,0.0,12,1,0.08333333333333333,"[0.0021075932318602286, 0.38479616515094406]",transition_and_established
ds7,ds7_ds8,ai_sparse_k9,9,0.8784722222222222,0.9705454481197212,0.829059829059829,48,28,0.5833333333333334,5.9967967519999945,0.5833333333333334,10,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds7,ds7_ds8,analytic_sparse_k3,3,0.7916666666666666,0.9455166628293427,0.7756410256410255,48,26,0.5416666666666666,0.012295756000000324,0.5416666666666666,10,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds7,ds7_ds8,analytic_sparse_k5,5,0.8715277777777777,0.9651829169823937,0.7542735042735043,48,19,0.3958333333333333,5.017696627999996,0.3958333333333333,10,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds7,ds7_ds8,analytic_sparse_k9,9,0.861111111111111,0.9652442877313419,0.8076923076923077,48,21,0.4375,5.017696627999996,0.4375,10,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds7,ds7_ds8,dense_one_source_residual,187,0.8541666666666666,0.9588857382418945,0.7008547008547008,48,24,0.5,7.996497087999998,0.5,10,0,0.0,12,1,0.08333333333333333,"[0.0021075932318602286, 0.38479616515094406]",transition_and_established
ds7,ds7_ds8,dense_two_source_glrt,187,0.8645833333333334,0.967299938500376,0.8183760683760684,48,20,0.4166666666666667,0.012295756000000324,0.4166666666666667,10,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
ds7,ds7_ds8,epl3,3,0.7517361111111112,0.934726425660486,0.7435897435897436,48,15,0.3125,7.996497087999998,0.3125,10,0,0.0,12,0,0.0,"[0.0, 0.26464846939705117]",transition_and_established
