scenario,model,operating_point,threshold,epoch_count,alarm_comparison,clean_test_fpr,stable_pre_fpr,roc_auc,pr_auc,post_detection_rate,persistent_detection_rate,persistent_alarm_ratio,first_alarm_delay_s,first_sustained_alarm_delay_s,tracked_prn_count_median,tracked_prn_count_min,tracked_prn_count_max,pre_onset_alarm
DS2,complex random K5 seed11,q99,-0.34556454640371054,901,strict_greater,,0.03,0.9730629370629371,0.9949636182367094,0.9104895104895104,0.9511811023622048,0.9511811023622048,10.5,12.0,11.0,8,11,True
DS2,complex random K5 seed11,q995,-0.29671779756134975,901,strict_greater,,0.01,0.9730629370629371,0.9949636182367094,0.7524475524475525,0.8031496062992126,0.8031496062992126,10.5,13.0,11.0,8,11,True
DS2,complex random K5 seed23,q99,-0.34556454640371054,901,strict_greater,,0.02,0.9783356643356643,0.9959230517173365,0.9020979020979021,0.9464566929133859,0.9464566929133859,10.5,12.0,11.0,8,11,True
DS2,complex random K5 seed23,q995,-0.3114668949425018,901,strict_greater,,0.01,0.9783356643356643,0.9959230517173365,0.8027972027972028,0.8503937007874016,0.8503937007874016,10.5,13.5,11.0,8,11,True
DS2,complex random K5 seed37,q99,-0.3479183784859982,901,strict_greater,,0.02,0.9782797202797203,0.9962561955089106,0.8951048951048951,0.9385826771653544,0.9385826771653544,10.5,12.0,11.0,8,11,True
DS2,complex random K5 seed37,q995,-0.34556454640371054,901,strict_greater,,0.02,0.9782797202797203,0.9962561955089106,0.8923076923076924,0.9354330708661417,0.9354330708661417,10.5,12.0,11.0,8,11,True
DS2,complex random K7 seed11,q99,-0.3479183784859982,901,strict_greater,,0.02,0.9805314685314686,0.9970374638965761,0.8979020979020979,0.9401574803149606,0.9401574803149606,10.5,12.0,11.0,8,11,True
DS2,complex random K7 seed11,q995,-0.34556454640371054,901,strict_greater,,0.02,0.9805314685314686,0.9970374638965761,0.8951048951048951,0.937007874015748,0.937007874015748,10.5,12.0,11.0,8,11,True
DS2,complex random K7 seed23,q99,-0.34556454640371054,901,strict_greater,,0.03,0.976951048951049,0.995973257555198,0.9076923076923077,0.9496062992125984,0.9496062992125984,10.5,12.0,11.0,8,11,True
DS2,complex random K7 seed23,q995,-0.27144266795263866,901,strict_greater,,0.01,0.976951048951049,0.995973257555198,0.6489510489510489,0.6960629921259842,0.6960629921259842,10.5,33.0,11.0,8,11,True
DS2,complex random K7 seed37,q99,-0.34556454640371054,901,strict_greater,,0.04,0.9676783216783217,0.9944627043398118,0.9258741258741259,0.9669291338582677,0.9669291338582677,6.5,12.0,11.0,8,11,True
DS2,complex random K7 seed37,q995,-0.2549215051117632,901,strict_greater,,0.02,0.9676783216783217,0.9944627043398118,0.6027972027972028,0.6519685039370079,0.6519685039370079,10.5,12.0,11.0,8,11,True
DS2,magnitude all9,q99,0.22827645160655868,901,strict_greater,,0.02,0.23956643356643356,0.823630836431266,0.05874125874125874,0.06614173228346457,0.06614173228346457,66.5,76.5,11.0,8,11,True
DS2,magnitude all9,q995,0.24459215379641341,901,strict_greater,,0.02,0.23956643356643356,0.823630836431266,0.055944055944055944,0.06299212598425197,0.06299212598425197,66.5,76.5,11.0,8,11,True
DS2,phase all9,q99,0.6088638328956528,901,strict_greater,,0.01,0.6788111888111888,0.9370548547717571,0.11048951048951049,0.12440944881889764,0.12440944881889764,57.5,69.5,11.0,8,11,True
DS2,phase all9,q995,0.6248404374588015,901,strict_greater,,0.0,0.6788111888111888,0.9370548547717571,0.11048951048951049,0.12440944881889764,0.12440944881889764,57.5,69.5,11.0,8,11,False
DS3,B0-Exact,q99,1.9453127765750735,902,strict_greater,,0.0,0.9592178770949721,0.9947710859203681,0.9399441340782123,1.0,1.0,22.0,22.0,4.0,2,11,False
DS3,B0-Exact,q995,1.9880378324299022,902,strict_greater,,0.0,0.9592178770949721,0.9947710859203681,0.9399441340782123,1.0,1.0,22.0,22.0,4.0,2,11,False
DS3,complex K3,q99,-0.47994853752557864,902,strict_greater,,0.03,0.9734776536312849,0.9965330246910025,0.9413407821229051,0.9968553459119497,0.9968553459119497,9.0,20.0,11.0,9,12,True
DS3,complex K3,q995,-0.34556454640371054,902,strict_greater,,0.0,0.9734776536312849,0.9965330246910025,0.7639664804469274,0.8411949685534591,0.8411949685534591,24.0,36.5,11.0,9,12,False
DS3,complex adaptive K5,q99,-0.3479183784859982,902,strict_greater,,0.0,0.9746229050279329,0.9966577181144586,0.888268156424581,0.960691823899371,0.960691823899371,9.5,23.5,11.0,9,12,True
DS3,complex adaptive K5,q995,-0.34556454640371054,902,strict_greater,,0.0,0.9746229050279329,0.9966577181144586,0.8854748603351955,0.9575471698113207,0.9575471698113207,9.5,23.5,11.0,9,12,True
DS3,complex adaptive K7,q99,-0.3479183784859982,902,strict_greater,,0.0,0.9749720670391061,0.9967103432018095,0.9008379888268156,0.970125786163522,0.970125786163522,9.5,22.5,11.0,9,12,True
DS3,complex adaptive K7,q995,-0.34556454640371054,902,strict_greater,,0.0,0.9749720670391061,0.9967103432018095,0.8994413407821229,0.9685534591194969,0.9685534591194969,9.5,22.5,11.0,9,12,True
DS3,complex all9,q99,-0.30931693380844905,902,strict_greater,,0.02,0.9732122905027933,0.9964450995142529,0.8952513966480447,0.9685534591194969,0.9685534591194969,7.5,23.0,11.0,9,12,True
DS3,complex all9,q995,-0.2854974355207343,902,strict_greater,,0.0,0.9732122905027933,0.9964450995142529,0.8687150837988827,0.9465408805031447,0.9465408805031447,7.5,23.0,11.0,9,12,True
DS3,complex fixed K5,q99,-0.43276511138249457,902,strict_greater,,0.02,0.9756424581005586,0.996789219166141,0.9343575418994413,0.9937106918238994,0.9937106918238994,18.5,20.0,11.0,9,12,True
DS3,complex fixed K5,q995,-0.34556454640371054,902,strict_greater,,0.0,0.9756424581005586,0.996789219166141,0.8575418994413407,0.9292452830188679,0.9292452830188679,20.0,23.0,11.0,9,12,True
DS3,complex fixed K7,q99,-0.39678467263579087,902,strict_greater,,0.02,0.975782122905028,0.9968106230163285,0.9301675977653632,0.9889937106918238,0.9889937106918238,2.5,10.0,11.0,9,12,True
DS3,complex fixed K7,q995,-0.34556454640371054,902,strict_greater,,0.0,0.975782122905028,0.9968106230163285,0.8966480446927374,0.9669811320754716,0.9669811320754716,10.5,22.5,11.0,9,12,True
DS3,complex random K5 seed11,q99,-0.34556454640371054,902,strict_greater,,0.06,0.9723743016759776,0.9963083244889744,0.9217877094972067,0.9921383647798742,0.9921383647798742,7.5,22.5,11.0,9,12,True
DS3,complex random K5 seed11,q995,-0.29671779756134975,902,strict_greater,,0.03,0.9723743016759776,0.9963083244889744,0.8798882681564246,0.960691823899371,0.960691823899371,7.5,23.0,11.0,9,12,True
DS3,complex random K5 seed23,q99,-0.34556454640371054,902,strict_greater,,0.03,0.9740083798882682,0.9965484621729366,0.914804469273743,0.9874213836477987,0.9874213836477987,2.5,22.5,11.0,9,12,True
DS3,complex random K5 seed23,q995,-0.3114668949425018,902,strict_greater,,0.02,0.9740083798882682,0.9965484621729366,0.88268156424581,0.960691823899371,0.960691823899371,2.5,23.0,11.0,9,12,True
DS3,complex random K5 seed37,q99,-0.3479183784859982,902,strict_greater,,0.0,0.9747765363128491,0.9966919524320296,0.9134078212290503,0.9858490566037735,0.9858490566037735,7.5,22.5,11.0,9,12,True
DS3,complex random K5 seed37,q995,-0.34556454640371054,902,strict_greater,,0.0,0.9747765363128491,0.9966919524320296,0.9134078212290503,0.9858490566037735,0.9858490566037735,7.5,22.5,11.0,9,12,True
DS3,complex random K7 seed11,q99,-0.3479183784859982,902,strict_greater,,0.0,0.9760754189944134,0.9968671962433656,0.909217877094972,0.9795597484276729,0.9795597484276729,9.5,22.5,11.0,9,12,True
DS3,complex random K7 seed11,q995,-0.34556454640371054,902,strict_greater,,0.0,0.9760754189944134,0.9968671962433656,0.909217877094972,0.9795597484276729,0.9795597484276729,9.5,22.5,11.0,9,12,True
DS3,complex random K7 seed23,q99,-0.34556454640371054,902,strict_greater,,0.03,0.9744553072625698,0.996603155753221,0.9203910614525139,0.9889937106918238,0.9889937106918238,2.5,22.5,11.0,9,12,True
DS3,complex random K7 seed23,q995,-0.27144266795263866,902,strict_greater,,0.0,0.9744553072625698,0.996603155753221,0.8268156424581006,0.9072327044025157,0.9072327044025157,10.5,41.0,11.0,9,12,True
DS3,complex random K7 seed37,q99,-0.34556454640371054,902,strict_greater,,0.03,0.9725977653631285,0.9963179043546732,0.9287709497206704,0.9937106918238994,0.9937106918238994,2.5,22.5,11.0,9,12,True
DS3,complex random K7 seed37,q995,-0.2549215051117632,902,strict_greater,,0.02,0.9725977653631285,0.9963179043546732,0.8393854748603352,0.9182389937106918,0.9182389937106918,18.5,23.0,11.0,9,12,True
DS3,magnitude all9,q99,0.22827645160655868,902,strict_greater,,0.0,0.6482402234636871,0.9391163537005575,0.21089385474860337,0.2358490566037736,0.2358490566037736,5.0,65.0,11.0,9,12,True
DS3,magnitude all9,q995,0.24459215379641341,902,strict_greater,,0.0,0.6482402234636871,0.9391163537005575,0.20949720670391062,0.23427672955974843,0.23427672955974843,5.0,65.0,11.0,9,12,True
DS3,phase all9,q99,0.6088638328956528,902,strict_greater,,0.01,0.8694553072625698,0.9786489899058398,0.3254189944134078,0.3663522012578616,0.3663522012578616,41.5,58.5,11.0,9,12,True
DS3,phase all9,q995,0.6248404374588015,902,strict_greater,,0.01,0.8694553072625698,0.9786489899058398,0.3226256983240223,0.3632075471698113,0.3632075471698113,41.5,58.5,11.0,9,12,True
DS7,B0-Exact,q99,1.9453127765750735,528,strict_greater,,0.041666666666666664,0.8899068322981366,0.9577437013860238,0.5869565217391305,0.7768595041322314,0.7768595041322314,36.0,68.5,3.0,1,10,True
DS7,B0-Exact,q995,1.9880378324299022,528,strict_greater,,0.041666666666666664,0.8899068322981366,0.9577437013860238,0.5807453416149069,0.7727272727272727,0.7727272727272727,60.5,69.0,3.0,1,10,True
DS7,complex K3,q99,-0.47994853752557864,528,strict_greater,,0.008333333333333333,0.6469979296066253,0.8627911526193247,0.2391304347826087,0.30165289256198347,0.30165289256198347,4.0,119.5,10.0,10,11,True
DS7,complex K3,q995,-0.34556454640371054,528,strict_greater,,0.0,0.6469979296066253,0.8627911526193247,0.062111801242236024,0.08264462809917356,0.08264462809917356,123.5,151.5,10.0,10,11,False
DS7,complex adaptive K5,q99,-0.3479183784859982,528,strict_greater,,0.008333333333333333,0.7107919254658385,0.8909083911650569,0.2453416149068323,0.30578512396694213,0.30578512396694213,7.0,112.0,10.0,10,11,True
DS7,complex adaptive K5,q995,-0.34556454640371054,528,strict_greater,,0.008333333333333333,0.7107919254658385,0.8909083911650569,0.2453416149068323,0.30578512396694213,0.30578512396694213,7.0,112.0,10.0,10,11,True
DS7,complex adaptive K7,q99,-0.3479183784859982,528,strict_greater,,0.008333333333333333,0.7549689440993789,0.9115706509934762,0.3695652173913043,0.4628099173553719,0.4628099173553719,4.0,107.5,10.0,10,11,True
DS7,complex adaptive K7,q995,-0.34556454640371054,528,strict_greater,,0.008333333333333333,0.7549689440993789,0.9115706509934762,0.3695652173913043,0.4628099173553719,0.4628099173553719,4.0,107.5,10.0,10,11,True
DS7,complex all9,q99,-0.30931693380844905,528,strict_greater,,0.025,0.8130175983436853,0.9341365738611498,0.4937888198757764,0.6198347107438017,0.6198347107438017,4.0,61.0,10.0,10,11,True
DS7,complex all9,q995,-0.2854974355207343,528,strict_greater,,0.008333333333333333,0.8130175983436853,0.9341365738611498,0.4813664596273292,0.6074380165289256,0.6074380165289256,4.0,61.0,10.0,10,11,True
DS7,complex fixed K5,q99,-0.43276511138249457,528,strict_greater,,0.025,0.7302277432712215,0.9009820384076609,0.37888198757763975,0.47107438016528924,0.47107438016528924,3.5,105.0,10.0,10,11,True
DS7,complex fixed K5,q995,-0.34556454640371054,528,strict_greater,,0.0,0.7302277432712215,0.9009820384076609,0.2639751552795031,0.34297520661157027,0.34297520661157027,11.5,112.0,10.0,10,11,False
DS7,complex fixed K7,q99,-0.39678467263579087,528,strict_greater,,0.03333333333333333,0.7907867494824017,0.9244038017084758,0.4782608695652174,0.5909090909090909,0.5909090909090909,3.5,10.5,10.0,10,11,True
DS7,complex fixed K7,q995,-0.34556454640371054,528,strict_greater,,0.016666666666666666,0.7907867494824017,0.9244038017084758,0.43788819875776397,0.5619834710743802,0.5619834710743802,4.0,101.0,10.0,10,11,True
DS7,complex random K5 seed11,q99,-0.34556454640371054,528,strict_greater,,0.041666666666666664,0.7756211180124224,0.916516482030624,0.4751552795031056,0.5785123966942148,0.5785123966942148,4.0,83.0,10.0,10,11,True
DS7,complex random K5 seed11,q995,-0.29671779756134975,528,strict_greater,,0.008333333333333333,0.7756211180124224,0.916516482030624,0.422360248447205,0.5330578512396694,0.5330578512396694,10.5,101.0,10.0,10,11,True
DS7,complex random K5 seed23,q99,-0.34556454640371054,528,strict_greater,,0.016666666666666666,0.7790113871635611,0.919107769648666,0.4254658385093168,0.5371900826446281,0.5371900826446281,8.5,82.5,10.0,10,11,True
DS7,complex random K5 seed23,q995,-0.3114668949425018,528,strict_greater,,0.008333333333333333,0.7790113871635611,0.919107769648666,0.40062111801242234,0.5082644628099173,0.5082644628099173,10.5,108.5,10.0,10,11,True
DS7,complex random K5 seed37,q99,-0.3479183784859982,528,strict_greater,,0.016666666666666666,0.7776915113871635,0.9191735800142926,0.43167701863354035,0.5413223140495868,0.5413223140495868,4.0,101.0,10.0,10,11,True
DS7,complex random K5 seed37,q995,-0.34556454640371054,528,strict_greater,,0.016666666666666666,0.7776915113871635,0.9191735800142926,0.42857142857142855,0.5371900826446281,0.5371900826446281,4.0,101.0,10.0,10,11,True
DS7,complex random K7 seed11,q99,-0.3479183784859982,528,strict_greater,,0.016666666666666666,0.7854037267080746,0.9227246697747808,0.4503105590062112,0.5619834710743802,0.5619834710743802,4.0,100.5,10.0,10,11,True
DS7,complex random K7 seed11,q995,-0.34556454640371054,528,strict_greater,,0.016666666666666666,0.7854037267080746,0.9227246697747808,0.4503105590062112,0.5619834710743802,0.5619834710743802,4.0,100.5,10.0,10,11,True
